The_Old_Path_(TOP)_Channel,Daniel_Razon
Crowdrise,Edward_Norton
Chugai_Pharmaceutical_Co.,Osamu_Nagayama
Construcciones_Aeronáuticas_SA,José_Ortiz-Echagüe
"Cartoonists_Rights_Network,_International",Michael_de_Adder
Red_Giant_Entertainment,Chris_Crosby_(comics)
Liberty_Shoes,Adesh_Gupta
LafargeHolcim,Eric_Olsen_(businessman)
Red_Hat,Jim_Whitehurst
Vivartia,Andreas_Vgenopoulos_(businessman)
Platt-LePage_Aircraft_Company,Frank_Piasecki
PhosAgro,"Andrey_Guryev,_Jr."
Self_Help_Africa,Tom_Kitt
The_Collegiate_Licensing_Company,Bill_Battle
Albright_Stonebridge_Group,Carlos_Gutierrez
Donald_Healey_Motor_Company,Donald_Healey
Big_Huge_Games,Ken_Rolston
Virgin_Money_UK,Glen_Moreno
NorgesGruppen,Knut_Hartvig_Johannson
Winking_(company),Gerdi_Staelens
IRobot,Rodney_Brooks
Cris_Morena_Group,Cris_Morena
Troll_Lord_Games,Stephen_Chenault
AlpInvest_Partners,Volkert_Doeksen
"GREE,_Inc.",Yoshikazu_Tanaka
Brands_of_Desire,Saurabh_Uboweja
MGM-Pathé_Communications,John_Calley
Formula_Racing_Development_Limited,Kenneth_Ma_(racing_driver)
Accolade_(game_company),Alan_Miller_(game_designer)
Taco_Bell,Glen_Bell
Remgro,Johann_Rupert
Jumio,Daniel_Mattes
Rlg_Communications,Alex_Lu
Regional_Express_Holdings,John_Sharp_(Australian_politician)
Yamaltransstroy,Igor_Nak
Lightstorm_Entertainment,James_Cameron
Yieldmo,Rich_Miner
Cerner,Neal_Patterson
Mesa_Air_Group,Michael_J._Lotz
Caliber_Comics,Gary_Reed_(comics)
Vivint_Solar,Todd_Pedersen
Starfish_Software,Sonia_Lee
Genting_Group,Lim_Goh_Tong
Givenchy,Riccardo_Tisci
MySQL_AB,Mårten_Mickos
Feeln,Robert_N._Fried
Bellona_–_St._Petersburg,Alexander_Nikitin
Chilsag_Entertainment_Network,Sachin_Gupta
Sony_Music_Entertainment,Edgar_Berger
Delta_Broadcasting_System,Mike_Velarde
National_Action_Alliance_for_Suicide_Prevention,John_M._McHugh
Saaremaa_Shipping_Company,Vjatšeslav_Leedo
Lulu_Hypermarket,M._A._Yousuf_Ali
NoonTalk_Media,Dasmond_Koh
Zee_Live,Subhash_Chandra
Dai-Ichi_Kangyo_Bank,Shibusawa_Eiichi
Longnecker_and_Associates,Brent_M._Longnecker
Delta_Holding,Miroslav_Mišković
Ecuadorian_Institute_of_Intellectual_Property,Andrés_Ycaza_Mantilla
Titan_Entertainment_Group,Nick_Landau
Pando_Networks,Robert_Levitan
"Workday,_Inc.",Aneel_Bhusri
Industrial_and_Commercial_Bank_of_China_(Canada),Jiang_Jianqing
Home_and_Colonial_Stores,Julius_Drewe
Vismayas_Max,B._Unnikrishnan
Pacific_Life,James_T._Morris
Tribune_Media,Bruce_Karsh
Maryland_Jockey_Club,William_Paca
Kodak,Jeff_Clarke_(businessman)
Kraft_Heinz,Bernardo_Hees
Digiboo,Lori_McCreary
Swarovski,Nadja_Swarovski
About_Face_Media,Barry_Poltermann
Action_(store),Adrian_Bellamy
Novartis,Joseph_Jimenez
Daewoo,Kim_Woo-jung
Fortissimo_Films,Michael_J._Werner
Urban_Outfitters,Richard_Hayne
The_Matheson_Trust,Gai_Eaton
DineEquity,Julia_Stewart_(businesswoman)
Fidelio_Films,Mark_Raso
CVSL,Kay_Bailey_Hutchison
Soleil_Productions,Christophe_Arleston
Panasonic,Kazuhiro_Tsuga
KiwiRail,Peter_Reidy
Old_Mutual,Patrick_O'Sullivan_(businessman)
Tata_Consultancy_Services,Natarajan_Chandrasekaran
Buhl_Aircraft_Company,Alfred_V._Verville
Alliance_Healthcare,Stefano_Pessina
Mandarin_Oriental_Hotel_Group,Simon_Keswick
GAVI_Alliance,Seth_Berkley
Royale_Racing,Rory_Byrne
"GTRI_Aerospace,_Transportation_and_Advanced_Systems_Laboratory",Rusty_Roberts
Tishman_Speyer,Robert_Tishman
Pixelmatic,Samson_Mow
MGM_Television,Mark_Burnett
California_Rare_Fruit_Growers_Association,Paul_Thomson_(botanist)
Société_Nationale_d'Investissement,Mohammed_VI_of_Morocco
Kyboe,Marc_Bell_(entrepreneur)
SPACES_(Welspun_Group),B_K_Goenka
Franchise_Pictures,Elie_Samaha
Miramax,Thomas_J._Barrack_Jr.
Mahindra_&_Mahindra,Anand_Mahindra
Clinton_Foundation,Bill_Clinton
Essar_Oil,Ravi_Ruia
United_Co-operatives,Peter_Marks
Sullivan_Bluth_Studios,Morris_Sullivan
Design_Research_Society,Nigel_Cross
Ecargo,Rupert_Myer
Mixed_Martial_Arts_Pakistan,Mahmood_Rahman
Leslie_E._Robertson_Associates,Leslie_E._Robertson
International_Container_Terminal_Services_Inc.,Enrique_K._Razon
Anjana_Productions,Pawan_Kalyan
Autism_Cymru,Dafydd_Wigley
Saudi_Aramco,Amin_H._Nasser
Cineplex_Odeon_Corporation,Nat_Taylor
Hutchison_Whampoa,Li_Ka-shing
Electronic_Arts,Andrew_Wilson_(businessman)
Time_Warner,Jeff_Bewkes
Soyuzneftegaz,Yuri_Shafranik
China_Xinhua_News_Network_Corporation,Li_Congjun
Gibson_Guitar_Corporation,Seth_Lover
Standard_Chartered,John_Peace
Nederlander_Organization,James_L._Nederlander
Bloomberg_L.P.,Peter_Grauer
TVA_Group,Pierre_Karl_Péladeau
Product_Red,Bono
Perdue_Farms,Jim_Perdue
Platinum_Technology,Israel_Mazin
Good_Universe,Nathan_Kahane
Kimetsan,Erdem_Duhan_Özensoy
St._Louis_Car_Company,Robert_P._McCulloch
Synaptics,Federico_Faggin
EVRYTHNG,Andy_Hobsbawm
PBS,Afsaneh_Mashayekhi_Beschloss
Compugen_(Israeli_company),Martin_Gerstel
Chemical_Plant_Karpov,Lev_Karpov
BHP_Billiton,Jacques_Nasser
Timeline_of_the_National_Land_Company,Feargus_O'Connor
Handspring_(company),Donna_Dubinsky
CT_Corp,Chairul_Tanjung
Upserve,Josh_Kopelman
Moonwater_Pictures,Mahi_V_Raghav
Icebreaker_(clothing),Rob_Fyfe
Dell_Technologies,Michael_Dell
Omega_Pharma,Marc_Coucke
WWE,Vince_McMahon
V._V._Creations,S._A._Chandrasekhar
KMGi_Group,Alex_Konanykhin
Carl's_Jr.,Carl_Karcher
GMM_Tai_Hub,Jira_Maligool
Akershus_Energi,Ivar_Ueland
ADS_Securities,Philippe_Ghanem
Weta_Workshop,Peter_Jackson
TheStreet.com,Larry_Kramer
Century_Textile_and_Industries,Kumar_Mangalam_Birla
IQiyi,Ma_Dong
Pell_Frischmann,Wilem_Frischmann
TeleTech,Kenneth_D._Tuchman
US-Taiwan_Business_Council,Paul_Wolfowitz
Southern_Company,Thomas_A._Fanning
American_Type_Founders,Morris_Fuller_Benton
Trump_Productions,Donald_Trump
Jain_Irrigation_Systems,Bhavarlal_Jain
Ceylinco_Consolidated,Lalith_Kotelawala
Trees_for_Life_(Scotland),Muriel_Gray
Boeing,Raymond_Conner
Red_Bull_GmbH,Dietrich_Mateschitz
The_Shaksy_Group,Said_bin_Salim_Al_Shaksy
Crown_Books,Robert_Haft
G4S,Ashley_Almanza
Macay_Holdings,Alfredo_Yao
Labourer's_Friend_Society,"Albert,_Prince_Consort"
Meat_Corporation_of_Namibia,Vekuii_Rukoro
CITIC_Group,Chang_Zhenming
Bodyarmor_SuperDrink,Kobe_Bryant
Club_Med,Henri_Giscard_d'Estaing
Fred._Olsen_Energy,Anette_S._Olsen
Hamer_Guitars,Jol_Dantzig
Beacon_Global_Strategies,Andrew_J._Shapiro
Bilingual_Books,Kristine_Kershul
Reyna_Films,Armida_Siguion-Reyna
Rent_the_Runway,Jennifer_Hyman
Bank_of_Hawaii,Donna_Tanoue
RAK_Petroleum,Kevin_Toner
Aveva,Philip_Aiken
Koch_Foods,Joseph_Grendys
Norman_Thompson_Flight_Company,John_Cyril_Porte
Better_Homes_and_Gardens_Real_Estate,Sherry_Chris
Hargreaves_Lansdown,Ian_Gorham
MTM_Enterprises,Grant_Tinker
Citigroup,Michael_E._O'Neill
Williams_Street,Mike_Lazzo
Redrow_plc,Steve_Morgan_(businessman)
Astoria_Bank,Monte_N._Redman
Afghan_Telecom,Amirzai_Sangin
Sucuri,Daniel_B._Cid
Coca-Cola_Bottling_Co._Consolidated,J._Frank_Harrison_III
Ecstasy_Limited,Tanjim_Ashraful_Haque
Studios_Hergé,Roger_Leloup
Care.com,Sheila_Lirio_Marcelo
Crystal_Creek_Media,Daniel_Knudsen
Safeway_(Australia),Michael_Luscombe
Sunrise_Communications_AG,Peter_Kurer
Entertainment_Software_Association,Michael_Gallagher_(U.S._politician)
Institute_for_the_Study_and_Integration_of_Graphical_Heritage_Techniques,Philippe_Martinez
Perigreen_Safe_Foods,Nikhil_Kuruganti
DreamFactory,Seiichi_Ishii
Cockroach_Labs,Spencer_Kimball_(computer_programmer)
OpenAI,Ian_Goodfellow
Art_Instruction_Schools,Charles_M._Schulz
Space,Charles_A._Duelfer
Applied_Minds,Danny_Hillis
Dave_Smith_Instruments,Dave_Smith_(engineer)
Charlesbank_Capital_Partners,Michael_R._Eisenson
Brown-Forman,Paul_C._Varga
Fidelio_Films,Mauro_Mueller
Altos_Hornos_de_México,Xavier_Autrey
Bowater,Eric_Vansittart_Bowater
George_England_and_Co.,George_England
Propadu_Konair_Tarahubun,Supeno_Surija
Eni,Claudio_Descalzi
Al_Faisaliah_Group,Abdullah_bin_Faisal_Al_Saud
Grandi_Stazioni,Mauro_Moretti
Elmendorf_Farm,James_Ben_Ali_Haggin
Sun_Capital_Partners,Marc_J._Leder
Kudu_(restaurant),Abdul-Mohsen_Al-Yahya
Bajaj_Hindusthan,Kushagra_Bajaj
STX_Entertainment,Tom_McGrath_(media_executive)
Hudson's_Bay_Company,Bonnie_Brooks
Sisu_Auto,Tor_Nessling
Seagram,Joseph_E._Seagram
Seatek_SPa_diesels,Carlo_Bonomi
Junction_Point_Studios,Warren_Spector
Fit_brains,Paul_Nussbaum
Harbor_Freight_Tools,Eric_Smidt
Yash_Raj_Films,Uday_Chopra
Proton_Holdings,Ahmad_Fuaad
Friends_of_Lulu,Heidi_MacDonald
CloudHashing,Emmanuel_Abiodun
Istanbul_Agop_Cymbals,Mel_Lewis
Three_Rivers_Computer_Corporation,Raj_Reddy
Marc_Anthony_Collection,Marc_Anthony
Harbinger_Capital,Philip_Falcone
Sinclair_Research,Nigel_Searle
Alkarama,Mourad_Dhina
Asahi_Breweries,Naoki_Izumiya
Avari_Hotels,Byram_D._Avari
Saturn_Corporation,Jill_Lajdziak
Tri-Crescendo,Hiroya_Hatsushiba
Azizi_Bank,Mirwais_Azizi
Kenzo_(brand),Humberto_Leon
Cadence_Design_Systems,Lip-Bu_Tan
Moby_Media_Group,Saad_Mohseni
Flash_Film_Works,Jeremy_Nelson
Asia_Brewery,Lucio_Tan
United_Plankton_Pictures,Stephen_Hillenburg
MediGuard,Hugo_Stephenson
Barclays,Jes_Staley
City_Football_Group,Brian_Marwood
C2_Education,David_J._Kim
Fairfield_Shipbuilding_and_Engineering_Company,"Sir_William_Pearce,_1st_Baronet"
Action_Target,John_R._Curtis
DHL_Express,Larry_Hillblom
Fairwood_(restaurant),Dennis_Lo
Dixons_Carphone,Sebastian_James
Ingram_Industries,Orrin_H._Ingram_II
Artio_Films,Jon_Gustafsson
Ackermans_&_van_Haaren,Luc_Bertrand
Metro_Bank_(United_Kingdom),Vernon_Hill
Guardians_of_Order,Jesse_Scoble
Ringier,Marc_Walder
Estonian_Genome_Project,Andres_Metspalu
Infinite_Interactive,Steve_Fawkner
Haskins_Laboratories,Philip_Rubin
Raidió_Teilifís_Éireann,Dee_Forbes
DMG_Media,Paul_Dacre
Tata_Power,Cyrus_Pallonji_Mistry
United_Internet,Ralph_Dommermuth
DC_Shoes,Danny_Way
Wanderful_interactive_storybooks,Mark_Schlichting
Ek_Soch_Sandbox,Naveen_Jha
Razor_Boy_Music_Publishing,Fredrik_Olsson_(music_executive)
Bellator_MMA,Bjorn_Rebney
Vertic,Sebastian_Jespersen
Disney_Theatrical_Productions,Thomas_Schumacher
Citizens_Bank_International,Shankar_Prasad_Sharma
Avirex,Marc_Ecko
S._C._Johnson_&_Son,Herbert_Fisk_Johnson_III
IXsystems,Jordan_Hubbard
Engie,Gérard_Mestrallet
Daimler-Benz,Gottlieb_Daimler
Encana,Doug_Suttles
IMG_(company),Ari_Emanuel
Pine_River_Capital_Management,Aaron_Yeary
Vallourec,Vivienne_Cox
Calico_(company),Arthur_D._Levinson
"Amit,_Pollak,_Matalon_&_Co.",Moshe_Matalon
Genii_Capital,Eric_Lux
Imugene,Paul_A._Hopper
Djarum,Robert_Budi_Hartono
Quebecor,Brian_Mulroney
Canada_Company,John_Galt_(novelist)
84_Lumber,Joseph_A._Hardy_III
Kudelski_Group,André_Kudelski
Lumus,Shlomo_Kalish
Peugeot,Carlos_Tavares
Pegasystems,Alan_Trefler
Fake_Empire_Productions,Josh_Schwartz
Vijayta_Films,Dharmendra
Group_4_(company),Jörgen_Philip-Sörensen
MasterCard,Richard_Haythornthwaite
Americans_Elect,Peter_Ackerman
2degrees,Eric_Hertz
Bahrain_American_Council,Al_Khalafalla
Gerald_Online,Gerald_Ratner
GMA_Artist_Center,Gina_Alajar
Russneft,Mikhail_Gutseriyev
Green_House_Data,Shawn_Mills
Bekaert,Bert_De_Graeve
GoldMoney,Roy_Sebag
Rare_(website),Jack_Hunter_(radio_host)
Al_Jazeera_Balkans,Goran_Milić
Kazakhstan_Temir_Zholy,Askar_Mamin
Yaquinto_Publications,S._Craig_Taylor
IM_Global,Stuart_Ford_(entertainment_executive)
Hy-Gain_Antennas_and_Rotators,Martin_F._Jue
Shore_Tilbe_Irwin_+_Partners,Stephen_Irwin_(architect)
West_Elm,Chuck_Williams_(author)
Center_for_the_Study_of_Carbon_Dioxide_and_Global_Change,Keith_E._Idso
NASCAR_Mexico,Chad_Little
Extreme_Rising,Shane_Douglas
Government_Accountability_Institute,Peter_Schweizer
The_Peel_Group,John_Whittaker_(businessman)
Mushroom_Group,Michael_Gudinski
"Nike,_Inc.",Phil_Knight
Quixey,Liron_Shapira
Thames_(production_company),Richard_Holloway
Maine_Chance_Farm,Edward_A._Neloy
Larkin_Company,John_D._Larkin
British_Leyland,Michael_Edwardes
National_Right_to_Life_Committee,James_T._McHugh
Core_Education_&_Technologies_Ltd,Sanjeev_Mansotra
ABS-CBN_Corporation,Cory_Vidanes
Fireworks_Entertainment,Jay_Firestone
Carrefour,Georges_Plassat
One_Race_Films,Vin_Diesel
A_Side_Productions,David_Kreuger
Famous_Writers_School,Mignon_G._Eberhart
Handley_Page,George_Volkert
Acclaim_Entertainment,Greg_Fischbach
Capitol_Music_Group_Sweden,Bobby_Ljunggren
Enso_Group,Vinay_Maloo
TASMAC,R._Viswanathan
Porsche,Oliver_Blume
Mercury_Asset_Management,Carol_Galley
Standard_Oil,Stephen_V._Harkness
Courtaulds,George_Courtauld
F._W._Woolworth_Company,Charles_Sumner_Woolworth
Power_Corporation_of_Canada,Paul_Desmarais
LT_Group,Lucio_Tan
Freelancer.com,Matt_Barrie
Free_Congress_Foundation,Jim_Gilmore
Sun_Pharmaceutical,Dilip_Shanghvi
AeroVironment,Paul_MacCready
FranklinCovey,Hyrum_W._Smith
Jim_Pattison_Group,Jim_Pattison
USA_Broadcasting,Roy_Speer
Istithmar_World,Ahmed_bin_Saeed_Al_Maktoum
Ascom_Group,Anatol_Stati
Deutsche_Post,Wulf_von_Schimmelmann
Canal+_Group,Vincent_Bolloré
Transnational_Corporation_of_Nigeria,Tony_Elumelu
BBC_Worldwide,"Tony_Hall,_Baron_Hall_of_Birkenhead"
Kone,Antti_Herlin
American_Motors,George_W._Romney
Universal_Studios,Donna_Langley
Hydro-Québec,Michael_D._Penner
Avnet,William_Amelio
Coca-Cola_Amatil,David_Gonski
Folland_Aircraft,Henry_Folland
Aston_Martin,Ulrich_Bez
Kroger,Rodney_McMullen
ONE_Championship,Chatri_Sityodtong
Kisna_Diamond_Jewellery,Savji_Dholakia
Do_Something,Aria_Finger
Aktiv_Kapital,Fredrik_Halvorsen
AmTrust_Financial_Services,Barry_Zyskind
Felis_Creations,Malaika_Vaz
AVROTROS,Ed_Nijpels
United_Utilities,Steve_Mogford
Apex_Digital,David_Ji
Lionsgate,Michael_R._Burns
Moody's_Corporation,Raymond_W._McDaniel_Jr.
DHL_Express,Adrian_Dalsey
Berger_Paints_India,Kuldip_Singh_Dhingra
Giant_Hypermarket,Simon_Keswick
International_Service_for_Human_Rights,Michael_Posner_(lawyer)
Warner_Bros.,Edward_A._Romano
African_Steamship_Company,Macgregor_Laird
American_International_Pictures,Samuel_Z._Arkoff
Company_of_Scotland,"John_Maxwell,_Lord_Pollok"
Alliance_Boots,Stefano_Pessina
Al_Shoula_Group,Mishaal_bin_Abdulaziz_Al_Saud
Dark_Castle_Entertainment,Susan_Downey
Young_Americans_Bank,Bill_Daniels
Larkin_Company,Elbert_Hubbard
The_Conservation_Volunteers,"Prince_Philip,_Duke_of_Edinburgh"
BBC_World_Service,Fran_Unsworth
Radius_(hardware_company),Mike_Boich
Calumet_Farm,"Warren_Wright,_Sr."
MB_Holding,Mohammed_Al_Barwani
SARD,Shin_Kato
Tune_Group,Tony_Fernandes
Rise_Asset_Development,Narinder_Dhami
Film_Location_Services,Chandran_Rutnam
Hard_Knocks_Fighting,Ari_Taub_(wrestler)
Kaupthing_Bank,Sigurður_Einarsson_(economist)
Nintendo_Software_Planning_&_Development,Kensuke_Tanabe
Moser_Baer_Solar_(company),Ratul_Puri
Reliance_Health,Tina_Ambani
Buglife_–_The_Invertebrate_Conservation_Trust,Germaine_Greer
Sophia_Search_Limited,Dave_Patterson
Warrior_Sports,David_Morrow_(sports)
X-Ray_Kid_Studios,Jeff_Matsuda
Stainless_Steel_Studios,Rick_Goodman
New_World_Development,Henry_Cheng
PRISA,Ignacio_Polanco
P._J._Plauger__Dinkumware_Limited__1,Pete_Becker
The_Rouse_Company,Melvin_J._Berman
Merlin_Entertainments,John_Sunderland_(businessman)
Consortium_of_Universities_for_Global_Health,Keith_Martin_(physician)
First_Interstate_BancSystem,Kevin_Riley
Sony_Interactive_Entertainment,Andrew_House
Reissued.com,Jennifer_DeLonge
"Morningstar,_Inc.",Joe_Mansueto
Concord_Production_Inc.,Bruce_Lee
Societas_eruditorum_incognitorum_in_terris_Austriacis,Angelo_Maria_Quirini
FICO,Earl_Isaac
Piramal_Foundation,Swati_Piramal
Sarawak_Energy,Torstein_Dale_Sjøtveit
Centrica,Iain_Conn
Tech_Mahindra,Anand_Mahindra
Alcove_Entertainment,James_Fox
Hornbach_(hypermarket),Albrecht_Hornbach
Outsourcery,Piers_Linney
Worldview_Pictures,Stephen_Trombley
Crompton_Greaves,Gautam_Thapar
Loews_Cineplex_Entertainment,Marcus_Loew
Synchrony_Financial,Margaret_M._Keane
Pacific_Fur_Company,Alexander_MacKay_(fur_trader)
Home_Team_Volunteers_Network,Ho_Peng_Kee
New_World_Pictures,Roger_Corman
Guinness_Mahon,Geoffrey_Bell
Makani_Power,Don_Montague
Stobart_Rail_Freight,William_Stobart
"Narayana_Superspeciality_Hospital,_Guwahati",Devi_Shetty
Gooderham_and_Worts,Albert_Gooderham
Jadwa_Investment,Faisal_bin_Salman_bin_Abdulaziz_Al_Saud
SWsoft,Serguei_Beloussov
Traffic_Group,José_Hawilla
Domino's_Pizza,J._Patrick_Doyle
Malpaso_Productions,Clint_Eastwood
Banco_Bilbao_Vizcaya_Argentaria,Carlos_Torres_Vila_(banker)
Gazprom_Neft,Alexander_Valeryevich_Dyukov
Centenary_Bank,Fabian_Kasi
OzEmail,Malcolm_Turnbull
Ushahidi,Juliana_Rotich
Russian_Machines,Oleg_Deripaska
Miles_Aircraft,Thomas_Rose_(RAF_officer)
GMR_Group,Grandhi_Mallikarjuna_Rao
Harvey_Norman,Gerry_Harvey
Exit_International,Philip_Nitschke
Wamda,Habib_Haddad
Vivendi,Arnaud_de_Puyfontaine
Ludlow_Typograph,Ernst_F._Detterer
Stratfor,Fred_Burton_(security_expert)
Northern_Racing,Michael_Howard
Motor_Racing_Network,Ken_Squier
Century_Properties,Washington_SyCip
Acorn_Computers,Hermann_Hauser
Isle_of_Man_Post_Office,Juan_Turner
Westinghouse_Licensing_Corporation,George_Westinghouse
Westinghouse_Electric_Company,George_Westinghouse
Genting_Group,Lim_Kok_Thay
Bauer_Media_Group,Yvonne_Bauer
Morgan_Stanley,Thomas_R._Nides
MTV_Films,Van_Toffler
ORF_(broadcaster),Alexander_Wrabetz
FICO,Bill_Fair
Great_Southern_Group,John_Young_(businessman)
Transarc,Jeff_Eppinger
Energis,John_Pluthero
Australian_Broadcasting_Corporation,Michelle_Guthrie
Kojima_Productions,Hideo_Kojima
Svyazinvest,Leonid_Reiman
Burisma_Holdings,Aleksander_Kwaśniewski
Marine_Harvest,Ole_Eirik_Lerøy
Chaosium,Greg_Stafford
7_Media,David_J._Moore
Banco_Santander,José_Antonio_Alvarez
Imugene,Christoph_Zielinski
Robey_Warshaw,Simon_Robey
Baidu,Robin_Li
Earl_of_Sandwich_(restaurant),Robert_Earl
Within_(Virtual_Reality),Chris_Milk
Sparebankstiftelsen_DnB,André_Støylen
Nullsoft,Tom_Pepper
Dualstar,Mary-Kate_Olsen
Econet_Wireless,Strive_Masiyiwa
Automobile_Products_of_India,"William_Rootes,_1st_Baron_Rootes"
L'Oréal,Jean-Paul_Agon
Eleven_(Television_Production_Company),Jamie_Campbell_(documentary_filmmaker)
GradeSlam,Philip_A._Cutler
The_Coffee_Groundz,Preetish_Nijhawan
Robinsons_Malls,John_Gokongwei
Proximus_Group,Stefaan_De_Clerck
Sumanth_Art_Productions,M._S._Raju
Xiaomi,Hugo_Barra
Hutchison_3G,Canning_Fok
Bad_Boy_(brand),Roger_Huerta
Center_for_Inquiry,Barry_Karr
BellSouth,F._Duane_Ackerman
ITV_plc,Adam_Crozier
InterMedia_Partners,Tom_Daschle
The_Sphere_(social_network),David_Manoukian
Lakai_Limited_Footwear,Rick_Howard
Boingo_Wireless,Sky_Dayton
Gucci,Alessandro_Michele
Hipmunk,Steve_Huffman
Canica,Stein_Erik_Hagen
Western_Union,Hikmet_Ersek
Trend_Micro,Eva_Chen
Days_Inn_China,Ted_Fang
Blue-Tongue_Films,Kieran_Darcy-Smith
Sirius_XM_Holdings,Scott_Greenstein
Port_Kembla_Port_Corporation,Nicholas_Whitlam
Carbon_Engineering,David_Keith
American_Values_Network,Burns_Strider
Anwar_Rasheed_Entertainments,Anwar_Rasheed
Prudential_plc,Mike_Wells_(businessman)
Business_in_the_Community,"Charles,_Prince_of_Wales"
Massey_Energy,Don_Blankenship
Al-Haq,Shawan_Jabarin
Wiener_Werkstätte,Josef_Hoffmann
I._Magnin,Mary_Ann_Magnin
White_Birds_Productions,Benoît_Sokal
Friday_Filmworks,Neeraj_Pandey
Reliance_Retail,Mukesh_Ambani
Ermenegildo_Zegna,Ermenegildo_Zegna_(executive)
Clarecraft,Bernard_Pearson
Samsung_Electronics,Kwon_Oh-hyun
Investment_AB_Öresund,Sven_Hagströmer
Bellator_MMA,Scott_Coker
North_Sails,Tom_Whidden
Coca-Cola_European_Partners,John_F._Brock
Neo_Quotient,Nikhil_Kuruganti
Burlington_Northern_Santa_Fe_Corporation,Carl_Ice
Ninja_Theory,Jez_San
Fine_Fare,James_Gerald_Gulliver
GNC_(store),Michael_G._Archbold
ItsOn,Charles_Giancarlo
Akwa_Group,Aziz_Akhannouch
Centropolis_Entertainment,Roland_Emmerich
Westpac,Brian_Hartzer
Ammunition_Design_Group,Robert_Brunner
Pukeko_Pictures,Martin_Baynton
Export–Import_Bank_of_Romania,Carmen_Radu
Inview_Technology,Ken_Austin_(inventor)
Promontory_Financial_Group,Eugene_Ludwig
In_Other_Words_Feminist_Community_Center,Johanna_Brenner
United_Copper,F._Augustus_Heinze
Stearns_(automobile),Barney_Oldfield
Flippa,Matt_Mickiewicz
Mengniu_Dairy,Ning_Gaoning
Annapurna_Studios,Naga_Chaitanya
Suning_Commerce_Group,Zhang_Jindong
Recovering_from_Religion,Nathan_Phelps
Commonwealth_Aircraft_Corporation,Lawrence_Wackett
Warner_Bros._Cartoons,Friz_Freleng
PGi,Boland_T._Jones
The_Truth_Channel,Eliseo_Soriano
Cadenatres,Olegario_Vázquez_Raña
Sameer_Group,Naushad_Merali
NRK,Thor_Gjermund_Eriksen
The_Audience_Engine,Ken_Freedman
National_Bank_of_Greece,Louka_Katseli
Filmation,Norm_Prescott
Tata_Group,Cyrus_Pallonji_Mistry
Cellius,Ken_Kutaragi
ITerating,Larry_Augustin
Media_General,Mario_Gabelli
AWD_Holding,Carsten_Maschmeyer
Operation_Prime_Time,Al_Masini
Transnational_Corporation_of_Nigeria,Dupe_Olusola
Ewing_family_(television),Jock_Ewing
Finance_Bank_Zambia_Limited,Rajan_Mahtani
Marathon_Pharmaceuticals,Jeff_Aronin
Dragon_Dynasty,Quentin_Tarantino
Ithmaar_Bank,Amr_bin_Mohammed_Al_Faisal_Al_Saud
Commerzbank,Klaus-Peter_Müller
Field_Communications,Ted_Field
Kraft_Heinz,John_T._Cahill_(businessman)
Worldpay,Michael_Rake
Hakatak,Paul_Robb
OpenDNS,David_Ulevitch
Keystone_Studios,Mack_Sennett
Shyam_Group,Jamunotri_Gupta
Arbuthnot_Latham,Henry_Angest
British_Rail,Peter_Parker_(British_businessman)
Italian_Society_for_International_Organizations,Luigi_Ferrari_Bravo
Dragonite_International_Limited,Hon_Lik
Grindhouse_Releasing,Bob_Murawski
Eton_Park_Capital_Management,Eric_Mindich
William_Patterson_Shipbuilders,Isambard_Kingdom_Brunel
Penske_Motor_Group,Gregory_Penske
La_Perla_(clothing),Silvio_Scaglia
"Cuneo_Gilbert_&_LaDuca,_LLP",Pamela_Gilbert
Morris_Motors,Leonard_Lord
Tetra_Pak,Hans_Rausing
StarRotor_Corporation,Mark_Holtzapple
Arab_Palestinian_Investment_Company,Tarek_Aggad
Endeavor_Talent_Agency,Ari_Emanuel
HDFC_Bank,Aditya_Puri
New_Yaohan,Stanley_Ho
Apotex,Bernard_Sherman
Ocimum_Bio_Solutions,Anuradha_Acharya
The_Asian_Banker,Emmanuel_Daniel
Free_Press_(organization),John_Nichols_(journalist)
SynOptics,Andrew_K._Ludwick
King_Power,Vichai_Srivaddhanaprabha
Virgin_Unite,Natalie_Imbruglia
Billionaire_Boys_Club_(clothing_retailer),Pharrell_Williams
Lucas_Oil,Bob_Patison
Rail_World,Edward_Burkhardt
Berita_Film_Indonesia,Rd_Ariffien
Humongous_Entertainment,Shelley_Day
Vittoria_Coffee,Les_Schirato
Filmways,Martin_Ransohoff
Broadvision,Pehong_Chen
Digital_Research,Gary_Kildall
"The_Cannon_Group,_Inc.",Giancarlo_Parretti
Makani_Power,Saul_Griffith
Squidoo,Seth_Godin
Bajaj_Auto,Rahul_Bajaj
3G_Capital,Alex_Behring
Wells_Fargo,Elizabeth_Ashburn_Duke
Harland_and_Wolff,Gustav_Wilhelm_Wolff
SSP_Group,Kate_Swann
SCC_(Specialist_Computer_Centres),James_Rigby
Shinsegae,Chung_Yong-jin
Clarín_Group,Ernestina_Herrera_de_Noble
Nintendo_Research_&_Development_1,Yoshio_Sakamoto
"Artizans,_Labourers_&_General_Dwellings_Company",Ernest_Noel
Neue_Automobil_Gesellschaft,Emil_Rathenau
Fendi,Karl_Lagerfeld
Public_Storage,B._Wayne_Hughes
Virgin_Group,Richard_Branson
ARY_Group,Salman_Iqbal
Azteca_Productions,Richard_Dominguez
