Peter_Hoagland,Jon_Lynn_Christensen
John_Etheridge,John_Williams
Channing_H._Cox,Calvin_Coolidge
Hemu,Akbar
Alice_Bah_Kuhnke,Lena_Adelsohn_Liljeroth
Nawrahta_of_Kanni,Mi_Saw_U
Rupilia,Libo_Rupilius_Frugi
"Marie_of_France,_Countess_of_Champagne",Marie_of_Champagne
Ritt_Bjerregaard,Frank_Jensen
Simon_Hale,Björk
Jean-Pierre_Bel,Nicolas_Sarkozy
Tim_Daly,Tyne_Daly
Sonny_Corleone,James_Caan
Juan_Pablo_Montoya,Michael_Schumacher
Luis_Batlle_Berres,Andrés_Martínez_Trueba
Alan_Cooke_Kay,Anna_Rice_Cooke
Anthony_Albanese,Stephen_Smith_(Australian_politician)
Frank_Mackenzie_Ross,Elizabeth_II
George_III_of_Georgia,Demetrius_I_of_Georgia
Andrzej_Rzepliński,Bronisław_Komorowski
Henry_Abel_Smith,Frank_Nicklin
Christopher_Pyne,Anthony_Albanese
"Christoph,_Duke_of_Württemberg","Ulrich,_Duke_of_Württemberg"
Hussein_Kamel_of_Egypt,Abbas_II_of_Egypt
Benjamin_Franklin,Richard_Bache
Ewa_Björling,Fredrik_Reinfeldt
"Elizabeth_of_Denmark,_Duchess_of_Mecklenburg",Sophie_of_Mecklenburg-Güstrow
John_Cornyn,Rick_Perry
Empress_Matilda,William_FitzEmpress
Billy_Snedden,William_McMahon
Binnya_U,Sanda_Min_Hla
Duchess_Therese_Petrovna_of_Oldenburg,Princess_Therese_of_Nassau-Weilburg
Christian_VII_of_Denmark,Paul_I_of_Russia
Mary_Downer,Tom_Elder_Barr_Smith
Princess_Anastasia_of_Montenegro,Milena_Vukotić
Beatrice_of_Provence,"Margaret_of_Burgundy,_Queen_of_Sicily"
Chlothar_I,Sigebert_I
James_V_of_Scotland,"Mary,_Queen_of_Scots"
Presidency_of_Uhuru_Kenyatta,Daniel_arap_Moi
Sushun,Tongzhi_Emperor
"Beatrice,_Countess_of_Alburquerque",Peter_I_of_Portugal
François_Mitterrand,Robert_Schuman
Wayne_Connally,Abraham_Kazen
Queen_Elizabeth_The_Queen_Mother,"Prince_Philip,_Duke_of_Edinburgh"
Constance_of_Portugal,Alfonso_XI_of_Castile
Ante_Pavelić,Alexander_I_of_Yugoslavia
Antonia_Minor,Mark_Antony
Pujie,Jin_Youzhi
José_de_la_Mar,José_de_San_Martín
Isabella_Clara_Eugenia,Philip_II_of_Spain
Anne_of_Foix-Candale,Louis_II_of_Hungary
John_Adams_II,John_Quincy_Adams
Joan_As_Police_Woman,Rufus_Wainwright
"William_Waldegrave,_9th_Earl_Waldegrave","William_Waldegrave,_8th_Earl_Waldegrave"
Anne-Marie_Miéville,Jean-Luc_Godard
"Joseph_I,_Holy_Roman_Emperor","Charles_VI,_Holy_Roman_Emperor"
"Joseph_II,_Holy_Roman_Emperor","Francis_I,_Holy_Roman_Emperor"
Rupert_Murdoch,Prudence_Murdoch
"Maria_Teresa_Cybo-Malaspina,_Duchess_of_Massa",Charlotte_Aglaé_d'Orléans
Chely_Wright,Richard_Marx
Carl_XVI_Gustaf_of_Sweden,"Prince_Gustaf_Adolf,_Duke_of_Västerbotten"
Vladimír_Špidla,Miloš_Zeman
Ashley_Estes_Kavanaugh,George_W._Bush
"Ferdinand_III,_Grand_Duke_of_Tuscany",Elisa_Bonaparte
Phaungkaza_Maung_Maung,Naungdawgyi
Sheila_Sim,Sheila_Burrell
Nalesoni_Laifone,George_Tupou_I
Landgravine_Amalie_of_Hesse-Homburg,Prince_Frederick_Augustus_of_Anhalt-Dessau
Rhadamistus,Tiridates_I_of_Armenia
Eddie_Fisher_(singer),Joely_Fisher
"Aubrey_de_Vere,_1st_Earl_of_Oxford","Aubrey_de_Vere,_2nd_Earl_of_Oxford"
"Charles_Lennox,_4th_Duke_of_Richmond","Robert_Jenkinson,_2nd_Earl_of_Liverpool"
"Charles_Grey,_1st_Earl_Grey",Ralph_Abercromby
Lawton_Chiles,Pete_Domenici
Haakon_VI_of_Norway,Magnus_IV_of_Sweden
Heinrich_Carl_von_Schimmelmann,Ernst_Heinrich_von_Schimmelmann
Archduke_Charles_Stephen_of_Austria,Archduchess_Eleonora_of_Austria
Luis_Muñoz_Marín,Jesús_T._Piñero
"Francis_II,_Duke_of_Lorraine","Charles_III,_Duke_of_Lorraine"
Germán_Zea_Hernández,Alberto_Lleras_Camargo
Chris_Whitten,Paul_McCartney
Lady_Randolph_Churchill,Winston_Churchill
"John_I,_Count_of_Holstein-Kiel",Heilwig_of_Lippe
Edith_Roosevelt,Helen_Herron_Taft
Francis_Biddle,Franklin_D._Roosevelt
"Charles_Beauclerk,_1st_Duke_of_St_Albans",Charles_II_of_England
Antonio_Guzmán_Fernández,Jacobo_Majluta_Azar
2002–03_Liverpool_F.C._season__Steven_Gerrard__1,Steven_Gerrard
Narapatisithu,Myauk_Pyinthe_(Narathu)
Eugene_V._Rostow,Lyndon_B._Johnson
John_Bourn,Elizabeth_II
Charles_Margai,Milton_Margai
Binnya_U,Razadarit
Zenani_Mandela-Dlamini,Jacob_Zuma
Peter_Van_Loan,Stephen_Harper
Duncan_Hames,Nick_Clegg
Charles_V_of_France,Charles_VI_of_France
Matthew_Frederick_Leitman,Barack_Obama
Jim_Fitzpatrick_(politician),Tessa_Jowell
Joey_Jeremiah,Linda_Schuyler
Lord_Colin_Campbell,"John_Campbell,_9th_Duke_of_Argyll"
"George_Curzon,_1st_Marquess_Curzon_of_Kedleston","Oliver_Russell,_2nd_Baron_Ampthill"
Elizabeth_Dole,James_H._Burnley_IV
Nicole_Walker,Arianne_Zucker
Duchess_Maria_Anna_Victoria_of_Bavaria,Philip_V_of_Spain
"Philip_Stanhope,_4th_Earl_of_Chesterfield","Thomas_Pelham-Holles,_1st_Duke_of_Newcastle"
Edward_Burleson,Sam_Houston
"Isabella_of_Aragon,_Queen_of_Portugal",Ferdinand_II_of_Aragon
Mercedes_Bresso,Jo_Leinen
Ludwig_III_of_Bavaria,Princess_Mathilde_of_Bavaria_(1877–1906)
Claudio_Teehankee,Corazon_Aquino
The_Nairobi_Trio,Frank_Sinatra
Isabella_of_Cyprus,Hugh_III_of_Cyprus
Lin_Hatfield_Dodds,Michael_Milton_(skier)
Anawrahta,Myauk_Pyinthe_(Kunhsaw)
Agatha_of_Lorraine,Adelaide_of_Leuven
Copenhagen_(horse),"Charles_Vane,_3rd_Marquess_of_Londonderry"
Rajeev_Motwani,David_Karger
Satyendra_Narayan_Sinha,Karpoori_Thakur
Edward_II_of_England,Eleanor_of_Woodstock
Zeppo_Marx,Minnie_Marx
Adamu_Atta,Cornelius_Adebayo
Keōpūolani,Kamehameha_III
Theresa_May,Chris_Grayling
Micky_Dolenz,George_Dolenz
Katsuhito_Iwai,Knut_Wicksell
Princess_Hildegard_of_Bavaria,Archduchess_Maria_Theresa_of_Austria_(1845–1927)
Jan_Zbigniew_Ossoliński,Maksymilian_Ossoliński
Willy_Wonka,Roald_Dahl
Christopher_Cox,George_W._Bush
Sarah-Jane_Potts,Andrew-Lee_Potts
Samonas,Leo_VI_the_Wise
"Gerald_FitzGerald,_9th_Earl_of_Kildare","Christopher_Fleming,_8th_Baron_Slane"
Siti_Hasmah_Mohamad_Ali,Azlan_Shah_of_Perak
William_Whiteway,Queen_Victoria
Hermes_da_Fonseca,Venceslau_Brás
Simon_McBurney,Emma_Thompson
Suddha_Dibyaratana,Chulalongkorn
Ivan_Stambolić,Slobodan_Milošević
Grant_Mitchell_(politician),Paul_Martin
Moven_Mahachi,Robert_Mugabe
Joseph_Gregorio_II,Maputeoa
"Friedrich,_Duke_of_Schleswig-Holstein-Sonderburg-Glücksburg","Friedrich_Wilhelm,_Duke_of_Schleswig-Holstein-Sonderburg-Glücksburg"
"Ernest,_Elector_of_Saxony","Frederick_III,_Elector_of_Saxony"
Alfonso_Cusi,Rodrigo_Duterte
Athina_Livanos,Alexander_Onassis
Charles_III_of_Spain,Ferdinand_VI_of_Spain
Moon_Kook-jin,Hak_Ja_Han
Billy_Connolly,Hank_Williams
Elisabeth_von_Magnus,Alice_Harnoncourt
"Roger_W._Ferguson,_Jr.",Alice_Rivlin
John_Mills,Juliet_Mills
"Gareth_Williams,_Baron_Williams_of_Mostyn",Tony_Blair
"Coloman,_King_of_Hungary",Stephen_II_of_Hungary
Rosemary_Follett,Kate_Carnell
Muhammed_Daoud_Pashtunyar_Khan,Mohammed_Zahir_Shah
James_I_of_Cyprus,Alix_of_Ibelin
Rafael_Bardem,Juan_Antonio_Bardem
U_Thant,Dag_Hammarskjöld
Alfonso_II_of_Aragon,Constance_of_Aragon
Prince_Andrew_Romanov,Prince_Andrei_Alexandrovich_of_Russia
Princess_Marie_Cécile_of_Prussia,Grand_Duchess_Kira_Kirillovna_of_Russia
Percy_Bysshe_Shelley,William_Godwin
"Isabella,_Duchess_of_Lorraine","Charles_II,_Duke_of_Lorraine"
Clare_Boothe_Luce,John_Davis_Lodge
William_Sprague_IV,George_F._Edmunds
"Ferdinand_Maximilian,_Hereditary_Prince_of_Baden-Baden","William,_Margrave_of_Baden-Baden"
Kuini_Liliha,Hoapili
Jan_Potocki,Alfred_Wojciech_Potocki
Judith_of_Flanders,Ealhswith
Vanity_(singer),Nikki_Sixx
King_Kong,Andy_Serkis
Robert_B._Oakley,Ronald_Reagan
Princess_Elisabeth_of_Saxe-Altenburg_(1865–1927),Princess_Augusta_of_Saxe-Meiningen
Jorge_Sampaio,Aníbal_Cavaco_Silva
Thaksin_Shinawatra,Banharn_Silpa-archa
Chewbacca,George_Lucas
Dennis_Vacco,Ronald_Reagan
Suleiman_the_Magnificent,Mihrimah_Sultan
Nik_Kershaw,Elton_John
Eric_Knight_(musician),Luis_Fonsi
Domhnall_Caomhánach,Diarmait_Mac_Murchada
Chiang_Kai-shek,T._V._Soong
Emperor_Yingzong_of_Song,Emperor_Shenzong_of_Song
Louis_I_of_Hungary,Charles_I_of_Hungary
Easy_Mo_Bee,The_Notorious_B.I.G.
"Roger_Mortimer,_4th_Earl_of_March",Anne_de_Mortimer
Gertrude_of_Sulzbach,Gertrude_of_Comburg
Dianne_Feinstein,Chuck_Schumer
Badlishah_of_Kedah,Tunku_Annuar
Graham_Richardson,Ros_Kelly
Paul_Tsongas,John_Kerry
Kel_Knight,Brett_Craig
"Henry_VI,_Holy_Roman_Emperor","Frederick_II,_Holy_Roman_Emperor"
Princess_Tenagnework,Seble_Desta
"Leopold_III,_Margrave_of_Austria__Leopold_III__1","Leopold_II,_Margrave_of_Austria"
May_Wilson_Preston,James_Abbott_McNeill_Whistler
Steele_Hall,Don_Dunstan
Marcel_Massé,Stéphane_Dion
"John_Casimir,_Count_Palatine_of_Kleeburg","John_I,_Count_Palatine_of_Zweibrücken"
Muhammad_XII_of_Granada,Aixa
Tatiana_Turanskaya,Yevgeny_Shevchuk
Mao_Yichang,Mao_Zedong
Kara_Farnandez_Stoll,Barack_Obama
Carlos_Romero_Barceló,Aníbal_Acevedo_Vilá
Boki_(Hawaiian_chief),Namahana_Piia
Jean-Bertrand_Aristide,Yvon_Neptune
Mehmed_VI,Gülüstü_Hanım
List_of_Danish_football_transfers_summer_2016,Rafael_van_der_Vaart
Don_Alvarado,Joy_Page
Peter_I_of_Courtenay,Peter_II_of_Courtenay
Princess_Feodora_of_Saxe-Meiningen_(1890–1972),Countess_Adelaide_of_Lippe-Biesterfeld
Summer_Phoenix,Liberty_Phoenix
James_C._Swan,George_W._Bush
Jean-Paul_Sartre,Karl_Marx
Robert_B._Cohen,Claudia_Cohen
Simone_Gbagbo,Dominique_Folloroux-Ouattara
Maria_Ludwika_Krasińska,Augustyn_Józef_Czartoryski
Tisha_Campbell-Martin,Tisha_Martin
Indira_Gandhi,Bansi_Lal
Matt_Biondi,Boris_Becker
Bill_Hayden,Gough_Whitlam
Ramiz_Alia,Enver_Hoxha
Ovid,William_Shakespeare
Carol_Arthur,David_DeLuise
Jason_Miller_(playwright),Jason_Patric
"Louis_Philippe_I,_Duke_of_Orléans","Louis_Philippe_II,_Duke_of_Orléans"
Anne_Geneviève_de_Lévis,Madame_de_Ventadour
Jennifer_Grey,Joel_Grey
John_C._Calhoun,Daniel_Elliott_Huger
List_of_Dune_secondary_characters,Feyd-Rautha
Hilda_Solis,Judy_Chu
Nila_Moeloek,Nafsiah_Mboi
Benedict_Swingate_Calvert,George_I_of_Great_Britain
Drew_Barrymore,John_Drew_Barrymore
Josh_Frydenberg,Malcolm_Turnbull
Fred_Thompson,Joe_Lieberman
Koba_Subeliani,Mikheil_Saakashvili
Pedro_Morenés,Felipe_VI_of_Spain
Mostafa_Pourmohammadi,Hassan_Rouhani
List_of_My_Family_characters,Robert_Lindsay_(actor)
John_J._Hainkel_Jr.,Julie_Quinn
Ethel_Barrymore,John_Barrymore
"Henri_de_La_Tour_d'Auvergne,_Duke_of_Bouillon","Henri_de_la_Tour_d'Auvergne,_Vicomte_de_Turenne"
Didia,Ramesses_II
Rais_Yatim,Najib_Razak
Debi_Nova,Boney_James
Marjorie_Rendell,Bill_Clinton
Charles_Tupper,Wilfrid_Laurier
Thammarak_Isarangkura_na_Ayudhaya,Thaksin_Shinawatra
Lewis_Williams_Douglas,W._Averell_Harriman
Gomo_(musician),Katy_Perry
Prince_Antoine_of_Bourbon-Two_Sicilies,Princess_Malgorzata_Izabella_Czartoryska
Jože_Snoj,Thomas_Mann
Jessie_M._King,Walter_Crane
Tessa_Jowell,Ruth_Kelly
Natshin_Medaw,Yaza_Datu_Kalaya
Tony_Blinken,Barack_Obama
Maricruz_Nájera,Demián_Bichir
Mahlon_Pitney,William_Howard_Taft
Jaques_Wagner,Luiz_Inácio_Lula_da_Silva
'Mazing_Man,Bob_Rozakis
"Frederick_Hervey,_4th_Earl_of_Bristol","John_Hervey,_2nd_Baron_Hervey"
Siti_Hartinah,Fatmawati
Yen_Chia-kan,Chiang_Kai-shek
List_of_Sharpe_series_characters,John_Tams
Abbas_Khattak,Benazir_Bhutto
Gerhard_Schröder,Oskar_Lafontaine
Janet_Leigh,Kelly_Curtis
Anastacia,Michael_Jackson
"Afonso,_Duke_of_Porto",Rafael_Jácome_de_Andrade
John_Button,Andrew_Peacock
Childeric_I,Merovech
François_Mitterrand,Lionel_Jospin
Prince_Franz_of_Bavaria,Ludwig_III_of_Bavaria
Carolyn_Martin,Anthony_Marx
Leo_Falcam,Jacob_Nena
Eleanor_Holmes_Norton,Clarence_Thomas
Tatiana_Santo_Domingo,India_Casiraghi
Ray_Hnatyshyn,Jeanne_Sauvé
"Elizabeth_of_Hungary,_Duchess_of_Greater_Poland",Odon_of_Poznań
Adam_Klugman,Brett_Somers
Sheldon_Wallace,Brian_Benben
"Karl_August,_Prince_of_Waldeck_and_Pyrmont","Friedrich_Karl_August,_Prince_of_Waldeck_and_Pyrmont"
Ibrahim_of_the_Ottoman_Empire,Kösem_Sultan
Ylva_Johansson,Cristina_Husmark_Pehrsson
"William,_Prince_of_Hohenzollern","Franz_Joseph,_Prince_of_Hohenzollern-Emden"
"Emeric,_King_of_Hungary",Béla_III_of_Hungary
Albert_of_Saxony,John_of_Saxony
William_IV_of_the_United_Kingdom,Lord_Adolphus_FitzClarence
Anna_Komnene,Irene_Doukaina
Giovanna_of_Italy,Elena_of_Montenegro
Jason_Rebello,Sting_(musician)
Alben_W._Barkley,Robert_Humphreys
Yevgeny_Primakov,Boris_Yeltsin
Friedrich_Wilhelm_Kritzinger,Adolf_Hitler
Frank_Church,Herman_Welker
John_Jacob_Rogers,Butler_Ames
Nayon_Bilijo,John_Dramani_Mahama
Tom_Hughes_(Australian_politician),William_McMahon
John_Beyrle,George_W._Bush
Christian_III_of_Denmark,Frederick_II_of_Denmark
Lee_Hawse_Patteson,Valerie_Allen_Marland
Nidia_Vílchez,Alan_García
"Frederick_II,_Holy_Roman_Emperor",Henry_(VII)_of_Germany
Kamehameha_I,Kekuiapoiwa_II
Rana_Bahadur_Shah,Girvan_Yuddha_Bikram_Shah
Oszkár_Jászi,Andrew_Jaszi
List_of_The_Game_characters,Aldis_Hodge
João_Goulart,Jânio_Quadros
"Margaret_of_Valois,_Countess_of_Blois","Charles,_Count_of_Valois"
Sandalj_Hranić,Vlatko_Vuković
George_M._Dallas,Henry_D._Gilpin
Ridge_Forrester,William_J._Bell
Minh_Mạng,Thiệu_Trị
John_N._Dalton,James_Clinton_Turk
Margaery_Tyrell,Olenna_Tyrell
Millard_Fillmore,John_P._Kennedy
Paul_Boateng,Margaret_Hodge
Gary_Grainger,Ringo_Starr
Andrew_L._Lewis_Jr.,Ronald_Reagan
Rutherford_B._Hayes,Jacob_Dolson_Cox
Tahir_Rafique_Butt,Nawaz_Sharif
Frank_Carlucci,Gerald_Ford
Frederick_I_of_Württemberg,William_I_of_Württemberg
"Louis,_Grand_Dauphin",Louis_XIV_of_France
J._Millard_Tawes,Spiro_Agnew
Empress_Xiaoxianchun,Empress_Xiaoshengxian
Francis_Beckett,Tony_Blair
"George_Lascelles,_7th_Earl_of_Harewood","Princess_Margaret,_Countess_of_Snowdon"
"Albert_Spencer,_7th_Earl_Spencer","John_Spencer,_8th_Earl_Spencer"
"Maximilian_II_Emanuel,_Elector_of_Bavaria","Charles_VII,_Holy_Roman_Emperor"
Jeffrey_Byron,Anna_Lee
Namahana_Piia,Boki_(Hawaiian_chief)
Sahardjo,Sukarno
Hattie_Caraway,John_E._Miller
Thomas_Miller_(Saskatchewan),George_VI
Michael_Dobbs,John_Major
Jackson_Browne,Bruce_Springsteen
Princess_Olga_of_Greece_and_Denmark,Grand_Duchess_Elena_Vladimirovna_of_Russia
Brendan_Croker,Sally_Timms
Maya_Deren,Barbara_Hammer
Alvin_Benjamin_Rubin,Jimmy_Carter
Alexander_Morris,"Frederick_Hamilton-Temple-Blackwood,_1st_Marquess_of_Dufferin_and_Ava"
Cyril_Ramaphosa,Jacob_Zuma
Barry_Diller,Tatiana_von_Fürstenberg
Jeff_Gordon,Jimmy_Hensley
Richard_Swett,George_W._Bush
R._R._Patil,Jayant_Patil
Jean-Baptiste_Ouédraogo,Thomas_Sankara
Wahinepio,Keeaumoku_II
Kyaswa,Uzana_of_Pagan
Max_Carl,Richard_Marx
Dara_Shikoh,Shah_Jahan
Peter_Garrett,Bill_Shorten
Kangxi_Emperor,Yunli
"Charlotte,_Grand_Duchess_of_Luxembourg",Infanta_Marie_Anne_of_Portugal
"Isabella_of_Portugal,_Duchess_of_Burgundy",Philippa_of_Lancaster
Dorothy_Weir_Young,J._Alden_Weir
Zhang_Qun,H._H._Kung
Adam_Eddington,Madeleine_L'Engle
Alec_Douglas-Home,"Philip_Cunliffe-Lister,_1st_Earl_of_Swinton"
Alick_Downer,Geoffrey_Giles
"Thomas_Holland,_2nd_Earl_of_Kent",Joan_Holland
Milena_Vukotić,Princess_Anastasia_of_Montenegro
Ferdinand_I_of_Naples,Alfonso_V_of_Aragon
Lorna_Luft,Sidney_Luft
Rashidi_Kawawa,Julius_Nyerere
Louis_XII_of_France,Francis_I_of_France
Charles_V_of_France,John_II_of_France
Yeh_Chu-lan,Chiou_I-jen
"Ferdinand_II,_Holy_Roman_Emperor","Ferdinand_III,_Holy_Roman_Emperor"
James_Olmsted,Samuel_Hayes_(settler)
Kliment_Voroshilov,Vyacheslav_Molotov
Christopher_Moltisanti,Carmela_Soprano
Solomon_II_of_Imereti,Prince_Archil_of_Imereti
Yudhishthira,Dhritarashtra
Tricky_Stewart,Britney_Spears
Napoleon_III,Hortense_de_Beauharnais
Juan_Carlos_Portantiero,Raúl_Alfonsín
Teten_Masduki,Joko_Widodo
Richard_Posner,Ronald_Reagan
Juan_Bautista_Quirós_Segura,Federico_Tinoco_Granados
Timbaland,Beyoncé
"Anthony_Joseph_Drexel_Biddle,_Jr.",Florence_Jaffray_Harriman
Kristin_Halvorsen,Jens_Stoltenberg
Jimmie_Johnson,Regan_Smith
A._U._Wyman,Rutherford_B._Hayes
"Henry_of_Grosmont,_1st_Duke_of_Lancaster","Henry,_3rd_Earl_of_Lancaster"
Alice_Mary_Higgins,Michael_D._Higgins
"John_Ernest_IV,_Duke_of_Saxe-Coburg-Saalfeld","Christian_Ernest_II,_Duke_of_Saxe-Coburg-Saalfeld"
Olaf_III_of_Norway,Magnus_II_of_Norway
Ivan_III_of_Russia,Yury_Ivanovich
Herennia_Etruscilla,Afinia_Gemina_Baebiana
Barbara_Castle,Ray_Gunter
Paul_Freiherr_von_Eltz-Rübenach,Adolf_Hitler
Princess_Margaretha_of_Saxony,John_of_Saxony
Zenobia_of_Armenia,Pharasmanes_I_of_Iberia
Steve_Bing,Lisa_Bonder
Flora_MacDonald_(politician),Brian_Mulroney
Ali,Hasan_ibn_Ali
Navin_Ramgoolam,Anerood_Jugnauth
John_Wesley,Samuel_Wesley_(poet)
Ian_Underwood,Frank_Zappa
"George_Villiers,_2nd_Duke_of_Buckingham","George_Villiers,_1st_Duke_of_Buckingham"
Robert_Gould_Shaw_II,Quincy_Adams_Shaw
Tom_Elliott_(politician),Mike_Nesbitt
Abbas_Ali_Khalatbari,Mohammad_Reza_Pahlavi
Ben_Wolfe,Harry_Connick_Jr.
Sydney_Bristow,Jennifer_Garner
Narathihapate,Uzana_of_Pagan
Shirley_Williams,Malcolm_Thornton
"Thomas_Grey,_2nd_Marquess_of_Dorset","Thomas_Grey,_1st_Marquess_of_Dorset"
Consort_Li_(Zhenzong),Emperor_Renzong_of_Song
Samuel_Kipi,Likelike
Rafael_Caldera,Carlos_Andrés_Pérez
Archduke_Ferdinand_Karl_of_Austria,Archduke_Karl_Ludwig_of_Austria
Robert_Anton_Wilson,Timothy_Leary
Elizabeth_of_York,Henry_VIII_of_England
"John_Hutton,_Baron_Hutton_of_Furness",Yvette_Cooper
"Louis_Antoine,_Duke_of_Angoulême",Charles_X_of_France
José_Guilherme_Reis_Leite,Mário_Soares
Euphemia_de_Ross,"Elizabeth_Stewart,_Countess_of_Crawford"
Sharman_Macdonald,Keira_Knightley
Tudhaliya_IV,Hattusili_III
Sirabhorn_Sobhon,Chulalongkorn
Karađorđe,"Alexander_Karađorđević,_Prince_of_Serbia"
Kamehameha_II,Kamehameha_I
Jan_Tarnowski,Jan_Krzysztof_Tarnowski
List_of_Ghost_Whisperer_characters,David_Conrad
"William,_Prince_of_Hohenzollern",Augusta_Victoria_of_Hohenzollern
"Infante_Alvaro,_Duke_of_Galliera","Infante_Alfonso,_Duke_of_Galliera"
"Francesco_I_d'Este,_Duke_of_Modena","Alfonso_IV_d'Este,_Duke_of_Modena"
Fujiwara_no_Hiroko,Princess_Shōshi_(1027–1105)
Ilona_Zrínyi,Katarina_Zrinska
Néstor_Kirchner,Daniel_Scioli
Peter_IV_of_Aragon,"Maria,_Queen_of_Sicily"
Harald_Hardrada,Sigurd_Syr
Maria_Louisa_Bustill,Charles_Hicks_Bustill
Dorothy_Bush_Koch,Barbara_Bush
Edward_R._Finch,Edward_F._Cox
Janet_Street-Porter,Tristan_Davies
Faline,Cammie_King
"Princess_Pauline,_Duchess_of_Sagan",Peter_von_Biron
Gazi_Hüseyin_Pasha,Murad_IV
Russell_Johnston,Alan_Beith
Thomas_Lloyd_Burnett,Samuel_Burk_Burnett
Emetullah_Rabia_Gülnuş_Sultan,Saliha_Dilaşub_Sultan
Christina_de_Valognes,Sir_Thomas_Maule
"Christian_Everhard,_Prince_of_East_Frisia",Christine_Charlotte_of_Württemberg
William_Henry_Harrison,Daniel_Webster
Maximilien_de_Hénin-Liétard,William_the_Silent
Terry_McAuliffe,Joe_Biden
Lily_Pastré,"Joachim,_7th_Prince_Murat"
"John_Frederick_I,_Elector_of_Saxony","John,_Elector_of_Saxony"
Christine_of_France,"Charles_Emmanuel_II,_Duke_of_Savoy"
Patty_Duke,Mackenzie_Astin
Petar_Stambolić,Josip_Broz_Tito
Flavia_Cacace,Vincent_Simone
Nguyễn_Tấn_Dũng,Phan_Văn_Khải
Princess_Zorka_of_Montenegro,Milena_Vukotić
Liu_Shao_(Liu_Song),Emperor_Wen_of_Liu_Song
Clare_Balding,Gary_Lineker
Konstancja_Potocka,Stanisław_Szczęsny_Potocki
Bezprym,Mieszko_II_Lambert
Raf_(singer),Albano_Carrisi
Edward_Bulwer-Lytton,James_Halse
"Richeza_of_Poland,_Queen_of_Sweden",Salomea_of_Berg
Charles_Tupper,"John_Hamilton-Gordon,_1st_Marquess_of_Aberdeen_and_Temair"
Ali_Landry,Ivanka_Trump
James_McCombs,Andrew_Walker_(politician)
Marian_Koshland,Arne_Tiselius
Jens_Otto_Krag,Hilmar_Baunsgaard
Lysimachus,Agathocles_(son_of_Lysimachus)
Tony_Strickland,Tom_McClintock
Landgravine_Auguste_of_Hesse-Homburg,"Frederick_V,_Landgrave_of_Hesse-Homburg"
"Isabella,_Queen_of_Armenia",Sibylla_of_Lusignan
"William,_Duke_of_Nassau","Adolphe,_Grand_Duke_of_Luxembourg"
"Henry_Petty-Fitzmaurice,_5th_Marquess_of_Lansdowne","Frederick_Hamilton-Temple-Blackwood,_1st_Marquess_of_Dufferin_and_Ava"
"Ferdinand_III,_Grand_Duke_of_Tuscany","Francis_II,_Holy_Roman_Emperor"
George_W._P._Hunt,Woodrow_Wilson
Theingapati,Pwa_Saw_of_Thitmahti
Don_Eppes,Amita_Ramanujan
Virginia_Knauer,Ronald_Reagan
James_IV_of_Majorca,"Constance_of_Aragon,_Queen_of_Majorca"
Karen_Olsen_Beck,Luis_Alberto_Monge
Princess_Adelaide_of_Schaumburg-Lippe,Princess_Adelheid_of_Schaumburg-Lippe
"Leopold_IV,_Prince_of_Lippe","Alexander,_Prince_of_Lippe"
Adrian_Mole,George_Mole
Prince_Ludwig_Gaston_of_Saxe-Coburg_and_Gotha,Prince_Ludwig_August_of_Saxe-Coburg_and_Gotha
Frederick_I_of_Württemberg,Catharina_of_Württemberg
Ismail_Omar,Abdul_Halim_of_Kedah
Henry_II_of_England,"Stephen,_King_of_England"
"Hans-Adam_II,_Prince_of_Liechtenstein",Countess_Georgina_von_Wilczek
Gilbert_Parent,Elizabeth_II
Anoop_Kumar,Kishore_Kumar
Margravine_Friederike_of_Brandenburg-Schwedt,Princess_Sophia_Dorothea_of_Prussia
"Thomas_Inskip,_1st_Viscount_Caldecote",Edward_VIII
Emperor_Houshao_of_Han,Emperor_Wen_of_Han
Fatima_bint_Mubarak_Al_Ketbi,Mohammed_bin_Zayed_Al_Nahyan
Joan_Crawford,Hal_LeSueur
"Aloys_I,_Prince_of_Liechtenstein",Leopoldine_von_Sternberg
Harald_Hardrada,Magnus_II_of_Norway
Nancy_Nord,George_W._Bush
Norodom_Suramarit,Norodom_Sihanouk
"Archduke_Albrecht,_Duke_of_Teschen",Princess_Henrietta_of_Nassau-Weilburg
Princess_Karoline_Mathilde_of_Schleswig-Holstein-Sonderburg-Augustenburg,Princess_Adelheid_of_Schaumburg-Lippe
Susan_Eisenhower,Mamie_Eisenhower
Mukesh_Ambani,Dhirubhai_Ambani
Hernando_(horse),Stavros_Niarchos
John_B._McNair,Elizabeth_II
George_VII_of_Imereti,Alexander_IV_of_Imereti
Simba,List_of_characters_in_The_Lion_King
"John_Spencer,_5th_Earl_Spencer","James_Hamilton,_1st_Duke_of_Abercorn"
Abd-ar-Rahman_III,Abdullah_ibn_Muhammad_al-Umawi
Ulla_Jones,Quincy_Jones_III
Yoko_Kanno,Maaya_Sakamoto
Dayang_Kalangitan,Rajah_Sulaiman_I
Atula_Maha_Dhamma_Dewi_of_Pinya,Mi_Saw_U
Azamour,Aga_Khan_IV
Bakhtiar_Amin,Ayad_Allawi
"Louis_VIII,_Landgrave_of_Hesse-Darmstadt","Louis_IX,_Landgrave_of_Hesse-Darmstadt"
Narathihapate,Uzana_of_Pagan
