Partners_in_Crime_(UK_TV_series),Zinnie_Harris
Black_Beauty,Anna_Sewell
City_West_(TV_series),Cliff_Green
The_Temple_of_the_Muses,John_Maddox_Roberts
Mouse_(manga),Satoru_Akahori
Hamlet_and_Oedipus,Ernest_Jones
The_Sheltering_Sky,Paul_Bowles
Undeniable:_Evolution_and_the_Science_of_Creation,Bill_Nye
The_Miocene_Arrow,Sean_McMullen
In_the_Next_Room_(or_The_Vibrator_Play),Sarah_Ruhl
With_Kitchener_in_the_Soudan,G._A._Henty
Back_to_Blood,Tom_Wolfe
Requiem_for_a_Fish,Christine_Adamo
Race:_The_Reality_of_Human_Difference,Frank_Miele
TSOG:_The_Thing_That_Ate_the_Constitution,Robert_Anton_Wilson
Darkness_Visible_(novel),William_Golding
Radisson_(TV_series),John_Lucarotti
Darkly_Dreaming_Dexter,Jeff_Lindsay_(writer)
Kydd_(novel),Julian_Stockwin
Beyond_the_Wall_of_Sleep_(collection),H._P._Lovecraft
The_Infinity_Clue,Franklin_W._Dixon
A_Good_House,Bonnie_Burnard
The_Night_Of,Steven_Zaillian
WHAT_IF_software,Chris_Sander_(scientist)
Sporting_Chance,Elizabeth_Moon
Dead_in_the_West,Joe_R._Lansdale
Macbeth_(2010_film),William_Shakespeare
The_Romance_of_a_Gaucho_(novel),Benito_Lynch
Berlin_Alexanderplatz,Alfred_Döblin
The_Last_Judgment_(Bosch_triptych),Hieronymus_Bosch
The_Best_Science_Fiction_of_the_Year_11,Terry_Carr
The_African_(essay),J._M._G._Le_Clézio
The_Art_of_Happiness,Howard_C._Cutler
A_Clergyman's_Daughter,George_Orwell
The_Impossible_Virgin,Peter_O'Donnell
Tales_of_Joujouka,Mohamed_Hamri
The_Diary_of_Anne_Frank_(2009_miniseries),Deborah_Moggach
The_Buried_Pyramid,Jane_Lindskold
The_Ghosts_of_Motley_Hall,Richard_Carpenter_(screenwriter)
Darkness_at_Noon,Arthur_Koestler
4th_Dimension_(software)__4D_Server__1,Laurent_Ribardière
Time_of_Contempt,Andrzej_Sapkowski
The_Saga_of_Erik_the_Viking,Terry_Jones
The_Pollinators_of_Eden,John_Boyd_(author)
"St._Mark,_by_Frans_Hals",Frans_Hals
One_Night_Stand_(musical),Herb_Gardner
Sacred_Stone,Craig_Dirgo
The_Varieties_of_Scientific_Experience,Carl_Sagan
Quarantine_(Greg_Egan_novel),Greg_Egan
Virgin_and_Child_with_the_Infant_St._John_the_Baptist_(Botticelli),Sandro_Botticelli
Sehra_Main_Safar,Sarwat_Nazir
Lemon_(short_story),Motojirō_Kajii
The_South_Tower_(sculpture),Don_Gummer
Captains_Outrageous,Joe_R._Lansdale
The_Company_(Ehrlichman_novel),John_Ehrlichman
The_Haunting_of_Alaizabel_Cray,Chris_Wooding
Symposium_(novel),Muriel_Spark
He-Man_and_the_Masters_of_the_Universe,Larry_DiTillio
The_Clock_Strikes_Twelve,H._Russell_Wakefield
Dust_City,Robert_Paul_Weston
Sleep_It_Off_Lady,Jean_Rhys
Love_and_Will,Rollo_May
Love_Letter_(TV_series),Oh_Soo-yeon
Halo:_Ghosts_of_Onyx,Eric_Nylund
The_Crystal_Ball_(painting),John_William_Waterhouse
Five_Run_Away_Together,Enid_Blyton
South_Sea_Adventure,Willard_Price
The_Tea_Party_Goes_to_Washington,Rand_Paul
"No._5,_1948",Jackson_Pollock
Squirrel_Seeks_Chipmunk,David_Sedaris
The_Dissolution_of_Nicholas_Dee,Matthew_Stadler
Shilakula_valase,K._N._Ganeshaiah
Starfarers_(Poul_Anderson_novel),Poul_Anderson
The_Great_War:_Walk_in_Hell,Harry_Turtledove
Urotsukidōji,Toshio_Maeda
What_My_Mother_Doesn't_Know,Sonya_Sones
Flood_(Baxter_novel),Stephen_Baxter_(author)
This_(journal),Robert_Grenier_(poet)
Star_Fairies,Mark_Seidenberg
Australia_in_the_Korean_War_1950–53,Robert_J._O'Neill
Quicker_Than_the_Eye,Ray_Bradbury
The_Bronx_Zoo_(book),Peter_Golenbock
Memory_99,Lee_Kelly
More_Tales_of_the_Unexpected,Roald_Dahl
The_Vacillations_of_Poppy_Carew,Mary_Wesley
Robotech_(TV_series),Carl_Macek
Just_William,Richmal_Crompton
"Statue_of_Francis_Xavier,_Charles_Bridge",Ferdinand_Brokoff
The_Passionate_Friends:_A_Novel,H._G._Wells
Fiesole_Altarpiece,Fra_Angelico
Runemarks,Joanne_Harris
"Make_Love,_Not_War:_The_Sexual_Revolution:_An_Unfettered_History",David_Allyn
Philbert_Frog,Phil_Jackson
Beavis_and_Butt-Head,Mike_Judge
3),Tony_Smith_(sculptor)
Very_Bad_Deaths,Spider_Robinson
Circumcision_of_Jesus_(Parmigianino),Parmigianino
Harvest_of_Fire,Richard_Alfieri
Xanadu_(musical),Douglas_Carter_Beane
After_Silence,Jonathan_Carroll
The_Seven_Hills,John_Maddox_Roberts
St._Ives_(novel),Robert_Louis_Stevenson
Spencerville_(novel),Nelson_DeMille
The_Devastators_(Cambridge_novel),Ada_Cambridge
The_Peter_Principle_(TV_series),Dan_Patterson
Strange_England,Simon_Messingham
Radiant_Identities,Jock_Sturges
Ole_Doc_Methuselah,L._Ron_Hubbard
Seven_Wonders_of_the_Industrial_World,Paul_Bryers
Queen_of_Angels_(novel),Greg_Bear
Ethics_(Watsuji),Tetsuro_Watsuji
Bozo:_The_World's_Most_Famous_Clown,Larry_Harmon
Roxy's_Baby,Catherine_MacPhail
Evermore_(novel),Alyson_Noël
Garfield's_Halloween_Adventure,Jim_Davis_(cartoonist)
Murder_At_Sorrow's_Crown,Steven_Savile
Joe's_Palace,Stephen_Poliakoff
Their_Darkest_Hour,Laurence_Rees
The_Darkest_Evening_of_the_Year,Dean_Koontz
Once_You_Meet_a_Stranger,Patricia_Highsmith
The_Root_of_All_Evil%3F,Richard_Dawkins
Paul_Merton's_Birth_of_Hollywood,Paul_Merton
Enchanted_Glass,Diana_Wynne_Jones
The_Three_Worlds_of_Welfare_Capitalism,Gøsta_Esping-Andersen
Good_Advice_(TV_series),Barnet_Kellman
"Click,_Clack,_Quackity-Quack",Doreen_Cronin
The_Singular_Universe_and_the_Reality_of_Time,Lee_Smolin
Irene_(Verhœven_series),Pierre_Lemaitre
Edens_Lost,Michael_Gow
The_Sot-Weed_Factor,John_Barth
Thottiyude_Makan,Thakazhi_Sivasankara_Pillai
Realtime_Interrupt,James_P._Hogan_(writer)
The_Settlers_in_Canada,Frederick_Marryat
Steel_Brother,Gordon_R._Dickson
Youth_(Conrad_short_story),Joseph_Conrad
Knife_Tree,Heinz_Mack
React_(book),José_Luis_Sampedro
All_the_President's_Men,Carl_Bernstein
Portals_of_Tomorrow,August_Derleth
P.O.W._(TV_series),Matt_Jones_(writer)
Quotations_from_Chairman_Mao_Tse-tung,Mao_Zedong
First_of_the_Summer_Wine,Roy_Clarke
Abstract_Head,Alexej_von_Jawlensky
"Sex,_Drugs_and_Magick",Robert_Anton_Wilson
Not_Final!,Isaac_Asimov
Entry_of_Christ_into_Jerusalem_(van_Dyck),Anthony_van_Dyck
What's_So_Amazing_About_Grace%3F,Philip_Yancey
Frisky_Dingo,Matt_Thompson_(animator)
The_African_(Conton_novel),William_Farquhar_Conton
Harvest_Villa,Jang_Hang-jun
Triage_X,Shōji_Satō_(artist)
Cold_Sassy_Tree,Olive_Ann_Burns
Echo_Burning,Lee_Child
On_the_Razzle_(play),Tom_Stoppard
The_Impossible_Dead,Ian_Rankin
10:04,Ben_Lerner
The_Shattered_Sphere,Roger_MacBride_Allen
"Rebbe:_The_Life_and_Teachings_of_Menachem_M._Schneerson,_the_Most_Influential_Rabbi_in_Modern_History",Joseph_Telushkin
Vigil_in_the_Night_(short_story),A._J._Cronin
Dead_Accounts,Theresa_Rebeck
Homunculus_(manga),Hideo_Yamamoto
The_Adventure_of_the_Blanched_Soldier,Arthur_Conan_Doyle
Horrible_Histories_(2009_TV_series),Jon_Holmes
Domine_quo_vadis%3F,Annibale_Carracci
The_Insider_(Rao_novel),P._V._Narasimha_Rao
A_Luneta_Mágica,Joaquim_Manuel_de_Macedo
Wizardology:_The_Book_of_the_Secrets_of_Merlin,Dugald_Steer
Terry_and_the_Pirates_(TV_series),Milton_Caniff
Lovers_Under_the_Rain,Chiung_Yao
Twang!!,Lionel_Bart
Kådisbellan,Roland_Schütt
The_Good_Soldier_Švejk,Jaroslav_Hašek
Children_of_the_Dust_(novel),Louise_Lawrence
Anthony_J._Drexel_(Ezekiel),Moses_Jacob_Ezekiel
Danny_Dunn_and_the_Homework_Machine,Raymond_Abrashkin
Peeckelhaeringh,Frans_Hals
The_Orcs_of_Thar,Bruce_Heard
Megumi-Toons,Megumi_Hayashibara
Spillover_II,Jaume_Plensa
Never_Gonna_Dance,Jeffrey_Hatcher
Pet_Show,Ezra_Jack_Keats
"I,_the_Jury",Mickey_Spillane
Vita_Nostra,Maryna_and_Serhiy_Dyachenko
Devils_(anthology),Martin_H._Greenberg
Aida_(musical),David_Henry_Hwang
Gringos_(novel),Charles_Portis
Morgan's_Run,Colleen_McCullough
Red_Sky_at_Morning_(1944_film)__Red_Sky_at_Morning__1,Dymphna_Cusack
A_Long_Long_Way,Sebastian_Barry
Wayside_School_Gets_A_Little_Stranger,Louis_Sachar
The_Adventures_of_Teddy_Ruxpin,Derek_Diorio
Biomega_(manga),Tsutomu_Nihei
Planet_Simpson,Chris_Turner_(author)
Star_of_the_Giants,Ikki_Kajiwara
Degrees_of_Connection,Jon_Cleary
By_Bizarre_Hands_Rides_Again,Joe_R._Lansdale
Meet_Mr._McNutley,Joe_Connelly_(producer)
The_Cup_(TV_series),Jack_Docherty
Amor_sublime,Mimí_Bechelani
Anya's_Ghost,Vera_Brosgol
"Tough,_Tough_Toys_for_Tough,_Tough_Boys",Will_Self
Kiss_(novel),Jacqueline_Wilson
That_Deadman_Dance,Kim_Scott
The_Immortal_(short_story),Jorge_Luis_Borges
The_Atmospheric_Railway,Shena_Mackay
American_Hardcore:_A_Tribal_History,Steven_Blush
The_Ghost_Kings,H._Rider_Haggard
Swimming_to_Catalina,Stuart_Woods
The_Last_Dragonlord,Joanne_Bertin
"Broke:_The_Plan_to_Restore_Our_Trust,_Truth,_and_Treasure",Glenn_Beck
The_Banquo_Legacy,Andy_Lane
The_Walking_Drum,Louis_L'Amour
Parade_de_cirque,Georges_Seurat
Terminal_World,Alastair_Reynolds
The_Britannia's_Fist_Trilogy,Peter_G._Tsouras
The_1981_Annual_World's_Best_SF,Arthur_W._Saha
Blood_Reign:_Curse_of_the_Yoma,Kei_Kusunoki
Babel-17,Samuel_R._Delany
Figments_of_Reality,Jack_Cohen_(scientist)
Kabhi_Kabhi_(2013_TV_series),Samira_Fazal
Winter_in_the_Blood,James_Welch_(writer)
The_Harlequin_(novel),Laurell_K._Hamilton
The_Ambler_Warning,Robert_Ludlum
The_Big_Oyster:_History_on_the_Half_Shell,Mark_Kurlansky
Virgin_Night,Yutaka_Tanaka
Bluey_(TV_series),Everett_De_Roche
Canterbury_Tales_(musical),Nevill_Coghill
Wise_Children,Angela_Carter
A_Great_Fall,Mildred_Savage
Hyper_Doll,Shimpei_Itoh
The_Jennifer_Morgue,Charles_Stross
The_Dancing_Floor,John_Buchan
The_Cyclops_(Redon),Odilon_Redon
Bref,Kyan_Khojandi
"Carry_On,_Mr._Bowditch",Jean_Lee_Latham
Oceana_Fine,Tom_Flood
The_Field_of_Swords,Conn_Iggulden
Reflections_of_Murder,Carol_Sobieski
I_Am_Brian_Wilson:_A_Memoir,Brian_Wilson
TONY!_The_Blair_Musical,Chris_Bush_(playwright)
We_Who_Are_About_To...,Joanna_Russ
This_House_(play),James_Graham_(playwright)
Drupal,Dries_Buytaert
4chan,Christopher_Poole
Amudha_Oru_Aacharyakuri,K._Balachander
The_Progress_of_Love,Alice_Munro
TVLine,Michael_Ausiello
"Frankenstein,_or_The_Vampire's_Victim",Henry_Chance_Newton
Between_Hope_and_History,Bill_Clinton
October_1970_(film),Wayne_Grigsby
Barkskins,Annie_Proulx
Through_the_Night_(novel),Stig_Sæterbakken
Rung_In,Arthur_Wright_(writer)
Brain_Powerd__light_novel__1,Yoshiyuki_Tomino
You_Wish!_(film),Jackie_French_Koller
Thendara_House,Marion_Zimmer_Bradley
Solip:System,Walter_Jon_Williams
Shaun_Micallef's_World_Around_Him,Shaun_Micallef
Thomas_Jefferson_(Partridge),William_Ordway_Partridge
They_Lived_That_Spring,F._J._Thwaites
Otis_Spofford,Beverly_Cleary
The_Dolphins_of_Laurentum,Caroline_Lawrence
The_Secret_Sense,Isaac_Asimov
The_Way_We_Talk_Now,Geoffrey_Nunberg
The_Amish_(film),David_Belton
The_Million_Cities,J._T._McIntosh
Drifters_(TV_series),Phoebe_Waller-Bridge
Whirligig_(novel),Paul_Fleischman
Psychoshop,Alfred_Bester
Anna_Karenina_(1985_film),Leo_Tolstoy
Black_Wolf_(novel),Dave_Gross
Pathfinder_(novel),Orson_Scott_Card
The_Walking_Dead:_The_Road_to_Woodbury,Robert_Kirkman
Manual_of_the_Warrior_of_Light,Paulo_Coelho
St._Jerome_in_the_Wilderness_(Dürer),Albrecht_Dürer
Reading_the_Comments,Joseph_M._Reagle_Jr.
Time_to_Smell_the_Roses,Michael_Hoeye
The_Mandalorian_Armor,K._W._Jeter
Saint_George_and_the_Dragon_(Raphael),Raphael
The_Rose_Tattoo,Tennessee_Williams
"Colorado_Springs_Notes,_1899–1900",Vojin_Popović
Silicon_Snake_Oil,Clifford_Stoll
The_Simpleton_(Messerschmidt),Franz_Xaver_Messerschmidt
The_Trial_of_Lee_Harvey_Oswald_(play),Amram_Ducovny
Plymouth_(film),Lee_David_Zlotoff
Rucellai_Madonna,Duccio
Hitchhiker's_Guide_to_the_Internet,Ed_Krol
Railsea,China_Miéville
Brighton_Beach_Memoirs,Neil_Simon
That_Which_That_Orphan_Saw,Mohammad_Reza_Sarshar
A_Capitalism_for_the_People,Luigi_Zingales
Tales_From_the_Shadowhunter_Academy,Cassandra_Clare
ABC_Chinese-English_Dictionary,John_DeFrancis
Gantenbein,Max_Frisch
Medaka_Box,Nisio_Isin
Memoirs_Illustrating_the_History_of_Jacobinism,Augustin_Barruel
Exorcisms_and_Ecstasies,Karl_Edward_Wagner
The_Underdogs_(novel),Mariano_Azuela
Star_Science_Fiction_Stories_No.1,Frederik_Pohl
Of_Worlds_Beyond,Lloyd_Arthur_Eshbach
Sound_of_the_Beast,Ian_Christe
The_Land_Leviathan,Michael_Moorcock
The_Darke_Crusade,Joe_Dever
Bloodlands,Timothy_D._Snyder
Live_a_Borrowed_Life,Bernard_Slade
Aliens:_Earth_Hive,Steve_Perry_(author)
A_Romance_of_Two_Worlds,Marie_Corelli
Dunbar's_local_songs_and_recitations_1874,William_Dunbar_(songwriter)
Toilers_of_the_Sea,Victor_Hugo
Lascar_(book),Shahida_Rahman
Fool_for_Love_(play),Sam_Shepard
By_Heresies_Distressed,David_Weber
If_Israel_Lost_the_War,Robert_Littell_(author)
Fludd_(novel),Hilary_Mantel
Naked_Came_the_Phoenix,Diana_Gabaldon
Siyavush_(play),Huseyn_Javid
On_War_Against_the_Turk,Martin_Luther
Apollo's_Arrow,David_Orrell
Homosexuality_and_the_Western_Christian_Tradition,Derrick_Sherwin_Bailey
The_Village_(Grigorovich_novel),Dmitry_Grigorovich
Two_Circle_Sentinel,David_Smith_(sculptor)
Tuareg_(novel),Alberto_Vázquez-Figueroa
The_Mystery_of_Edwin_Drood,Charles_Dickens
Aliens_in_the_Family,Charlie_Rubin
The_Beast_(2001_TV_series),Kario_Salem
Time_Within_Time:_The_Diaries_1970–1986,Andrei_Tarkovsky
Cthulhu_Mythos_anthology,Stephen_Mark_Rainey
Scooby-Doo!_Spooky_Games,Mark_Banker
Rare_Earth_(book),Donald_E._Brownlee
Dolbadarn_Castle_(Turner),J._M._W._Turner
"Discourse,_Figure",Jean-François_Lyotard
"Your_Turn_to_Curtsy,_My_Turn_to_Bow",William_Goldman
Beyond_the_Wall_of_Sleep_(short_story),H._P._Lovecraft
Michael_Palin's_Hemingway_Adventure,Michael_Palin
Stone_of_Tears,Terry_Goodkind
Canadian_Historical_Dinner_Service,Phoebe_Amelia_Watson
Prey_(novel),Michael_Crichton
Prayer:_Conversing_With_God,Rosalind_Rinker
Portrait_of_Isabella_of_Portugal,Titian
The_Dawning_Light,Robert_Silverberg
The_Bride_Wore_Black_(novel),Cornell_Woolrich
Every_Man_Dies_Alone,Hans_Fallada
Mary_Reilly_(novel),Valerie_Martin
The_Night_(painting),Max_Beckmann
Two_Solitudes_(novel),Hugh_MacLennan
The_Squaw_Man_(play),Edwin_Milton_Royle
The_Sinful_People_of_Prague,Jiří_Marek
Lost_at_Sea:_The_Jon_Ronson_Mysteries,Jon_Ronson
In_the_Belly_of_the_Green_Bird,Nir_Rosen
The_Devastators,Donald_Hamilton
Howl's_Moving_Castle,Diana_Wynne_Jones
Rogues_in_the_House,Robert_E._Howard
Playing_It_My_Way,Sachin_Tendulkar
The_Art_Gallery_of_Jan_Gildemeester_Jansz,Adriaan_de_Lelie
After_Aida,Julian_Mitchell
South_Pacific_(2001_film),Joshua_Logan
The_Conversation_of_Eiros_and_Charmion,Edgar_Allan_Poe
Prosperous_Suzhou,Xu_Yang_(Qing_dynasty)
No_Coffin_for_the_Corpse,Clayton_Rawson
Brain_Powerd__manga__1,Yoshiyuki_Tomino
The_Astronomer_(Vermeer),Johannes_Vermeer
NationStates,Max_Barry
The_Adventures_of_Pinocchio,Carlo_Collodi
Berserk_(manga),Kentaro_Miura
Vulcan!,Kathleen_Sky
The_Periodic_Table_(short_story_collection),Primo_Levi
2004:_The_Stupid_Version,Armando_Iannucci
The_Modern_School_Movement,Paul_Avrich
Elementary_Principles_in_Statistical_Mechanics,Josiah_Willard_Gibbs
The_Squad_(novel),David_Sherman
Berkeley_DB,Margo_Seltzer
Dusty_Answer,Rosamond_Lehmann
Nuts_(play),Tom_Topor
The_Borrowers_(2011_film),Mary_Norton_(author)
One_Fish_Two_Fish_Red_Fish_Blue_Fish,Dr._Seuss
Spirit_of_Haida_Gwaii,Bill_Reid
Champions_of_Ruin,Jeff_Crook
Young_Man_at_His_Window,Gustave_Caillebotte
The_Shadow_(fairy_tale),Hans_Christian_Andersen
Ludwig_Kakumei,Kaori_Yuki
A_Sport_and_a_Pastime,James_Salter
The_Summer_Tree,Guy_Gavriel_Kay
Finn_and_Hengest,J._R._R._Tolkien
Syrup_(novel),Max_Barry
The_Missing_Gospels,Darrell_L._Bock
The_Sinful_People_of_Prague,Jiří_Sequens
Right_as_Rain,George_Pelecanos
Beyond_Thirty,Edgar_Rice_Burroughs
Look:_The_Series,Adam_Rifkin
Planet_Earth_(film),Juanita_Bartlett
Shangri-La_(musical),Jerome_Lawrence
Marianne_Dreams,Catherine_Storr
The_Wall_(TV_film),Scott_Abbott_(screenwriter)
Men_Behaving_Badly_(U.S._TV_series),Matthew_Carlson
En_carne_propia,Enrique_Serna
Watch_on_the_Rhine_(novel),John_Ringo
Spindle's_End,Robin_McKinley
The_Alphabet_Versus_the_Goddess,Leonard_Shlain
Dark_Desire,Christine_Feehan
Silver_Spoon_(manga),Hiromu_Arakawa
The_Tree_of_Knowledge,Pío_Baroja
Spy_Game_(TV_series),John_McNamara_(writer)
Hold_Everything!,Jack_McGowan
Men_of_Stone,Gayle_Friesen
Rules_of_Engagement_(Star_Trek_novel),Peter_Morwood
Dogfight_(musical),Peter_Duchan
Kuukiven_kevät,Kaari_Utrio
Two_Graves,Douglas_Preston
French_Poets_and_Novelists,Henry_James
Steel_Beach,John_Varley_(author)
The_Schooldays_of_Jesus,J._M._Coetzee
Sharpe's_Revenge_(TV_programme),Eoghan_Harris
Seven_Brief_Lessons_on_Physics,Carlo_Rovelli
Dead_Fingers_Talk,William_S._Burroughs
Malignant:_How_Cancer_Becomes_Us,S._Lochlann_Jain
Highways_in_Hiding,George_O._Smith
När_det_känns_att_det_håller_på_ta_slut,Stig_Larsson_(author)
Triple_Elvis,Andy_Warhol
Dormitoryo,Ma._Acy_Ramos
From_Earth_to_Heaven,Isaac_Asimov
Paradise_(Abdulrazak_Gurnah),Abdulrazak_Gurnah
Kittyhawk_Down,Garry_Disher
Chikyu_Misaki,Yūji_Iwahara
To_Be_or_Not_to_Be_(book),Ryan_North
Good_News_(musical),Buddy_DeSylva
Miri_Jiyori,Rajanikanta_Bordoloi
Randamoozham,M._T._Vasudevan_Nair
Eight_Days_of_Luke,Diana_Wynne_Jones
Skinner's_Ordeal,Quintin_Jardine
Millennial_Women,Virginia_Kidd
The_Frankenfood_Myth,Henry_I._Miller
Chibisan_Date,Hidekaz_Himaruya
Forsaken_House_(novel),Richard_Baker_(game_designer)
Counter-Revolutionary_Violence:_Bloodbaths_in_Fact_&_Propaganda,Noam_Chomsky
Dinocroc_vs._Supergator,Jim_Wynorski
Soho_Cinders,Anthony_Drewe
Relative_Dementias,Mark_Michalowski
The_Mystery_of_the_Blue_Diamond,Hergé
1862_(novel),Robert_Conroy
Bruja_(novel),Mel_Odom_(author)
Le_Père_de_nos_pères,Bernard_Werber
Night_and_Day_(play),Tom_Stoppard
Aunt_Bam's_Place,Tyler_Perry
Edinburgh_(novel),Alexander_Chee
Quick_Before_They_Catch_Us,Jack_Trevor_Story
The_Year's_Best_Science_Fiction:_Twenty-Ninth_Annual_Collection,Gardner_Dozois
Three_Spheres_II,M._C._Escher
The_Edge_of_Evolution,Michael_Behe
Seikimatsu_Leader_den_Takeshi!,Mitsutoshi_Shimabukuro
The_Duke_of_Mount_Deer_(1998_TV_series),Jin_Yong
A_shining_ray_from_Quran,Mahmoud_Taleghani
Broadway_(play),George_Abbott
Eagle_Riders,Melora_Harte
Johnny's_in_the_Basement,Louis_Sachar
L'Encyclopédie_du_savoir_relatif_et_absolu,Bernard_Werber
"1,227_QI_Facts_to_Blow_Your_Socks_Off",John_Mitchinson_(researcher)
Li_Sao,Qu_Yuan
Trap_(novel),Peter_Mathers
Purple_Eyes_in_the_Dark,Chie_Shinohara
Suicide_(Purple_Jumping_Man),Andy_Warhol
Henry's_Cat,Bob_Godfrey
The_Girl_in_the_Limousine_(play),Avery_Hopwood
Collins_Bird_Guide,Lars_Svensson_(ornithologist)
Four_from_Planet_5,Murray_Leinster
The_Myth_of_Islamic_Tolerance,Robert_Spencer_(author)
Limitations_(novel),Scott_Turow
Cinder_(novel),Marissa_Meyer
Click_(novel),Roddy_Doyle
Call_Me_Francis_Tucket,Gary_Paulsen
No_Humans_Involved_(novel),Kelley_Armstrong
Gorgeous_Lies,Martha_McPhee
How_Music_Works,David_Byrne
The_Life_of_the_Mind_in_America,Perry_Miller
Hum_Dono_Hain_Alag_Alag,Munisha_Rajpal
The_Cluetrain_Manifesto,Doc_Searls
Amy's_Eyes,Richard_Kennedy_(author)
The_Butcher_Boy_(novel),Patrick_McCabe_(novelist)
The_Dark_Wheel_(novel),Philip_MacDonald
"Magnum,_P.I.",Glen_A._Larson
Home_of_the_Gentry,Ivan_Turgenev
Edgar_Huntly,Charles_Brockden_Brown
Five_Bells_(novel),Gail_Jones
Jagdszenen_aus_Niederbayern_(play),Martin_Sperr
The_Green_Snake_and_the_Beautiful_Lily,Johann_Wolfgang_von_Goethe
X_(Cage_book),John_Cage
We_Others:_New_and_Selected_Stories,Steven_Millhauser
The_Harlem_Globetrotters_Popcorn_Machine,Jack_Burns
Black_Saddle,Richard_Levinson
The_Farm_(Bromfield_novel),Louis_Bromfield
G.I._Joe:_Resolute,Warren_Ellis
New_Writings_in_SF_26,Kenneth_Bulmer
The_Sable_Quean,Brian_Jacques
Love_Lives_On,April_Smith_(writer)
Classmates.com,Randy_Conrads
L.M._Montgomery's_Anne_of_Green_Gables,Susan_Coyne
The_Taint,Michael_Collier_(author)
Purple_Hibiscus_(novel),Chimamanda_Ngozi_Adichie
Kai_Lung's_Golden_Hours,Ernest_Bramah
Ragtime_(novel),E._L._Doctorow
The_New_Perry_Mason,Erle_Stanley_Gardner
John_J._Pershing_General_of_the_Armies,Robert_White_(sculptor)
In_Defense_of_Reason,Yvor_Winters
Odd_Is_on_Our_Side,Dean_Koontz
The_Straw_Man,Jean_Giono
The_Watch_Tower,Elizabeth_Harrower_(writer)
Edward_Albee's_At_Home_at_the_Zoo,Edward_Albee
Destiny_Times_Three,Fritz_Leiber
Truly_Madly_Deeply_(novel),Faraaz_Kazi
Rewrite_(visual_novel),Romeo_Tanaka
Bikini_Planet,David_S._Garnett
TekWar_(novel),William_Shatner
Allegory_of_Fortune,Salvator_Rosa
If_the_Cap_Fits,Niall_Tóibín
Earthly_Possessions_(novel),Anne_Tyler
Large_Standing_Woman_I,Alberto_Giacometti
Contact_II,Alexander_Liberman
On_(novel),Adam_Roberts_(British_writer)
Imperialism_(Hobson),John_A._Hobson
Bells_Are_Ringing_(musical),Adolph_Green
Micah_(novel),Laurell_K._Hamilton
Dublin:_Foundation,Edward_Rutherfurd
On_the_Twentieth_Century,Betty_Comden
The_Persistence_of_Vision_(collection),John_Varley_(author)
The_Observations,Jane_Harris_(writer)
The_Whole_Lesbian_Sex_Book,Felice_Newman
Three_Days_of_Rain,Richard_Greenberg
Man_with_a_Pipe,Jean_Metzinger
The_Frog_King_(novel),Adam_Davies_(author)
Muhyo_&_Roji's_Bureau_of_Supernatural_Investigation,Yoshiyuki_Nishi
Ghost_Hunt,Fuyumi_Ono
Mathematical_Methods_in_the_Physical_Sciences,Mary_L._Boas
Hygiene_and_the_Assassin,Amélie_Nothomb
Statue_of_the_Republic,Daniel_Chester_French
The_Root_(magazine),Henry_Louis_Gates_Jr.
The_Year's_Best_Fantasy_Stories:_14,Arthur_W._Saha
The_Barbie_Murders,John_Varley_(author)
The_Beggar_of_Volubilis,Caroline_Lawrence
The_Amen_Corner,James_Baldwin
Antonio_and_David,Jemal_Karchkhadze
SS_(manga),Shohei_Harumoto
Reform_School_Girl_(1994_film),Bruce_Meade
The_Stranger_Next_Door,Amélie_Nothomb
One_West_Waikiki,Glen_A._Larson
Three_Roads_to_Quantum_Gravity,Lee_Smolin
Fire_(Cashore_novel),Kristin_Cashore
Hot_Metal,David_Renwick
Dead_Calm_(novel),Charles_Williams_(U.S._author)
Le_Déjeuner_en_fourrure,Méret_Oppenheim
Terry_Carr's_Best_Science_Fiction_of_the_Year,Terry_Carr
The_65_Lakh_Heist,Surender_Mohan_Pathak
Adam_(sculpture),Antoine_Bourdelle
Riotous_Assembly,Tom_Sharpe
I'll_Never_Get_Out_of_This_World_Alive_(novel),Steve_Earle
Criminal_Justice_(TV_series),Peter_Moffat
Hidden_Terrors,A._J._Langguth
The_Real_Jane_Austen:_A_Life_in_Small_Things,Paula_Byrne
Fifty_Million_Frenchmen,Herbert_Fields
Autobiography_of_a_Yogi,Paramahansa_Yogananda
The_Music_Scene_(TV_series),Tony_Hendra
The_Fairytaler,Hans_Christian_Andersen
The_Care_and_Handling_of_Roses_with_Thorns,Margaret_Dilloway
Madonna_with_the_Blue_Diadem,Raphael
Root_Into_Europe,William_Donaldson
Electric_Light_(poetry_collection),Seamus_Heaney
Beyond_the_Blue_Event_Horizon,Frederik_Pohl
Masks_of_the_Illuminati,Robert_Anton_Wilson
Death_in_the_Andes,Mario_Vargas_Llosa
We_Need_New_Names,NoViolet_Bulawayo
Freaks_(manga),Ashika_Sakura
Trouble_Magnet,Alan_Dean_Foster
Torment_(novel),Lauren_Kate
The_Bourne_Objective,Robert_Ludlum
4.48_Psychosis,Sarah_Kane
The_Forgotten_(Baldacci_novel),David_Baldacci
My_Mother_the_Car,Chris_Hayward
Midori_Days,Kazurou_Inoue
The_Complete_Guide_to_Prehistoric_Life,Tim_Haines
Hunting_Eichmann,Neal_Bascomb
The_Community_of_Scholars,Paul_Goodman
