Otto_Christian_Archibald_von_Bismarck,Herbert_von_Bismarck
Jonathan_Bush,Dorothy_Walker_Bush
Henri_Coandă,Constantin_Coandă
Hugh_X_of_Lusignan,Hugh_IX_of_Lusignan
Lobengula,Mzilikazi
John_Komnenos_the_Fat,Alexios_Axouch
Paloma_Picasso,Françoise_Gilot
Eleanor_de_Braose,William_de_Braose_(died_1230)
Moran_family,Judy_Moran
Qutb_al-din_Hasan,Muhammad_ibn_Abbas
Anne_Homer,Sidney_Homer
Shadrach_Livingstone_James,Thomas_Shadrach_James
"Harriet_Leveson-Gower,_Countess_Granville","William_Cavendish,_5th_Duke_of_Devonshire"
John_IV_of_Portugal,Ana_de_Velasco_y_Girón
Frances_Noyes_Hart,Frank_Brett_Noyes
Balian_of_Ibelin_(1240–1302),"Guy_of_Ibelin,_constable_of_Cyprus"
Gilbert_Fitz_Richard,Rohese_Giffard
"Frederick_William,_Prince_of_Nassau-Weilburg","Charles_Christian,_Prince_of_Nassau-Weilburg"
Soha_Ali_Khan,Sharmila_Tagore
"Pedro_Afonso,_Prince_Imperial_of_Brazil",Pedro_II_of_Brazil
Paul_of_Greece,Sophia_of_Prussia
Cassidy_Gifford,Kathie_Lee_Gifford
Elisabeth_of_Nuremberg,Elisabeth_of_Meissen
Prince_Hubertus_of_Saxe-Coburg_and_Gotha_(1909–1943),"Charles_Edward,_Duke_of_Saxe-Coburg_and_Gotha"
William_Rockefeller,William_Rockefeller_Sr.
Amjad_Sabri,Ghulam_Farid_Sabri
Nia_Zulkarnaen,Dicky_Zulkarnaen
Prince_Carl_Bernadotte,Princess_Ingeborg_of_Denmark
Julia_Murdock_Smith,John_Murdock_(Mormon)
Thomas_Bennet_(lawyer),John_Bennet_(judge)
Emmanuel_Besnier,Michel_Besnier
"William_Louis,_Count_of_Nassau-Saarbrücken","Louis_II,_Count_of_Nassau-Weilburg"
Abdissares,Xerxes_of_Armenia
Lindsay_Lohan,Michael_Lohan
Vladimir_the_Great,Malusha
Augustus_II_the_Strong,Princess_Anna_Sophie_of_Denmark
Aditya_Chopra,Pamela_Chopra
Đorđe_Branković,Stefan_Branković
"Catherine_de'_Medici,_Governor_of_Siena",Christina_of_Lorraine
Iset_(daughter_of_Amenhotep_III),Amenhotep_III
"William_IX,_Count_of_Poitiers",Henry_II_of_England
Duke_Ludwig_Wilhelm_in_Bavaria_(1831–1920),Duke_Maximilian_Joseph_in_Bavaria
Ali_ibn_Muhammad,Muhammad_ibn_Idris
Emperor_Qianshao_of_Han,Empress_Zhang_Yan
Mark_Anthony_Fernandez,Alma_Moreno
Juan_Carlos_I_of_Spain,Princess_María_de_las_Mercedes_of_Bourbon-Two_Sicilies
Maria_de_las_Mercedes_of_Bavaria_and_Bourbon,Infanta_Maria_Teresa_of_Spain
Prince_Antônio_of_Orléans-Braganza,Prince_Pedro_Henrique_of_Orléans-Braganza
Olga_Constantinovna_of_Russia,Princess_Alexandra_of_Saxe-Altenburg
Louis_Philippe_I,"Louis_Philippe_II,_Duke_of_Orléans"
Early_life_of_Augustus,Julius_Caesar
Möngke_Khan,Tolui
Basarab_I_of_Wallachia,Thocomerius
Tamao_Nakamura,Ganjirō_Nakamura
"Ernest_II,_Duke_of_Saxe-Coburg_and_Gotha","Ernest_I,_Duke_of_Saxe-Coburg_and_Gotha"
Martin_I_of_Sicily,Maria_de_Luna
Makbule_Atadan,Ali_Rıza_Efendi
Hugh_Magnus,Robert_II_of_France
Olga_Nikolaevna_of_Russia,Nicholas_I_of_Russia
Prince_Aribert_of_Anhalt,"Frederick_I,_Duke_of_Anhalt"
Anne_Wojcicki,Esther_Wojcicki
Favell_Lee_Mortimer,David_Bevan_(banker)
Ali_I_(Bavandid_ruler),Shahriyar_IV
Merete_Skavlan,Einar_Skavlan
Yonglin,Empress_Xiaoyichun
"Robert,_Archduke_of_Austria-Este",Zita_of_Bourbon-Parma
Jalaluddin_Mirza,Mirza_Zafar
Muhammad_Ali_Khan_Wallajah,Anwaruddin_Khan
"Isabel_le_Despenser,_Countess_of_Arundel",Eleanor_de_Clare
"Min,_Marquis_of_Jin",Marquis_E_of_Jin
Margaret_Storrs_Grierson,Lucius_Seymour_Storrs
Henry_Gratiot,"Charles_Gratiot,_Sr."
Leslie_Ann_Jones,Spike_Jones
Landgravine_Hedwig_of_Hesse-Rotenburg,"Constantine,_Landgrave_of_Hesse-Rotenburg"
Zakarine,Oun_Kham
Herbert_Fisk_Johnson_III,Imogene_Powers_Johnson
"Melisende,_Queen_of_Jerusalem",Baldwin_II_of_Jerusalem
"Frederick,_Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg","Ernest_Günther,_Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg"
"Margaret_III,_Countess_of_Flanders","Margaret_of_Brabant,_Countess_of_Flanders"
Maya_Rudolph,Richard_Rudolph
Catherine_Antonovna_of_Brunswick,Duke_Anthony_Ulrich_of_Brunswick
Parakramabahu_III_of_Dambadeniya,Vijayabahu_IV_of_Dambadeniya
Fujiwara_no_Otsugu,Fujiwara_no_Momokawa
"Charles,_Prince_of_Anhalt-Zerbst","John_VI,_Prince_of_Anhalt-Zerbst"
Helen_of_Greece_and_Denmark,Constantine_I_of_Greece
Bakshi_Banu_Begum,Humayun
"Emmanuel_Lebrecht,_Prince_of_Anhalt-Köthen","Emmanuel,_Prince_of_Anhalt-Köthen"
Kylie_Jenner,Caitlyn_Jenner
"Eugene_Maurice,_Count_of_Soissons","Thomas_Francis,_Prince_of_Carignano"
Bejaratana_Rajasuda,Suvadhana
"William_la_Zouche,_1st_Baron_Zouche",William_III_de_Cantilupe
"Eberhard_I,_Count_of_the_Mark","Engelbert_I,_Count_of_the_Mark"
"Charles,_Landgrave_of_Hesse-Philippsthal-Barchfeld",Princess_Louise_of_Saxe-Meiningen
Xiqi,Duke_Xian_of_Jin
Raymond_R._Guest,Frederick_Guest
Emil_G._Hirsch,Samuel_Hirsch
Wickliffe_Draper,George_A._Draper
"Beatrice_II,_Countess_of_Burgundy","Otto_I,_Count_of_Burgundy"
"Raymond_Grant,_11th_Baron_de_Longueuil",Ernestine_Bowes-Lyon
Count_Oluf_of_Rosenborg,Prince_Harald_of_Denmark
Shurasena,Kartavirya_Arjuna
Franciszek_Sebastian_Lubomirski,Barbara_Tarło
"Henry_III,_Holy_Roman_Emperor","Conrad_II,_Holy_Roman_Emperor"
Gleason_Archer_Jr.,Gleason_Archer_Sr.
Prince_Joseph_Ferdinand_of_Saxe-Coburg_and_Gotha,Prince_Ludwig_August_of_Saxe-Coburg_and_Gotha
Lee_Bass,Nancy_Lee_Bass
Mahendravarman_I,Simhavishnu
Emperor_Murakami,Emperor_Daigo
Al-Mutawakkil,Al-Mu'tasim
Edward_II_of_England,Edward_I_of_England
Hering_son_of_Hussa,Hussa_of_Bernicia
"George_William,_Duke_of_Liegnitz",Louise_of_Anhalt-Dessau
Shruti_Haasan,Kamal_Haasan
Charles_Foster_Barham,Thomas_Foster_Barham_(musician)
Yakov_Dzhugashvili,Kato_Svanidze
Kanyaza_Nge,Abhiyaza
"Henry_Somerset,_1st_Marquess_of_Worcester","Edward_Somerset,_4th_Earl_of_Worcester"
"James_Reston,_Jr.",James_Reston
Carloman_of_Bavaria,Louis_the_German
Magdalena_Sibylla_of_Neidschutz,"John_George_IV,_Elector_of_Saxony"
Louis_I_of_Etruria,Archduchess_Maria_Amalia_of_Austria
Princess_Alexandra_of_Hanover_(born_1999),Prince_Ernst_August_of_Hanover_(born_1954)
"Sybil_Sassoon,_Marchioness_of_Cholmondeley",Edward_Sassoon
Ylenia_Carrisi,Romina_Power
Katrina_vanden_Heuvel,Jean_Stein
John_Komnenos_Asen,Keratsa_Petritsa
Mira_Sorvino,Paul_Sorvino
Ivan_Sergeyevich_Obolensky,Serge_Obolensky
Charlotte_Aglaé_d'Orléans,Françoise_Marie_de_Bourbon
"Robert_I,_Latin_Emperor",Yolanda_of_Flanders
Louise_de_Maisonblanche,Louis_XIV_of_France
"William_Howard,_1st_Viscount_Stafford","Alethea_Howard,_Countess_of_Arundel"
Princess_Sophie_of_Hohenberg,"Sophie,_Duchess_of_Hohenberg"
"John_of_Palatinate-Simmern,_Archbishop_of_Magdeburg","Stephen,_Count_Palatine_of_Simmern-Zweibrücken"
"John_II,_Duke_of_Brittany","Blanche_of_Navarre,_Duchess_of_Brittany"
"Hugh_IV,_Duke_of_Burgundy","Odo_III,_Duke_of_Burgundy"
Russell_Lant_Carpenter,Lant_Carpenter
Cleopatra_Selene_I,Ptolemy_VIII_Physcon
Rosella_Sensi,Franco_Sensi
Louis_I_of_Naples,"Philip_I,_Prince_of_Taranto"
Harishchandra_(Gahadavala_dynasty),Jayachandra
Sally_Magnusson,Magnus_Magnusson
Maria_of_Jülich-Berg,"William_IV,_Duke_of_Jülich-Berg"
"Frederick_I,_Count_of_Zollern","Burkhard_I,_Count_of_Zollern"
Count_Palatine_William_of_Gelnhausen,"John_Charles,_Count_Palatine_of_Gelnhausen"
Lucilla,Marcus_Aurelius
Quinn_Bradlee,Sally_Quinn
"Alexander,_Prince_of_Orange",William_III_of_the_Netherlands
"Ferdinand_Maximilian,_Hereditary_Prince_of_Baden-Baden","William,_Margrave_of_Baden-Baden"
Caesarion,Julius_Caesar
Louis_Garrel,Brigitte_Sy
Philip_VI_of_France,"Charles,_Count_of_Valois"
Mercedes_Bass,Abolhassan_Diba
Llywelyn_ap_Gruffudd,Senana_ferch_Caradog
Otto_III_of_Hachberg,"Rudolf_III,_Margrave_of_Hachberg-Sausenberg"
"François_Louis,_Count_of_Harcourt",Catherine_Henriette_de_Bourbon
"George,_Duke_of_Brunswick-Lüneburg","Dorothea_of_Denmark,_Duchess_of_Brunswick-Lüneburg"
Gaurav_Chakrabarty,Sabyasachi_Chakrabarty
Michael_Straight,Willard_Dickerman_Straight
John_Maynard_(died_1658),Henry_Maynard
Christopher_Coppola,August_Coppola
Childebert_the_Adopted,Grimoald_the_Elder
Kekauʻōnohi,Wahinepio
Ann_Dunham,Stanley_Armour_Dunham
Princess_Marie_Alexandra_of_Schleswig-Holstein,"Wilhelm_Friedrich,_Duke_of_Schleswig-Holstein"
Fruela_of_Cantabria,Peter_of_Cantabria
Mark_Scheinberg,Isai_Scheinberg
Yazakumar,Kyansittha
Christine_of_Saxony,Barbara_Jagiellon
Francis_II_Rákóczi,Francis_I_Rákóczi
Rumer_Willis,Demi_Moore
"Walter_Hungerford,_1st_Baron_Hungerford_of_Heytesbury",Edward_Hungerford_(died_1522)
Prince_Albrecht_of_Schleswig-Holstein-Sonderburg-Glücksburg,"Friedrich,_Duke_of_Schleswig-Holstein-Sonderburg-Glücksburg"
Victoria_of_France,Henry_II_of_France
Sons_of_Yagbe'u_Seyon,Yagbe'u_Seyon
Emperor_Zhongzong_of_Tang,Emperor_Gaozong_of_Tang
"Gustav,_Duke_of_Zweibrücken","Adolph_John_I,_Count_Palatine_of_Kleeburg"
Emade,Wojciech_Waglewski
Topa_Inca_Yupanqui,Pachacuti
Frank_Stallone,"Frank_Stallone,_Sr."
Prince_Ferdinand_of_Saxe-Coburg_and_Gotha,"Francis,_Duke_of_Saxe-Coburg-Saalfeld"
Geraldine_Chaplin,Oona_O'Neill
Goggiraja,Vappuvanna
"Arthur_III,_Duke_of_Brittany","Joan_of_Navarre,_Queen_of_England"
Tigranes_I,Artaxias_I
Shurapala_I,Devapala_(Pala_dynasty)
Holly_Peterson,Peter_George_Peterson
Ella_Koblo_Gulama,Lucy_Gulama
"Otto_III,_Count_of_Burgundy","Otto_I,_Duke_of_Merania"
Sanda_Min_Hla,Hkun_Law
Bhamashah,Bharmal
Guo_Zongxun,Chai_Rong
"John_II,_Lord_of_Polanen","John_I,_Lord_of_Polanen"
Former_Deposed_Emperor_of_Liu_Song,Emperor_Xiaowu_of_Liu_Song
Mohammed_Ahmad_Al-Jaber_Al-Sabah,Ahmad_Al-Jaber_Al-Sabah
"Conrad_V,_Count_of_Rietberg","Conrad_IV,_Count_of_Rietberg"
"Dorothea_of_Denmark,_Duchess_of_Prussia",Anna_of_Brandenburg
Gigi_Pritzker,Jay_Pritzker
Princess_Charlotte_of_Cambridge,"Prince_William,_Duke_of_Cambridge"
Maria_Salviati,Jacopo_Salviati
Senekerim-Hovhannes_Artsruni,Abusahl-Hamazasp_of_Vaspurakan
Varananda_Dhavaj,Chudadhuj_Dharadilok
Countess_Louise_Juliana_of_Nassau,William_the_Silent
"Sancha,_Lady_of_Alenquer",Dulce_of_Aragon
Dona_Catherina_of_Kandy,Karaliyadde_Bandara_of_Kandy
"Constance_of_Aragon,_Queen_of_Majorca",Alfonso_IV_of_Aragon
Alexander_I_of_Russia,Paul_I_of_Russia
Carl_Cook,William_Cook_(entrepreneur)
"Dedo_I,_Count_of_Wettin",Theodoric_I_of_Wettin
Edward_Hibbert,Geoffrey_Hibbert
Khosrow_II,Vistahm
King_Xuan_of_Qi,King_Wei_of_Qi
Ida_Lupino,Stanley_Lupino
Prince_Frederick_of_Orange-Nassau,"William_V,_Prince_of_Orange"
Gerberga_of_Burgundy,Matilda_of_France
"Infante_João,_Duke_of_Beja",Maria_II_of_Portugal
Vince_McMahon_Sr.,Jess_McMahon
Henry_VII_of_England,"Edmund_Tudor,_1st_Earl_of_Richmond"
"Prince_Pedro,_Duke_of_Calabria","Princess_Anne,_Duchess_of_Calabria"
Jehoiakim,Josiah
Gertrude_Vanderbilt_Whitney,Cornelius_Vanderbilt_II
Kelly_Osbourne,Sharon_Osbourne
Radoslav_of_Serbia,Višeslav_of_Serbia
Dorothea_Augusta_of_Schleswig-Holstein-Gottorp,Augusta_of_Denmark
Nicholas_J._Pritzker,Jack_Nicholas_Pritzker
Isetemkheb_D,Menkheperre
Katherine_Tudor_(1503),Elizabeth_of_York
Muhammad_Inuwa,Muhammad_Abbass
"Richard,_1st_Earl_of_Cornwall","John,_King_of_England"
Adorndibyanibha,Chulalongkorn
Laodice_IV,Antiochus_III_the_Great
"Princess_Olga,_Duchess_of_Apulia",Marina_Karella
Natasha_Parry,Gordon_Parry_(film_director)
"Carlo,_Duke_of_Calabria",Maria_Carolina_of_Austria
Harold_Stirling_Vanderbilt,William_Kissam_Vanderbilt
"Ranuccio_I_Farnese,_Duke_of_Parma",Infanta_Maria_of_Guimarães
Karol_Ferdynand_Vasa,Constance_of_Austria
"Charles,_Electoral_Prince_of_Brandenburg",Countess_Louise_Henriette_of_Nassau
Princess_Märtha_Louise_of_Norway,Harald_V_of_Norway
Philip_I_of_Castile,"Maximilian_I,_Holy_Roman_Emperor"
Pádraig_Cusack,Maureen_Cusack
Beatrice_of_Castile_(1293–1359),Sancho_IV_of_Castile
Humayun,Babur
Nancy_Walton_Laurie,James_%22Bud%22_Walton
Nephi_Jeffs,Rulon_Jeffs
Duke_Huan_of_Jin,Duke_Lie_of_Jin
Mari_Hulman_George,Tony_Hulman
Hisham_II,Al-Hakam_II
Timothy_Shriver,Eunice_Kennedy_Shriver
Gudfred,Sigfred
Édouard_Alphonse_James_de_Rothschild,Alphonse_James_de_Rothschild
Tallulah_Harlech,Amanda_Harlech
Al-Walid_II,Yazid_II
Prince_Muhammad_bin_Talal,Talal_of_Jordan
Emma_Davies_(actress),Geoffrey_Davies
Coert_van_Voorhees,Steven_van_Voorhees
Robert_Coppola_Schwartzman,Jack_Schwartzman
"Frederick_I,_Duke_of_Anhalt",Princess_Frederica_Wilhelmina_of_Prussia
Prince_Michael_of_Kent,"Prince_George,_Duke_of_Kent"
Muhammad_ibn_Tughj_al-Ikhshid,Tughj_ibn_Juff
"William_de_Montagu,_2nd_Earl_of_Salisbury","Catherine_Grandison,_Countess_of_Salisbury"
Ita_Ford,William_P._Ford
Prince_August_Wilhelm_of_Prussia,"Wilhelm_II,_German_Emperor"
Giovanni_il_Popolano,Pierfrancesco_the_Elder
Queen_Kapiolani,Kinoiki_Kekaulike
John_Komnenos_Doukas,Theodore_Komnenos_Doukas
Princess_Elisabeth_of_Saxe-Altenburg_(1865–1927),Prince_Moritz_of_Saxe-Altenburg
Princess_Lalla_Meryem_of_Morocco,Lalla_Latifa
Louisa_Maria_Stuart,James_II_of_England
Ana_Terter,Kira_Maria_Asenina_of_Bulgaria
"Carlos,_Duke_of_Parma",Princess_Irene_of_the_Netherlands
"Ferdinand,_Duke_of_Viseu","Eleanor_of_Aragon,_Queen_of_Portugal"
Raj_Singh_II,Pratap_Singh_II
"Margaret_of_Holland,_Countess_of_Henneberg","Matilda_of_Brabant,_Countess_of_Holland"
"Frances_Seymour,_Duchess_of_Somerset",Frances_Walsingham
Prince_Hridayendra_of_Nepal,"Paras,_Crown_Prince_of_Nepal"
Princess_Caroline_of_Denmark,Frederick_VI_of_Denmark
Isaac_Roosevelt_(businessman),James_Roosevelt_(1760–1847)
Rajaram_Chhatrapati,Soyarabai
"Thomas_Francis,_Prince_of_Carignano","Charles_Emmanuel_I,_Duke_of_Savoy"
Min_Phyu_of_Toungoo,Minkhaung_II_of_Toungoo
Richard_Rockefeller,David_Rockefeller
"Ferdinand_I,_Holy_Roman_Emperor",Philip_I_of_Castile
Muhammad_Sultan_(Mughal_prince),Aurangzeb
Alan_Ladd_Jr.,Alan_Ladd
John_Boyd_(actor),Guy_Boyd_(actor)
William_Trickett_Smith_II,William_Trickett_Smith
Jack_Carter_(politician),Jimmy_Carter
Katherine_Swynford,Paon_de_Roet
Edward_W._Forbes,William_Hathaway_Forbes
Gorō_Miyazaki,Hayao_Miyazaki
"Katharine_Fraser,_Mistress_of_Saltoun",Alexander_Ramsay_of_Mar
Jasaw_Chan_K'awiil_I,Nuun_Ujol_Chaak
Eric_I_of_Denmark,Sweyn_II_of_Denmark
Prince_Luiz_Gastão_of_Orléans-Braganza,Princess_Maria_di_Grazia_of_Bourbon-Two_Sicilies
Anna_Sibylle_of_Hanau-Lichtenberg,"Philipp_IV,_Count_of_Hanau-Lichtenberg"
Grand_Duchess_Maria_Pavlovna_of_Russia_(1786–1859),Maria_Feodorovna_(Sophie_Dorothea_of_Württemberg)
Clio_Goldsmith,Edward_Goldsmith
Teddy_Schwarzman,Stephen_A._Schwarzman
"Charles_II,_Margrave_of_Baden-Durlach","Ernest,_Margrave_of_Baden-Durlach"
Vuk_Branković,Branko_Mladenović
Louise_of_Savoy,Margaret_of_Bourbon_(1438–1483)
Princess_Amelia_of_the_United_Kingdom,George_III_of_the_United_Kingdom
"Alexander_Stewart,_Duke_of_Albany",Mary_of_Guelders
John_B._Hess,Leon_Hess
Erdmuthe_Dorothea_of_Reuss-Ebersdorf,"Heinrich_X,_Count_of_Reuss-Ebersdorf"
Baudouin_of_Belgium,Astrid_of_Sweden
Duke_Jian_of_Qi,Duke_Dao_of_Qi
Thomas_Hughes_Jackson,"Sir_William_Jackson,_1st_Baronet"
Abhishek_Bachchan,Jaya_Bachchan
Lucrezia_de'_Medici_(1470–1553),Clarice_Orsini
Yulia_Latynina,Leonid_Latynin
Polyxena_of_Hesse-Rotenburg,"Ernest_Leopold,_Landgrave_of_Hesse-Rotenburg"
Anna_de'_Medici,"Joanna_of_Austria,_Grand_Duchess_of_Tuscany"
"Charles_II_Otto,_Count_Palatine_of_Zweibrücken-Birkenfeld","George_William,_Count_Palatine_of_Zweibrücken-Birkenfeld"
Mihrdat_I_of_Iberia,Pharasmanes_I_of_Iberia
Juhi_Babbar,Raj_Babbar
Charles_Gustav_of_Baden-Durlach,Christina_Magdalena_of_the_Palatinate-Zweibrücken
Charles_I_of_Naples,Louis_VIII_of_France
Marguerite_de_Sablé,Robert_de_Sablé
Musa_Khan_(Bengal_Ruler),Isa_Khan
"Thomas_of_Woodstock,_1st_Duke_of_Gloucester",Philippa_of_Hainault
Princess_Wilhelmine_of_Baden,"Charles_Louis,_Hereditary_Prince_of_Baden"
Mary_Malcolm,Ian_Malcolm_(politician)
Cárthach_Bán_Breathnach,Seán_Bán_Breathnach
"William,_Prince_of_Orange",William_III_of_the_Netherlands
Cristina_Stenbeck,Jan_Stenbeck
Sophia_of_Prussia,"Frederick_III,_German_Emperor"
Ghazi-ud-Din_Haidar_Shah,Saadat_Ali_Khan_II
"Herman_IX,_Margrave_of_Baden-Eberstein","Frederick_II,_Margrave_of_Baden-Eberstein"
Jake_Busey,Gary_Busey
Sneferukhaf,Nefermaat_II
Princess_Milica_of_Montenegro,Milena_Vukotić
Berenice_IV_of_Egypt,Ptolemy_XII_Auletes
Heraclius_II_of_Georgia,Tamar_of_Kartli
Maria_Amalia_of_Naples_and_Sicily,Maria_Carolina_of_Austria
Deneys_Reitz,Francis_William_Reitz
"Yongqi,_Prince_Rong",Qianlong_Emperor
Germaine_of_Foix,"John_of_Foix,_Viscount_of_Narbonne"
Sultan_Tengah,Muhammad_Hassan_(Brunei)
Mika_Urbaniak,Michał_Urbaniak
Ngwane_V,Labotsibeni_Mdluli
Dhasanawalaya_Sornsongkram,Galyani_Vadhana
Minye_Kyawswa_I_of_Ava,Shin_Myat_Hla_of_Ava
John_Drake_(died_1628),Bernard_Drake
Sally_Hawkins,Jacqui_Hawkins
Prince_Christian_of_Denmark_(1675–1695),Christian_V_of_Denmark
"John_Augustus_Sutter,_Jr.",John_Sutter
Kenta_Fukasaku,Kinji_Fukasaku
Nuh_II,Mansur_I
Constance_of_Béarn,"Gaston_VII,_Viscount_of_Béarn"
Francesca_Gregorini,Barbara_Bach
Géza_II_of_Hungary,Béla_II_of_Hungary
Queen_Anne-Marie_of_Greece,Frederick_IX_of_Denmark
Angelina_Jolie,Jon_Voight
William_Stuart_(bishop),"Mary_Stuart,_Countess_of_Bute"
Dorothy_Bush_Koch,Barbara_Bush
John_A._Gotti,John_Gotti
Prince_Alexander_of_Yugoslavia_(born_1982),"Alexander,_Crown_Prince_of_Yugoslavia"
Henry_the_Lion,Gertrude_of_Süpplingenburg
Maria_Klementyna_Sanguszko,Natalia_Potocka
Henry_Ford,William_Ford_(businessman)
Emperor_Taizong_of_Liao,Empress_Shulü_Ping
Anne_de_Mortimer,"Roger_Mortimer,_4th_Earl_of_March"
Charlotte_of_Savoy,"Louis,_Duke_of_Savoy"
"John_of_Eltham,_Earl_of_Cornwall",Isabella_of_France
"Robert_de_Ferrers,_6th_Earl_of_Derby","William_de_Ferrers,_5th_Earl_of_Derby"
Muhammad_Kam_Bakhsh,Aurangzeb
"Johann_Karl,_Count_Chotek_of_Chotkow_and_Wognin",Count_Wenzel_Chotek_of_Chotkow_and_Wognin
Janaka_de_Silva,P._T._De_Silva
King_Daoxiang_of_Zhao,King_Xiaocheng_of_Zhao
Edward_the_Elder,Alfred_the_Great
David_of_Trebizond,Alexios_IV_of_Trebizond
"Prince_Ferdinando,_Duke_of_Genoa_(1822–1855)",Charles_Albert_of_Sardinia
Peter_Jacobson,Walter_Jacobson
Henry_of_Stolberg-Wernigerode,Christian_Frederick_of_Stolberg-Wernigerode
Liana_Cornell,John_Cornell
Louis_V_of_France,Lothair_of_France
"Karl_Anselm,_4th_Prince_of_Thurn_and_Taxis",Margravine_Sophie_Christine_of_Brandenburg-Bayreuth
Róża_Potocka_(1780–1862),Józefina_Amalia_Mniszech
Hubert_Burda,Aenne_Burda
"Elizabeth_de_Burgh,_4th_Countess_of_Ulster","William_Donn_de_Burgh,_3rd_Earl_of_Ulster"
"Trojden_I,_Duke_of_Masovia",Bolesław_II_of_Masovia
"Ferdinand,_Duke_of_Parma","Philip,_Duke_of_Parma"
Oona_O'Neill,Eugene_O'Neill
Maria_Caterina_Farnese,"Ranuccio_I_Farnese,_Duke_of_Parma"
Robert_Peston,"Maurice_Peston,_Baron_Peston"
Archduke_Joseph_Franz_of_Austria,Maria_Theresa_of_Naples_and_Sicily
Dan_Gilroy,Frank_D._Gilroy
Viridis_Visconti,Bernabò_Visconti
Jennifer_Crystal_Foley,Billy_Crystal
"Margaret_of_Bourbon,_Queen_of_Navarre",Archambaud_VIII_of_Bourbon
Prince_Peter_of_Greece_and_Denmark,Prince_George_of_Greece_and_Denmark
Hedwig_of_Brandenburg,Albert_the_Bear
Antoni_Jan_Ostrowski,Tomasz_Adam_Ostrowski
William_Backhouse_Astor_Sr.,John_Jacob_Astor
"Thomas_Grey,_1st_Marquess_of_Dorset",Elizabeth_Woodville
Arthur_B._Hancock_III,"Arthur_B._Hancock,_Jr."
Herbert_Fields,Lew_Fields
Duchess_Agnes_of_Württemberg,Princess_Helene_of_Hohenlohe-Langenburg
"Henry_Stafford,_1st_Earl_of_Wiltshire","Henry_Stafford,_2nd_Duke_of_Buckingham"
Mary_Stuart_(1605–1607),James_VI_and_I
Leo_Rudolf_Raubal_Jr.,Angela_Hitler
"Gertrude_of_Babenberg,_Duchess_of_Bohemia",Agnes_of_Germany
John_V_of_Werle,Nicholas_III_of_Werle
Tracy_Nelson_(actress),Kristin_Nelson
Prince_Jean_of_Luxembourg,"Jean,_Grand_Duke_of_Luxembourg"
Konstancja_Potocka,Józefina_Amalia_Mniszech
Christiane_Charlotte_of_Württemberg-Winnental,Eleonore_Juliane_of_Brandenburg-Ansbach
Gaius_Caesar,Augustus
Crown_Prince_Hyomyeong,Queen_Sunwon
Philippa_of_Lancaster,Blanche_of_Lancaster
Katharina_of_Hanau-Lichtenberg,"Philipp_V,_Count_of_Hanau-Lichtenberg"
"Matthew_Stewart,_2nd_Earl_of_Lennox","John_Stewart,_1st_Earl_of_Lennox"
Ašmu-nikal,Tudhaliya_I
Martin_of_Aragon_(heir_of_Sicily),Martin_I_of_Sicily
Qi_of_Xia,Yu_the_Great
Princess_Wilhelmina_Caroline_of_Denmark,Frederick_V_of_Denmark
"Bernhard_II,_Duke_of_Saxe-Jena",Eleonore_Dorothea_of_Anhalt-Dessau
Archduchess_Maria_Theresa_of_Austria_(1845–1927),Princess_Hildegard_of_Bavaria
Ely_Jacques_Kahn_Jr.,Ely_Jacques_Kahn
"Ernest_Ferdinand,_Duke_of_Brunswick-Lüneburg","Ferdinand_Albert_I,_Duke_of_Brunswick-Lüneburg"
Anna_of_Brunswick-Grubenhagen-Einbeck,"Eric_I,_Duke_of_Brunswick-Grubenhagen"
Brandon_Lee,Linda_Lee_Cadwell
"Herman_I,_Count_of_Henneberg",Jutta_of_Thuringia
"Adelaide_I,_Abbess_of_Quedlinburg","Otto_II,_Holy_Roman_Emperor"
Xiang_of_Xia,Zhong_Kang
Princess_Charlotte_Amalie_Wilhelmine_of_Schleswig-Holstein-Sonderburg-Plön,"Frederick_Charles,_Duke_of_Schleswig-Holstein-Sonderburg-Plön"
Khosrow_I,Kavadh_I
Benjamin_Franklin_Bache_(journalist),Sarah_Franklin_Bache
"Stephen_II,_Ban_of_Bosnia","Stephen_I,_Ban_of_Bosnia"
Christopher_Chaplin,Oona_O'Neill
Pleistarchus,"Gorgo,_Queen_of_Sparta"
Daniel_of_Galicia,Roman_the_Great
Tamara_Ecclestone,Bernie_Ecclestone
Bernardo_Accolti,Benedetto_Accolti_the_Elder
Françoise_d'Orléans-Longueville,"Jacqueline_de_Rohan,_Marquise_de_Rothelin"
Susannah_Harker,Polly_Adams
Moggallana_I_of_Anuradhapura,Dhatusena_of_Anuradhapura
Mehmed_the_Conqueror,Hüma_Hatun
Duke_Alexander_Petrovich_of_Oldenburg,Princess_Therese_of_Nassau-Weilburg
Countess_Henriette_Catherine_of_Nassau,"Frederick_Henry,_Prince_of_Orange"
Łukasz_Opaliński_(1612–1666),Piotr_Opaliński
Mohit_Marwah,Sandeep_Marwah
"Elisabeth,_Countess_of_Vermandois",Petronilla_of_Aquitaine
Chichimecacihuatzin_I,Cuauhtototzin
Jesse_Green,Urbie_Green
Leopold_II_of_Belgium,Louise_of_Orléans
Helene_Costello,Maurice_Costello
"Edward_Nevill,_15th_Baron_Bergavenny","George_Nevill,_13th_Baron_Bergavenny"
