Francis_Burdett,Francis_Burdett_(1743)
Alauddin_Johan_Syah,Alauddin_Ahmad_Syah
"François_Marie,_Prince_of_Lillebonne","Charles_II,_Duke_of_Elbeuf"
Archduchess_Maria_Amalia_of_Austria,"Francis_I,_Holy_Roman_Emperor"
"Thomas_Howard,_2nd_Duke_of_Norfolk","John_Howard,_1st_Duke_of_Norfolk"
Gertrude_of_Sulzbach,Adelheid_of_Wolfratshausen
Samuel_W._Johnson,James_Johnson_(railway_engineer)
Archduchess_Hermine_of_Austria,Princess_Hermine_of_Anhalt-Bernburg-Schaumburg-Hoym
Sirikit,Nakkhatra_Mangala
Chiang_Hsiao-wen,Chiang_Ching-kuo
"William_Frederick,_Margrave_of_Brandenburg-Ansbach","John_Frederick,_Margrave_of_Brandenburg-Ansbach"
Isabel_of_Barcelos,"Afonso_I,_Duke_of_Braganza"
Mustafa_III,Ahmed_III
Princess_Philippine_Charlotte_of_Prussia,Frederick_William_I_of_Prussia
Efrem_Zimbalist_Jr.,Alma_Gluck
Matilda_of_France,Gerberga_of_Saxony
Stefan_Maramonte,Konstantin_Balšić
Princess_Marie_Anne_of_France,Maria_Theresa_of_Spain
Arikesarin,Aparajita
Sarduri_I,Lutipri
Margaret_Cuninggim,Jesse_Lee_Cuninggim
Princess_Maria_Annunciata_of_Bourbon-Two_Sicilies,Ferdinand_II_of_the_Two_Sicilies
Thomas_Lodge,Thomas_Lodge_(Lord_Mayor_of_London)
Bernice_King,Coretta_Scott_King
"Francisco_António,_Prince_of_Beira",John_VI_of_Portugal
"Louis_Spencer,_Viscount_Althorp","Charles_Spencer,_9th_Earl_Spencer"
Melissa_Rivers,Edgar_Rosenberg
John_H._Kinzie,John_Kinzie
Archduke_Alexander_Leopold_of_Austria,Maria_Luisa_of_Spain
"Alix_of_Brittany,_Dame_de_Pontarcy","Blanche_of_Navarre,_Duchess_of_Brittany"
Patrice_Pastor,Victor_Pastor
John_I_of_Portugal,Peter_I_of_Portugal
Princess_Farial_of_Egypt,Farouk_of_Egypt
"Louise_de_Bourbon,_Duchess_of_Montpensier",Clara_Gonzaga
"Otto_II,_Margrave_of_Brandenburg",Judith_of_Poland
Ptolemy_of_Mauretania,Juba_II
James_Parks_(actor),Michael_Parks
"Mercedes,_Princess_of_Asturias",Maria_Christina_of_Austria
Jane_Ginsburg,Ruth_Bader_Ginsburg
Christian_II_of_Denmark,"John,_King_of_Denmark"
Lulach,Gruoch_of_Scotland
Anne_Fadiman,Clifton_Fadiman
Spiros_Latsis,Yiannis_Latsis
Princess_Maria_of_Greece_and_Denmark,George_I_of_Greece
Frank_Eudy,Sid_Eudy
Princess_Majeedah_Bolkiah,Hassanal_Bolkiah
Louis_Ducruet,Princess_Stéphanie_of_Monaco
William_Christopher_of_Baden-Baden,"William,_Margrave_of_Baden-Baden"
Agnes_of_Babenberg,Agnes_of_Germany
Prince_August_Wilhelm_of_Prussia,"Wilhelm_II,_German_Emperor"
Yolande_of_Aragon,John_I_of_Aragon
Franklin_Graham,Billy_Graham
Hathloul_bin_Abdulaziz_Al_Saud,Ibn_Saud
Princess_Elisabeth_of_Saxe-Altenburg_(1865–1927),Prince_Moritz_of_Saxe-Altenburg
Hacı_Sabancı,Hacı_Ömer_Sabancı
"François_Louis,_Prince_of_Conti",Anne_Marie_Martinozzi
"Adolphus_Cambridge,_1st_Marquess_of_Cambridge","Francis,_Duke_of_Teck"
Henryk_Firlej,Jan_Firlej
Albert_Wolfgang_of_Brandenburg-Bayreuth,Sophie_Christiane_of_Wolfstein
Duke_Huan_of_Chen,Duke_Wen_of_Chen
Edward_C._Stearns,George_N._Stearns
Sanjay_Dutt,Nargis
Bona_of_Savoy,"Louis,_Duke_of_Savoy"
Nguyễn_Phúc_Lan,Nguyễn_Phúc_Nguyên
Kalaniʻōpuʻu,Kamakaimoku
Siribhachudhabhorn,Chulabhorn_Walailak
Kate_Hudson,Goldie_Hawn
"Robert_Welles,_8th_Baron_Willoughby_de_Eresby","Joan_Willoughby,_7th_Baroness_Willoughby_de_Eresby"
Daudi_Cwa_II_of_Buganda,Mwanga_II_of_Buganda
Pullashakti,Kapardin_I
Davyd_Rostislavich,Rostislav_I_of_Kiev
"Penelope_Blount,_Countess_of_Devonshire",Lettice_Knollys
Charles_XII_of_Sweden,Ulrika_Eleonora_of_Denmark
Leleiohoku_II,Kapaakea
"Mahaut,_Countess_of_Artois","Robert_II,_Count_of_Artois"
Sancho_I_of_Portugal,Afonso_I_of_Portugal
Martina_von_Trapp,Georg_von_Trapp
Chulabhorn_Walailak,Bhumibol_Adulyadej
Taninganway_Min,Sanay_Min
"Thomas_Holland,_1st_Duke_of_Surrey","Thomas_Holland,_2nd_Earl_of_Kent"
Bảo_Long,Nam_Phương
"William_Frederick,_Prince_of_Wied","William,_Prince_of_Wied"
Kenny_Albert,Marv_Albert
Margaret_Leijonhufvud,Ebba_Eriksdotter_Vasa
"John,_Duke_of_Berry",Bonne_of_Bohemia
Titus_van_Rijn,Saskia_van_Uylenburgh
Mahathammaracha_II,Mahathammaracha_I
Man_Singh_II,Madho_Singh_II
Eric_X_of_Sweden,Cecilia_Johansdotter_of_Sweden
Gautam_Joglekar,Sai_Paranjpye
Berengaria_of_Castile,Alfonso_VIII_of_Castile
Gertrude_of_Sulzbach,Berengar_II_of_Sulzbach
John_II_of_France,Joan_the_Lame
Princess_Anna_Sophie_of_Denmark,Frederick_III_of_Denmark
Hanthawaddy_Mibaya,Tabinshwehti
"Rudolf_I,_Margrave_of_Baden-Baden",Countess_Palatine_Irmengard_of_the_Rhine
Belshazzar,Nabonidus
Giorgio_de'_Buondelmonti,Esau_de'_Buondelmonti
Infanta_Maria_das_Neves_of_Portugal,Miguel_I_of_Portugal
Aleksa_Đurašević,Radič_Crnojević
Archduke_Otto_of_Austria_(1865–1906),Archduke_Karl_Ludwig_of_Austria
"Henri,_Duke_of_Elbeuf","Charles_III,_Duke_of_Elbeuf"
Moazzam_Jah,"Osman_Ali_Khan,_Asaf_Jah_VII"
Edward_III_of_England,Edward_II_of_England
Harry_Mount,Ferdinand_Mount
Joanna_of_Bourbon,"Isabella_of_Valois,_Duchess_of_Bourbon"
"John_Tristan,_Count_of_Valois",Margaret_of_Provence
Sophie_of_Brandenburg-Ansbach,Emilie_of_Saxony
"John_I,_Count_of_Foix","Isabella,_Countess_of_Foix"
Robert_Bald,Alexander_Bald
"Margaret_Audley,_Duchess_of_Norfolk","Thomas_Audley,_1st_Baron_Audley_of_Walden"
Anund_Jacob,Olof_Skötkonung
Muhammad_II_of_Khwarezm,Terken_Khatun_(wife_of_Ala_ad-Din_Tekish)
Andronikos_III_of_Trebizond,Alexios_II_of_Trebizond
Alina_Fernández,Fidel_Castro
Eduardo_De_Filippo,Eduardo_Scarpetta
Ada_of_Huntingdon,Ada_de_Warenne
"Honoré_III,_Prince_of_Monaco","Louise_Hippolyte,_Princess_of_Monaco"
"Charles_II,_Duke_of_Savoy","Charles_I,_Duke_of_Savoy"
"Berthold,_Duke_of_Merania",Berthold_I_of_Istria
Prince_Henry_of_the_Netherlands_(governor),William_II_of_the_Netherlands
Kidada_Jones,Peggy_Lipton
Prince_Francis_of_Teck,Princess_Mary_Adelaide_of_Cambridge
"James_I,_Count_of_La_Marche","Louis_I,_Duke_of_Bourbon"
Joshua_Cooper_Ramo,Roberta_Cooper_Ramo
Al-Qahir,Al-Mu'tadid
Målfrid_Grude_Flekkøy,Sigmund_Skard
"Borwin,_Duke_of_Mecklenburg",Archduchess_Ilona_of_Austria
Giovanna_of_Italy,Victor_Emmanuel_III_of_Italy
Kyawswa_of_Pagan,Narathihapate
"Judith_of_Bavaria,_Duchess_of_Swabia",Wulfhilde_of_Saxony
Prince_John_August_of_Saxe-Gotha-Altenburg,"Frederick_II,_Duke_of_Saxe-Gotha-Altenburg"
Sandip_Ray,Satyajit_Ray
"Henry_Stuart,_Lord_Darnley",Margaret_Douglas
John_Scholey,Stephen_Scholey
Ermias_Sahle_Selassie,Prince_Sahle_Selassie
Ella_Koblo_Gulama,Julius_Gulama
"John_I,_Duke_of_Cleves","Adolph_I,_Duke_of_Cleves"
"Frederick_Charles,_Prince_of_Schwarzburg-Rudolstadt","Louis_Günther_II,_Prince_of_Schwarzburg-Rudolstadt"
"Philip_William,_Elector_Palatine",Magdalene_of_Bavaria
Ealhswith,Eadburh
Peter_of_Aragon_(heir_of_Sicily),Martin_I_of_Sicily
"Simon_Louis,_Count_of_Lippe","Simon_VII,_Count_of_Lippe"
Piotr_Zborowski,Marcin_Zborowski
Princess_Anne_of_Orléans,Princess_Isabelle_of_Orléans_(1878–1961)
Rikissa_Birgersdotter,Ingeborg_Eriksdotter_of_Sweden
Pippa_Middleton,Carole_Middleton
Robert_Parker_Parrott,John_Fabyan_Parrott
Frederick_Tuta,Theodoric_of_Landsberg
Rana_Raimal,Kumbha_of_Mewar
"James_Douglas,_9th_Earl_of_Douglas","James_Douglas,_7th_Earl_of_Douglas"
"Charles,_Prince_of_Soubise",Anne_Julie_de_Melun
Frederick_IX_of_Denmark,Alexandrine_of_Mecklenburg-Schwerin
"Charles_Stuart,_Duke_of_Cambridge_(1677)",Mary_of_Modena
"Charles_Thomas,_Prince_of_Vaudémont","Charles_Henri,_Prince_of_Commercy"
Lena_Dunham,Laurie_Simmons
"Dedo_I,_Count_of_Wettin",Theodoric_I_of_Wettin
"Karl_August,_Prince_of_Waldeck_and_Pyrmont","Friedrich_Anton_Ulrich,_Prince_of_Waldeck_and_Pyrmont"
Peter_I_of_Cyprus,Hugh_IV_of_Cyprus
Ben_Bradlee_Jr.,Ben_Bradlee
Niret_Alva,Margaret_Alva
"Catherine_of_Austria,_Queen_of_Portugal",Joanna_of_Castile
Hering_son_of_Hussa,Hussa_of_Bernicia
Touch_the_Clouds,Lone_Horn
Vlad_VI_Înecatul,Vlad_cel_Tânăr
Thomas_Dudley_Cabot,Godfrey_Lowell_Cabot
István_Esterházy_(1616–1641),Orsolya_Dersffy
Selim_II,Suleiman_the_Magnificent
Benton_Johnson,Guion_Griffis_Johnson
Ankhesenamun,Nefertiti
Bagyidaw,Thado_Minsaw
Beatrice_of_Luxembourg,Margaret_of_Brabant
Arafat_Rahman,Khaleda_Zia
Tlacuilolxochtzin,Matlaccoatzin
Hasan_ibn_Ali,Ali
April_Winchell,Paul_Winchell
"Philip_III,_Count_of_Nassau-Weilburg","Louis_I,_Count_of_Nassau-Weilburg"
Abhai_Singh_of_Marwar,Ajit_Singh_of_Marwar
"Maria_Teresa,_Princess_of_Beira",Carlota_Joaquina_of_Spain
Infante_Fernando_of_Bourbon_and_Braganza,Infanta_Maria_Francisca_of_Portugal
Rose_Schlossberg,Caroline_Kennedy
Princess_Francisca_of_Brazil,Maria_Leopoldina_of_Austria
"Richard_Woodville,_3rd_Earl_Rivers","Richard_Woodville,_1st_Earl_Rivers"
"George_Albert_II,_Margrave_of_Brandenburg",Elisabeth_of_Anhalt-Zerbst
Tamatoa_VI,Ari'imate
Henry_(VII)_of_Germany,"Frederick_II,_Holy_Roman_Emperor"
Ernest_of_Bavaria_(1500–1560),"Albert_IV,_Duke_of_Bavaria"
Emma_of_Blois,"Theobald_I,_Count_of_Blois"
King_Zhou_of_Shang,Di_Yi
"John_Frederick,_Duke_of_Württemberg","Frederick_I,_Duke_of_Württemberg"
"Michele_Antonio,_Marquess_of_Saluzzo",Margaret_of_Foix-Candale
"Louis_Victor,_Prince_of_Carignano","Victor_Amadeus_I,_Prince_of_Carignano"
Mathilde_Schjøtt,Bernhard_Dunker
Lane_Toran,Lane_Caudell
Thiri_Thudhamma_Yaza_of_Martaban,Yaza_Dewi_of_Pegu
"Casimir_VI,_Duke_of_Pomerania","Philip_I,_Duke_of_Pomerania"
Dylan_Penn,Robin_Wright
Vanna_Rosenberg,Göran_Rosenberg
Prince_John_Konstantinovich_of_Russia,Princess_Elisabeth_of_Saxe-Altenburg_(1865–1927)
Ingegerd_Olofsdotter_of_Sweden,Olof_Skötkonung
Alice_of_Antioch,Morphia_of_Melitene
Lauren_Bush,Neil_Bush
Gayatri_Devi,Jitendra_Narayan
"Anna_II,_Abbess_of_Quedlinburg","Bodo_VIII,_Count_of_Stolberg-Wernigerode"
Princess_Patricia_of_Connaught,"Prince_Arthur,_Duke_of_Connaught_and_Strathearn"
Shalini_Moghe,Vinayak_Sitaram_Sarwate
Empress_Dowager_Guo_(Tang_dynasty),Emperor_Daizong_of_Tang
"Stephen_III,_Duke_of_Bavaria","Stephen_II,_Duke_of_Bavaria"
"Caroline_Fox,_1st_Baroness_Holland","Charles_Lennox,_2nd_Duke_of_Richmond"
Grand_Duchess_Maria_Alexandrovna_of_Russia,Alexander_II_of_Russia
"Hugh_III,_Duke_of_Burgundy","Odo_II,_Duke_of_Burgundy"
"Henry_Howard,_Earl_of_Surrey","Elizabeth_Stafford,_Duchess_of_Norfolk"
Sigrid_of_Sweden_(1566–1633),Karin_Månsdotter
Muné_Tsenpo,Trisong_Detsen
John_Komnenos_Asen,Keratsa_Petritsa
Felicia_Taylor,Rod_Taylor
"Isabel_de_Clare,_4th_Countess_of_Pembroke","Richard_de_Clare,_2nd_Earl_of_Pembroke"
Rupert_Hambro,Jocelyn_Hambro
"Prince_Gaetan,_Count_of_Girgenti",Maria_Theresa_of_Austria_(1816–1867)
Nina_Hagen,Wolf_Biermann
Khalil_Gibran_Muhammad,Ozier_Muhammad
"Christian_Albert,_Burgrave_and_Count_of_Dohna",Christopher_von_Dohna
Henry_I_of_Castile,Alfonso_VIII_of_Castile
"Catherine_of_Brunswick-Wolfenbüttel,_Duchess_of_Saxe-Lauenburg","Catherine_of_Pomerania,_Duchess_of_Brunswick-Lüneburg"
Kim_Fields,Chip_Fields
Eadgyth,Edward_the_Elder
Jigme_Dorji_Wangchuck,Phuntsho_Choden
"Edward_Windsor,_Lord_Downpatrick","George_Windsor,_Earl_of_St_Andrews"
Duke_Nicholas_of_Württemberg,Duke_Eugen_of_Württemberg_(1788–1857)
"George_August,_Count_of_Nassau-Idstein","John,_Count_of_Nassau-Idstein"
Ana_Bagration-Gruzinsky,Nugzar_Bagration-Gruzinsky
Jacqueline_Piatigorsky,Édouard_Alphonse_James_de_Rothschild
Apama,Spitamenes
Juana_Manuel,"Juan_Manuel,_Prince_of_Villena"
John_Wayles_Jefferson,Eston_Hemings
Aeropus_II_of_Macedon,Archelaus_I_of_Macedon
Atsuko_Ikeda,Empress_Kōjun
John_Henry_Barlow,John_Barlow_(veterinary_scientist)
Minkhaung_II_of_Toungoo,Shin_Myo_Myat
Karol_Stanisław_Radziwiłł_(1669–1719),Michał_Kazimierz_Radziwiłł
Kimberly_Stewart,Alana_Stewart
Giles_Coren,Alan_Coren
Anne_of_Brittany,"Francis_II,_Duke_of_Brittany"
"Anastasia,_Princess_of_Löwenstein-Wertheim-Rosenberg",Princess_Magdalena_Reuss_of_Köstritz
Sarah_Lincoln_Grigsby,Thomas_Lincoln
Tsarevna_Catherine_Ivanovna_of_Russia,Ivan_V_of_Russia
Eurycratides,Anaxander
"Robert_I,_Count_of_Artois",Blanche_of_Castile
Samuel_Thomas_Alexander,William_Patterson_Alexander
"Anton-Günther,_Duke_of_Oldenburg",Princess_Helena_of_Waldeck_and_Pyrmont_(1899–1948)
"Walrad,_Prince_of_Nassau-Usingen",Anna_Amalia_of_Baden-Durlach
Girvan_Yuddha_Bikram_Shah,Kantavati_Devi
Rick_Caruso,Henry_Caruso
Princess_Iniga_of_Thurn_and_Taxis,Princess_Elisabeth_of_Luxembourg_(1901–1950)
"Prince_Januarius,_Count_of_Caltagirone",Maria_Theresa_of_Austria_(1816–1867)
Arthur_D._Ganong,James_H._Ganong
Yolande_Palaeologina_of_Montferrat,"Theodore_I,_Marquess_of_Montferrat"
Josephine_Hutchinson,Leona_Roberts
Zafar_Sobhan,Salma_Sobhan
"Louis_d'Orléans,_Duke_of_Orléans",Françoise_Marie_de_Bourbon
Princess_Lalla_Malika_of_Morocco,Mohammed_V_of_Morocco
Soundarya_Rajinikanth,Rajinikanth
Princess_Karoline_Mathilde_of_Schleswig-Holstein-Sonderburg-Augustenburg,"Frederick_VIII,_Duke_of_Schleswig-Holstein"
Morihiro_Higashikuni,Toshiko_Higashikuni
"Prince_Joachim_of_Belgium,_Archduke_of_Austria-Este","Prince_Lorenz_of_Belgium,_Archduke_of_Austria-Este"
Chula_Chakrabongse,Chakrabongse_Bhuvanath
Ibrahim_I_ibn_Marzuban_I,Marzuban_ibn_Muhammad
Prince_Henry_of_Prussia_(1900–1904),Princess_Irene_of_Hesse_and_by_Rhine
Evan_Keast,Brian_Keast
Percy_Rivington_Pyne_Jr.,Percy_Rivington_Pyne_II
Elizabeth_Stafford,Dorothy_Stafford
Ryan_O'Neal,Charles_O'Neal
Halfdan_the_Black,Åsa_Haraldsdottir_of_Agder
James_P._Hoffa,Jimmy_Hoffa
Muhammad_IV_of_Morocco,Abd_al-Rahman_of_Morocco
Duke_Ludwig_Wilhelm_in_Bavaria_(1831–1920),Princess_Ludovika_of_Bavaria
"Jean-Bédel_Bokassa,_Crown_Prince_of_the_Central_African_Empire",Jean-Bédel_Bokassa
Philip_of_Spain_(1712–1719),Maria_Luisa_of_Savoy
Jane_Johnston_Schoolcraft,Ozhaguscodaywayquay
Richard_Hambro,Jocelyn_Hambro
Duke_Cheng_of_Qi,Duke_Wen_of_Qi
Prince_Seeiso_of_Lesotho,Moshoeshoe_II_of_Lesotho
Archduchess_Assunta_of_Austria,Archduke_Leopold_Salvator_of_Austria
Archduchess_Marie_Caroline_of_Austria,"Francis_II,_Holy_Roman_Emperor"
Carole_Cole,Nat_King_Cole
Martin_Bouygues,Francis_Bouygues
Liza_Minnelli,Judy_Garland
Laura_Dern,Diane_Ladd
Prince_Carlos_of_Bourbon-Two_Sicilies,"Prince_Alfonso,_Count_of_Caserta"
John_Hugh_MacMillan,John_H._MacMillan
Marie_Antoinette,Maria_Theresa
Amalie_of_the_Palatinate,"Philip,_Elector_Palatine"
Princess_Clémentine_of_Orléans,Louis_Philippe_I
"Philip_I,_Duke_of_Brabant",Jeanne_of_Saint-Pol
"Louis_Frederick,_Duke_of_Württemberg-Montbéliard",Sibylla_of_Anhalt
Stefan_Quandt,Herbert_Quandt
"Blanche_of_Navarre,_Countess_of_Champagne","Sancha_of_Castile,_Queen_of_Navarre"
Radoslav_of_Duklja,Gradinja
"Sir_Albert_Naylor-Leyland,_2nd_Baronet",Herbert_Naylor-Leyland
"Matilda_of_Savoy,_Queen_of_Portugal","Amadeus_III,_Count_of_Savoy"
Jon_Cryer,David_Cryer
Theodore_Csanád,Vejte_Csanád
Élisabeth_Sophie_de_Lorraine,"Joseph,_Count_of_Harcourt"
Prince_Joseph_of_Saxe-Hildburghausen,"Ernest,_Duke_of_Saxe-Hildburghausen"
John_IV_of_Werle,Nicholas_IV_of_Werle
"Henry,_Duke_of_Villena",Eleanor_of_Alburquerque
Aminu_(Assyrian_king),Ila-kabkabu
Burwell_Colbert,Betty_Brown
Princess_Caroline_Louise_of_Saxe-Weimar-Eisenach,Landgravine_Louise_of_Hesse-Darmstadt_(1757–1830)
Prince_Feodor_Alexandrovich_of_Russia,Grand_Duke_Alexander_Mikhailovich_of_Russia
Marie-Joseph_Charles_des_Acres_de_L'Aigle,Robert_des_Acres_de_L'Aigle
Princess_Therese_of_Nassau-Weilburg,Princess_Louise_of_Saxe-Hildburghausen
Charles_Butt,Mary_Elizabeth_Butt
Emily_Thorn_Vanderbilt,William_Henry_Vanderbilt
"Jacqueline,_Countess_of_Hainaut","William_II,_Duke_of_Bavaria"
Micky_Dolenz,Janelle_Johnson
Margaret_Lowenfeld,Henry_Lowenfeld
Ba_Saw_Nyo,Min_Khayi
Prince_Karl_of_Bavaria_(1874–1927),Ludwig_III_of_Bavaria
Prince_Frederick_of_Schaumburg-Lippe,Princess_Bathildis_of_Anhalt-Dessau
Terken_Khatun_(wife_of_Malik-Shah_I),Böritigin
"John_de_Vere,_15th_Earl_of_Oxford","John_de_Vere,_14th_Earl_of_Oxford"
Fatma_Sultan_(daughter_of_Selim_II),Selim_II
Thomas_Westbrook_Waldron_(consul),Daniel_Waldron
Arjuna_Ardagh,John_Ardagh
Marion_MacMillan_Pictet,John_H._MacMillan
Pedro_Armendáriz_Jr.,Pedro_Armendáriz
Teotlalco,Matlaccohuatl
Daniel_Day-Lewis,Jill_Balcon
Manono_II,Kalolaa-kumukoa
Henry_Perrine_Baldwin,Dwight_Baldwin_(missionary)
Princess_Maria_Luisa_of_Bourbon-Two_Sicilies,Maria_Theresa_of_Austria_(1816–1867)
Petrona_Viera,Feliciano_Viera
Helena_Rosa_Wright,Henry_Lowenfeld
Prince_Alexander_of_Yugoslavia_(born_1982),"Alexander,_Crown_Prince_of_Yugoslavia"
Filippo_Maria_Visconti,Gian_Galeazzo_Visconti
Thado_Dhamma_Yaza_III_of_Prome,Hanthawaddy_Mibaya
Jonathan_Rapping,Leonard_Rapping
"Franz_I,_Prince_of_Liechtenstein",Countess_Franziska_Kinsky_of_Wchinitz_and_Tettau
Princess_Maria_Leopoldine_of_Anhalt-Dessau,Gisela_Agnes_of_Anhalt-Köthen
Infanta_Maria_Adelaide_of_Portugal,Princess_Maria_Theresa_of_Löwenstein-Wertheim-Rosenberg
Philip_IV_of_France,Philip_III_of_France
Princess_Maria_Theresia_of_Thurn_and_Taxis_(1794–1874),Duchess_Therese_of_Mecklenburg-Strelitz
Balša_Hercegović,Vladislav_Hercegović
Hermanafrid,Basina_of_Thuringia
"David,_Earl_of_Huntingdon",Ada_de_Warenne
"Blanche_of_Navarre,_Queen_of_Castile",Margaret_of_L'Aigle
George_IV_of_the_United_Kingdom,Charlotte_of_Mecklenburg-Strelitz
Frederik_of_Egmont,"William_IV,_Lord_of_Egmont"
Manchu_Manoj,Mohan_Babu
"Christian_Günther_II,_Count_of_Schwarzburg-Sondershausen-Arnstadt","Christian_Günther_I,_Count_of_Schwarzburg-Sondershausen"
Magdalena_of_France,Marie_of_Anjou
"Henry_Somerset,_5th_Duke_of_Beaufort","Elizabeth_Somerset,_Duchess_of_Beaufort"
Herbert_Fisk_Johnson_Jr.,Herbert_Fisk_Johnson_Sr.
Princess_Philippine_Charlotte_of_Prussia,Sophia_Dorothea_of_Hanover
McCants_Stewart,Thomas_McCants_Stewart
Princess_Isabelle_of_Orléans_(1900–1983),"Prince_Jean,_Duke_of_Guise"
Leo_I_of_Galicia,Daniel_of_Galicia
Nikolas_Vogel,Gertraud_Jesserer
Ferdinand_Zvonimir_von_Habsburg,Karl_von_Habsburg
Samuel_West,Timothy_West
"William_V,_Prince_of_Orange","William_IV,_Prince_of_Orange"
Tengku_Ampuan_Bariah,Hisamuddin_of_Selangor
"William_I,_Elector_of_Hesse",Princess_Mary_of_Great_Britain
Prince_Carl_of_Solms-Braunfels,Frederica_of_Mecklenburg-Strelitz
Giovanni_Antonio_Del_Balzo_Orsini,Mary_of_Enghien
"Thomas_Beaufort,_Count_of_Perche","John_Beaufort,_1st_Earl_of_Somerset"
Kamehameha_IV,Kīnaʻu
Princess_Lalla_Khadija_of_Morocco,Mohammed_VI_of_Morocco
Edward_James,William_Dodge_James
Atsiz,Muhammad_I_of_Khwarazm
Nicholas_Medforth-Mills,Princess_Elena_of_Romania
Leopold_III_of_Belgium,Albert_I_of_Belgium
Louisa_Maria_Stuart,James_II_of_England
"George_Chubb,_1st_Baron_Hayter",John_Chubb_(locksmith)
"Friedrich_Franz,_Hereditary_Grand_Duke_of_Mecklenburg-Schwerin",Princess_Alexandra_of_Hanover_(1882–1963)
Queen_Victoria,"Prince_Edward,_Duke_of_Kent_and_Strathearn"
Grand_Duchess_Maria_Pavlovna_of_Russia_(1890–1958),Grand_Duchess_Alexandra_Georgievna_of_Russia
Viktor_Bulla,Karl_Bulla
Augustus,Julius_Caesar
Henry_V_of_England,Henry_IV_of_England
D._Alan_Stevenson,Charles_Alexander_Stevenson
Sultan_bin_Khalifa_Al_Nahyan,Khalifa_bin_Zayed_Al_Nahyan
Emperor_Ninmyō,Tachibana_no_Kachiko
Demetrios_Doukas_Komnenos_Koutroules,Theodora_of_Arta
Jacqueline_Thome-Patenôtre,André_Thome
Julie_Manet,Eugène_Manet
"John_I,_Count_of_Oldenburg","Christian_II,_Count_of_Oldenburg"
Magdalena_Sibylle_of_Saxe-Weissenfels,"Augustus,_Duke_of_Saxe-Weissenfels"
"Charles_Noel,_2nd_Earl_of_Gainsborough","Charles_Noel,_1st_Earl_of_Gainsborough"
Ramon_Estevez,Martin_Sheen
Laura_Flanders,Claudia_Cockburn
Teriitapunui_Pōmare,Ariifaaite
Susannah_Wise,Fiona_Walker
Eleanor_Mondale,Walter_Mondale
Geoffrey_Binnie,William_Binnie_(engineer)
Mary_McCartney,Linda_McCartney
"Frederick,_Count_Palatine_of_Zweibrücken-Vohenstrauss-Parkstein",Anna_of_Hesse
L._Francis_Herreshoff,Nathanael_Greene_Herreshoff
Stephen_Foster,Eliza_Clayland_Tomlinson_Foster
Ali_Lohan,Michael_Lohan
Louis_of_Valois,Catherine_de'_Medici
Helene_Costello,Mae_Costello
"Rudolf,_9th_Prince_Kinsky_of_Wchinitz_and_Tettau","Ferdinand_Bonaventura,_7th_Prince_Kinsky_of_Wchinitz_and_Tettau"
Anna_Sforza,Bona_of_Savoy
"Friedrich_Günther,_Prince_of_Schwarzburg-Rudolstadt","Louis_Frederick_II,_Prince_of_Schwarzburg-Rudolstadt"
Catya_Sassoon,Beverly_Adams
Bob_Howard_(academic),Lyall_Howard
Jalaluddin_Mirza,Mirza_Zafar
David_S._Mack,H._Bert_Mack
Khalid_bin_Bandar_bin_Sultan_Al_Saud,Bandar_bin_Sultan
"Ulrika_Eleonora,_Queen_of_Sweden",Charles_XI_of_Sweden
Duke_Wilhelm_in_Bavaria,"John,_Count_Palatine_of_Gelnhausen"
Margravine_Louise_of_Brandenburg-Schwedt,Leopoldine_Marie_of_Anhalt-Dessau
Herman_Frederik_Carel_ten_Kate_(anthropologist),Herman_Frederik_Carel_ten_Kate_(artist)
"William_I,_Count_of_Burgundy",Alice_of_Normandy
Topo_Swope,John_Swope_(photographer)
Prince_Nikolai_of_Denmark,Prince_Joachim_of_Denmark
"Joanna_of_Aragon,_Queen_of_Naples",Juana_Enríquez
Zaitao,"Yixuan,_Prince_Chun"
"Friedrich_Magnus,_Prince_of_Schwarzburg",Princess_Marie_Antoinette_of_Schwarzburg
"Edward,_King_of_Portugal",Philippa_of_Lancaster
Infanta_Maria_da_Assunção_of_Portugal,Carlota_Joaquina_of_Spain
"Maud_de_Braose,_Baroness_Mortimer",William_de_Braose_(died_1230)
"Baldwin_I,_Latin_Emperor","Baldwin_V,_Count_of_Hainaut"
"Maurice,_Duke_of_Saxe-Zeitz","John_George_I,_Elector_of_Saxony"
Antiochus_VII_Sidetes,Demetrius_I_Soter
"Alexander_Farnese,_Duke_of_Parma",Margaret_of_Parma
"Bernhard_II,_Margrave_of_Baden-Baden","Catherine_of_Lorraine,_Margravine_of_Baden-Baden"
Jack_Vaughn_Jr.,Jack_Vaughn
Pedro_V_of_Portugal,Ferdinand_II_of_Portugal
Marianna_Wiśniowiecka,Konstanty_Wiśniowiecki
Ranbir_Kapoor,Neetu_Singh
Toda_of_Pamplona,Onneca_Fortúnez
"Herman_VII,_Margrave_of_Baden-Baden","Rudolf_I,_Margrave_of_Baden-Baden"
Jihad_Ahmed_Jibril,Ahmed_Jibril
Anthony_Perkins,Osgood_Perkins
Tatiana_von_Fürstenberg,Diane_von_Fürstenberg
Duke_Bernhard_of_Schleswig-Holstein-Sonderburg-Plön,"Joachim_Ernest,_Duke_of_Schleswig-Holstein-Sonderburg-Plön"
Louis_IX_of_France,Blanche_of_Castile
