Vernon_Singer,Odoardo_Di_Santo
Albhy_Galuten,Rod_Stewart
Pavel_Kolobkov,Vladimir_Putin
Mechthild_of_Germany,Matilda_of_Savoy
Makgatho_Mandela,Nelson_Mandela
Teuhe,Ari'imate
Muhammad_Haji_Ibrahim_Egal,Ahmed_Yusuf_Yasin
Quentin_Bryce,Peter_Cosgrove
Ronald_Donatucci,Robert_Donatucci
"Michael_de_la_Pole,_1st_Earl_of_Suffolk","Michael_de_la_Pole,_2nd_Earl_of_Suffolk"
Chris_Wyse,Ozzy_Osbourne
Min_Hla_Nyet_of_Ava,Atula_Thiri_Maha_Yaza_Dewi_of_Ava
Neil_Bush,Barbara_Bush
Greg_Brower,George_W._Bush
Henry_Seymour_(16th-century_MP),John_Seymour_(1474–1536)
George_Reid_(Australian_politician),Sydney_Burdekin
"Henri,_Prince_of_Condé_(1588–1646)","Louis,_Grand_Condé"
Jim_Flaherty,Charles_Harnick
William_O'Shea,Lord_Francis_Conyngham
Ben_Shahn,Pablo_Picasso
Dick_Cheney,Donald_J._Atwood_Jr.
Carl_Bildt,Bo_Lundgren
Aubrey_Abbott,Lou_Cunningham
Elisabeth_Hasselbeck,Jenny_McCarthy
"William_Ernest,_Grand_Duke_of_Saxe-Weimar-Eisenach","Charles_Alexander,_Grand_Duke_of_Saxe-Weimar-Eisenach"
Maria_Pia_of_Savoy,Carlos_I_of_Portugal
Tiye,Henuttaneb
Sükhbaataryn_Yanjmaa,Dashiin_Damba
Bagrat_IV_of_Georgia,George_I_of_Georgia
"Arthur_Wellesley,_1st_Duke_of_Wellington","Charles_Grey,_2nd_Earl_Grey"
"Willoughby_Norrie,_1st_Baron_Norrie",George_VI
Paul_G._Kirk,Ted_Kennedy
Hua_Guofeng,Zhou_Enlai
Peter_Scott,Robert_Falcon_Scott
Hieronim_Augustyn_Lubomirski,Marianna_Lubomirska
Kelvin_Thomson,Phil_Cleary
"Richard_Boyle,_3rd_Earl_of_Burlington","Henry_Boyle,_1st_Baron_Carleton"
Eric_IV_of_Denmark,Berengaria_of_Portugal
Ahmed_Khadr,Abdulkareem_Khadr
"Frederick_III,_Holy_Roman_Emperor",Albert_II_of_Germany
Blaise_Compaoré,Yacouba_Isaac_Zida
Henry_Lamb,Henrietta_Phipps
Juan_Carlos_Varela,Ricardo_Martinelli
Jérôme_Bonaparte,"Charles,_Prince_Napoléon"
Françoise_d'Orléans-Longueville,"Charles,_Count_of_Soissons"
Tommy_Torres,Alicia_Keys
Empress_Xiaoshurui,Daoguang_Emperor
Val_Kilmer,George_Clooney
John_C._West,Ronald_Reagan
"Leka_I,_Crown_Prince_of_Albania",House_of_Zogu
Elizabeth_Christ_Trump,John_G._Trump
Isabelle_de_Limeuil,Catherine_de'_Medici
James_G._Blaine,Benjamin_Harrison
Harry_McPherson,Lyndon_B._Johnson
"Hugh_V,_Duke_of_Burgundy","Odo_IV,_Duke_of_Burgundy"
Mike_Deasy,Frank_Sinatra
Sansa_Stark,Sophie_Turner
Gloria_Stivic,Edith_Bunker
Jane_A._Restani,Ronald_Reagan
Hamilton_Fish,Ulysses_S._Grant
Princess_Cecilie_of_Greece_and_Denmark,Princess_Alice_of_Battenberg
Waddy_Wachtel,Keith_Richards
Lenny_Kravitz,Bruce_Springsteen
Buta_Singh,Manmohan_Singh
Abd-ar-Rahman_III,Abdullah_ibn_Muhammad_al-Umawi
Rigo_Star,Ringo_Starr
Josiah_Bartlet,Martin_Sheen
Mehmed_Said_Pasha,Mehmed_V
William_F._Buckley_Jr.,James_L._Buckley
Charles_Clarke,Tony_Blair
Robert_Louis_Stevenson,Nathaniel_Hawthorne
Smim_Htaw_Buddhaketi,Binnya_Dala
Paul_Biya,Luc_Ayang
Bill_Paxon,Amo_Houghton
Sekeletu,Setlutlu
"Georg_Moritz,_Hereditary_Prince_of_Saxe-Altenburg","Ernst_II,_Duke_of_Saxe-Altenburg"
Raymond_T._Chen,Barack_Obama
Yaovamalaya_Narumala,Chulalongkorn
"William_Amherst,_3rd_Earl_Amherst",Charles_Wykeham_Martin
Galla_(wife_of_Theodosius_I),Galla_Placidia
Alan_Duncan,Theresa_May
"John_George_I,_Prince_of_Anhalt-Dessau","John_Casimir,_Prince_of_Anhalt-Dessau"
Thomas_Klestil,Wolfgang_Schüssel
Ricardo_Lagos,Eduardo_Frei_Ruiz-Tagle
Andrew_MacKay,William_Hague
Charles_Frederick_Crisp,Benjamin_Harrison
Mansour_bin_Zayed_Al_Nahyan,Khalifa_bin_Zayed_Al_Nahyan
Alfonso_Prat-Gay,Mauricio_Macri
"Pedro_Nuño_Colón_de_Portugal,_6th_Duke_of_Veragua",Charles_II_of_Spain
"Albert_Casimir,_Duke_of_Teschen",Maria_Josepha_of_Austria
Yen_Chia-kan,Chiang_Ching-kuo
Dizzee_Rascal,Jay_Z
Andrew_Card,George_H._W._Bush
Alfonso_V_of_León,Sancha_of_León
Qays_ibn_Sa'd,Muhammad
Marco_Enríquez-Ominami,Carlos_Ominami
Bob_Thiele_Jr.,Jane_Harvey
David_Lloyd_George,Seaborne_Davies
Prince_Emanuele_Filiberto_of_Savoy_(1731–1735),Polyxena_of_Hesse-Rotenburg
Habib_Bourguiba,Zine_El_Abidine_Ben_Ali
"Rudolf_I,_Duke_of_Bavaria","Louis_II,_Duke_of_Bavaria"
Adlai_Stevenson_I,John_McNulta
W._H._Auden,George_Augustus_Auden
Chris_Valentino,Kevin_Smith
Qusai_ibn_Kilab,Abd-al-Uzza_ibn_Qusai
Boris_Petrovitch_Njegosh,"Francine,_Princess_of_Montenegro"
Queen_Hemas,Suharto
"William_Douglas,_2nd_Earl_of_Angus","George_Douglas,_4th_Earl_of_Angus"
"George_Neville,_1st_Baron_Latimer","Joan_Beaufort,_Countess_of_Westmorland"
"Maria_of_Aragon,_Queen_of_Portugal",Ferdinand_II_of_Aragon
Veronica_Lodge,Karen_Kopins
Andrew_J._McKiernan,Stephen_King
Fruela_I_of_Asturias,Ermesinda
John_II_of_Aragon_and_Navarre,Eleanor_of_Alburquerque
"Edward,_the_Black_Prince",Richard_II_of_England
Norman_Lamb,David_Cameron
William_H._Dieterich,Ruth_Hanna_McCormick
Tlacaelel,Chimalpopoca
Olof_Palme,Ingvar_Carlsson
Chuck_Dixon,Kevin_Smith
"Annie_Llewelyn-Davies,_Baroness_Llewelyn-Davies_of_Hastoe",James_Callaghan
Jamie_Oldaker,Eric_Clapton
"Prince_Leopold,_Duke_of_Albany","Albert,_Prince_Consort"
Mehmood-ur-Rasheed,Asif_Ali_Zardari
Bill_Sikes,Charles_Dickens
John_Van_de_Kamp,George_Deukmejian
Andrew_I_of_Hungary,"Solomon,_King_of_Hungary"
Huey_Long,Blanche_Long
Helen_Herron_Taft,Edith_Roosevelt
"Frederick_Christian_II,_Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg","Frederick_Christian_I,_Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg"
Sun_Weishi,Jiang_Qing
Stafford_Cripps,Hugh_Dalton
Włodzimierz_Dzieduszycki,Jadwiga_Dzieduszycka
Tatyana_Karimova,Lola_Karimova-Tillyaeva
John_Tyler,John_C._Spencer
"Montagu_Venables-Bertie,_2nd_Earl_of_Abingdon","John_Churchill,_1st_Duke_of_Marlborough"
Marty_O'Brien,Tommy_Lee
Curtis_Hairston,Richard_Marx
Hetephernebti,Inetkaes
Boris_III_of_Bulgaria,Ferdinand_I_of_Bulgaria
Rob_Anders,Stephen_Harper
Luther_Olsen,Joan_Ballweg
Joely_Richardson,Liam_Neeson
Hedwig_Eleonora_of_Holstein-Gottorp,"Frederick_III,_Duke_of_Holstein-Gottorp"
Jürgen_Trittin,Gerhard_Schröder
"Joan_of_France,_Duchess_of_Brittany",Isabeau_of_Bavaria
Stanley_O._Roth,Winston_Lord
Fanny_Kekelaokalani,Queen_Emma_of_Hawaii
Taqi_al-Din_al-Nabhani,Muhammad
"Philip_I,_Margrave_of_Baden",Ottilie_of_Katzenelnbogen
Jean-Pierre_Bel,Nicolas_Sarkozy
Channing_H._Cox,Calvin_Coolidge
Asri_Muda,Burhanuddin_al-Helmy
Gerloc,Poppa_of_Bayeux
Djaty,Meresankh_II
"Charles,_Prince_of_Soubise",Victoire_de_Rohan
Hussein_of_Jordan,Prince_Hamzah_bin_Hussein
Charles_the_Bald,Louis_the_Stammerer
Pavel_Telička,Romano_Prodi
Recep_Tayyip_Erdoğan,Ahmet_Davutoğlu
Peggy_Herbison,Winston_Churchill
Suryadi,Sukarno
Hisham_Barakat,Abdel_Fattah_el-Sisi
James_MacArthur,Charles_MacArthur
Jeff_Gordon,Dale_Earnhardt
Infanta_Marie_Anne_of_Portugal,"Charlotte,_Grand_Duchess_of_Luxembourg"
Casey_Affleck,Rain_Phoenix
Kim_Yoon-ok,Lee_Sang-deuk
Fauzi_Bowo,Joko_Widodo
"Charles_Stuart,_1st_Baron_Stuart_de_Rothesay","Granville_Leveson-Gower,_1st_Earl_Granville"
Natalie_Gruzlewski,Jaynie_Seal
Don_(character),Amitabh_Bachchan
Emperor_Muzong_of_Tang,Emperor_Xianzong_of_Tang
C._Auguste_Dupin,Edgar_Allan_Poe
"Philip_II,_Duke_of_Savoy","Louis,_Duke_of_Savoy"
Muhammad_Jamiruddin_Sircar,Iajuddin_Ahmed
Aaron_Curry_(politician),Hugh_Dalton
Kim_Pyong-il,Kim_Kyong-hui
"Cecily_Neville,_Duchess_of_Warwick","Richard_Neville,_5th_Earl_of_Salisbury"
Ricardo_Maduro,Carlos_Roberto_Flores
Daren_Streblow,Bill_Cosby
Arundhati_Devi,Anindya_Sinha
Andrew_Peacock,Bob_Hawke
Ilona_Zrínyi,Francis_II_Rákóczi
Harald_II_of_Denmark,Cnut_the_Great
Feodor_II_of_Russia,Sigismund_III_Vasa
Francisco_Avitia,Flor_Silvestre
Sara_Sothern,Elizabeth_Taylor
Rhys_Clark,Billy_Joel
"Charles_III,_Duke_of_Lorraine","Francis_I,_Duke_of_Lorraine"
BettyLou_DeCroce,Jay_Webber
"Leka_I,_Crown_Prince_of_Albania","Leka_II,_Crown_Prince_of_Albania"
Jeanne_Sauvé,Pierre_Trudeau
Chime_Rinpoche,Tony_Visconti
P._K._Gurudasan,Mukesh_(actor)
Felipe_VI_of_Spain,"Leonor,_Princess_of_Asturias"
John_Tracy_(Thunderbirds),Gerry_Anderson
John_Conroy,"Prince_Edward,_Duke_of_Kent_and_Strathearn"
Frederick_II_of_Denmark,Christian_IV_of_Denmark
Chevy_Woods,Wiz_Khalifa
Eugène_Fiset,George_VI
Sarah_Jane_Brown,Elizabeth_II
"Philip_I,_Landgrave_of_Hesse","William_II,_Landgrave_of_Hesse"
"Sidney_Herbert,_1st_Baron_Herbert_of_Lea",Jonathan_Peel
Abaza_Siyavuş_Pasha_I,Melek_Ahmed_Pasha
"Albert_II,_Duke_of_Saxony","Albert_I,_Duke_of_Saxony"
Elizabeth_de_Vere,"John_de_Vere,_7th_Earl_of_Oxford"
Princess_Luise_of_Anhalt-Bernburg,"Alexius_Frederick_Christian,_Duke_of_Anhalt-Bernburg"
"Louis_III,_Landgrave_of_Thuringia","Hermann_I,_Landgrave_of_Thuringia"
Computo_(comics),Jerry_Siegel
"John_Spencer,_Viscount_Althorp",William_IV_of_the_United_Kingdom
Natasha_Richardson,Vanessa_Redgrave
Peter_I_of_Cyprus,Hugh_IV_of_Cyprus
David_M._Key,Rutherford_B._Hayes
Sian_Elias,Helen_Clark
Maria_Theresa,"Charles_VI,_Holy_Roman_Emperor"
"Otto_IV,_Holy_Roman_Emperor","Henry_VI,_Holy_Roman_Emperor"
Raisa_Bogatyrova,Viktor_Yushchenko
Allan_Macartney,Jim_Sillars
Richard_I_of_Normandy,Richard_I_of_England
Nahas_Angula,Hifikepunye_Pohamba
Volodymyr_Vynnychenko,Symon_Petliura
"Marie,_Countess_of_Ponthieu","Joan,_Countess_of_Ponthieu"
Mary_Forbes,Ralph_Forbes
Christopher_Cox,Loretta_Sanchez
"John_Ernest_II,_Duke_of_Saxe-Weimar",Eleonore_Dorothea_of_Anhalt-Dessau
Shari_Redstone,Sumner_Redstone
Andrew_Peacock,Neil_Brown_(Australian_politician)
Emperor_Yang_of_Sui,Yang_Jian_(Sui_prince)
Terence_Etherton,Gordon_Brown
Henry_Kissinger,Richard_V._Allen
Getúlio_Vargas,Eurico_Gaspar_Dutra
Svein_Knutsson,Cnut_the_Great
Fernando_Collor_de_Mello,Heloísa_Helena_(politician)
Bob_Dole,George_H._W._Bush
"Adolphus_Frederick_II,_Duke_of_Mecklenburg-Strelitz","Frederick_William,_Duke_of_Mecklenburg-Schwerin"
Klaus_Nomi,David_Bowie
George_II_of_Imereti,Levan_of_Imereti
Donald_Sutherland,Angus_Sutherland_(actor)
Iwasaki_Yanosuke,Emperor_Meiji
Fereydoon_Motamed,Charles_Dickens
"Henry_III,_Margrave_of_Meissen","Albert_II,_Margrave_of_Meissen"
Robert_L._Echols,George_H._W._Bush
Peter_Bosa,Pierre_Trudeau
"Zaifeng,_Prince_Chun",Empress_Dowager_Cixi
Sher_Singh,Chand_Kaur
"João_Manuel,_Prince_of_Portugal",John_III_of_Portugal
Ladli_Begum,Nur_Jahan
Philip_IV_of_France,Philip_III_of_France
Stefan_Branković,Đorđe_Branković
"Mar_Roxas_presidential_campaign,_2016",Ralph_Recto
"Charles_Spencer-Churchill,_9th_Duke_of_Marlborough",Richard_Winfrey
Curtis_Roosevelt,Anna_Roosevelt_Halsted
Jaroslav_Bašta,Václav_Havel
James_Fauntleroy,Justin_Timberlake
Joseph_Emory_Davis,Jefferson_Davis
Adelaide_of_Löwenstein-Wertheim-Rosenberg,Infanta_Maria_das_Neves_of_Portugal
K._Balaji,Mohanlal
Maria_van_Arkel,"John_V,_Lord_of_Arkel"
Shah_Mehmood_Qureshi,Asif_Ali_Zardari
Navin_Ramgoolam,Sushil_Ramgoolam
Kathy_Hochul,David_Swarts
Rahzel,Björk
Robert_Riefling,Johan_Koren_Christie_(air_force_officer)
Badlishah_of_Kedah,Abdul_Halim_of_Kedah
Theiddat,Tarabya_of_Ava
"Joseph_I,_Holy_Roman_Emperor","Leopold_I,_Holy_Roman_Emperor"
Min_Hla_Myat_of_Ava,Shin_Saw_Gyi_of_Sagaing
Belle_Barth,Bette_Midler
Princess_Sophie_of_Sweden,Frederica_of_Baden
Lindiwe_Sisulu,Nelson_Mandela
Rickard_Sandler,Christian_Günther
"Charles_II_August,_Duke_of_Zweibrücken",Maximilian_I_Joseph_of_Bavaria
"Jacques,_Hereditary_Prince_of_Monaco","Albert_II,_Prince_of_Monaco"
Princess_Amalie_of_Hohenzollern-Sigmaringen,Princess_Antoinette_of_Saxe-Altenburg
"Claude_Bowes-Lyon,_14th_Earl_of_Strathmore_and_Kinghorne","Frances_Bowes-Lyon,_Countess_of_Strathmore_and_Kinghorne"
Carl_Albert,Hale_Boggs
Robert_Robertson_(chemist),Robert_Robinson_(organic_chemist)
Tal_Henry,Mary_Pickford
Lucilla,Marcus_Aurelius
Spike_Stent,Björk
"Charles_II,_Margrave_of_Baden-Durlach",Ursula_of_Rosenfeld
John_Hampden_(1653–1696),"Thomas_Wharton,_1st_Marquess_of_Wharton"
Princess_Pan,Pan_Mei
Dora_Bakoyannis,Melina_Mercouri
Richard_Banda,Callista_Chimombo
Emina_Jahović,Mustafa_Sandal
"Friedrich_Josias,_Prince_of_Saxe-Coburg_and_Gotha","Charles_Edward,_Duke_of_Saxe-Coburg_and_Gotha"
"Charles_Spencer-Churchill,_9th_Duke_of_Marlborough","William_Onslow,_4th_Earl_of_Onslow"
Chris_Pine,Gwynne_Gilford
Eindawthe_(Htilominlo),Naratheinga_Uzana
"John_William_III,_Duke_of_Saxe-Eisenach","Wilhelm_Heinrich,_Duke_of_Saxe-Eisenach"
Yeongjo_of_Joseon,Jeongjo_of_Joseon
"Fulk,_King_of_Jerusalem",Matilda_of_Anjou
Sibylle_of_Baden,Ottilie_of_Katzenelnbogen
Sancha_of_León,Alfonso_VI_of_León_and_Castile
Princess_Taiping,Emperor_Gaozong_of_Tang
1999–2000_Liverpool_F.C._season__Steven_Gerrard__1,Steven_Gerrard
Herman_Bernstein,Herbert_Hoover
Béatrix_de_Cusance,Claude_Françoise_de_Lorraine
Jody_Dickinson,Harold_Copenhaver
Udai_Singh_II,Rani_Karnavati
Bohemond_II_of_Antioch,"Tancred,_Prince_of_Galilee"
Robert_Kocharyan,Andranik_Margaryan
Victoria_Aitken,Lady_Amelia_Spencer
Louis_I_of_Hungary,Charles_I_of_Hungary
Pyinsa_Kalayani,Kyansittha
Alexios_I_Komnenos,John_II_Komnenos
Andrew_Parker_Bowles,"Sir_Humphrey_de_Trafford,_4th_Baronet"
Arthur_H._Vandenberg,Alben_W._Barkley
Edward_Dicey,Leslie_Stephen
"Henry_Somerset,_1st_Duke_of_Beaufort",William_Morgan_(of_Machen_and_Tredegar)
"Magnus_II,_Duke_of_Mecklenburg","Henry_IV,_Duke_of_Mecklenburg"
Frank_McKenna,Gilbert_Finn
Maurice_Barrès,Thierry_Maulnier
Geraldine_of_Albania,Elena_of_Montenegro
John_Devereux_of_Manne,"John_Devereux,_1st_Baron_Devereux"
Najib_Razak,Abdullah_Ahmad_Badawi
Subhadra,Abhimanyu
Cleopatra,Cleopatra_V_of_Egypt
Stuart_E._Jones,Barack_Obama
Zayed_bin_Sultan_Al_Nahyan,Manal_bint_Mohammed_bin_Rashid_Al_Maktoum
Alan_Eugene_Norris,Ronald_Reagan
Nick_Coleman,Roger_Moe
Robert_Hutchings,George_W._Bush
Emperor_Qinzong,Emperor_Gaozong_of_Song
Henry_Grunwald_(editor),Ronald_Reagan
Imelda_Marcos,Jejomar_Binay
"Isabella,_Countess_of_Vertus",John_II_of_France
Betty_Ford,Richard_Nixon
Hasimir_Fenring,Frank_Herbert
Dasharatha,Shanta
Hasan_al-Askari,Muhammad_al-Mahdi
Robert_Stanfield,Pierre_Trudeau
"Margaret_of_Burgundy,_Queen_of_Sicily","Constance_of_Sicily,_Queen_of_Aragon"
Steve_Winwood,Billy_Joel
"Charles_Orlando,_Dauphin_of_France",Anne_of_Brittany
Tracy_Reed_(English_actress),Penelope_Dudley-Ward
Hillary_Clinton,Barack_Obama
Nana_Akufo-Addo,Hackman_Owusu-Agyeman
Betty_Jo_Bradley,Bobbie_Jo_Bradley
"Charles_Neville,_6th_Earl_of_Westmorland","Henry_Neville,_5th_Earl_of_Westmorland"
Victor_Frankenstein,Harry_Treadaway
Hale_Boggs,Carl_Albert
"James_Stuart-Wortley,_1st_Baron_Wharncliffe","Walter_Montagu_Douglas_Scott,_5th_Duke_of_Buccleuch"
Tom_Conway,George_Sanders
Vi_Daley,Charles_Bernardini
John_Adams_Cummins,Kalākaua
Kâzım_Özalp,Mustafa_Kemal_Atatürk
Bruce_Elmegreen,Lyman_Spitzer
Irina_Paley,Prince_Michael_Feodorovich_of_Russia
John_Graham_(Australian_politician),Sophie_Cotsis
Henry_Morgenthau_Jr.,Franklin_D._Roosevelt
Akihito,"Fumihito,_Prince_Akishino"
Suzanne_Mubarak,Alaa_Mubarak
J._Slauerhoff,Gerrit_Komrij
Kieran_Leonard,Ryan_Adams
Roger_Moore,Peter_Sellers
John_IV_of_Portugal,Philip_IV_of_Spain
Elizabeth_Anscombe,Michael_Dummett
Bert_Newton,Matthew_Newton
"Anne_St_Leger,_Baroness_de_Ros",Richard_III_of_England
Bernard_Landry,Gérard_D._Levesque
Andrew_Wood_(diplomat),Vladimir_Putin
Milton_Obote,Elizabeth_II
Robert_Bork,Elliot_Richardson
Tancredo_Neves,Getúlio_Vargas
Anna_Maria_of_Brandenburg-Ansbach,"George,_Margrave_of_Brandenburg-Ansbach"
Ted_Weems,Marilyn_Maxwell
Hans_van_Mierlo,Hans_Dijkstal
Brian_Schatz,Daniel_Inouye
Crystal_Taliefero,Billy_Joel
Krzysztof_Radziwiłł,Katarzyna_Ostrogska_(1560–1579)
Bidhya_Devi_Bhandari,Madhav_Kumar_Nepal
Kaykhusraw_I,Kilij_Arslan_II
Ed_Broadbent,Mac_Harb
Baden_Langton,Peter_Jennings
Charlie_Baker,William_Weld
Chen_Yun,Jiang_Zemin
Mary_Odili,Goodluck_Jonathan
"Elisabeth_of_Bavaria,_Electress_of_Saxony","John,_Elector_of_Saxony"
Archduke_Josef_Arpád_of_Austria,Archduke_Joseph_Francis_of_Austria
Julia_Barretto,Marjorie_Barretto
Ibrahim_Pasha_of_Egypt,Isma'il_Pasha
Charles_XV_of_Sweden,Josephine_of_Leuchtenberg
Sumaira_Abdulali,Ashoka
Henry_II_of_England,"Stephen,_King_of_England"
Helen_Hay_Whitney,John_Hay_Whitney
Stephen_Greene_(politician),Stephen_Harper
William_Sprague_IV,William_C._Cozzens
Charles_I_of_Naples,"Manfred,_King_of_Sicily"
Jonathan_Myerson,Michael_English_(politician)
Mary_Victoria_Douglas-Hamilton,"William_Hamilton,_11th_Duke_of_Hamilton"
Roland_Brown,Julius_Nyerere
Carol_I_of_Romania,Princess_Maria_of_Romania_(1870–1874)
Michael_Corleone,Tom_Hagen
Princess_Irulan,Ghanima_Atreides
John_W._Weeks,Calvin_Coolidge
Taavi_Rõivas,Helmen_Kütt
Gabriel_García_Moreno,Francisco_Robles
Eleanor_of_Toledo,Garzia_de'_Medici
Holly_Kinser,Holly_Kiser
Charlotte_Jørgensen,Anna_Trebunskaya
"Claude_Bowes-Lyon,_13th_Earl_of_Strathmore_and_Kinghorne","Thomas_Lyon-Bowes,_12th_Earl_of_Strathmore_and_Kinghorne"
"William_the_Hardy,_Lord_of_Douglas","James_Douglas,_Lord_of_Douglas"
Verity_Lambert,John_Wiles
"Frederick_II,_Duke_of_Saxe-Gotha-Altenburg","Frederick_I,_Duke_of_Saxe-Gotha-Altenburg"
Eric_XIV_of_Sweden,Gustav_I_of_Sweden
Prince_Sigismund_of_Prussia_(1864–1866),"Victoria,_Princess_Royal"
Michael_Sata,Guy_Scott
List_of_Sharpe_series_characters,Féodor_Atkine
David_MacNaughton,Justin_Trudeau
Johann_V_of_Nassau-Vianden-Dietz,Jan_IV_of_Nassau
Theresa_May,Alistair_Darling
Jefferson_Davis,John_J._McRae
"Urraca_of_Castile,_Queen_of_Portugal","Fernando,_Lord_of_Serpa"
Andrew_Messenger,Samuel_Hayes_(settler)
"Edward_Cavendish,_10th_Duke_of_Devonshire",George_VI
Bun_Rany,Norodom_Sihanouk
Wadanthika,Saw_Mya_Kan_of_Pagan
Maggie_Gyllenhaal,Stephen_Gyllenhaal
"Ernest_I,_Duke_of_Saxe-Gotha",Elisabeth_Dorothea_of_Saxe-Gotha-Altenburg
Lawrence_Summers,Jason_Furman
Khuang_Aphaiwong,Pridi_Banomyong
Patrick_Chinamasa,Robert_Mugabe
Gabriel_Bethlen,"Ferdinand_II,_Holy_Roman_Emperor"
"Julia,_Princess_of_Battenberg",Prince_Henry_of_Battenberg
Young_Chris,Jay_Z
Mehmed_VI,Abdülmecid_I
"Maurice,_Landgrave_of_Hesse-Kassel","Otto,_Landgrave_of_Hesse-Kassel"
Archduchess_Margarethe_Klementine_of_Austria,Princess_Mathilde_Sophie_of_Oettingen-Oettingen_and_Oettingen-Spielberg
Walter_Arnold_Baker,Paul_E._Patton
Sherry_Rehman,Asif_Ali_Zardari
Michael_Grade,Bernard_Delfont
Thiri_Maha_Dhamma_Yaza_Dipadi_Dewi,Hanthawaddy_Mibaya
Richard_von_Weizsäcker,Karl_Carstens
"Emmanuel_Philibert,_Duke_of_Savoy","Charles_Emmanuel_I,_Duke_of_Savoy"
"John_Ernest_IV,_Duke_of_Saxe-Coburg-Saalfeld","Albert_V,_Duke_of_Saxe-Coburg"
Alan_Lowenthal,Betty_Karnette
Larry_Ellison,Megan_Ellison
George_H._W._Bush,Dan_Quayle
"Margaret_of_Scotland,_Queen_of_Norway",Margaret_of_England
"Jane_Radcliffe,_Viscountess_Montague","Robert_Radcliffe,_1st_Earl_of_Sussex"
Matti_Berenett,Evabritt_Strandberg
Eric_Foner,Henry_Foner
Beth_Cobert,Katherine_Archuleta
Michelle_Obama,Laura_Bush
"Henry_IV,_Duke_of_Saxony","Albert_III,_Duke_of_Saxony"
Theodora_of_Wallachia,Ivan_Sratsimir_of_Bulgaria
John_I_of_Portugal,Peter_I_of_Portugal
Summer_Roberts,Kirsten_Cohen
Bhadrakali_Mishra,Tribhuvan_of_Nepal
Andrew_Nikolic,Malcolm_Turnbull
"Patrick_IV,_Earl_of_March","Patrick_V,_Earl_of_March"
"John_Holland,_1st_Duke_of_Exeter","Thomas_de_Mowbray,_1st_Duke_of_Norfolk"
Piti_Gándara,Lucé_Vela
Empress_Xiaocigao_(Qing_dynasty),Empress_Xiaoduanwen
Ibn_Tufail,Muhammad
Orson_Welles,Dolores_del_Río
James_Burton_(property_developer),James_William_Webb-Jones
Frederick_I_of_Prussia,Marie_de_Nemours
Turnbull_Government,Tony_Abbott
Ljubodrag_Simonović,Karl_Marx
Meryptah,Amenhotep_III
Thomas_Cook_(English_politician),"Lucy_Noel-Buxton,_Baroness_Noel-Buxton"
Richard_Olmsted_(settler),John_Platt_(settler)
Lee_Huan,Lee_Teng-hui
Tito_Mboweni,Nelson_Mandela
Ferenc_Gyurcsány,Ferenc_Mádl
Kalonzo_Musyoka,William_Ruto
"Charles_V,_Holy_Roman_Emperor",Philip_II_of_Spain
John_Cornforth,Robert_Robinson_(organic_chemist)
Anna_Harrison,Letitia_Christian_Tyler
Princess_María_de_las_Mercedes_of_Bourbon-Two_Sicilies,Juan_Carlos_I_of_Spain
"Alice_Montacute,_5th_Countess_of_Salisbury","Katherine_Neville,_Baroness_Hastings"
Boris_Johnson,John_Randall_(British_politician)
Alexis_Herman,Jimmy_Carter
Richard_Kastle,Richard_Castle
John_Jacob_Rhodes,Gerald_Ford
"Gustav,_Hereditary_Prince_of_Sayn-Wittgenstein-Berleburg","Richard,_6th_Prince_of_Sayn-Wittgenstein-Berleburg"
Alaungpaya,Naungdawgyi
Sweyn_II_of_Denmark,Sweyn_the_Crusader
Anton_Bakov,Prince_Karl_Emich_of_Leiningen
Maggie_Smith,Toby_Stephens
"Mary,_Queen_of_Hungary",Louis_I_of_Hungary
Tyndareus,Gorgophone
Anne_of_Cleves,Maria_of_Jülich-Berg
Astor_Fong,Barbra_Streisand
Kangxi_Emperor,Yongzheng_Emperor
"Leopold_V,_Duke_of_Austria","Leopold_VI,_Duke_of_Austria"
Michael_Grade,Leslie_Grade
Reinhard_Heydrich,Otto_Steinhäusl
"Mary,_Queen_of_Scots",James_VI_and_I
Consolidation_of_Pedro_II_of_Brazil,Pedro_I_of_Brazil
Vijaya_Lakshmi_Pandit,Lester_B._Pearson
Mahmoud_Haroon,Benazir_Bhutto
Charles_Augustus_FitzRoy,William_IV_of_the_United_Kingdom
Charlton_Heston,Fraser_Clarke_Heston
Lucius_Quintus_Cincinnatus_Lamar_II,Grover_Cleveland
Asma_al-Assad,Anisa_Makhlouf
Robert_Glasper,Faith_Evans
"Charles,_Duke_of_Mayenne","Francis,_Duke_of_Guise"
Pazuzu_(The_Exorcist),Colleen_Dewhurst
Bernard_Landry,Pauline_Marois
"Rufus_Isaacs,_1st_Marquess_of_Reading","Alfred_Lawrence,_1st_Baron_Trevethin"
Eric_Varley,Harold_Wilson
"Antonio_I,_Prince_of_Monaco","Louise_Hippolyte,_Princess_of_Monaco"
Edwin_Edwards,Bobby_Freeman_(politician)
Jan_de_Quay,Wilhelmina_of_the_Netherlands
Sanda_Dewi,Khin_Myat_of_Toungoo
Seongjong_of_Joseon,Jungjong_of_Joseon
Diplo,Madonna_(entertainer)
Radwan_al-Habib,Bashar_al-Assad
George_Ryan,William_A._Redmond
James_Wilkinson,George_Washington
