Thiri_Maha_Sanda_Dewi_of_Toungoo,Mingyi_Nyo
Zhang_Xin_(businesswoman),Pan_Shiyi
"Fernando_II,_Duke_of_Braganza",Isabella_of_Viseu
Allen_Tate,Caroline_Gordon
Natalie_Appleton,Liam_Howlett
Judy_Garland,Mark_Herron
Bayin_Htwe,Shwe_Zin_Gon
Jobyna_Howland,Arthur_Stringer_(writer)
Chellie_Pingree,Donald_Sussman
Tina_Fey,Jeff_Richmond
George_Fawcett,Percy_Haswell
Richard_Widmark,Susan_Blanchard_(socialite)
Iya_Villania,Drew_Arellano
"Joan_of_France,_Duchess_of_Brittany","John_V,_Duke_of_Brittany"
Willa_Brown,Cornelius_Coffey
Marla_Sokoloff,Alec_Puro
Larry_Blyden,Carol_Haney
Topher_Grace,Ashley_Hinshaw
Wilhelmine_Amalia_of_Brunswick-Lüneburg,"Joseph_I,_Holy_Roman_Emperor"
Maryam_Farman_Farmaian,Noureddin_Kianouri
Neill_Blomkamp,Terri_Tatchell
Abel_Stearns,Arcadia_Bandini_de_Stearns_Baker
Pravesh_Rana,Scarlett_Mellish_Wilson
Jill_Davis,Edward_Conard
Douglas_H._Ginsburg,Deecy_Gray
John_IV_of_Portugal,Luisa_de_Guzmán
Srima_Dissanayake,Gamini_Dissanayake
Trebonianus_Gallus,Afinia_Gemina_Baebiana
Annette_Bening,Warren_Beatty
Louise_Boyer,Anne_de_Noailles
Henry_Adams,Marian_Hooper_Adams
Derrick_Sherwin,Jane_Sherwin
Lugné-Poe,Suzanne_Desprès
Michael_Gill,Yvonne_Gilan
Ramai_Hayward,Rudall_Hayward
Cristóbal_Lander,Gaby_Espino
Fujiwara_no_Tamako,Emperor_Toba
Margaret_of_Jülich,Adolf_III_of_the_Marck
Jan_Sharp,Phillip_Noyce
Kristin_Nelson,Ricky_Nelson
Gia_Maione,Louis_Prima
João_Maria_Ferreira_do_Amaral,"Maria_Helena_de_Albuquerque,_1st_Baroness_of_Oliveira_Lima"
Maria_Feodorovna_(Sophie_Dorothea_of_Württemberg),Paul_I_of_Russia
Zorka_Parvanova,Georgi_Parvanov
Mehmet_Oz,Lisa_Oz
Rita_Hayworth,James_Hill_(film_producer)
Jolanta_Kwaśniewska,Aleksander_Kwaśniewski
Princess_Margarita_of_Baden,Prince_Tomislav_of_Yugoslavia
Halldóra_Eldjárn,Kristján_Eldjárn
David_Poe_Jr.,Eliza_Poe
David_Wallace_(Indiana_politician),Zerelda_G._Wallace
Saffron_Henderson,Chris_Pritchett
Alison_Starling,Peter_Alexander_(journalist)
Jack_Mercer,Margie_Hines
Nicole_Farhi,David_Hare_(playwright)
Amarinder_Singh,Preneet_Kaur
Toshiko_Higashikuni,Prince_Naruhiko_Higashikuni
Ariadna_Tyrkova-Williams,Harold_Williams_(linguist)
Hedwig_of_Hesse-Kassel,Ernst_of_Schaumburg
Bill_Laurie,Nancy_Walton_Laurie
Saira_Banu,Dilip_Kumar
Louis_de_Brézé,Diane_de_Poitiers
Mel_Weinberg,Evelyn_Knight
Ian_Gomez,Nia_Vardalos
Shannon_Walker_Williams,Ray_Allen
Tully_Jensen,Antonio_Sabàto_Jr.
Cyril_Ring,Charlotte_Greenwood
Titi_Kamal,Christian_Sugiono
Leeza_Gibbons,Stephen_Meadows
Michael_Patrick_Jann,Lisa_LoCicero
Ferenc_Gyurcsány,Klára_Dobrev
"Alice_Spencer,_Countess_of_Derby","Thomas_Egerton,_1st_Viscount_Brackley"
Inna_Gulaya,Gennady_Shpalikov
"Eleanor_of_Portugal,_Queen_of_Aragon",Peter_IV_of_Aragon
Hanna_Ralph,Emil_Jannings
Violant_of_Bar,John_I_of_Aragon
Alan_Howard,Sally_Beauman
Hjalmar_Branting,Anna_Branting
Nicholas_Pileggi,Nora_Ephron
K._R._Narayanan,Usha_Narayanan
Jay_Carson,Sarah_Treem
Eric_Hoskins,Samantha_Nutt
Monique_Vinh_Thuy,Bảo_Đại
Catherine_Mayer,Andy_Gill
Josh_Singer,Laura_Dave
Pankaj_Kapur,Neelima_Azeem
Mirta_Diaz-Balart,Fidel_Castro
Martin_Short,Nancy_Dolman
Rex_(Police_dog),Richard_Moser
Marianna_Kazanowska,Stanisław_Jan_Jabłonowski
Maurice_Tourneur,Louise_Lagrange
Alan_Harper_(Two_and_a_Half_Men),Walden_Schmidt
"Frederick_Francis_III,_Grand_Duke_of_Mecklenburg-Schwerin",Grand_Duchess_Anastasia_Mikhailovna_of_Russia
Marc_Rich,Denise_Eisenberg_Rich
Hülya_Koçyiğit,Selim_Soydan
Liu_Shipei,He_Zhen_(anarchist)
Eleanor_of_Woodstock,"Reginald_II,_Duke_of_Guelders"
Katarzyna_Ostrogska_(1602–1642),Tomasz_Zamoyski
Fadrique_Enríquez_de_Mendoza,Mariana_Fernández_de_Córdoba_y_Ayala
Sid_Bass,Anne_Hendricks_Bass
Anthony_Franciosa,Shelley_Winters
Katarzyna_Krenz,Jacek_Krenz
Meyliservet_Kadın,Murad_V
Honora_Sneyd,Richard_Lovell_Edgeworth
"Richard_of_Shrewsbury,_Duke_of_York","Anne_de_Mowbray,_8th_Countess_of_Norfolk"
Kyly_Clarke,Michael_Clarke_(cricketer)
Mary_McCormack,Michael_Morris_(director)
Tirimüjgan_Kadın,Abdülmecid_I
Lady_Strangford,"Percy_Smythe,_8th_Viscount_Strangford"
Marcelo_Torcuato_de_Alvear,Regina_Pacini
Jean-Pierre_Lesguillon,Hermance_Lesguillon
Nazrin_Shah_of_Perak,Zara_Salim_Davidson
Matt_Crane,Robin_Christopher
"Alix_of_Brittany,_Dame_de_Pontarcy","John_I,_Count_of_Blois"
J._C._Hendee,Barb_Hendee
Vsevolod_Meyerhold,Zinaida_Reich
Countess_Palatine_Dorothea_Sophie_of_Neuburg,"Odoardo_Farnese,_Hereditary_Prince_of_Parma"
John_II_Casimir_Vasa,Marie_Louise_Gonzaga
Arlene_Dahl,Fernando_Lamas
Guido_Santi,Tina_Mascara
Ranavalona_II,Rainilaiarivony
Sophie_Charlotte_of_Brandenburg-Bayreuth,"Ernest_Augustus_I,_Duke_of_Saxe-Weimar-Eisenach"
Lea_Schiavi,Winston_Burdett
Bart_Freundlich,Julianne_Moore
Peter_Mews,Richard_Baylie
John_Silvanus_Wilson,Carol_Espy-Wilson
Marco_Rubio,Jeanette_Dousdebes_Rubio
Roy_Watson,Jane_Keckley
Philip_May,Theresa_May
Janet_Farrar,Stewart_Farrar
Haim_Saban,Cheryl_Saban
Agnese_Landini,Matteo_Renzi
Preetha_Vijayakumar,Hari_(director)
Winifred_Nicholson,Ben_Nicholson
Toni_Mannix,Eddie_Mannix
Richard_Kollmar,Anne_Fogarty
Emperor_Ningzong,Empress_Yang_(Song_dynasty)
Marguerite_Clark,Harry_Palmerston_Williams
Prince_Christopher_of_Greece_and_Denmark,Princess_Anastasia_of_Greece_and_Denmark
Sam_Stone,David_J._Howe
Anna_Lesznai,Oszkár_Jászi
George_Loane_Tucker,Elisabeth_Risdon
Piccarda_Bueri,Giovanni_di_Bicci_de'_Medici
Carrie_Nye,Dick_Cavett
Heinz_Rühmann,Hertha_Feiler
Billy_Warlock,Marcy_Walker
Menachem_Gueffen,Diana_Rigg
Agustín_de_Iturbide,Ana_María_de_Huarte_y_Muñiz
Bernie_Cahill,Jaime_Murray
Steve_Allen,Jayne_Meadows
Nadia_Tass,David_Parker_(director)
Buddy_Fletcher,Ellen_Pao
Ryan_Haddon,Christian_Slater
Beatrice_d'Este,Ludovico_Sforza
"Anne_Grosvenor,_Duchess_of_Westminster","Hugh_Grosvenor,_2nd_Duke_of_Westminster"
Stacey_Nelkin,Barry_Bostwick
William_Kent_(U.S._Congressman),Elizabeth_Thacher_Kent
Antonia_San_Juan,Luis_Miguel_Seguí
Diana_El_Jeiroudi,Orwa_Nyrabia
"Augustus,_Duke_of_Saxe-Gotha-Altenburg",Princess_Karoline_Amalie_of_Hesse-Kassel
Lois_W.,Bill_W.
George_XII_of_Georgia,Mariam_Tsitsishvili
Stephanie_of_Armenia,John_of_Brienne
Darya_Melnikova,Artur_Smolyaninov
Antoinette_Cellier,Bruce_Seton
Princess_Sumiko,Prince_Yamashina_Akira
Hywel_Bennett,Cathy_McGowan_(presenter)
Qin_Yi,Jin_Yan
Val_Guest,Yolande_Donlan
Bill_Bryden,Angela_Douglas
Joan_Gardner,Zoltan_Korda
Nia_Peeples,Sam_George_(surfer)
John_Proctor_(Salem_witch_trials),Elizabeth_Proctor
Krista_Allen,Mams_Taylor
"Mary,_Queen_of_Scots",Francis_II_of_France
Renée_Zellweger,Kenny_Chesney
"Irene_Astor,_Baroness_Astor_of_Hever","Gavin_Astor,_2nd_Baron_Astor_of_Hever"
Evelyn_de_Rothschild,Lynn_Forester_de_Rothschild
"Leo_IV,_King_of_Armenia",Alice_of_Korikos
Yuvanna_Montalvo,Juan_Carlos_García_(actor)
Inger_Stevens,Ike_Jones
Danny_O'Brien_(journalist),Quinn_Norton
Brenda_Hillman,Robert_Hass
"Philipp_I,_Count_of_Hanau-Münzenberg",Adriana_of_Nassau-Dillenburg
Deepa_Parab,Ankush_Choudhary
Jean_Byron,Michael_Ansara
Yul_Brynner,Virginia_Gilmore
William_Allingham,Helen_Allingham
Ateneh_Faghih_Nasiri,Fariborz_Arabnia
Charlotte_Sullivan,Peter_Stebbings
Muhammad_Ali_Jinnah,Emibai_Jinnah
Nicholas_Tse,Cecilia_Cheung
Sirajuddin_of_Perlis,Tuanku_Fauziah
"Richeza_of_Poland,_Queen_of_Sweden",Sverker_I_of_Sweden
Joseph_Gillis,Olga_Kirsch
Müşfika_Kadın,Abdul_Hamid_II
Anwar_Sadat,Jehan_Sadat
Raj_Kundra,Shilpa_Shetty
Mariloup_Wolfe,Guillaume_Lemay-Thivierge
Magdalena_of_Nassau-Dillenburg,"Wolfgang,_Count_of_Hohenlohe-Weikersheim"
Rhoda_Holmes_Nicholls,Burr_H._Nicholls
Brian_Hargrove,David_Hyde_Pierce
Michiel_Vos,Alexandra_Pelosi
B._V._Radha,K._S._L._Swamy
Nicholas_Ray,Gloria_Grahame
Princess_Cecilia_of_Sweden,"Christopher_II,_Margrave_of_Baden-Rodemachern"
Bellamy_Storer_(1847–1922),Maria_Longworth_Nichols_Storer
Jérôme_Napoléon_Bonaparte,Susan_May_Williams
"Albert_I,_Prince_of_Monaco",Alice_Heine
Benny_Andersson,Anni-Frid_Lyngstad
Eileen_Way,Felix_Warden_Brown
"Richard_Casey,_Baron_Casey","Maie_Casey,_Baroness_Casey"
Empress_Matilda,"Henry_V,_Holy_Roman_Emperor"
Lee_Ji-ah,Seo_Taiji
Margravine_Elisabeth_Sophie_of_Brandenburg_(1674–1748),Frederick_Casimir_Kettler
Princess_Magdalena_Reuss_of_Köstritz,Prince_Hubertus_of_Prussia
Jean_Cooke,John_Bratby
Chenghua_Emperor,Empress_Wang_(Chenghua)
Dileep_(actor),Manju_Warrier
Barbara_Radziwiłł,Stanislovas_Goštautas
Tom_Laughlin,Delores_Taylor
Hind_bint_Utbah,Abu_Sufyan_ibn_Harb
Saffron_Aldridge,Ian_Wace
Michaëlle_Jean,Jean-Daniel_Lafond
Gary_Hannig,Betsy_Hannig
Dennis_Quaid,Meg_Ryan
Michael_Malarkey,Nadine_Lewington
"William_I,_Margrave_of_Meissen",Elisabeth_of_Moravia
George_I_of_Greece,Olga_Constantinovna_of_Russia
Liri_Berisha,Sali_Berisha
"Prince_Edward,_Earl_of_Wessex","Sophie,_Countess_of_Wessex"
Norika_Fujiwara,Kataoka_Ainosuke_VI
Rasolo,Laufitu
Sophie_Elisabeth_of_Schleswig-Holstein-Sonderburg-Wiesenburg,"Maurice,_Duke_of_Saxe-Zeitz"
Demetrius_Zvonimir_of_Croatia,"Helena_of_Hungary,_Queen_of_Croatia"
Albert_Schweitzer,Harry_Bresslau
Princess_Marie_Cécile_of_Prussia,Duke_Friedrich_August_of_Oldenburg
Hugh_Courtenay_(died_1348),Elizabeth_de_Vere
Mechthild_of_Germany,"Ludwig_I,_Count_of_Württemberg-Urach"
William_Scranton,Mary_Scranton
"James_Douglas,_9th_Earl_of_Douglas","Margaret_Douglas,_Fair_Maid_of_Galloway"
Carla_Peterson_(actress),Martín_Lousteau
Amanda_Barrie,Hilary_Bonner
Ellen_Pao,Buddy_Fletcher
Jodi_Applegate,Michael_Kay_(sports_broadcaster)
Parvin_Dabas,Preeti_Jhangiani
Anna_Margaret_of_Hesse-Homburg,"Philip_Louis,_Duke_of_Schleswig-Holstein-Sonderburg-Wiesenburg"
Gerry_Harvey,Katie_Page
Nefertiti,Akhenaten
Princess_Helen_Shah_of_Nepal,Prince_Basundhara_of_Nepal
Amedy_Coulibaly,Hayat_Boumeddiene
Kristy_Hinze,James_H._Clark
Gaspard_II_de_Coligny,Charlotte_de_Laval
Piero_Tellini,Liliana_Tellini
Wilfrid_Voynich,Ethel_Lilian_Voynich
Amelita_Ward,Leo_Gorcey
Portland_Hoffa,Fred_Allen
Sherwood_Rideout,Margaret_Rideout
Doug_Geiss,Erika_Geiss
Isla_Blair,Julian_Glover
Lakshamilavan,Vajiravudh
"René,_Duke_of_Alençon",Margaret_of_Lorraine
Ale_Pyinthe_(Saw_Rahan_II),Kunhsaw_Kyaunghpyu
Jon_Richardson_(comedian),Lucy_Beaumont_(comedian)
Rajiv_Kanakala,Suma_Kanakala
"Adolf_William,_Duke_of_Saxe-Eisenach",Marie_Elisabeth_of_Brunswick-Wolfenbüttel
Kelly_Preston,John_Travolta
David_Adkins_(actor),Laura_Linney
Sorghaghtani_Beki,Tolui
Tom_Moore_(actor),Alice_Joyce
Anaita_Shroff_Adajania,Homi_Adajania
W._Carter_Merbreier,Patricia_Merbreier
Lindy_Boggs,Hale_Boggs
Ronee_Blakley,Wim_Wenders
Augusta_Emma_d'Este,"Thomas_Wilde,_1st_Baron_Truro"
Simon_Templeman,Rosalind_Chao
Iain_Glen,Susannah_Harker
Wiktoryna_Bakałowiczowa,Władysław_Bakałowicz
Roger_Pryor_(actor),Ann_Sothern
Yoon_Jeong-hee,Kun-Woo_Paik
Fred_Hollows,Gabi_Hollows
Hari_(director),Preetha_Vijayakumar
Darlene_Keju,Giff_Johnson
Philippa_of_Luxembourg,"John_II,_Count_of_Holland"
Bing_Crosby,Dixie_Lee
Adrian_Bryan-Brown,Joan_Marcus
Nerissa_Bretania_Underwood,Robert_A._Underwood
Tod_Williams_(filmmaker),Gretchen_Mol
Siva_Prasad_Barooah,Kamal_Kumari_Barooah
"Laura_Spencer-Churchill,_Duchess_of_Marlborough",Kiki_Preston
Kate_del_Castillo,Luis_García_Postigo
Francis_Wilkinson_Pickens,Lucy_Pickens
Marie_Jeanne_Baptiste_of_Savoy-Nemours,"Charles_Emmanuel_II,_Duke_of_Savoy"
John_Mortimer,Penelope_Mortimer
Constance_of_Toulouse,Sancho_VII_of_Navarre
Princess_Isabel_Maria_of_Braganza,"Franz_Joseph,_9th_Prince_of_Thurn_and_Taxis"
Tlacateotl,Xiuhcanahualtzin
Regina_Russell_Banali,Frankie_Banali
Margaret_Rhodes,Denys_Rhodes
"Otto_III,_Margrave_of_Brandenburg",Beatrice_of_Bohemia
Malati_Bedekar,Vishram_Bedekar
Leilani_Sarelle,Miguel_Ferrer
Bharata_(Ramayana),Mandavi
John_H._Johnson,Eunice_W._Johnson
Maximilian_Schell,Natalya_Andrejchenko
Iwikauikaua,Keakamahana
Neil_Patrick_Harris,David_Burtka
"Hugh_Percy,_1st_Duke_of_Northumberland","Elizabeth_Percy,_Duchess_of_Northumberland"
Sara_Moulton,Bill_Adler
Esther,Xerxes_I
Abhimanyu,Uttarā_(Mahabharata)
Vincent_Kartheiser,Alexis_Bledel
Jackie_Shroff,Ayesha_Dutt
Maud_Gage_Baum,L._Frank_Baum
"Rudolf_Hesso,_Margrave_of_Baden-Baden",Joanna_of_Burgundy
Empress_Xiaokangzhang,Shunzhi_Emperor
Wissam_Al_Mana,Janet_Jackson
Rita_Taggart,Haskell_Wexler
Subodh_Sarkar,Mallika_Sengupta
Maila_Nurmi,Dean_Riesner
Lorella_De_Luca,Duccio_Tessari
Thiri_Yaza_Dewi,Nanda_Bayin
"Frederick_William,_Grand_Duke_of_Mecklenburg-Strelitz",Princess_Augusta_of_Cambridge
Princess_Xenia_Georgievna_of_Russia,Princess_Anastasia_of_Greece_and_Denmark
Itzcoatl,Huacaltzintli
Alan_Crosland,Natalie_Moorhead
Ilona_Massey,Donald_Dawson
Ciara,Russell_Wilson
Robert_Rodriguez,Elizabeth_Avellán
Emma_Thomas,Christopher_Nolan
Taung_Pyinthe_(Saw_Rahan_II),Kunhsaw_Kyaunghpyu
Heather_Langenkamp,David_LeRoy_Anderson
"Katharine,_Duchess_of_Kent","Prince_Edward,_Duke_of_Kent"
Joko_Widodo,Iriana_Joko_Widodo
Philippa_Forrester,Charlie_Hamilton_James
Tom_Franklin_(author),Beth_Ann_Fennelly
Catherine_Storr,Anthony_Storr
Eisaku_Yoshida,Risa_Hirako
Prince_Louis_Ferdinand_of_Prussia_(1944–1977),Countess_Donata_of_Castell-Rüdenhausen
Brian_Daley,Lucia_St._Clair_Robson
Cristina_Odone,Edward_Lucas_(journalist)
Rif_Hutton,Bridget_Hoffman
Jeffrey_Stone,Barbara_Lawrence
Princess_Bathildis_of_Anhalt-Dessau,Prince_William_of_Schaumburg-Lippe
Marion_Ravenwood,Indiana_Jones
Pamelyn_Ferdin,Jerry_Vlasak
Christiana_of_Schleswig-Holstein-Sonderburg-Glücksburg,"Christian_I,_Duke_of_Saxe-Merseburg"
Candice_King,Joe_King_(guitarist)
Lyda_Salmonova,Paul_Wegener
Edmund_Dudley,"Elizabeth_Grey,_6th_Baroness_Lisle"
"Meinhard,_Duke_of_Carinthia","Elisabeth_of_Bavaria,_Queen_of_Germany"
Fredric_March,Florence_Eldridge
Kartika_Luyet,Nicola_Ventola
Clyde_M._Narramore,Ruth_Narramore
Mira_Nair,Mahmood_Mamdani
Lady_Rose_McLaren,John_Francis_McLaren
Conrad_Black,Barbara_Amiel
Jakób_Mortkowicz,Janina_Mortkowicz
Jana_Brejchová,Vlastimil_Brodský
Hugh_Fraser_(actor),Belinda_Lang
Tom_Petri,Anne_D._Neal
Nirosha,Ramki
Lynn_Forester_de_Rothschild,Evelyn_Robert_de_Rothschild
"Henri,_Count_of_Paris",Princess_Isabelle_of_Orléans-Braganza
Yves_Robert,Danièle_Delorme
Katharine_Sergeant_Angell_White,E._B._White
Matt_McNamara,Kimber_Henry
Grace_Van_Pelt,Wayne_Rigsby
Debra_Elmegreen,Bruce_Elmegreen
Alicia_Pietri,Rafael_Caldera
Nohra_Puyana_Bickenbach,Andrés_Pastrana_Arango
Sibylle_of_Baden,"Philipp_III,_Count_of_Hanau-Lichtenberg"
Mehtab_(actress),Sohrab_Modi
Dolores_Dorn,Ben_Piazza
María_Elvia_Amaya_Araujo,Jorge_Hank_Rhon
Harry_Beresford,Emma_Dunn
Chesty_Morgan,Dick_Stello
Dell_Henderson,Florence_Lee
Minnie_Cumnock_Blodgett,John_W._Blodgett
"Catherine_Brandon,_Duchess_of_Suffolk",Richard_Bertie_(courtier)
"Eleanor,_Duchess_of_Gloucester","Humphrey,_Duke_of_Gloucester"
Helena_Kallenbäck,Stig_Olin
Milton_Rackmil,Vivian_Blaine
Tomasz_Makowiecki,Reni_Jusis
Gemma_Craven,Frazer_Hines
Mamie_Gummer,Benjamin_Walker_(actor)
Alyssa_Sutherland,Laurence_Shanet
Sabina_Coyne,Michael_D._Higgins
Charlotte_Merriam,Don_Douglas
Gülşen_Bubikoğlu,Türker_İnanoğlu
"Frederick_III,_Elector_Palatine",Amalia_of_Neuenahr
Anawrahta,Manisanda
Jung_Doo-hong,Nadya_Hutagalung
Rosenda_Monteros,Julio_Bracho
Hildy_Parks,Jackie_Cooper
Romy_Schneider,Harry_Meyen
Emperor_Zhezong,Empress_Meng
Archduke_Josef_Arpád_of_Austria,Archduchess_Maria_of_Austria_(b._1935)
Rosane_Collor,Fernando_Collor_de_Mello
Vittorio_Gassman,Shelley_Winters
Lucinda_Franks,Robert_M._Morgenthau
Clare_Boothe_Luce,Henry_Luce
Kim_Sung-ae,Kim_Il-sung
Shunzhi_Emperor,"Borjigit,_Demoted_Empress"
Maurice_Sauvé,Jeanne_Sauvé
Marianne_Williams,Henry_Williams_(missionary)
Frank_Mackenzie_Ross,Phyllis_Ross
Nora_Picciotto,Adam_Karol_Czartoryski
Hugh_Alexander_Pollock,Ida_Pollock
Kate_Garvey,Jimmy_Wales
Álvaro_Colom,Sandra_Torres_(politician)
Michael_Ridpath,Barbara_Ridpath
Kate_Williamson,Al_Ruscio
Mamie_Van_Doren,Ray_Anthony
Briony_McRoberts,David_Robb
Go_Hyun-jung,Chung_Yong-jin
Humphrey_Bogart,Mary_Philips
Patsy_Ramsey,John_Bennett_Ramsey
Józef_Aleksander_Jabłonowski,Karolina_Teresa_Radziwiłł
Adelle_Lutz,David_Byrne
Maria_Josepha_Amalia_of_Saxony,Ferdinand_VII_of_Spain
Boki_(Hawaiian_chief),Kuini_Liliha
Derren_Nesbitt,Anne_Aubrey
Ajabde,Maharana_Pratap
Geoff_Regan,Kelly_Regan
Tshering_Yangdon,Jigme_Singye_Wangchuck
Stephen_Clarkson,Christina_McCall
Wendy_Hiller,Ronald_Gow
Yul_Bürkle,Scarlet_Ortiz
Alvin_Lustig,Elaine_Lustig_Cohen
Sonam_Dolma_Brauen,Martin_Brauen
Robert_Williams_(actor),Marion_Harris
Bruce_Adler,Amy_London
Niles_Crane,Daphne_Moon
Don_%22Red%22_Barry,Peggy_Stewart_(actress)
George_III_of_Georgia,Burdukhan_of_Alania
Marc_Chagall,Bella_Rosenfeld
Tazeen_Fatma,Azam_Khan_(politician)
Priyanshu_Chatterjee,Malini_Sharma
Dafydd_ap_Llywelyn,Isabella_de_Braose
Marion_Hutton,Vic_Schoen
Alan_J._Levi,Sondra_Currie
Connie_Corleone,Carlo_Rizzi_(The_Godfather)
Eita,Kaela_Kimura
Marie_Christine_Felizitas_of_Leiningen-Dagsburg-Falkenburg-Heidesheim,Christopher_of_Baden-Durlach
Casimir_I_of_Kuyavia,Constance_of_Wrocław
Jagriti_Chadha,Raja_Choudhury
Jill_Goodacre,Harry_Connick_Jr.
Louisa_Rix,Jonathan_Coy
Rafael_Ángel_Calderón_Guardia,Yvonne_Clays_Spoelders
Princess_Milica_of_Montenegro,Grand_Duke_Peter_Nikolaevich_of_Russia
Helene_Weigel,Bertolt_Brecht
Nakşidil_Sultan,Abdul_Hamid_I
Princess_Marie_of_Baden_(1834–1899),"Ernst_Leopold,_4th_Prince_of_Leiningen"
Aden_Young,Loene_Carmen
Eric_XIV_of_Sweden,Karin_Månsdotter
Charles_Laughton,Elsa_Lanchester
Zahida_Hina,Jon_Elia
Barbara_Ruick,John_Williams
Henry_Neville_(Gentleman_of_the_Privy_Chamber),Elizabeth_Bacon_(died_1621)
Paula_Weinstein,Mark_Rosenberg
Amy_Nuttall,Andrew_Buchan
Imtiaz_Mahal,Jahandar_Shah
Jane_Engelhard,"Charles_W._Engelhard,_Jr."
Elli_Hatschek,Paul_Hatschek
Chang_Ch'ung-ho,Hans_Fränkel
Victor_Amadeus_II_of_Sardinia,Anne_Marie_d'Orléans
Clark_Gable,Carole_Lombard
Alla_Pugacheva,Alexander_Stefanovich
"Ferdinando_I_de'_Medici,_Grand_Duke_of_Tuscany",Christina_of_Lorraine
Irene_Hayes,Jack_Solomon
"Alice_de_Warenne,_Countess_of_Arundel","Edmund_FitzAlan,_9th_Earl_of_Arundel"
Lady_Randolph_Churchill,Lord_Randolph_Churchill
Grace_Gealey,Trai_Byers
"Violet_Herbert,_Countess_of_Powis","George_Herbert,_4th_Earl_of_Powis"
Marina_Vlady,Vladimir_Vysotsky
"Prince_Henry,_Duke_of_Mecklenburg-Schwerin",Wilhelmina_of_the_Netherlands
Roman_Romulo,Shalani_Soledad
Abdul_Hamid_II,Behice_Hanım
Annemarie_Davidson,Norman_Davidson_(biologist)
Andreas_Schnaas,Sonja_Schnaas
Sarah_Steelman,David_Steelman
Sheikh_Hasina,M._A._Wazed_Miah
Tomás_Yankelevich,Sofía_Reca
"Gerhard_VII,_Duke_of_Jülich-Berg",Sophie_of_Saxe-Lauenburg
Ann_Keen,Alan_Keen
Karen_Sillas,Peter_Stormare
Zoë_Baird,Paul_Gewirtz
"Philipp_Reinhard,_Count_of_Hanau-Münzenberg",Countess_Palatine_Magdalena_Claudia_of_Zweibrücken-Birkenfeld-Bischweiler
Tricia_Cotham,Jerry_Meek
Edwina_Tops-Alexander,Jan_Tops
Don_Matheson,Deanna_Lund
Ol_Parker,Thandie_Newton
Isaac_Franklin,Adelicia_Acklen
Rakshita,Prem_(film_director)
Myeongjong_of_Joseon,Queen_Insun
Guido_Kaczka,Florencia_Bertotti
Charlie_Chaplin,Lita_Grey
"Antonio_Farnese,_Duke_of_Parma",Enrichetta_d'Este
Fred_Niblo,Enid_Bennett
Gerald_Schatten,Irene_Fonseca
Alice_de_la_Roche,John_II_of_Beirut
"Victoria,_Crown_Princess_of_Sweden","Prince_Daniel,_Duke_of_Västergötland"
Ryan_Phillippe,Reese_Witherspoon
Tiffany_Grant,Matt_Greenfield
Krystyna_Lubomirska_(d._1645),Stanisław_Koniecpolski
Christopher_Mayer_(American_actor),Teri_Copley
George_W._Brown,Annie_Gardner_Barr
Margaret_McWade,Edward_McWade
Karel_Reisz,Betsy_Blair
Terri_Tatchell,Neill_Blomkamp
Lasse_Lindtner,Anne_Marie_Ottersen
Michael_McKean,Annette_O'Toole
"Maria_of_Aragon,_Queen_of_Castile",John_II_of_Castile
Clive_Donner,Jocelyn_Rickards
Emma_Andersson,Henrik_Zetterberg
Ruth_Railton,Cecil_Harmsworth_King
Woeser,Wang_Lixiong
Chen_Lihua,Chi_Zhongrui
Cornelius_Vanderbilt_Whitney,Marylou_Whitney
Bonar_Colleano,Tamara_Lees
Virgilio_Barco_Vargas,Carolina_Isakson_Proctor
"Albert_V,_Duke_of_Mecklenburg",Margaret_of_Brandenburg_(1410–1465)
"Margaret_II,_Countess_of_Flanders",Bouchard_IV_of_Avesnes
Bengt_Ohlsson,Helena_von_Zweigbergk
Soe_Min_Wimala_Dewi,Binnya_Ran_I
Desmond_Hume,Penny_Widmore
Anna_Wintour,David_Shaffer
Trey_Wilson,Judy_Blye_Wilson
Carl_Held,Sarah_Marshall_(British_actress)
Shamim_Sarif,Hanan_Kattan
Margit_Saad,Jean-Pierre_Ponnelle
Elisabeth_Elliot,Jim_Elliot
Miranda_July,Mike_Mills_(director)
Political_positions_of_Rudy_Giuliani,Regina_Peruggi
Ken_Kwapis,Marisa_Silver
Oonah_McFee,Allan_McFee
Anna_Maria_of_Solms-Sonnewalde,"Philip_Ernest,_Count_of_Hohenlohe-Langenburg"
Maria_of_Navarre,Peter_IV_of_Aragon
"Karl_August,_Grand_Duke_of_Saxe-Weimar-Eisenach",Landgravine_Louise_of_Hesse-Darmstadt_(1757–1830)
"Joan_Willoughby,_7th_Baroness_Willoughby_de_Eresby","Richard_Welles,_7th_Baron_Welles"
Duchess_Auguste_of_Württemberg,"Karl_Anselm,_4th_Prince_of_Thurn_and_Taxis"
Marlon_Brando,Movita_Castaneda
Idi_Amin,Sarah_Kyolaba
"Maud_of_Lancaster,_Countess_of_Ulster","William_Donn_de_Burgh,_3rd_Earl_of_Ulster"
Lauren_Sánchez,Tony_Gonzalez_(American_football)
Adam_Boulton,Anji_Hunter
Norm_Green,Lauren_Lazin
Sona_Mohapatra,Ram_Sampath
Julie_Cobb,Victor_French
Margaret_Sullavan,William_Wyler
