"Sydney_Buxton,_1st_Earl_Buxton",Prince_Arthur_of_Connaught
Paul_I_of_Russia,Catherine_the_Great
James_Keteltas_Hackett,James_Henry_Hackett
The_Bold_and_the_Beautiful_secondary_characters,Bradley_Bell
Fahad_Albutairi,Richard_Pryor
Princess_Karoline_Mathilde_of_Schleswig-Holstein-Sonderburg-Augustenburg,"Wilhelm_Friedrich,_Duke_of_Schleswig-Holstein"
Hartley_Shawcross,"William_Hare,_5th_Earl_of_Listowel"
Elena_Glinskaya,Anastasia_Romanovna
Min_Aung_Myat,Weluwaddy
John_A._Macdonald,Queen_Victoria
"Dirk_VI,_Count_of_Holland","Floris_III,_Count_of_Holland"
Emperor_Go-Fushimi,Emperor_Fushimi
Clara_G._McMillan,L._Mendel_Rivers
René_of_Anjou,"John_II,_Duke_of_Lorraine"
Muhammad_Ali_Jinnah,Maulvi_Tamizuddin_Khan
Captain_Peacock,Jeremy_Lloyd
"Henry_Grey,_3rd_Earl_Grey",William_Ewart_Gladstone
Julia_Louis-Dreyfus,Pierre_Louis-Dreyfus
Dorothy_Walker_Bush,George_Herbert_Walker
Muhammad_Ilyas_Qadri,Muhammad
"John_de_Vere,_16th_Earl_of_Oxford","John_de_Vere,_15th_Earl_of_Oxford"
Gemini_Ganesan,Rekha
"Peter_Walker,_Baron_Walker_of_Worcester",Tony_Benn
"Ranuccio_I_Farnese,_Duke_of_Parma","Alexander_Farnese,_Duke_of_Parma"
William_Pitt_the_Younger,"William_Cavendish-Bentinck,_3rd_Duke_of_Portland"
Lisa_Germano,David_Bowie
Dan_Quayle,Al_Gore
Mícheál_Ó_Móráin,Jack_Lynch
Eleanor_of_Lancaster,"John_FitzAlan,_1st_Baron_Arundel"
Hulk_Hogan,Brooke_Hogan
Al_B._Sure!,David_Bowie
Jerry_Mateparae,Elizabeth_II
"Ernest_Augustus_II,_Duke_of_Saxe-Weimar-Eisenach","Francis_Josias,_Duke_of_Saxe-Coburg-Saalfeld"
Robert_Bruce_King,Bill_Clinton
Norodom_Sihamoni,Norodom_Sihanouk
Philip_the_Bold,Bonne_of_Bohemia
Leonor_Sullivan,John_William_McCormack
Dorothy_Bush_Koch,Barbara_Bush
Danny_K._Davis,Cardiss_Collins
"Algernon_Percy,_4th_Duke_of_Northumberland",Queen_Victoria
Stu_Nahan,Win_Elliot
Franklin_D._Roosevelt,Frank_Murphy
Ion_Iliescu,Traian_Băsescu
George_Gordon_(Civil_War_General),Theodore_Roosevelt
Rich_Homie_Quan,Wiz_Khalifa
Vera_Farmiga,Taissa_Farmiga
Thomas_Olde_Heuvelt,Jonathan_Safran_Foer
Emperor_Shijō,Emperor_Go-Horikawa
Józef_Piłsudski,Julian_Nowak
Anna_Luiza_Mycielska,Hieronim_Wincenty_Radziwiłł
James_T._McIntyre,Jimmy_Carter
Hideki_Tojo,Hirohito
Jane_Seymour,Edward_VI_of_England
Ryan_Keberle,David_Bowie
Spot_Fetcher,George_W._Bush
Theodora_of_Wallachia,Sarah-Theodora
Cassandra_O'Neal,Prince_(musician)
"Charles,_Count_of_Valois",Philip_VI_of_France
"Katherine,_Crown_Princess_of_Yugoslavia",Draga_Mašin
Beatrice_of_Castile_(1242–1303),Elizabeth_of_Aragon
Christian_IV_of_Denmark,Ulrik_of_Denmark_(1611–1633)
"Gerald_FitzGerald,_9th_Earl_of_Kildare","Thomas_FitzGerald,_10th_Earl_of_Kildare"
Shehbaz_Sharif,Asif_Ali_Zardari
René_Moore,Janet_Jackson
F._W._de_Klerk,Nelson_Mandela
Prince_William_of_Denmark,Christian_V_of_Denmark
Don_Massey,Weslyn_Mather
Ladislaus_Hunyadi,John_Hunyadi
Simon_Hussey,Craig_McLachlan
Alfredo_Stroessner,Tomás_Romero_Pereira
Hillevi_Engström,Fredrik_Reinfeldt
Mahmoud_Ahmadinejad,Esfandiar_Rahim_Mashaei
Emperor_Go-Sanjō,Emperor_Go-Reizei
"Matilda_II,_Countess_of_Nevers","Margaret_of_Burgundy,_Queen_of_Sicily"
Stanley_Baldwin,Alfred_Baldwin_(politician)
Ronnie_Musgrove,Haley_Barbour
Constance_of_Castile,"Margaret_of_France,_Queen_of_England_and_Hungary"
Countess_Palatine_Caroline_of_Zweibrücken,"Louis_I,_Grand_Duke_of_Hesse"
Melanie_Fontana,David_Foster
Wang_Guangmei,Jiang_Qing
Polly_O'Keefe,Calvin_O'Keefe
Empress_Kōmyō,Princess_Inoe
"John_Hastings,_2nd_Baron_Hastings","Laurence_Hastings,_1st_Earl_of_Pembroke"
"Henry_Fox,_1st_Baron_Holland","William_Pitt,_1st_Earl_of_Chatham"
Li_Zongren,Chiang_Kai-shek
"Thomas_Howard,_1st_Earl_of_Suffolk","Frances_Carr,_Countess_of_Somerset"
Stephen_Van_Rensselaer,John_Jay
Bob_Daisley,Ozzy_Osbourne
"Maria_Beatrice_d'Este,_Duchess_of_Massa","Ercole_III_d'Este,_Duke_of_Modena"
Gideon_Peleioholani_Laanui,Kaohelelani
Franceschetto_Cybo,Lorenzo_de'_Medici
Prince_Moritz_of_Saxe-Altenburg,Duchess_Marie_Louise_of_Mecklenburg-Schwerin
"Christian_August_II,_Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg","Frederick_VIII,_Duke_of_Schleswig-Holstein"
Chiang_Kai-shek,H._H._Kung
Early_life_of_Augustus,Tiberius
Stephen_McPartland,Barbara_Follett_(politician)
Layzie_Bone,Swizz_Beatz
John_Key,Patsy_Reddy
"Sophia_of_Saxe-Weissenfels,_Princess_of_Anhalt-Zerbst",Anna_Maria_of_Mecklenburg-Schwerin
"Robert_Marmion,_3rd_Baron_Marmion_of_Tamworth",Henry_II_of_England
Joice_Mujuru,Robert_Mugabe
Katherine_Henderson,Clarence_Williams_(musician)
William_James,Jimmy_Carter
Miho_(Sin_City),Jamie_Chung
François_Hollande,Nicolas_Sarkozy
Roy_Abernethy,George_W._Romney
Donald_E._Powell,George_W._Bush
Dhamma_Dewi_of_Toungoo,Khay_Ma_Naw
Pōmare_I,Pōmare_II
Mao_Zedong,Zhou_Enlai
Walter_Washington,Marion_Barry
"Philip_Stanhope,_4th_Earl_of_Chesterfield","William_Stanhope,_1st_Earl_of_Harrington"
David_T._Kennedy,Stephen_P._Clark
List_of_The_Bill_characters_(E–L),Daniel_Flynn_(actor)
Jan_O'Sullivan,Enda_Kenny
Bimbisara,Bindusara
William_B._Pollard_III,Barack_Obama
"John_Fane,_7th_Earl_of_Westmorland",George_II_of_Great_Britain
Raila_Odinga,Daniel_arap_Moi
Samuel_T._Anders,Michael_Trucco
JV_Ejercito,Joseph_Estrada
"Alessandro_Torlonia,_5th_Prince_of_Civitella-Cesi","Marco_Torlonia,_6th_Prince_of_Civitella-Cesi"
Frederick_Jelinek,Roman_Jakobson
Eunice_Harper_Higgins,Carol_Burnett
Gene_Lockhart,June_Lockhart
Michael_Crichton,Jules_Verne
Namahana_Piia,Boki_(Hawaiian_chief)
Margo_Glantz,Juan_Ramón_Jiménez
Maktoum_bin_Rashid_Al_Maktoum,Zayed_bin_Sultan_Al_Nahyan
Zelena_(Once_Upon_a_Time),Regina_Mills
Vito_Spatafore,Richie_Aprile
Lalla_Abla_bint_Tahar,Hassan_II_of_Morocco
Ubermorgen,Madonna_(entertainer)
Wee-Bey_Brice,Namond_Brice
Joe_Biden,Dianne_Feinstein
Mwanawina_I,Notulu
Deniz_Baykal,Abdullah_Gül
Eric_G._Hoyer,Hubert_Humphrey
Ptolemy_X_Alexander_I,Cleopatra_Selene_I
Kim_Hyde,Chris_Hemsworth
Lord_Allan_Jay_Velasco,Regina_Ongsiako_Reyes
Freda_Akosua_Prempeh,John_Dramani_Mahama
"Charles_II,_Archduke_of_Austria","Ferdinand_I,_Holy_Roman_Emperor"
Natalya_Vetlitskaya,Maxim_Galkin
"Henry_Howard,_Earl_of_Surrey","Thomas_Howard,_3rd_Duke_of_Norfolk"
Maurice_Sauvé,Gabrielle_Léger
Jules_Maigret,Basil_Sydney
Sushma_Swaraj,L._K._Advani
Hiram_Bingham_III,Jonathan_Brewster_Bingham
Princess_Marie_of_Saxe-Weimar-Eisenach_(1808–1877),Grand_Duchess_Maria_Pavlovna_of_Russia_(1786–1859)
Ottokar_II_of_Bohemia,Rudolf_I_of_Germany
Magda_Gabor,Zsa_Zsa_Gabor
"Joan_III,_Countess_of_Burgundy","Margaret_III,_Countess_of_Flanders"
Keen_Johnson,Harry_S._Truman
Jim_Fitzpatrick_(politician),Chris_Mole
Emperor_Muzong_of_Tang,Emperor_Xianzong_of_Tang
Gough_Whitlam,Malcolm_Fraser
Władysław_Turowicz,Abdus_Salam
Frederik_s'Jacob,William_III_of_the_Netherlands
"Henry_Petty-Fitzmaurice,_5th_Marquess_of_Lansdowne","John_Campbell,_9th_Duke_of_Argyll"
Sir_George_Young,David_Cameron
Susan_Molinari,Alfred_Cerullo
"James_Graham,_1st_Duke_of_Montrose","William_Johnstone,_1st_Marquess_of_Annandale"
Sancho_II_of_Portugal,Afonso_III_of_Portugal
Ben_Shahn,Raoul_Dufy
Pervez_Hoodbhoy,Abdus_Salam
Christy_Clark,Steven_Point
Hart_Crane,T._S._Eliot
Narendra_Modi,Sunder_Singh_Bhandari
Fábio_Jr.,Cléo_Pires
Nate_Saint,Rachel_Saint
Anastacia,Elton_John
Necdet_Özel,Abdullah_Gül
"Robert_Cecil,_1st_Viscount_Cecil_of_Chelwood",Anthony_Eden
Kakae,Kahekili_I
Keith_Harris_(record_producer),Fergie_(singer)
Lady_Cynthia_Mosley,"George_Curzon,_1st_Marquess_Curzon_of_Kedleston"
Alfredo_Duhalde,Juan_Antonio_Ríos
Maha_Pyauk_of_Yamethin,Swa_Saw_Ke
Charles_Fahy,Harry_S._Truman
Robert_Buckland,David_Cameron
Adrianne_Allen,Anna_Massey
"Borjigit,_Demoted_Empress",Empress_Xiaohuizhang
Paul_Hasluck,Victor_Garland
H._B._Higgins,Alfred_Deakin
Ali_ibn_Husayn_Zayn_al-Abidin,Husayn_ibn_Ali
Arlen_Specter,F._Emmett_Fitzpatrick
"Maria_of_Aragon,_Queen_of_Castile",Henry_IV_of_Castile
John_Negroponte,Colin_Powell
Bruce_Heyman,Barack_Obama
Mark_Falzone,Steven_Angelo
Edgar_Lee_Masters,Abraham_Lincoln
Michael_Kelso,Ashton_Kutcher
Ghulam_Nabi_Azad,Harsh_Vardhan_(Delhi_politician)
Nathaniel_Hawthorne,Julian_Hawthorne
Timbaland,Michael_Jackson
Allan_MacEachen,Jean_Chrétien
Arthur_Fadden,Harold_Holt
Jaime_Paz_Zamora,Gonzalo_Sánchez_de_Lozada
Zoran_Lilić,Slobodan_Milošević
William_S._Burroughs,Hunter_S._Thompson
Nazli_Sabri,Faika_of_Egypt
Nicholas_Porter_Earp,Wyatt_Earp
Vasili_III_of_Russia,Ivan_III_of_Russia
Olga_Constantinovna_of_Russia,Prince_Christopher_of_Greece_and_Denmark
"François_Louis,_Prince_of_Conti",Marie_Anne_de_Bourbon_(1689–1720)
Adrienne_Clarkson,Edward_Schreyer
James_Wilson_Robertson,Nnamdi_Azikiwe
Rikissa_Birgersdotter,"Ingeborg_of_Denmark,_Queen_of_Norway"
Eddie_Murray,Eddie_Murphy
Karina_Gould,Mike_Wallace
Ng_Chau-pei,Lam_Suk-yee
George_Henry_Williams,Ulysses_S._Grant
Marshall_Eriksen,Carter_Bays
Avicii,Madonna_(entertainer)
L._C._Hughes,Oakes_Murphy
Edward_Poynings,Henry_VIII_of_England
Keith_Mitchell,Elizabeth_II
Frederick_Johnson_(politician),Jeanne_Sauvé
Susan_L._Tepper,Janice_H._Levin
Maria_of_Antioch-Armenia,Jean_de_Montfort_(died_1283)
James_Blanchard,Bill_Clinton
Magda_Gabor,Eva_Gabor
Joshua_J._Cohen,Mike_Pantelides
"Dick_Mitchison,_Baron_Mitchison",John_Profumo
Umberto_I_of_Italy,Victor_Emmanuel_III_of_Italy
"Arthur_Wolfe,_1st_Viscount_Kilwarden",George_Ogle
Judith_Hart,James_Callaghan
Ferdinand_von_Hompesch_zu_Bolheim,Paul_I_of_Russia
Mohammad-Ali_Rajai,Mehdi_Bazargan
Taro_Hakase,Celine_Dion
Võ_Văn_Kiệt,Đỗ_Mười
Angela_Knight,John_Major
Zohrab_Mnatsakanian,Serzh_Sargsyan
William_I_of_the_Netherlands,William_II_of_the_Netherlands
Iskinder_Desta,Princess_Tenagnework
Lucrezia_Borgia,Ippolito_II_d'Este
Zayed_bin_Sultan_Al_Nahyan,Hazza_bin_Zayed_bin_Sultan_Al_Nahyan
Shin_Saw_Gyi_of_Sagaing,Soe_Min_Kodawgyi
Frederick_I_of_Prussia,Frederick_William_I_of_Prussia
Keōua,Kamakaimoku
Giles_Paxman,David_Cameron
"William_Hastings,_1st_Baron_Hastings","Anne_Hastings,_Countess_of_Shrewsbury"
Christian_III_of_Denmark,"Magnus,_Duke_of_Holstein"
Def_Jef,Shaquille_O'Neal
Ksenia_Sobchak,Lyudmila_Narusova
Ilene_Busch-Vishniac,Peter_MacKinnon
Hareton_Earnshaw,Emily_Brontë
Jens_Otto_Krag,Margrethe_II_of_Denmark
Linda_L._Kelly,Bill_Clinton
Huitzilihuitl,Huehue_Zaca
Kara_Farnandez_Stoll,Barack_Obama
Natasha_Bagration,Princess_Tatiana_Constantinovna_of_Russia
"Sidney_Godolphin,_1st_Earl_of_Godolphin",James_II_of_England
Lawrence_Summers,Michael_Bruno
Fernanda_Montenegro,Fernanda_Torres
2004_San_Jose_Earthquakes_season__Landon_Donovan__1,Landon_Donovan
Michael_Howard,Iain_Duncan_Smith
Taksony_of_Hungary,"Géza,_Grand_Prince_of_the_Hungarians"
Róża_Potocka_(1849–1937),Katarzyna_Branicka
Belly_(rapper),Beyoncé
"Ferdinand_II,_Holy_Roman_Emperor",Archduchess_Maria_Anna_of_Austria_(1610–1665)
Mahendra_of_Nepal,Gyanendra_of_Nepal
Carlos_Alejandro_Campo,Pupi_Campo
Thomas_Betts,Samuel_Hayes_(settler)
Chlothar_I,Sigebert_I
Abdul_Halim_Khaddam,Hafez_al-Assad
"Jacqueline,_Countess_of_Hainaut","William_II,_Duke_of_Bavaria"
Derek_Lowe,Esteban_Loaiza
"Cosimo_I_de'_Medici,_Grand_Duke_of_Tuscany",Giovanni_dalle_Bande_Nere
Grace_Hall_Hemingway,Ernest_Hemingway
Imre_Lakatos,Karl_Marx
"Harold_Alexander,_1st_Earl_Alexander_of_Tunis",Louis_St._Laurent
Benjamin_Lee_Whorf,Albert_Einstein
Alejandro_Toledo,Roberto_Dañino
Ferdinand_Lumbantobing,Sukarno
Abdülmecid_I,Mahmud_II
Ptolemy_IX_Lathyros,Ptolemy_VIII_Physcon
Kyaswa,Naratheinga_Uzana
Álmos,Emese
"Henri_de_La_Tour_d'Auvergne,_Duke_of_Bouillon",Frédéric_Maurice_de_La_Tour_d'Auvergne
David_N._Cole,Richard_Marx
Tim_Considine,Alexander_Pantages
"Rupprecht,_Crown_Prince_of_Bavaria",Princess_Irmingard_of_Bavaria
Josh_Brolin,Roslyn_Kind
Doug_Katsaros,Rod_Stewart
"Yixuan,_Prince_Chun",Zaitao
Eva_Amurri,Susan_Sarandon
Archduke_Leopold_Salvator_of_Austria,Princess_Maria_Immaculata_of_Bourbon-Two_Sicilies_(1844–1899)
Mustafa_Amin,Saad_Zaghloul
Roshanara_Begum,Shah_Jahan
"Henry_Herbert,_9th_Earl_of_Pembroke","Henry_Herbert,_10th_Earl_of_Pembroke"
Michelle_Paige_Paterson,Sandra_Lee_(chef)
Presidency_of_Nicolás_Maduro,Hugo_Chávez
Anna-Karin_Hatt,Fredrick_Federley
Alexander_Balas,Laodice_IV
Seniha_Sultan,Abdülmecid_I
"Princess_Camilla,_Duchess_of_Castro",Princess_Maria_Carolina_of_Bourbon
David_Mamet,Zosia_Mamet
Shen_Lun,Emperor_Taizu_of_Song
Chester_Franklin,Sidney_Franklin_(director)
"Henry_Somerset,_2nd_Earl_of_Worcester",Lucy_Somerset
Daniel_Kelly_(Wisconsin_judge),Scott_Walker_(politician)
George_Sanders,Mr._Freeze
"Henri_Jules,_Prince_of_Condé",Marie_Thérèse_de_Bourbon
Steven_Ciobo,Malcolm_Turnbull
Frederica_of_Mecklenburg-Strelitz,George_V_of_Hanover
"Ulanara,_the_Step_Empress",Empress_Xiaoyichun
"Sophie_of_Württemberg,_Duchess_of_Saxe-Weimar","Christoph,_Duke_of_Württemberg"
Princess_Firyal,Prince_Talal_bin_Muhammad
Drusus_Julius_Caesar,Vipsania_Agrippina
H._Wesley_Kenney,Ann_Marcus
"Judith_of_Flanders,_Countess_of_Northumbria","Welf_II,_Duke_of_Bavaria"
Christina_Cox,Christina_Cock
James_Aubrey_Simmons,George_Black_(Canadian_politician)
"Diana_Maddock,_Baroness_Maddock",Robert_Adley
Lydia_Davis,Saul_Bellow
Pedro_V_of_Portugal,Maria_II_of_Portugal
Æthelflæd,Ealhswith
Htilominlo,Narapatisithu
"Magnus_I,_Duke_of_Saxe-Lauenburg",Catherine_of_Saxe-Lauenburg
"Vere_Ponsonby,_9th_Earl_of_Bessborough",Prime_Minister_of_the_United_Kingdom
Henry_I_of_Cyprus,Hugh_I_of_Cyprus
Bertha_of_Swabia,"Burchard_II,_Duke_of_Swabia"
Dave_Bronze,Eric_Clapton
Empress_Wei_Zifu,Grand_Empress_Dowager_Shangguan
Maria_of_Borovsk,Ivan_III_of_Russia
Crescent_Dragonwagon,Maurice_Zolotow
José_Guadalupe_Osuna_Millán,Héctor_Osuna_Jaime
Louis_XII_of_France,Francis_I_of_France
John_Gormley,Lucinda_Creighton
Henry_Adams,John_Stuart_Mill
Benjamin_Smith_(Whig_politician),"Arthur_Wellesley,_2nd_Duke_of_Wellington"
Caroline_of_Baden,Princess_Ludovika_of_Bavaria
John_Wayles_Eppes,James_Barbour
Atula_Thiri_Dhamma_Dewi_of_Ava,Thihathura_II_of_Ava
Sher_Singh,Duleep_Singh
Harold_Pinter,David_Mamet
Pedro_Moya_de_Contreras__Pedro_Moya_de_Contreras__1,Philip_II_of_Spain
"Ernest_Louis,_Landgrave_of_Hesse-Darmstadt","Louis_VIII,_Landgrave_of_Hesse-Darmstadt"
Norodom_Ranariddh,Ung_Huot
Jim_Henson,Guy_Smiley
"Karl,_Prince_of_Leiningen","Emich_Kyrill,_Prince_of_Leiningen"
Yang_Zongbao,Yang_Yanzhao
Vespasian,Domitian
Richard_Cole,Ozzy_Osbourne
Indiana_Jones,Harrison_Ford
Rail_Rzayev,Ilham_Aliyev
Daniel_Pfeiffer,Barack_Obama
Bob_Crosby,Bing_Crosby
Caleb_Cushing,Ulysses_S._Grant
Jax_Teller,Kurt_Sutter
Mauricio_Cárdenas_Santa_María,Juan_Manuel_Santos
Charles_the_Bald,Judith_of_Flanders
"Charles_Frederick,_Grand_Duke_of_Baden","Louis_I,_Grand_Duke_of_Baden"
"Friedrich_Wilhelm_II,_Duke_of_Saxe-Altenburg","Friedrich_Wilhelm_I,_Duke_of_Saxe-Weimar"
Victor_Turner_(civil_servant),Muhammad_Ali_Jinnah
Don_Harron,Will_Rogers
Oleksander_Ostrogski,Zofia_Tarnowska
Henry_of_Bohemia,John_of_Bohemia
"Yuriko,_Princess_Mikasa","Yoshihito,_Prince_Katsura"
Dmitry_Koldun,Ruslan_Alekhno
Pebbles_Flintstone,Megan_Mullally
Thomas_J._Whelan_(judge),Bill_Clinton
Princess_Marina_of_Greece_and_Denmark,Prince_Michael_of_Kent
Samuel_Beach_Axtell,Lew_Wallace
List_of_Chicago_Fire_characters,Steven_R._McQueen
"William_Forbes-Sempill,_19th_Lord_Sempill","John_Forbes-Sempill,_18th_Lord_Sempill"
Ferdinand_VII_of_Spain,Maria_Luisa_of_Parma
"Reza_Pahlavi,_Crown_Prince_of_Iran",Mohammad_Reza_Pahlavi
Agnes_of_Poland,Bolesław_III_Wrymouth
2001–02_Inter_Milan_season__Nicola_Ventola__1,Nicola_Ventola
Minkhaung_I,Swa_Saw_Ke
Billy_Eckstine,Charlie_Parker
Robert_M._Morgenthau,Frank_D._O'Connor
Lopo_Soares_de_Albergaria,John_II_of_Portugal
Julio_César_Turbay_Ayala,Virgilio_Barco_Vargas
Richard_Spink_Bowles,Elizabeth_II
Colin_Hannah,Joh_Bjelke-Petersen
Francisco_Ramón_Vicuña,Francisco_Antonio_Pinto
George_Canning,Hylton_Jolliffe
Christine_of_France,Henry_IV_of_France
"Catherine_of_Hungary,_Duchess_of_Świdnica",Anna_von_Schweidnitz
Q_(James_Bond),John_Cleese
Helena_Angelina_Doukaina,"Elisabeth_of_Bavaria,_Queen_of_Germany"
Lee_Yi_Shyan,Lee_Hsien_Loong
Serafima_Hopner,Georgy_Pyatakov
Lachlan_Murdoch,Anna_Torv
Patrick_Villiers_Farrow,John_Farrow
Priya_Dutt,Sunil_Dutt
Vilasrao_Deshmukh,Vayalar_Ravi
Stephen_A._Oxman,Richard_Holbrooke
Frederick_V_of_Denmark,Princess_Louise_of_Denmark_(1750–1831)
Ahmed_Kemaleddin,Abdülmecid_I
Arif_Dirlik,Mao_Zedong
Dorothy_Ayer_Gardner_Ford,John_Gardner_Ford
Suharto,Sukarno
W._H._Pugmire,H._P._Lovecraft
Robert_Louis_Stevenson,Charles_Dickens
"Sigismund,_Holy_Roman_Emperor","Charles_IV,_Holy_Roman_Emperor"
Kitty_Ussher,Ed_Balls
Ieng_Sary,Hun_Sen
Prescott_Bush,Thomas_J._Dodd
Ann_Scott,F._Scott_Fitzgerald
Frederick_IV_of_Denmark,Christian_V_of_Denmark
"Robert_Bertie,_1st_Earl_of_Lindsey","Peregrine_Bertie,_13th_Baron_Willoughby_de_Eresby"
Woodrow_Wilson,Margaret_Woodrow_Wilson
Demetrius_II_Nicator,Laodice_V
John_Belding,Thomas_Betts
Ramiro_II_of_León,Ordoño_III_of_León
Eulogio_Rodriguez,Camilo_Osías
Hugo_Swire,David_Cameron
Nawaz_Sharif,Muhammad_Sharif
Owen_Moore,Matt_Moore_(actor)
Margaret_Fredkulla,Ingerid_of_Denmark
Princess_Adelheid_of_Anhalt-Bernburg-Schaumburg-Hoym,Amelia_of_Nassau-Weilburg
Daniel_Day-Lewis,Jeremy_Irons
Eddie_Lang,Bing_Crosby
Drummond_Bone,Lord_Byron
Pwa_Saw,Pwa_Saw_of_Thitmahti
"Edward_Marjoribanks,_2nd_Baron_Tweedmouth",William_Ewart_Gladstone
Sara_Nazarbayeva,Dinara_Nazarbayeva
Jens_Stoltenberg,Harald_V_of_Norway
Joan_Crawford,Christina_Crawford
Yukio_Hatoyama,Tarō_Asō
Magnus_IV_of_Sweden,Haakon_VI_of_Norway
Javed_Hashmi,Nawaz_Sharif
Kyansittha,Anawrahta
Serge_Telle,"Albert_II,_Prince_of_Monaco"
Leland_Stottlemeyer,List_of_Monk_characters
Eleanor_of_Aquitaine,Adelaide_of_Maurienne
Dexter_Morgan,Hannah_McKay
Simone_Arora,Farah_Khan_Ali
Lin_Biao,Deng_Xiaoping
Louis_VII_of_France,"Marie_of_France,_Countess_of_Champagne"
"Edmund_FitzAlan,_9th_Earl_of_Arundel","Richard_FitzAlan,_10th_Earl_of_Arundel"
Antiochus_VIII_Grypus,Cleopatra_Thea
Linda_Thomas-Greenfield,George_W._Bush
Gregory_J._Newell,Ronald_Reagan
Dan_K._Moore,Robert_W._Scott
Nancy_Shukri,Abdul_Halim_of_Kedah
Eugène_Minkowski,Eugen_Bleuler
Conrad_III_of_Germany,Henry_Berengar
Binnya_U,Saw_Zein
Aviva_Chomsky,Carol_Chomsky
George_III_of_the_United_Kingdom,George_II_of_Great_Britain
William_F._Kirby,Thaddeus_H._Caraway
Eartha_Kitt,Michelle_Pfeiffer
James_McHall_Jones,Millard_Fillmore
Sophia_of_Minsk,Valdemar_II_of_Denmark
Juan_Almonte,Maximilian_I_of_Mexico
"George_Keith,_5th_Earl_Marischal","James_Hamilton,_2nd_Marquess_of_Hamilton"
Jeanne_Dorsey_Mandel,Mimi_Lee
Cilia_Flores,Marisabel_Rodríguez_de_Chávez
"Adolphus_Frederick_V,_Grand_Duke_of_Mecklenburg-Strelitz","Adolphus_Frederick_VI,_Grand_Duke_of_Mecklenburg-Strelitz"
Charles_the_Bald,Judith_of_Flanders
Elena_of_Montenegro,Milena_Vukotić
Abdülmecid_II,Ahmed_Nihad
Sulla,Lucius_Cornelius_Cinna
Raúl_Leoni,Rafael_Caldera
Charles_Caesar,"William_Cecil,_2nd_Earl_of_Salisbury"
Ion_Bălăceanu,Carol_I_of_Romania
Simone_Missick,Misty_Knight
Roy_C._Booth,Sam_Shepard
"Theodoric_II,_Duke_of_Lorraine","Simon_I,_Duke_of_Lorraine"
Raymond_Carver,Anton_Chekhov
"Prince_Henry,_Duke_of_Gloucester",George_VI
Princess_Jasmine,Ron_Clements
Ninian_Stephen,Malcolm_Fraser
"John_Cradock,_1st_Baron_Howden",George_III_of_the_United_Kingdom
"Antony_Armstrong-Jones,_1st_Earl_of_Snowdon",Lady_Sarah_Chatto
Ada_Choi,Louise_Lee
Ada_Lovelace,"Anne_Blunt,_15th_Baroness_Wentworth"
Ashikaga_Yoshimitsu,Ashikaga_Yoshinori
Sultan_bin_Zayed_bin_Sultan_Al_Nahyan,Mansour_bin_Zayed_Al_Nahyan
Diego_Bossio,Cristina_Fernández_de_Kirchner
"Frederick_Hamilton-Temple-Blackwood,_1st_Marquess_of_Dufferin_and_Ava","John_Crichton-Stuart,_3rd_Marquess_of_Bute"
Joaquín_del_Pino,Charles_IV_of_Spain
Jacqueline_Moss,Jacob_Eisenberg_(musician)
Lin_Sen,Chiang_Kai-shek
Mohamed_Morsi,Hesham_Qandil
Manuel_I_of_Portugal,"Beatrice_of_Portugal,_Duchess_of_Savoy"
Henry_II_of_England,Richard_I_of_England
Lawton_Chiles,H._John_Heinz_III
Erin_Morgenstern,Susanna_Clarke
R._Venkataraman,Hemvati_Nandan_Bahuguna
Joseph_Campbell,Carl_Jung
Concino_Concini,Marie_de'_Medici
Andy_Burnham,Ed_Miliband
Billy_Hughes,Joseph_Lyons
"William_Vesey-FitzGerald,_2nd_Baron_FitzGerald_and_Vesey",George_IV_of_the_United_Kingdom
Mehmed_Namık_Pasha,Abdülmecid_I
Bunny_Manders,Bramwell_Fletcher
Princess_Friederike_Luise_of_Prussia,Sophia_Dorothea_of_Hanover
Laurence_Silberman,William_Ruckelshaus
Levi_Bryant,Jacques_Lacan
Empress_Wei_Zifu,Empress_Chen_Jiao
Margravine_Elisabeth_Sophie_of_Brandenburg_(1674–1748),Sophia_Dorothea_of_Schleswig-Holstein-Sonderburg-Glücksburg
Hans-Peter_Friedrich,Angela_Merkel
John_Downer,Queen_Victoria
Aung_San_Suu_Kyi,Soe_Thein
"Henry_John_Temple,_3rd_Viscount_Palmerston",Charles_Tennyson_d'Eyncourt
Jim_Suttle,Jean_Stothert
Levi_P._Morton,Benjamin_Harrison
Ranavalona_I,Radama_II
John_Copp,John_Betts_(Connecticut_politician)
Gertrude_Mongella,Ali_Hassan_Mwinyi
Hsieh_Tung-min,Lee_Teng-hui
"Thomas_Seymour,_1st_Baron_Seymour_of_Sudeley",Mary_Seymour
Shane_Fontayne,Sting_(musician)
Shunzhi_Emperor,Changning_(prince)
Grand_Duke_Michael_Pavlovich_of_Russia,Grand_Duchess_Elizabeth_Mikhailovna_of_Russia
M._Patricia_Smith,Barack_Obama
Aung_San_Suu_Kyi,Htin_Kyaw
Alfred_Cerullo,Susan_Molinari
"Sergei_Georgievich,_8th_Duke_of_Leuchtenberg","George_Maximilianovich,_6th_Duke_of_Leuchtenberg"
Alaungsithu,Saw_Yun_of_Pagan
Paul_L._Foshee,Sylvan_Friedman
