Christina_de_Valognes,Sir_Thomas_Maule
John_McMichael,Gary_McMichael
Dwight_Baldwin_(missionary),Henry_Perrine_Baldwin
Philip_Lindsley,John_Berrien_Lindsley
James_Hadley_(scholar),Arthur_Twining_Hadley
Harry_McClure_Johnson,Priscilla_Paetsch
John_D._Rockefeller_Jr.,Laurance_Rockefeller
Pete_Edochie,Yul_Edochie
Zulfikar_Ali_Bhutto,Benazir_Bhutto
John_Monteith_(minister),Arthur_Tappan
Burhan_Asaf_Belge,Murat_Belge
Samuel_Rayner,Louise_Rayner
"Harriet_Sutherland-Leveson-Gower,_Duchess_of_Sutherland","George_Sutherland-Leveson-Gower,_3rd_Duke_of_Sutherland"
Tom_Morton,James_Morton_(baker)
Alan_Eppes,Charlie_Eppes
Anna_Hall_Roosevelt,Hall_Roosevelt
Jennifer_Lash,Magnus_Fiennes
Malcolm_Campbell,Donald_Campbell
Osman_Nuri_Tekeli,Sevim_Tekeli
Gennady_Gudkov,Dmitry_Gudkov
Rodrigo_Duterte,Sara_Duterte
Vanessa_Bell,Julian_Bell
Stanley_Henig,Simon_Henig
Gisela_of_Burgundy,Gisela_of_Hungary
Sara_Sothern,Elizabeth_Taylor
"Charles_Pierrepont,_1st_Earl_Manvers",Evelyn_Pierrepont_(MP)
Ramon_Jimenez_Jr.,Sassa_Jimenez
Charles_T._Hayden,Carl_Hayden
Daniel_Ellsberg,Michael_Ellsberg
Tapan_Sinha,Anindya_Sinha
Robert_Arbuthnot,George_Arbuthnot_(civil_servant)
Johnny_Cash,John_Carter_Cash
Ferdinand_E._Kuhn,Oliver_Kuhn
Jon_Tenney,Emerson_Tenney
James_Graham_Fair,Virginia_Fair_Vanderbilt
Władysław_Szpilman,Andrzej_Szpilman
Grimoald_the_Elder,Vulfetrude
Te_Uruhina_McGarvey-Tiakiwai,Turuhira_%22Julie%22_Hare
Henry_H._Crapo,William_W._Crapo
Joseph_P._Kennedy_Sr.,Jean_Kennedy_Smith
Gloria_Sevilla,Suzette_Ranillo
Tommy_Chong,Marcus_Chong
Nate_Holden,Chris_Holden
Nicholas_Bagenal,Henry_Bagenal
Richard_Oppel,"Richard_A._Oppel,_Jr."
Vittorio_De_Sica,Christian_De_Sica
Miguel_Primo_de_Rivera,Miguel_Primo_de_Rivera_y_Sáenz_de_Heredia
Sally_Hemings,Madison_Hemings
William_Henry_Vanderbilt,Frederick_William_Vanderbilt
William_A._Ashbrook,John_M._Ashbrook
Margaret_Sandhurst,"William_Mansfield,_1st_Viscount_Sandhurst"
"Patricia_Lascelles,_Countess_of_Harewood",Michael_Shmith
Thomas_Brend,Nicholas_Brend
Izzy_Asper,David_Asper
Hiram_Bingham_I,Hiram_Bingham_II
Wilhelm_Carl_von_Rothschild,Adelheid_von_Rothschild
Jose_Miguel_Arroyo,Mikey_Arroyo
Rosemary_Clooney,Miguel_Ferrer
Henry_J._Rosner,Barbara_Seaman
Essam_El-Haddad,Gehad_El-Haddad
Shmuel_Zytomirski,Henio_Zytomirski
"Laurence_Hyde,_1st_Earl_of_Rochester","Henry_Hyde,_4th_Earl_of_Clarendon"
Virgilio_Barco_Vargas,Virgilio_Barco_Isakson
Hal_Reid_(actor),Wallace_Reid
David_Andersen_(goldsmith),Arthur_David-Andersen
Norman_Stone,Nick_Stone_(author)
Ba_Htay,Hla_Yee_Yee
Caroline_Howard_Hume,George_H._Hume
Örjan_Ramberg,Tilde_Fröling
Bhrigu,Chyavana
Frank_O'Donovan,Máirín_O'Donovan
Eric_Thompson,Emma_Thompson
Edith_Roosevelt,Quentin_Roosevelt
Sidney_Weinberg,John_L._Weinberg
James_Scollay_Whitney,William_Collins_Whitney
Esther_Hart_(Titanic_survivor),Eva_Hart
Tuck),Liz_Cruz
Eddie_Fisher_(singer),Carrie_Fisher
Stavros_Niarchos,Elena_Ford
Agnes_Nixon,Robert_Nixon_(filmmaker)
Wee-Bey_Brice,Namond_Brice
Nina_Schenk_Gräfin_von_Stauffenberg,Konstanze_von_Schulthess
Florence_Hackett,Raymond_Hackett
John_Cotton_(minister),Elizabeth_I_of_England
William_Dean_Howells,John_Mead_Howells
Vijaygupta_Maurya,Nagendra_Vijay
Patrick_Jane,Teresa_Lisbon
Ngalama,Ngombala
Jawad_Hussain,Mel_Hussain
Emilie_Benes_Brzezinski,Ian_Brzezinski
Esmond_Wickremesinghe,Ranil_Wickremesinghe
Fuad_Masum,Juwan_Fouad_Masum
John_Dunn_(miller),William_Dunn_(South_Australian_politician)
Amado_Carrillo_Fuentes,Vicente_Carrillo_Leyva
Carleton_Allen,Rosemary_Dinnage
John_Hollander,Martha_Hollander
Martin_Hellberg,Yigal_Tumarkin
Thomas_Arnold,William_Delafield_Arnold
Geoffrey_Kerr,John_Kerr_(actor)
Cheri_Honkala,Mark_Webber_(actor)
Wang_Yung-ching,Cher_Wang
Mory_Sinkoun_Kaba,Fatoumata_Kaba
Wilma_Tisch,Andrew_Tisch
Irving_Wallace,David_Wallechinsky
Ashok_Bhatt,Bhushan_Bhatt
R._Sarathkumar,Varalaxmi_Sarathkumar
Tim_Daly,Sam_Daly
Jayaram,Kalidas_Jayaram
Masa_Nakayama,Taro_Nakayama
Georg_von_Trapp,Hedwig_von_Trapp
Kasthuri_Raja,Dhanush
Abdul_Bakeer_Markar,Imthiaz_Bakeer_Markar
Sara_Nazarbayeva,Dinara_Nazarbayeva
Marie_Burke,Patricia_Burke
Queen_Hemas,Princess_Hayu
Pauline_LaFon_Gore,Nancy_Gore_Hunger
George_Edward_Brett,"George_Platt_Brett,_Sr."
Loudon_Wainwright_Jr.,Loudon_Wainwright_III
Cornelius_Gurlitt_(art_historian),Hildebrand_Gurlitt
"William_Murray,_1st_Earl_of_Dysart","Elizabeth_Maitland,_Duchess_of_Lauderdale"
"William_Downie_Stewart,_Sr.",Mary_Downie_Stewart
Marie_Göranzon,Jonas_Malmsjö
Brett_Whiteley,Arkie_Whiteley
Gisèle_Casadesus,Martine_Pascal
Jonathan_Bush,Billy_Bush
Frederick_James_Eugene_Woodbridge,Frederick_James_Woodbridge
Anne_Sexton,Linda_Gray_Sexton
Penelope_Mortimer,Caroline_Mortimer
Margaret_Thatcher,Mark_Thatcher
John_Kerry,Vanessa_Kerry
Richard_Ng,Carl_Ng
Walter_Shorenstein,Joan_Shorenstein
J._B._Jeyaretnam,Kenneth_Jeyaretnam
Robert_William_Seton-Watson,Hugh_Seton-Watson
John_D._Rockefeller_III,Jay_Rockefeller
William_Robertson_Coe,William_Rogers_Coe
Katharine_Sergeant_Angell_White,Joel_White
Waseem_Ahmed_(journalist),Daniyal_Waseem
Roman_Vetulani,Zygmunt_Vetulani_(diplomat)
Anny_Duperey,Sara_Giraudeau
Swaminathan_Aiyar,Pallavi_Aiyar
Stellan_Skarsgård,Bill_Skarsgård
Robert_Wood_Johnson_III,Woody_Johnson
Kip_King,Chris_Kattan
Prabhabati_Bose_(Dutt),Sarat_Chandra_Bose
Peter_Arrell_Brown_Widener,Joseph_E._Widener
D._A._Rajapaksa,Mahinda_Rajapaksa
Pat_Harrington_Sr.,Pat_Harrington_Jr.
Subbalakshmi,Thara_Kalyan
Constantine_Ypsilantis,Alexander_Ypsilantis
Jeff_Tracy,Alan_Tracy
Abel_Meeropol,Robert_Meeropol
Francis_Ford_(actor),Philip_Ford_(film_director)
Francis_Webb_Sheilds,Francis_Wentworth-Sheilds
Bill_D'Elia,Chris_D'Elia
Khushi_Ram,Ram_Kumar_(basketball)
Israel_Rogosin,Lionel_Rogosin
Bijou_Heron,Henry_Miller_(actor)
George_Ballas,Corky_Ballas
Irwin_M._Jacobs,Paul_E._Jacobs
Rose_Massey,Blanche_Massey
Albert_Gore_Sr.,Nancy_Gore_Hunger
Mary_Todd_Lincoln,Tad_Lincoln
Faizur_Rahman_(police_officer),Ahsan_Habib_(cartoonist)
Lola_Van_Wagenen,Amy_Redford
Margaret_Thatcher,Carol_Thatcher
George_DiCaprio,Leonardo_DiCaprio
Devletşah_Hatun,İsa_Çelebi
Clare_Sheridan,Margaret_Sheridan_(writer)
Li_Cunshen,Fu_Yanqing
Warren_A._Morton,Ted_Morton
John_Gosden,Serena_Gosden-Hood
Shobha_Mohan,Vinu_Mohan
"Vere_Fane,_4th_Earl_of_Westmorland","Vere_Fane,_5th_Earl_of_Westmorland"
Magda_Schneider,Romy_Schneider
Robin_Ficker,Desiree_Ficker
Mahathir_Mohamad,Marina_Mahathir
Shane_Richie,Jake_Roche
William_F._Walsh,James_T._Walsh
Robert_Stevenson_(civil_engineer),Thomas_Stevenson
"Conn_O'Neill,_1st_Earl_of_Tyrone","Matthew_O'Neill,_1st_Baron_Dungannon"
John_Egerton_(bishop),"Sir_Abraham_Hume,_2nd_Baronet"
Vilhelmine_Ullmann,Viggo_Ullmann
George_Heriot_(died_1610),George_Heriot
Alan_Eppes,Don_Eppes
Bridget_Dowling,William_Patrick_Stuart-Houston
Anne_Meara,Ben_Stiller
Marjie_Lawrence,Sarah_Greene
Newton_N._Minow,Nell_Minow
Bob_Dylan,Jakob_Dylan
James_Melvin_Scott,Cordelia_Mendoza
Fred_Fox_(musician),Alan_C._Fox
Colin_Vaughan,Adam_Vaughan
Floyd_Crosby,David_Crosby
Hagar,Ishmael
Nathaniel_Hawthorne,Julian_Hawthorne
Charles_Dickens,Edward_Dickens
William_Sanderson_McCormick,William_Grigsby_McCormick
Abel_Smith_(1717–1788),George_Smith_(1765–1836)
Vinod_Khanna,Rahul_Khanna
Jane_Engelhard,Annette_de_la_Renta
Henry_Clay,"Henry_Clay,_Jr."
Gaylene_Preston,Chelsie_Preston_Crayford
Vatroslav_Mimica,Sergio_Mimica-Gezzan
Peter_Glob,Lotte_Glob
Youssef_Zulficar_Pasha,Farida_of_Egypt
Charles_Purdom,Edmund_Purdom
Sue_Jenkins,Emily_Fleeshman
Liu_Shaoqi,Liu_Yuan_(general)
Martha_Jefferson,Mary_Jefferson_Eppes
"Henry_Carey,_1st_Baron_Hunsdon","Robert_Carey,_1st_Earl_of_Monmouth"
Lucy_Stone,Alice_Stone_Blackwell
E._V._Krishna_Pillai,Adoor_Bhasi
"William_Byron,_4th_Baron_Byron","William_Byron,_5th_Baron_Byron"
Paul_Robeson,"Paul_Robeson,_Jr."
Edith_Kingdon,Jay_Gould_II
Humberto_Zurita,Sebastián_Zurita
William_Henry_Vanderbilt,Margaret_Louisa_Vanderbilt_Shepard
Marion_MacMillan_Pictet,Gwendolyn_Sontheim_Meyer
Timothy_Dwight_IV,Sereno_Edwards_Dwight
Hu_Die,Li_Zongren
Onésiphore_Turgeon,James_Gray_Turgeon
Rune_Gerhardsen,Marte_Gerhardsen
Martin_Dobelle,Evan_Dobelle
Jesse_C._Deen,Larry_Deen
Dionne_Warwick,Damon_Elliott
Malcolm_X,Qubilah_Shabazz
"Henry_Carey,_1st_Baron_Hunsdon","George_Carey,_2nd_Baron_Hunsdon"
"William_Paget,_1st_Baron_Paget","Thomas_Paget,_3rd_Baron_Paget"
Bembol_Roco,Felix_Roco
Toppen_Bech,Alexandra_Bech_Gjørv
Martin_Luther_King_Jr.,Yolanda_King
Nathan_Mayer_Rothschild,Lionel_de_Rothschild
Kamalnayan_Bajaj,Rahul_Bajaj
Alyque_Padamsee,Shazahn_Padamsee
Anthony_Hopkins,Abigail_Hopkins
John_J._Davis_(congressman),John_W._Davis
Cen_Chunxuan,Cen_Deguang
Gough_Whitlam,Tony_Whitlam
E._H._Harriman,W._Averell_Harriman
Idris_(prophet),Methuselah
Bernhard_Caesar_Einstein,Thomas_Martin_Einstein
Betty_DeGeneres,Ellen_DeGeneres
Enver_Čolaković,Zlatan_Čolaković
Monte_Westmore,Monty_Westmore
Lady_Sarah_Lennox,George_Thomas_Napier
Richard_Cheatham,Boyd_M._Cheatham
"Vere_Fane,_4th_Earl_of_Westmorland","John_Fane,_7th_Earl_of_Westmorland"
Sting_(musician),Eliot_Sumner
Don_Alvarado,Joy_Page
Chiang_Ching-kuo,Chiang_Hsiao-wu
Andy_García,Dominik_García-Lorido
Terry_Pratchett,Rhianna_Pratchett
Paul_Newman,Scott_Newman_(actor)
Esther_Wojcicki,Susan_Wojcicki
"Mildmay_Fane,_2nd_Earl_of_Westmorland","Charles_Fane,_3rd_Earl_of_Westmorland"
Francis_A._Nixon,Edward_Nixon
Ramkumar_Ganesan,Dushyanth_Ramkumar
Cayetano_Coll_y_Toste,José_Coll_y_Cuchí
Edward_Porter_Humphrey,Alexander_Pope_Humphrey
Francis_Anthony_Drexel,Katharine_Drexel
Dilīpa,Raghu
Max_Joachim,Jimmy_Ritz_(comedian)
Walter_de_Beauchamp_(nobleman),William_de_Beauchamp_(of_Elmley)
Charlotte_Walker_(actress),Sara_Haden
İnal_Batu,Pelin_Batu
Herman_Maisel,Ivan_Maisel
Carlo_Wieth,Mogens_Wieth
Judy_Murray,Jamie_Murray
Mustafa_Kamal_(judge),Nashid_Kamal
Julio_Iglesias_Sr.,Julio_Iglesias
John_Neilson_Gladstone,"Sir_John_Gladstone,_4th_Baronet"
Lily_Munster,Eddie_Munster
Roslyn_Packer,James_Packer
Luis_Muñoz_Rivera,Luis_Muñoz_Marín
Mulambwa_Santulu,Mubukwanu
Werner_Lindemann,Till_Lindemann
Mervyn_Johns,Glynis_Johns
Catherine_Deneuve,Christian_Vadim
Jack_Watling,Deborah_Watling
"Diana_Wellesley,_Duchess_of_Wellington","Charles_Wellesley,_9th_Duke_of_Wellington"
"Frederick_Stanley,_16th_Earl_of_Derby",George_Frederick_Stanley
Ernest_Nathan_Morial,Marc_Morial
William_D._Kelley,Florence_Kelley
Neena_Gupta,Masaba_Gupta
Charles_Thomas_Brock_Sangster,Jack_Sangster
Siddique_(actor),Shaheen_Siddique
Alexander_H._Holley,Alexander_Lyman_Holley
Lev_Dobriansky,Paula_Dobriansky
Lady_Sarah_Lennox,Charles_James_Napier
Dorothea_Jordan,Frances_Alsop
Timothy_Spall,Rafe_Spall
Brenda_Maddox,Bruno_Maddox
Davoud_Rashidi,Farhad_Rachidi
Saira_Elizabeth_Luiza_Shah,Amina_Shah
Mahmudun_Nabi,Fahmida_Nabi
Merryle_Rukeyser,Louis_Rukeyser
Alphonso_Taft,Charles_Phelps_Taft
Herman_Shooster,Frank_Shooster
Gervase_de_Cornhill,Henry_de_Cornhill_(sheriff)
Jonathan_Trumbull,Joseph_Trumbull_(commissary_general)
Lito_Atienza,Arnold_Atienza
Otto_von_Bismarck,Herbert_von_Bismarck
Henry_de_Jouvenel,Colette_de_Jouvenel
Liudvikas_Jakavičius,Liudas_Jakavicius-Grimalauskas
Harry_Morgan_(Dexter),Debra_Morgan
"Thomas_Grey,_1st_Marquess_of_Dorset",John_Grey_of_Groby
Caleb_Deschanel,Emily_Deschanel
Jitendra_Prasada,Jitin_Prasada
Patricia_Neal,Tessa_Dahl
Alicia_Vergel,Ace_Vergel
Marla_Maples,Tiffany_Trump
T._M._Jacob,Anoop_Jacob
Glenna_Goodacre,Jill_Goodacre
Harriet_Nelson,David_Nelson_(actor)
Luis_Sáenz_Peña,Roque_Sáenz_Peña
Adrianne_Allen,Anna_Massey
Bill_Henrickson,Ben_Henrickson
Maureen_Cusack,Niamh_Cusack
Kathleen_Lockhart,June_Lockhart
Ann_Parker_Bowles,Andrew_Parker_Bowles
Murrah_ibn_Ka'b,Kilab_ibn_Murrah
John_W._Nordstrom,Everett_Nordstrom
Wong_Tin-lam,Wong_Jing
Charles_Kerruish,Anne_Craine
Lehmann_Bernheimer,Otto_Bernheimer
Joseph_Casavant,Joseph-Claver_Casavant
Elizabeth_Zimmerman,Paolo_Duterte
Jane_Henson,John_Henson_(puppeteer)
Jonathan_Goldsmith,David_Goldsmith_(actor)
George_Willis_Pack,Charles_Lathrop_Pack
Stanley_Johnson_(writer),Boris_Johnson
Anne_Cox_Chambers,James_Cox_Chambers
Michel_Besnier,Emmanuel_Besnier
Bettino_Craxi,Bobo_Craxi
Sai_Paranjpye,Gautam_Joglekar
Charles_Dickens,Walter_Landor_Dickens
Sal_Rocca,Tory_Rocca
Kermit_Roosevelt,Joseph_Willard_Roosevelt
John_Scott_(representative),John_Scott_(Pennsylvania)
Simeon_Lord,George_Lord
D._A._Rajapaksa,Gotabhaya_Rajapaksa
Lou_Scheimer,Erika_Scheimer
Don_Willesee,Mike_Willesee
Andrea_Heinemann_Simon,Carly_Simon
Dorothea_Jordan,"Amelia_Cary,_Viscountess_Falkland"
Julia_Lennon,Julia_Baird
Ali_MacGraw,Josh_Evans_(film_producer)
David_Ollier_Weber,Alexa_Weber_Morales
Muktha_Srinivasan,Muktha_S._Sundar
John_M._Read,J._Meredith_Read
John_Holman_(politician),May_Holman
John_Percival_Postgate,Margaret_Cole
Imogene_Powers_Johnson,S._Curtis_Johnson
Romulus_Linney_(playwright),Laura_Linney
Jenny_Hu,Terence_Yin
Akbar_Hashemi_Rafsanjani,Faezeh_Hashemi
Lucius_Junius_Brutus,Tiberius_Junius_Brutus
Anthony_Bucco,Tony_Bucco
Fathia_Nkrumah,Sekou_Nkrumah
James_E._Norris,Bruce_Norris_(ice_hockey)
Nathaniel_de_Rothschild,Arthur_de_Rothschild
Motilal_Nehru,Jawaharlal_Nehru
James_T._Rutnam,Jayam_Rutnam
Louise_Botting,Anna_Botting
Marshall_Field,Ethel_Beatty
Geoffrey_Talbot_(died_1129),Geoffrey_Talbot
Sanjay_Khan,Farah_Khan_Ali
Sabawi_Ibrahim_al-Tikriti,Ayman_Sabawi_Ibrahim
Tatiana_Santo_Domingo,India_Casiraghi
Alva_Belmont,William_Kissam_Vanderbilt_II
Sybille_de_Selys_Longchamps,Delphine_Boël
John_S._D._Tory,John_A._Tory
Jimmy_Tarbuck,Liza_Tarbuck
Abdullah_ibn_Alawi_al-Haddad,Muhammad
Joe_Allbritton,Robert_Allbritton
Gene_Roddenberry,Rod_Roddenberry
Anwara_Bahar_Chowdhury,Iqbal_Bahar_Chowdhury
Bernie_Ecclestone,Petra_Stunt
Joan_Burton_(Army_Wives),Roland_Burton
Nutan,Mohnish_Bahl
Abbas_Kiarostami,Bahman_Kiarostami
Mutula_Kilonzo,Kethi_Kilonzo
Harvey_Putnam,James_O._Putnam
Harald_Astrup_(born_1831),Eivind_Astrup
Ivan_Ribar,Ivo_Lola_Ribar
Yoko_Ono,Sean_Lennon
Eduardo_De_Filippo,Luca_De_Filippo
Anthony_Eden,"Nicholas_Eden,_2nd_Earl_of_Avon"
John_Baker_White_(Virginia),Christian_Streit_White
Peter_Hall_(director),Jennifer_Caron_Hall
C._L._Franklin,Aretha_Franklin
Harold_Alfond,Bill_Alfond
Charles_H._Percy,Sharon_Percy_Rockefeller
Richard_Dimbleby,Jonathan_Dimbleby
H._H._Asquith,Raymond_Asquith
Ramón_Chao,Manu_Chao
Ruth_Bader_Ginsburg,Jane_Ginsburg
Rosemarie_Gil,Mark_Gil
Sheriar_Irani,Mani_Irani
Aydın_Doğan,Vuslat_Doğan_Sabancı
Doris_Boyd,David_Boyd_(artist)
O._Wayne_Rollins,Gary_Rollins
Neferu_I,Intef_I
Pieter_van_Vollenhoven,"Prince_Pieter-Christiaan_of_Orange-Nassau,_van_Vollenhoven"
Grover_Cleveland,Ruth_Cleveland
David_Ladd,Jordan_Ladd
Hugh_D._Auchincloss,Janet_Auchincloss_Rutherfurd
Lady_Charlotte_Guest,Montague_Guest
Michele_Ferrero,Pietro_Ferrero_Jr.
Josephine_Joseph_(Soul_Food),Teri_Joseph
John_Murray_Forbes,William_Hathaway_Forbes
"Harriet_Sutherland-Leveson-Gower,_Duchess_of_Sutherland",Lord_Ronald_Gower
Ray_Farabee,David_Farabee
John_Holman_(politician),Edward_Holman
Ignacio_Suarez,Hilda_Suarez
John_G._Milburn,Devereux_Milburn
Ethel_Owen,Pamela_Britton
Louise_Jefferson,Lionel_Jefferson
Isaac_in_Islam,Esau
Livia_Soprano,Tony_Soprano
Herbert_Putnam,Brenda_Putnam
Qusai_ibn_Kilab,Abd_Manaf_ibn_Qusai
George_Ormerod,Eleanor_Anne_Ormerod
Harry_Baweja,Harman_Baweja
Maya_(mother_of_the_Buddha),Gautama_Buddha
Sheila_Jasanoff,Maya_Jasanoff
Kim_Sung-ae,Kim_Pyong-il
R._Muthuraman,Karthik_(actor)
Presidency_of_Dmitry_Medvedev,Ilya_Medvedev
Leonid_Latynin,Yulia_Latynina
Frau_Farbissina,Scott_Evil
Mumtaz_Ali,Anwar_Ali_(actor)
P._C._Cast,Kristin_Cast
John_Redmond,William_Redmond_(1886–1932)
Grover_Dale,James_Badge_Dale
Maria_Montez,Tina_Aumont
Elizabeth_Wyckes,"Gregory_Cromwell,_1st_Baron_Cromwell"
Albert_Piddington,Ralph_Piddington
Lane_Caudell,Lane_Toran
Alan_Scarfe,Jonathan_Scarfe
Trevor_Peacock,Harry_Peacock_(actor)
Joanna_David,Emilia_Fox
Catelyn_Stark,Arya_Stark
Grant_Notley,Rachel_Notley
Gülbahar_Hatun,Selim_I
Margo_(actress),Edward_Albert
Mamphela_Ramphele,Hlumelo_Biko
Marie_Walewska,Alexandre_Colonna-Walewski
Mohsen_Makhmalbaf,Hana_Makhmalbaf
Emilia_Baeyertz,Charles_Nalder_Baeyertz
Rohese_de_Clare,Rohese_of_Monmouth
Shivajirao_Girdhar_Patil,Smita_Patil
Rupilia,Marcus_Annius_Verus_(praetor)
João_Rodrigues_da_Câmara,Rui_Gonçalves_da_Câmara_II
Jerry_Buss,Johnny_Buss
"Henrietta_Godolphin,_2nd_Duchess_of_Marlborough","William_Godolphin,_Marquess_of_Blandford"
Kuei_Chih-Hung,Ming_Beaver_Kwei
Frances_Folsom_Cleveland_Preston,Esther_Cleveland
Andrónico_Luksic_Abaroa,Andrónico_Luksic_Craig
"William_King-Noel,_1st_Earl_of_Lovelace","Byron_King-Noel,_Viscount_Ockham"
John_Cudahy,Michael_Cudahy_(electronics)
James_Fox,Jack_Fox_(actor)
Sumayyah_bint_Khayyat,Ammar_ibn_Yasir
Aw_Boon_Haw,Sally_Aw
Margaret_Truman,Clifton_Truman_Daniel
Sigrid_Helliesen_Lund,Bernt_H._Lund
Jose_Maria_Zubiri_Jr.,Jose_Zubiri_III
"Jane_Gordon,_Duchess_of_Gordon","George_Gordon,_5th_Duke_of_Gordon"
Judith_Kerr,Matthew_Kneale
Henry_Clews,Elsie_Clews_Parsons
David_Hedison,Alexandra_Hedison
Ashikaga_Yoshiakira,Ashikaga_Yoshimitsu
John_Paul_DeJoria,Alexis_DeJoria
Nicolas_Noxon,Christopher_Noxon
Jacques_de_Baroncelli,Jean_de_Baroncelli
Jeff_Dwire,Bill_Clinton
List_of_Ghost_Whisperer_characters,Melinda_Gordon
Qusay_Hussein,Mustapha_Hussein
Samuel_Lightfoot_Flournoy_(West_Virginia_lawyer),Samuel_Lightfoot_Flournoy
Tokugawa_Hidetada,Tokugawa_Iemitsu
Nicholas_Porter_Earp,Warren_Earp
Sukumar_Ray,Satyajit_Ray
Irwin_Steingut,Stanley_Steingut
Keke_Geladze,Joseph_Stalin
Woodrow_Wilson,Eleanor_Wilson_McAdoo
Elliot_Richardson,Henry_S._Richardson
Li_Peng,Li_Xiaoyong
Joachim_Trognaesius,Caesar_Joachim_Trognaesius
A._Alfred_Taubman,Robert_S._Taubman
John_Dickens,Alfred_Lamert_Dickens
Nancy_Lee_Bass,Edward_Bass
Beatrice_Gray,Billy_Gray_(actor)
Arnulfo_Fuentebella,Felix_William_Fuentebella
Win_Aung,Thaung_Su_Nyein
Leonard_Sachs,Robin_Sachs
Pliny_Earle_I,John_Milton_Earle
M._Caldwell_Butler,Henry_N._Butler
Özker_Yaşın,Neşe_Yaşın
Gilbert_de_Botton,Alain_de_Botton
Deepa_Mehta,Devyani_Saltzman
Margaret_Taylor,Richard_Taylor_(general)
Andrea_Rabagliati,Euan_Rabagliati
Olive_Osmond,Donny_Osmond
Šurhaci,Jirgalang
Alan_Moorehead,Caroline_Moorehead
Abdul_Samad_Khan_Achakzai,Hamid_Khan_Achakzai
William_Huntington_(Mormon),Zina_D._H._Young
Debendranath_Tagore,Satyendranath_Tagore
Alexander_Genis,Daniel_Genis
William_Howard_Taft,Charles_Phelps_Taft_II
D._Y._Patil,Ajeenkya_Patil
Betty_Shabazz,Attallah_Shabazz
William_Rice_(1788),William_Rice_(Methodist_minister)
Thomas_H._Friedkin,Dan_Friedkin
Xuxa,Sasha_Meneghel
Lammot_du_Pont_I,Pierre_S._du_Pont
William_E._Dodge_Jr.,Cleveland_Hoadley_Dodge
John_D._Rockefeller_Jr.,Nelson_Rockefeller
Zizi_Lambrino,Carol_Lambrino
"John_C._Metzler,_Sr.","John_C._Metzler,_Jr."
"Mildmay_Fane,_2nd_Earl_of_Westmorland",Lady_Mary_Fane
Aruṇa,Sampati
José_Batlle_y_Ordóñez,Lorenzo_Batlle_Pacheco
J._I._M._Stewart,Angus_John_Mackintosh_Stewart
Charles_Fox_(civil_and_railway_engineer),Charles_Douglas_Fox
Boman_Irani,Kayoze_Irani
Arthur_Spooner,Carrie_Heffernan
Pran_(actor),Sunil_Sikand
John_Whedon,Tom_Whedon
Angela_Petrelli,Nathan_Petrelli
Bruce_Reynolds,Nick_Reynolds_(sculptor)
Gudbrand_Helenus_Hartmann,Edle_Hartmann
William_Kissam_Vanderbilt_II,Muriel_Vanderbilt
Ivan_Yuvachev,Daniil_Kharms
Abigail_Campbell_Kawānanakoa,David_Kalākaua_Kawānanakoa
"Charles_Gordon-Lennox,_8th_Duke_of_Richmond","Charles_Gordon-Lennox,_7th_Duke_of_Richmond"
Émile_Deschanel,Paul_Deschanel
Claus_von_Bülow,Cosima_von_Bülow_Pavoncelli
Colin_Nutley,Molly_Nutley
Debbie_Rush,Poppy_Rush
Karin_Stoltenberg,Camilla_Stoltenberg
Susanna_Wesley,Mehetabel_Wesley_Wright
Jonathan_Belcher,Jonathan_Belcher_(jurist)
Vladimir_Nabokov,Dmitri_Nabokov
Dan_La_Botz,Jake_La_Botz
Antonio_Borja_Won_Pat,Judith_Won_Pat
Lewy_Pattinson,William_Frederick_Pattinson
N._T._Rama_Rao,Nandamuri_Harikrishna
George_H._W._Bush,Dorothy_Bush_Koch
Betty_Churcher,Peter_Churcher
Camille_Cosby,Erika_Cosby
William_Arnold_(settler),Benedict_Arnold_(governor)
Julia_McNamara,Matt_McNamara
George_MacDonald_Fraser,Caro_Fraser
Henry_Jones_Sr.,Indiana_Jones
Keith_Wilson_(politician),Ian_Wilson_(politician)
Olivia_Hussey,India_Eisley
Angus_McGill_Mowat,John_Mowat_(college_administrator)
Ridley_Scott,Jake_Scott_(director)
Richard_MacDonnell_(scholar),Arthur_Robert_MacDonnell
Naseeruddin_Shah,Imaad_Shah
John_Eager_Howard,William_Howard_(engineer)
Beryl_Vertue,Sue_Vertue
Idriss_Déby,Brahim_Déby
June_Cleaver,Wally_Cleaver
Albert_Brisbane,Arthur_Brisbane
Robert_Louis_Stevenson,Isobel_Osbourne
C._P._Ramaswami_Iyer,C._R._Pattabhiraman
Andrew_Keir,Julie_T._Wallace
George_Butler_(headmaster),Montagu_Butler
William_Morris_(actor),Chester_Morris
Edgar_Bronfman_Jr.,Hannah_Bronfman
Hemasiri_Liyanage,Indrachapa_Liyanage
Babette_Deutsch,Adam_Yarmolinsky
Lemuel_M._Wiles,Irving_Ramsey_Wiles
Maricruz_Nájera,Demián_Bichir
Lady_Pamela_Hicks,India_Hicks
Matthew_Halton,Kathleen_Tynan
Ja'far_ibn_Abi_Talib,Muhammad_ibn_Ja'far
Yitzhak_Rabin,Dalia_Rabin-Pelossof
Gerald_S._O'Loughlin,Chris_O'Loughlin_(fencer)
George_W._Romney,G._Scott_Romney
George_Carlin,Kelly_Carlin
