Samuel_Bogley,Blair_Lee_III
Anne_Hutchinson,George_W._Bush
Adolfo_Suárez,Francisco_Franco
Sally_Hemings,James_Hemings
JV_Ejercito,Jinggoy_Estrada
John_Paul_Getty_Jr.,Gordon_Getty
Abby_May,Amos_Bronson_Alcott
Eleanor_Coppola,Francis_Ford_Coppola
Bonar_Law,Austen_Chamberlain
Richard_Bland_Lee,Henry_Lee_III
Edith_Roosevelt,Benjamin_Odell_(politician)
Thomas_Hobbes,Francis_Bacon
Timothy_Pickering,John_Quincy_Adams
Samuel_Hanford,James_Lockwood_(Connecticut_politician)
Mary_Todd_Lincoln,Mary_Harlan_Lincoln
Reginald_Claypoole_Vanderbilt,Thomas_E._Davis
Horace_Hildreth,Frederick_G._Payne
Samuel_Hanford,James_Lockwood_(Connecticut_politician)
Eric_J._Boswell,Barack_Obama
John_Platt_(settler),Walter_Hoyt
Bess_Truman,Franklin_D._Roosevelt
Robert_F._Chapman,Richard_Nixon
Theodore_Olson,Ronald_Reagan
"Edward_Smith-Stanley,_14th_Earl_of_Derby","John_Russell,_1st_Earl_Russell"
Ariwara_no_Narihira,Princess_Ito
Carmela_Corleone,Vincent_Corleone
"Mark_Price,_Baron_Price",Francis_Maude
Frank_Keating,Ronald_Reagan
Wendi_Deng_Murdoch,Rupert_Murdoch
Adam_Phillips_(musician),Cher
Edward_H._Levi,William_B._Saxbe
Jeremy_Horton,Ken_Corday
Sherman_Minton,Harry_S._Truman
Joseph_Binette,Gustave_Évanturel
Tim_Johnson_(South_Dakota_politician),Larry_Pressler
Patrick_Hemingway,Ernest_Hemingway
Gerald_Ford,William_E._Simon
Raj_Babbar,Anup_Soni
István_Tisza,Teodor_Pejačević
Rita_Bennett,Debra_Morgan
George_Jay_Gould_I,Edith_Kingdon
Mara_Jade,Shannon_McRandle
"Francis_Hastings,_2nd_Earl_of_Huntingdon","Henry_Grey,_1st_Duke_of_Suffolk"
Craig_Roberts_Stapleton,Charles_Rivkin
James_J._Couzens,John_C._Lodge
James_G._Blaine,James_A._Garfield
Francis_Pangilinan,Benigno_Aquino_III
Morton_Ira_Greenberg,Ronald_Reagan
Al-Muhtadee_Billah,Hassanal_Bolkiah
Maureen_McTeer,Geills_Turner
Robert_Kraft,Myra_Kraft
Wilhelmina_Slater,Vanessa_Williams
Lucius_Vorenus_(Rome_character),Niobe_of_the_Voreni
Tony_Blair,Phil_Wilson_(British_politician)
Arthur_Eve,Crystal_Peoples
Ratna_Pathak,Shahid_Kapoor
Henry_Cabot_Lodge,John_W._Weeks
Marc_Coppola_(actor),Gian-Carlo_Coppola
Jawaharlal_Nehru,Vallabhbhai_Patel
Thomas_Benedict_(II),Samuel_Fitch
Bess_Meredyth,Wilfred_Lucas
Indrajith_Sukumaran,Prithviraj_Sukumaran
Anthony_J._Celebrezze,Lester_LeFevre_Cecil
Ehud_Olmert,Aliza_Olmert
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",William_Ewart_Gladstone
"Sampson_Eardley,_1st_Baron_Eardley","Sir_John_Hynde_Cotton,_4th_Baronet"
Tomas_Altamirano_Duque,Guillermo_Ford
Paul_Davis_(singer),Marie_Osmond
David_Lloyd_George,T._P._O'Connor
George_Fane_(of_Burston),"Francis_Fane,_1st_Earl_of_Westmorland"
Rosalind_Shand,Tom_Parker_Bowles
Samuel_Fitch,James_Lockwood_(Connecticut_politician)
Tokugawa_Hidetada,Emperor_Go-Yōzei
Richard_Lawson_(actor),Solange_Knowles
Kristin_Nelson,Mark_Harmon
Richard_Franklin_Boulware_II,Barack_Obama
John_A._Scali,George_H._W._Bush
Harry_Chandler,Mike_Chandler
Josiah_Bartlett,John_Taylor_Gilman
Jeanne_L._Phillips,George_W._Bush
Paul_Crouch,Brandon_Crouch
Mimi_Smith,George_Toogood_Smith
William_Schofield,William_Howard_Taft
Patricia_McMahon_Hawkins,George_W._Bush
David_Birkin,Charlotte_Gainsbourg
Fisz,Emade
"Antony_Armstrong-Jones,_1st_Earl_of_Snowdon",Ronald_Armstrong-Jones
Richard_D._Zanuck,Lili_Gentle
Richard_Swett,Bill_Clinton
Barbara_Snelling,Howard_Dean
Ai_Qing,Pierre-Auguste_Renoir
Bibliography_of_Ulysses_S._Grant,Abraham_Lincoln
Russ_Feingold,Barack_Obama
Carol_Los_Mansmann,Ronald_Reagan
John_Joseph_Gibbons,Richard_Nixon
Vladimir_Harkonnen,Ian_McNeice
Joan_Barry_(American_actress),Charlie_Chaplin
"Henry_Labouchere,_1st_Baron_Taunton","Edward_Stanley,_15th_Earl_of_Derby"
Poonam_Sinha,Shatrughan_Sinha
William_Shadrach_Knox,Butler_Ames
Turid_Birkeland,Jens_Stoltenberg
Joseph_Birchard,Joseph_Platt
"Thomas_Howard,_1st_Earl_of_Berkshire",Thomas_Fanshawe
Robert_F._Rossiter_Jr.,Barack_Obama
Friedrich_Wilhelm_Foerster,Woodrow_Wilson
"Arthur_Porritt,_Baron_Porritt","Bernard_Fergusson,_Baron_Ballantrae"
Robert_Viharo,Jeane_Manson
Merric_Boyd,John_Perceval
Lydia_Hearst,Amanda_Hearst
Frank_C._Damrell_Jr.,Bill_Clinton
Daniel_Bogden,Barack_Obama
Marcus_Morton_(judge),Ebenezer_R._Hoar
Ganesh_Naik,Manda_Vijay_Mhatre
Ralph_Miliband,Marion_Kozak
Ben_Fernandez,Richard_Nixon
Lukman_Sardi,Idris_Sardi
List_of_Modern_Family_characters,Kevin_Daniels
Ngô_Đình_Nhu,Ngô_Đình_Khả
Moeenuddin_Ahmad_Qureshi,Benazir_Bhutto
William_A._Ashbrook,Martin_L._Smyser
James_Florio,Christine_Todd_Whitman
Tiffanie_DeBartolo,Jed_York
Samuel_Kellogg,Joseph_Platt
Pedro_Rosselló,Víctor_David_Loubriel
Bertie_Ahern,Joe_Costello_(politician)
Józef_Piłsudski,Maciej_Rataj
Robert_J._Dieter,Barack_Obama
Charles_Bertie_(senior),Robert_Howard_(playwright)
Gail_D._Mathieu,Barack_Obama
Henry_Barnard,Andrew_Johnson
Mildred_Methvin,Charles_Milton_Cunningham
Christen_Sørensen_Longomontanus,Tycho_Brahe
Frederick_Hinde_Zimmerman,Harry_Hinde
William_Goode_(politician),Roger_Atkinson_Pryor
T._Coleman_du_Pont,"Thomas_F._Bayard,_Jr."
"James_Scott,_1st_Duke_of_Monmouth",Lucy_Walter
Lucretia_Garfield,James_A._Garfield
"Thomas_Villiers,_1st_Earl_of_Clarendon",George_II_of_Great_Britain
Kate_Hobhouse,George_G._Weston
Perry_Richardson_Bass,Hyatt_Bass
Jacqueline_Kennedy_Onassis,John_F._Kennedy
Olaf_II_of_Norway,Cnut_the_Great
"Thomas_Robinson,_2nd_Baron_Grantham",Charles_James_Fox
Vilhelmine_Ullmann,Mathilde_Schjøtt
Courtney_Kennedy_Hill,Robert_F._Kennedy
Júnior_(Filipino_singer),Rocío_Dúrcal
Nancy_Pelosi,Paul_Pelosi
George_N._Briggs,Henry_W._Dwight
"Elizabeth_Percy,_Duchess_of_Northumberland","Hugh_Percy,_2nd_Duke_of_Northumberland"
Yaqub_Eyyubov,Ilham_Aliyev
Princess_Leia,Lisa_Fuson
Tsutomu_Hata,Kiichi_Miyazawa
Hew_Whitefoord_Dalrymple,Henry_Edward_Fox
William_Charles_Windeyer,Robert_Wisdom_(New_South_Wales_politician)
Warren_Christopher,Jimmy_Carter
Karen_Mack,Jerome_D._Mack
Sylvia_Llewelyn_Davies,Arthur_Llewelyn_Davies
Chris_Scruggs,Michael_Nesmith
Randy_Babbitt,Barack_Obama
William_Makepeace_Thackeray,Charles_Dickens
Jeff_Shesol,Bill_Clinton
Thomas_C._Love,Millard_Fillmore
Gloria_Guinness,Victoria_Niarchos
Chandrani_Bandara_Jayasinghe,Ranil_Wickremesinghe
John_Betts_(Connecticut_politician),Joseph_Platt
James_Lockwood_(Connecticut_politician),John_Benedict
"Robert_de_Beaumont,_2nd_Earl_of_Leicester",Henry_II_of_England
Josiah_Bartlet,Martin_Sheen
John_Faulkner,Robert_Hill_(Australian_politician)
William_A._Ekwall,Nan_Wood_Honeyman
Eugene_V._Rostow,Ronald_Reagan
Mehdi_Bazargan,Shapour_Bakhtiar
Teena_Marie,Marvin_Gaye
Charles-Eugène_Panet,Hector_Fabre
Ernst_Nolte,Gerhard_Löwenthal
Lokanath_Misra,Srinivas_Kumar_Sinha
James_Lockwood_(Connecticut_politician),Samuel_Comstock
"George_Lambert,_1st_Viscount_Lambert",Cedric_Drewe
Alexander_Haig,Ronald_Reagan
Clement_Attlee,Winston_Churchill
Tom_Corbett,George_H._W._Bush
Harris_B._McDowell_Jr.,William_V._Roth_Jr.
Michele_Dotrice,Kay_Dotrice
Park_Chung-hee,Yun_Posun
Edith_Frank,Otto_Frank
"Michael_Havers,_Baron_Havers",Cyril_Black
Ashwatthama,Drona
2006–07_Everton_F.C._season__Phil_Neville__1,Phil_Neville
M._Larry_Lawrence,Bill_Clinton
Lori_Lively,Blake_Lively
Wang_Yeping,Liu_Yongqing
Nathaniel_Clarke_Wallace,Archibald_Campbell_(Canadian_politician)
Nisha_Desai_Biswal,Barack_Obama
Shawn_Everett,Julian_Casablancas
Joseph_P._Kennedy_Sr.,James_M._Landis
"Thomas_Howard,_1st_Earl_of_Berkshire","William_Knollys,_1st_Earl_of_Banbury"
Konrad_Bernheimer,Otto_Bernheimer
William_Gibbs_McAdoo,Woodrow_Wilson
"William_Paulet,_1st_Marquess_of_Winchester","Edward_Seymour,_1st_Duke_of_Somerset"
José_P._Laurel,Sergio_Osmeña
Irina_Derevko,Michael_Vaughn
Moeletsi_Mbeki,Thabo_Mbeki
Benjamin_Franklin,Thomas_Mifflin
Charles_O'Neal,Tatum_O'Neal
Myles_Frechette,Ronald_Reagan
Michael_Sullivan_(U.S._Attorney),George_W._Bush
Lisbet_Palme,Aina_Erlander
James_Olmsted,Thomas_Betts
James_Lloyd_(Massachusetts_politician),John_Quincy_Adams
Eugene_Scanlon,Thomas_F._Lamb
Tessa_Kennedy,Dominick_Elwes
Henry_Abel_Smith,John_Lavarack
Man-At-Arms,Jon_Cypher
Philip_Hamilton,Philip_Jeremiah_Schuyler
Hershel_Greene,Robert_Kirkman
Charles_Mackellar,Richard_O'Connor_(politician)
Shaad_Randhawa,Vindu_Dara_Singh
Rosa_Gumataotao_Rios,Barack_Obama
Jill_Biden,Barack_Obama
Harvey_Pitt,George_W._Bush
Nicholas_F._Brady,George_H._W._Bush
Pete_Geren,George_W._Bush
List_of_Monk_characters,Jarrad_Paul
Michael_Corleone,Tom_Hagen
Michael_Wernick,Justin_Trudeau
Michele_Leonhart,George_W._Bush
Henare_Tomoana,Wi_Pere
Alyque_Padamsee,Raisa_Padamsee
Anna_Torv,Lachlan_Murdoch
Ronald_Reagan,Jane_Wyman
Thomas_Jefferson,George_Clinton_(vice_president)
Tokugawa_Ieyasu,Emperor_Go-Yōzei
Brian_Rix,Elspet_Gray
"Vere_Fane,_4th_Earl_of_Westmorland",Mary_II_of_England
William_Howard_Taft,Franklin_MacVeagh
Hugh_D._Auchincloss,Hugh_Auchincloss_Steers
Rosalind_Shand,Edith_Marguerite_Harrington
Stuart_Alan_Jones,Russell_T_Davies
Ayesha_Dutt,Jackie_Shroff
Birger_Jarl,Matilda_of_Holstein
Fred_Ball,Lucie_Arnaz
Doug_Risebrough,Chuck_Fletcher
Wahb_ibn_Abd_Manaf,Muhammad
Heydar_Aliyev,Abulfaz_Elchibey
Mary_Elsie_Moore,Glenn_Close
William_Harding_Jackson,Harry_S._Truman
"Charles_Spencer,_9th_Earl_Spencer","Louis_Spencer,_Viscount_Althorp"
Susan_Webber_Wright,George_H._W._Bush
Idriss_Déby,Delwa_Kassiré_Koumakoye
Christopher_G._Kennedy,Kathleen_Kennedy_Townsend
Lem_Van_Adams,Teri_Joseph
"Robert_Sidney,_2nd_Earl_of_Leicester",George_Fane_(of_Burston)
Clive_Evatt,Bill_Rigby_(politician)
Hubert_Humphrey,Vice_President_of_the_United_States
Sun_Yat-sen,Soong_Ching-ling
Gebran_Tueni,Ghassan_Tueni
Julia_Grant,Ulysses_S._Grant
Daniel_B._St._John,"William_Waldorf_Astor,_1st_Viscount_Astor"
Clement_Attlee,Winston_Churchill
John_Seward_Johnson_I,Barbara_Piasecka_Johnson
Sidney_Edgerton,Abraham_Lincoln
Waggoner_Carr,Preston_Smith_(governor)
Joseph_H._Boardman,George_W._Bush
Chiang_Kai-shek,H._H._Kung
Lee_P._Brown,"Robert_Mosbacher,_Jr."
Anne_Buydens,Michael_Douglas
"Eugène_Schneider,_II",Henri_Schneider
Aldo_Mazza,Celine_Dion
Eva_Rausing,Hans_Kristian_Rausing
Michele_Landsberg,Stephen_Lewis
"Katherine_Villiers,_Duchess_of_Buckingham","Francis_Manners,_6th_Earl_of_Rutland"
Cassius_Marcellus_Clay_(politician),Simon_Cameron
Anthony_Foxx,Barack_Obama
Adam_Hamilton,Sidney_Holland
Alexander_Haig,Edmund_Muskie
Abd_Manaf_ibn_Qusai,Abd-al-Dar_ibn_Qusai
Ulla_Jones,Quincy_Jones
Aarya_Babbar,Juhi_Babbar
Danilo_Suarez,Ronaldo_Zamora
"Hugh_Percy,_1st_Duke_of_Northumberland","Peregrine_Bertie,_3rd_Duke_of_Ancaster_and_Kesteven"
Tuck),Ryan_Murphy_(writer)
Thomas_William_Hislop,Samuel_Shrimski
Daniel_Bergman,Anna_Bergman
James_D._Black,Edwin_P._Morrow
Roger_Wolcott_(Connecticut),Thomas_Fitch_(governor)
"James_Butler,_1st_Duke_of_Ormonde","Arthur_Capell,_1st_Earl_of_Essex"
Rex_E._Lee,Ronald_Reagan
William_Penn,Hannah_Callowhill_Penn
Jack_Bristow,Michael_Vaughn
John_Bowring,William_Bolling_(MP)
Samuel_Kellogg,Joseph_Platt
Peter_Feaver,Bill_Clinton
William_Gannaway_Brownlow,Dewitt_Clinton_Senter
Albert_Francis_Judd,Stephen_Henry_Phillips
George_Marshall,Harry_S._Truman
Pat_McCrory,Andrew_Cuomo
Samuel_Hitchcock,John_Adams
Katharine_Abraham,Barack_Obama
Elisse_B._Walter,Barack_Obama
"Arthur_Wellesley,_1st_Duke_of_Wellington",Robert_Peel
Bachir_Gemayel,Elias_Sarkis
Katara_(Avatar:_The_Last_Airbender),Michael_Dante_DiMartino
Hussein_Saeed,Uday_Hussein
Goh_Chok_Tong,Lee_Hsien_Loong
Sulla,Gnaeus_Cornelius_Dolabella
Zenaida_Monsada,Benigno_Aquino_III
Christy_Goldfuss,Barack_Obama
Zakir_Husain_(politician),Indira_Gandhi
Walter_Dale_Miller,George_S._Mickelson
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",Queen_Victoria
Taieb_Fassi_Fihri,Mohammed_Karim_Lamrani
Martin_Tucker_Smith,"Sir_Matthew_White_Ridley,_3rd_Baronet"
Suresh_Balaje,K._Balaji
Weng_Wenhao,Sun_Fo
George_Argyros,George_W._Bush
Geoff_Regan,Justin_Trudeau
Malachy_Bowes_Daly,"Frederick_Stanley,_16th_Earl_of_Derby"
N._D._Tiwari,Rajiv_Gandhi
Ali_ibn_Husayn_Zayn_al-Abidin,Shahrbanu
"William_Slim,_1st_Viscount_Slim",Elizabeth_II
Olin_D._Johnston,Wilton_E._Hall
"Herbert_Samuel,_1st_Viscount_Samuel","John_Simon,_1st_Viscount_Simon"
Maxim_Litvinov,Joseph_Stalin
Theodore_H._Kattouf,Bill_Clinton
Deborah_Batts,Bill_Clinton
Sally_Quinn,William_Wilson_Quinn
Sasha_Alexander,Edoardo_Ponti
Chris_Scruggs,Michael_Nesmith
"David_Ormsby-Gore,_5th_Baron_Harlech","Archibald_Acheson,_6th_Earl_of_Gosford"
Lucia_Bosè,Luis_Miguel_Dominguín
Gerald_Ford,Charles_B._Hoeven
"Sir_Hector_Maclean,_5th_Baronet","Sir_Allan_Maclean,_6th_Baronet"
William_B._Saxbe,Mark_McElroy
Michael_Corleone,Vincent_Corleone
Shiva_Rajkumar,Raghavendra_Rajkumar
Judith_Beth_Cefkin,Barack_Obama
John_Charles_Molteno,Henry_Barkly
Michael_Bloomberg,Rudy_Giuliani
"Thomas_Villiers,_1st_Earl_of_Clarendon","James_Smith-Stanley,_Lord_Strange"
Lewis_W._Green,Albert_L._Holladay
Magnus_Gabriel_De_la_Gardie,Per_Brahe_the_Younger
Aslıhan_Koruyan_Sabancı,Demir_Sabancı
Philip_J._Crowley,Barack_Obama
H._John_Heinz_III,Harris_Wofford
Edward_Joseph_McManus,John_F._Kennedy
"John_Betts,_Jr.",Samuel_Hanford
Chico_Marx,Zeppo_Marx
"George_Calvert,_1st_Baron_Baltimore",George_Upton_(died_1609)
List_of_minor_The_X-Files_characters,Veronica_Cartwright
Richard_M._Berman,Bill_Clinton
Brett_Hull,Wayne_Gretzky
Nick_Bolkus,Philip_Ruddock
Owana_Salazar,Helena_Kalokuokamaile_Wilcox
Planet_Express_Ship,Sigourney_Weaver
Nicolle_Wallace,George_W._Bush
Wojciech_Jaruzelski,Piotr_Jaroszewicz
Princess_Stéphanie_of_Monaco,Grace_Kelly
"Caroline_Fox,_1st_Baroness_Holland","Charles_Lennox,_2nd_Duke_of_Richmond"
Hilborne_Roosevelt,Franklin_D._Roosevelt
Bob_Graham,Bill_Nelson
Stephen_Gyllenhaal,Kathleen_Man_Gyllenhaal
Tony_Levin,John_Lennon
Anthony_Calf,Caroline_Harker
Clarissa_Eden,Lord_Randolph_Churchill
Gary_Stevens_(politician),Ben_Stevens
Barclay_Harding_Warburton_I,Mary_Brown_Wanamaker
Nate_Saint,Lawrence_Saint
Henning_Mankell,Eva_Bergman
Larry_Hernandez,Paulina_Rubio
Christopher_Hills,Gautama_Buddha
Jawaharlal_Nehru,C._Rajagopalachari
Patrick_Troughton,Jim_Troughton
Martin_Tucker_Smith,John_Abel_Smith
"Edward_Law,_1st_Earl_of_Ellenborough","Robert_Dundas,_2nd_Viscount_Melville"
Josephus_Daniels,Woodrow_Wilson
James_Coyne,Graham_Towers
Jinggoy_Estrada,Juan_Flavier
Victoria_Grayson,Mike_Kelley_(writer)
"Sir_Charles_Fergusson,_7th_Baronet",George_V
Ros_Kelly,Bob_Hawke
"Freeman_Freeman-Thomas,_1st_Marquess_of_Willingdon",Winston_Churchill
Loretta_Lynch,Bill_Clinton
Andrew_Jackson,Rachel_Jackson
Lewis_Cass,James_Madison
Tony_P._Hall,George_W._Bush
Amable_Aristy,Leonel_Fernández
Diane_S._Sykes,George_W._Bush
Léon_Raymond,Alistair_Fraser_(parliamentary_official)
Anne_Hutchinson,Franklin_D._Roosevelt
Patrick_Schwarzenegger,Katherine_Schwarzenegger
Thomas_E._Dewey,Arthur_H._Wicks
Catherine_Carey,Mary_Boleyn
Jason_Robards,Lauren_Bacall
Richard_Bache,Sarah_Franklin_Bache
Gwendolyn_King,Ronald_Reagan
Mário_Soares,Ernesto_Melo_Antunes
Jean_Crowder,Jack_Layton
"Thomas_Grey,_1st_Marquess_of_Dorset",Elizabeth_Woodville
Kara_Walker,Andy_Warhol
Abu_Talib_ibn_Abd_al-Muttalib,Fatimah_bint_Asad
Priscilla_Presley,Elvis_Presley
Joe_Baca,John_Longville
James_Knight_(diplomat),Barack_Obama
Shah_Mehmood_Qureshi,Nawaz_Sharif
Tip_O'Neill,Joseph_P._Kennedy_II
Mary_Ann_Peters,George_W._Bush
Bill_Lockyer,Jerry_Brown
Stephen_King,William_Golding
Ann_Claire_Williams,Bill_Clinton
James_H._%22Jim%22_Brown,J._Robert_Wooley
Estrella_Zeledón_Lizano,Doris_Yankelewitz_Berger
Finis_L._Bates,John_Wilkes_Booth
Walter_R._Mansfield,Lyndon_B._Johnson
The_Fairy_Queen_(Fablehaven),Brandon_Mull
Simon_Henig,Stanley_Henig
Eva_Macapagal,Diosdado_Macapagal
Jack_Hemingway,Patrick_Hemingway
Ramona_Villagomez_Manglona,Barack_Obama
Ted_Hughes,Sylvia_Plath
Charles_Warren_Stone,Chauncey_Forward_Black
Archie_Bunker,Joey_Stivic
Sakinah_(Fatima_al-Kubra)_bint_Husayn,Husayn_ibn_Ali
Henry_Emmerson,James_Mitchell_(Canadian_politician)
William_J._Street,Stiles_Curtis
Richard_Olmsted_(settler),Nathaniel_Richards_(settler)
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",Edward_VII
"John_Rolls,_1st_Baron_Llangattock",John_Etherington_Welch_Rolls
Chase_A._Clark,James_P._Pope
"William_Lewis_Dayton,_Jr.",James_M._Birney
Sixto_Brillantes,Benigno_Aquino_III
Barbara_Vucanovich,Jim_Gibbons_(U.S._politician)
Dillon_Bell,George_Waterhouse_(politician)
List_of_characters_in_The_Lion_King,James_Earl_Jones
Rand_Beers,Barack_Obama
Raúl_Castro,Fidel_Castro
Seth_Taft,Charles_Phelps_Taft_II
István_Tisza,Teodor_Pejačević
William_Ewart_Gladstone,Prime_Minister_of_the_United_Kingdom
"William_Paulet,_1st_Marquess_of_Winchester",Mary_I_of_England
Love_Brewster,Myles_Standish
Anita_K._Blair,George_W._Bush
"William_Bodde,_Jr.",Jimmy_Carter
Michael_Corleone,Tom_Hagen
K._G._George,Mohan_Jose
Chan_Chun-po,Ma_Ying-jeou
Jimmie_Johnson,Paul_Menard
Peter_Harder_(politician),Justin_Trudeau
Samuel_K._Skinner,Gerald_Ford
Mahmoud_Abbas,Salam_Fayyad
Harvey_Seeley_Mudd,Seeley_G._Mudd
William_Whiteway,Henry_Berkeley_Fitzhardinge_Maxse
Anna_Calder-Marshall,Arthur_Calder-Marshall
John_Pope_(Kentucky_politician),George_Izard
"Richard_Haldane,_1st_Viscount_Haldane",Winston_Churchill
Martin_Van_Buren,Edward_Philip_Livingston
Linda_Thomas-Greenfield,Barack_Obama
John_Vernou_Bouvier_III,Edith_Ewing_Bouvier_Beale
Michael_O'Rielly,Barack_Obama
Illbliss,Clarence_Peters
Joseph_Cahill,Jack_Renshaw
Simon_Larned,Thomson_J._Skinner
Quick_Draw_McGraw,Michael_Maltese
José_Sarney,Itamar_Franco
Mohan_Kumaramangalam,Govind_Swaminadhan
Mukesh_Ambani,Anil_Ambani
Leon_Trotsky,Aleksandra_Sokolovskaya
Hun_Sen,Norodom_Ranariddh
Loretta_Lynch,Bill_Clinton
Georgios_Papandreou,Stylianos_Mavromichalis
Shigeru_Yoshida,Tetsu_Katayama
Michael_Hayden_(general),Bill_Clinton
Norodom_Ranariddh,Phat_Kanhol
Sinclair_Weeks,Leverett_Saltonstall
Martin_Van_Buren,John_C._Calhoun
Norman_L._Eisen,Barack_Obama
George_H._W._Bush,Ed_Derwinski
Nirmal_Kumar_Mukarji,Indira_Gandhi
Nursultan_Nazarbayev,Karim_Massimov
"Harry_Powlett,_4th_Duke_of_Bolton",Lord_Nassau_Powlett
George_Theodore_Mickelson,Sigurd_Anderson
Chen_Mingshu,Sun_Fo
Robin_Jacobs,Ken_Corday
"David_Eccles,_1st_Viscount_Eccles",Maurice_Macmillan
Leonid_Kuchma,Vitaliy_Masol
Matthew_Gregory_(deacon),James_Lockwood_(Connecticut_politician)
Ralph_Recto,Oscar_L._Gozos
Samuel_Dinsmoor,Samuel_Smith_(New_Hampshire)
Benjamin_Harrison,David_Turpie
Richard_E._Wiley,Richard_Nixon
Joseph_Turner_Hutchinson,Charles_Layard
Vladimir_Voronin,Mihai_Ghimpu
William_Turner_Coggeshall,Andrew_Johnson
Alfred_Daniel_Williams_King,Christine_King_Farris
Merrick_Garland,Bill_Clinton
Simma_Holt,Grace_MacInnis
Jim_Nance_McCord,Prentice_Cooper
"Grey_Ruthven,_2nd_Earl_of_Gowrie",Margaret_Thatcher
Qusai_ibn_Kilab,Hubba_bint_Hulail
Thomas_Belden,Samuel_Comstock
Anna_Krystyna_Lubomirska_(d._1701),Dominik_Mikołaj_Radziwiłł
Richard_Stockton_(U.S._Senator),Jonathan_Dayton
Mehmed_Ziyaeddin,Osman_I
Ken_Kesey,Ernest_Hemingway
Paul_Crouch_Jr.,Jan_Crouch
Will_Hobhouse,Henry_Hobhouse_(author)
David_D._Newsom,Richard_Nixon
Jonathan_Bush,George_W._Bush
William_Lowthian_Green,Samuel_Mills_Damon
Joseph_Goebbels,Paul_von_Hindenburg
David_Railton,George_Scott_Railton
Dnyaneshwar_Agashe,Dilip_Dandekar
Kristin_M._Davis,Andrew_Cuomo
"Laurence_Hyde,_1st_Earl_of_Rochester","Sidney_Godolphin,_1st_Earl_of_Godolphin"
Harry_N._Walters,Ronald_Reagan
List_of_Queer_as_Folk_characters,Peter_MacNeill
Quentin_Kawānanakoa,Edward_A._Kawānanakoa
Dean_Rusk,John_Moore_Allison
Abdul_Razak_Hussein,Tunku_Abdul_Rahman
John_Edwards,Rielle_Hunter
John_Hammond_(producer),William_Henry_Vanderbilt
Chan_Sarun,Hun_Sen
Benjamin_Bronfman,Samuel_Bronfman
John_Murray_Forbes,Francis_Blackwell_Forbes
John_C._Breckinridge,James_Buchanan
Shoba_Chandrasekhar,S._A._Chandrasekhar
George_Dement,Lo_Walker
Ulysses_S._Grant,George_S._Boutwell
Homer_Stille_Cummings,Franklin_D._Roosevelt
Dennis_Archer,Kwame_Kilpatrick
Walter_Hely-Hutchinson,Leander_Starr_Jameson
Lloyd_Osbourne,Robert_Louis_Stevenson
Josiah_Winslow,Thomas_Prence
John_de_Lancie,John_de_Lancie_(oboist)
Simon_Fuller,Lisa_Marie_Presley
William_Dawson_(diplomat),Harry_S._Truman
Samuel_K._Skinner,Andrew_Card
"J._E._B._Seely,_1st_Baron_Mottistone",Winston_Churchill
Francis_Leigh_(MP_for_Oxford),Anthony_Bacon_(1558–1601)
Samuel_K._Skinner,James_Baker
Dennis_Shedd,George_W._Bush
Bonar_Law,Arthur_Balfour
Edward_Hungerford_(died_1607),Edmund_Carey
Charlotte_Grayson,Conrad_Grayson
Michael_Keaton,Caroline_McWilliams
Mike_Smith_(broadcaster),Sarah_Greene
Robert_White_(West_Virginia_senator),Samuel_Lightfoot_Flournoy
Cantinflas,Frank_Sinatra
Sedapatti_Muthiah,P._T._R._Palanivel_Rajan
Joan_Blondell,Dick_Powell
Francis_A._Nixon,Julie_Nixon_Eisenhower
Bajirao_I,Balaji_Vishwanath
Jacques_Goudstikker,Dési_von_Halban
Rahul_Bhatt,Pooja_Bhatt
Effiegene_Locke_Wingo,Otis_Wingo
David_Lloyd_George,T._P._O'Connor
William_K._Sessions_III,Barack_Obama
William_B._Shubb,David_F._Levi
Diana_Quick,Kenneth_Cranham
Mark_Antony,Lucius_Cornificius
Karolos_Papoulias,Andreas_Papandreou
Amanda_Marshall_(attorney),Barack_Obama
C._P._Ramaswami_Iyer,"Freeman_Freeman-Thomas,_1st_Marquess_of_Willingdon"
Tlacaelel,Moctezuma_I
Gamal_Abdel_Nasser,Sulayman_Hafez
Otto_Abetz,Adolf_Hitler
G._William_Miller,Jimmy_Carter
Einar_Gerhardsen,Oscar_Torp
Franklin_D._Roosevelt,Eleanor_Roosevelt
"Mary,_Princess_Royal_and_Countess_of_Harewood","George_Lascelles,_7th_Earl_of_Harewood"
Martin_Kimmel,Gloria_DeHaven
Michel_Debré,Maurice_Couve_de_Murville
Frank_Aiken,Seán_MacBride
Ricky_Williams_(The_Young_and_the_Restless),David_Shaughnessy
Anne_Hutchinson,Francis_Marbury
Erich_Koch,Adolf_Hitler
Antonio_Banderas,Melanie_Griffith
David_Belasco,Mary_Pickford
List_of_Robin_Hood_(2006_TV_series)_characters,Toby_Stephens
Ned_Stark,Catelyn_Stark
Benedict_Arnold_(governor),Walter_Clarke_(governor)
Wilkins_Micawber,Charles_Dickens
Henry_the_Green_Engine,Christopher_Awdry
Sarah_Lincoln_Grigsby,Thomas_Lincoln
