William_Robert_Spencer,Aubrey_Spencer
Mustafa_Kamal_(judge),Nashid_Kamal
Ed_Edmondson_(politician),James_E._Edmondson
Maisie_Ward,Wilfrid_Sheed
Thaddeus_H._Caraway,Paul_Caraway
Cleveland_Abbe,"Cleveland_Abbe,_Jr."
Aud_Egede-Nissen,Georg_Richter
William_Power_(Canadian_politician),Joe_Power_(ice_hockey)
Victor_Robert,Joseph-Edmond_Robert
Enver_Čolaković,Zlatan_Čolaković
Ammuna,Huzziya_I
Richard_Bayley,Elizabeth_Ann_Seton
Edward_Baigent,Henry_Baigent
Mary_Hyde,Mary_Ann_Black
Veeru_Devgan,Ajay_Devgan
Mahalalel,Jared_(biblical_figure)
John_Payne_(actor),"Julie_Payne_(actress,_born_1940)"
"John_Paulet,_2nd_Marquess_of_Winchester","William_Paulet,_3rd_Marquess_of_Winchester"
Emilie_Benes_Brzezinski,Ian_Brzezinski
Vyjayanthimala,Suchindra_Bali
Tony_Benn,Hilary_Benn
Herbert_Standing,Guy_Standing
Stephen_Coburn,Louise_Helen_Coburn
Jimmy_Carter,Jack_Carter_(politician)
Ingmar_Bergman,Anna_Bergman
Tina_Green,Brett_Palos
Atikah_bint_Murrah,Abd_Shams_ibn_Abd_Manaf
Archibald_Glenn,Di_Gribble
Dick_Fontaine,Smokey_Fontaine
Roald_Dahl,Ophelia_Dahl
Alexandre_Lacoste,Justine_Lacoste-Beaubien
Arthur_Waugh,Alec_Waugh
Hans_von_Dohnányi,Klaus_von_Dohnányi
R._J._Reynolds,"R._J._Reynolds,_Jr."
Jonathan_Hunt_(Vermont_congressman),Leavitt_Hunt
Pauline_Joachim,Harold_Ritz
Harold_Macmillan,Maurice_Macmillan
David_Lynch,Jennifer_Lynch
Edward_H._Rollins,Frank_W._Rollins
Jens_Bjørneboe,Therese_Bjørneboe
Allu_Aravind,Allu_Arjun
Kath_Day-Knight,Kim_Craig
Lehmann_Bernheimer,Otto_Bernheimer
Kay_Adams-Corleone,Anthony_Corleone
Walter_C._Alvarez,Luis_Walter_Alvarez
Deng_Xiaoping,Deng_Nan
Ben_Feleo,Johnny_Delgado
John_Young_(Hawaii),Keoni_Ana
Jules-François-Paul_Fauris_de_Saint-Vincens,Alexandre_de_Fauris_de_Saint-Vincens
Billie_Mae_Richards,Judi_Richards
"Edward_Harley,_5th_Earl_of_Oxford_and_Earl_Mortimer","Alfred_Harley,_6th_Earl_of_Oxford_and_Earl_Mortimer"
Hodding_Carter,Hodding_Carter_III
Aydın_Boysan,Haldun_Boysan
Sudhamoy_Pramanick,Diptendu_Pramanick
Meryl_Streep,Grace_Gummer
Thomas_Lincoln,Abraham_Lincoln
Dustin_Hoffman,Jake_Hoffman
Arthur_Christiansen,Michael_Christiansen
Hugh_Carey,Paul_Carey_(politician)
Grace_Bussell,Edmund_Drake-Brockman
Judith_of_Schweinfurt,Vratislaus_II_of_Bohemia
Christian_Lasson,Bokken_Lasson
Carmelita_Hinton,Joan_Hinton
Raf_Vallone,Eleonora_Vallone
Jacob_Schiff,Mortimer_L._Schiff
Salwa_Al_Katrib,Aline_Lahoud
Erica_Jong,Molly_Jong-Fast
David_Howell_(jurist),Jeremiah_B._Howell
"Sir_Richard_Wrottesley,_7th_Baronet","Sir_John_Wrottesley,_8th_Baronet"
Caroline_Kennedy,Rose_Schlossberg
Stephen_V._Harkness,Lamon_V._Harkness
April_Margera,Jess_Margera
A._Bhimsingh,B._Lenin
Gérard_Depardieu,Julie_Depardieu
Ratanji_Dadabhoy_Tata,J._R._D._Tata
O._Madhavan,Mukesh_(actor)
Shaddam_IV,Wensicia
John_Cadbury,George_Cadbury
Raquel_Welch,Tahnee_Welch
David_Jove,Lili_Haydn
John_D._Rockefeller_III,Alida_Rockefeller_Messinger
Anna_Nicole_Smith,Daniel_Wayne_Smith
Doyle_Corman,Jake_Corman
Harvey_Lembeck,Michael_Lembeck
Junius_Brutus_Booth,"Junius_Brutus_Booth,_Jr."
John_C._Breckinridge,Mary_Desha
"Charles_Gordon-Lennox,_8th_Duke_of_Richmond","Charles_Gordon-Lennox,_7th_Duke_of_Richmond"
Warren_Buffett,Howard_Graham_Buffett
Cyril_Cusack,Niamh_Cusack
Kawleikgyin_Ne_Win,Hayma_Ne_Win
John_Stuart_(clergyman),George_Okill_Stuart_(priest)
Christopher_Miner_Spencer,Percival_H._Spencer
Daniel_Waggoner,William_Thomas_Waggoner
Harold_Nicolson,Nigel_Nicolson
James_Fox,Lydia_Fox_(actress)
"Georgiana_Cavendish,_Duchess_of_Devonshire","Georgiana_Howard,_Countess_of_Carlisle"
Ava_Alice_Muriel_Astor,Ivan_Sergeyevich_Obolensky
Jack_Birney,Matt_Birney
Mitt_Romney,Tagg_Romney
Stig_Olin,Lena_Olin
Julia_Frankau,Ronald_Frankau
Alma_Moreno,Vandolph
Georg_Alexander,Georg_Richter
Alan_Hale_Sr.,Alan_Hale_Jr.
William_Henry_Vanderbilt,William_Kissam_Vanderbilt
List_of_Dune_secondary_characters,Alia_Atreides
Ethel_Kennedy,Kathleen_Kennedy_Townsend
"Juanito_Remulla,_Sr.",Juanito_Victor_Remulla
Coral_Lansbury,Malcolm_Turnbull
Peter_Griffin,Chris_Griffin
Francis_Ford_Coppola,Gian-Carlo_Coppola
Martin_Tucker_Smith,Gerard_Smith_(governor)
Bogusław_Fryderyk_Radziwiłł,Ferdynand_Radziwiłł
Dora_Mavor_Moore,Mavor_Moore
Louisa_Adams,George_Washington_Adams
Thomas_White_(Canadian_politician),Robert_Smeaton_White
Zelda_Fitzgerald,Frances_Scott_Fitzgerald
Julia_Warhola,Andy_Warhol
Karunanidhi,M._K._Muthu
George_Franklin_Barber,Charles_I._Barber
Imee_Marcos,TJ_Manotoc
Lewis_Williams_Douglas,Sharman_Douglas
Dirk_Pitt,"Dirk_Pitt,_Jr."
Theodore_Roosevelt,Alice_Roosevelt_Longworth
Fritz_Spira,Steffie_Spira
"Sir_John_Gladstone,_1st_Baronet",Robertson_Gladstone
Regina_Mills,Henry_Mills_(Once_Upon_a_Time)
Yegor_Gaidar,Maria_Gaidar
Julie_Bishop_(actress),Pamela_Susan_Shoop
David_Rockefeller,Eileen_Rockefeller_Growald
Charles_Wintour,Anna_Wintour
W._Ross_Thatcher,Colin_Thatcher
Ilona_Edelsheim-Gyulai,"István_Horthy,_Jr."
William_Francis_Ganong,"William_Francis_Ganong,_Jr."
Roger_O'Connor,Arthur_O'Connor_(United_Irishman)
Samuel_Thomas_Alexander,Wallace_M._Alexander
Christian_Troy,Liz_Cruz
J._Ernest_Wilkins_Sr.,J._Ernest_Wilkins_Jr.
Terah,Sarah
Gemma_Cuervo,Fernando_Guillén_Cuervo
Frances_Adeline_Seward,Frances_Adeline_%22Fanny%22_Seward
Eva_Henning,Fam_Ekman
William_Russell_Grace,"Joseph_Peter_Grace,_Sr."
Joanna_Clore,Martin_Dear
Mordecai_Richler,Daniel_Richler
Paul_Kanoa,Paul_P._Kanoa
Alfred_E._Woodward,Bob_Woodward
Bob_Marley,Ziggy_Marley
Gregory_Hemingway,John_Hemingway
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury","Hugh_Cecil,_1st_Baron_Quickswood"
Krit_Ratanarak,Chachchon_Ratanarak
Randolph_Churchill,Arabella_Churchill_(charity_founder)
George_Huntington_Hartford,Edward_V._Hartford
Helen_Hayes,James_MacArthur
Peter_Maule,Sir_William_Maule
Donald_Healey,Geoffrey_Healey
Aw_Boon_Haw,Sally_Aw
Alphonso_Taft,Peter_Rawson_Taft
Cato_the_Elder,Marcus_Porcius_Cato_Licinianus
Benito_Alazraki,Carlos_Alazraki
Olwen_Wymark,Jane_Wymark
Ewa_Fröling,Tilde_Fröling
Franco_Sensi,Rosella_Sensi
Clive_Palmer,Clive_Palmer
Nathan_Smith_(physician),Nathan_Ryno_Smith
William_Arnold_(settler),Benedict_Arnold_(governor)
Donald_Pritzker,Penny_Pritzker
James_Burton_(property_developer),Decimus_Burton
Mahinda_Rajapaksa,Yoshitha_Rajapaksa
Sid_Bass,Hyatt_Bass
Thurgood_Marshall,"Thurgood_Marshall,_Jr."
Chester_McNulty,Clifford_McNulty
Aung_San,Aung_San_Suu_Kyi
Samuel_Ealy_Johnson_Jr.,Lyndon_B._Johnson
Mulambwa_Santulu,Mubukwanu
Joseph_Kasa-Vubu,Justine_Kasa-Vubu
Khedouri_Zilkha,Ezra_Zilkha
Stephen_Dillane,Frank_Dillane
Madeline_Westen,Michael_Westen
Casey_Kasem,Mike_Kasem
Loke_Cheng_Kim,Loke_Wan_Tho
Agis-Léon_Ledru,Louis-Antoine-Marie_Ledru_Gaultier_de_Biauzat
Claude_Tircuy_de_Corcelle,Francisque_de_Corcelle
Stephen_R._Bradley,William_Czar_Bradley
Rajkumar_(actor),Shiva_Rajkumar
Wigglesworth_Dole,Daniel_Dole
Barbara_Henrickson,Ben_Henrickson
Jack_Suchet,John_Suchet
List_of_minor_The_X-Files_characters,List_of_minor_The_X-Files_characters
"Ernest_Simon,_1st_Baron_Simon_of_Wythenshawe","Roger_Simon,_2nd_Baron_Simon_of_Wythenshawe"
Ivor_Dent,Charles_Dent_(politician)
Rupert_Murdoch,Elizabeth_Jagger
Alistair_Cooke,John_Byrne_Cooke
Laurent_Vallon,Georges_Vallon
Anne_Bancroft,Max_Brooks
Siddique_(actor),Shaheen_Siddique
Richard_Treat,Robert_Treat
Mark_Antony,Iullus_Antonius
Kirsten_Cohen,Jimmy_Cooper_(The_O.C.)
Jolie_Gabor,Eva_Gabor
Doris_Boyd,David_Boyd_(artist)
As'ad_Pasha_al-Azm,Muhammad_Pasha_al-Azm
Murray_Dryden,Ken_Dryden
Siddharth_Kak,Antara_Kak
William_Pike_Hall_Sr.,Pike_Hall_Jr.
Vincent_Price,Victoria_Price
Abby_Mann,Aaron_Cohen_(counterterrorist)
John_Bigelow,Poultney_Bigelow
Charles_P._Kindleberger,Richard_Kindleberger
Steven_Tyler,Liv_Tyler
Svetlana_Toma,Irina_Lachina
Susanna_Wesley,Mehetabel_Wesley_Wright
Everard_Hambro,Charles_Eric_Hambro
Indira_Miri,Mrinal_Miri
Sidney_Gulick,Luther_Gulick_(social_scientist)
William_Henry_Vanderbilt,Emily_Thorn_Vanderbilt
Marlene_Dietrich,Maria_Riva
Réal_Caouette,Gilles_Caouette
Yusof_Rawa,Mujahid_Yusof_Rawa
Charles_Spurgeon,Thomas_Spurgeon
Bun_Rany,Hun_Many
Filipa_Moniz_Perestrelo,Diego_Columbus
Joan_Tisch,Steve_Tisch
John_H._MacMillan,John_Hugh_MacMillan
William_Greene_(governor),Ray_Greene_(politician)
Pilar_Bardem,Javier_Bardem
Neil_Bush,Lauren_Bush
Rosemarie_Gil,Cherie_Gil
"William_Cavendish-Bentinck,_7th_Duke_of_Portland",Lady_Anne_Cavendish-Bentinck
Peter_Hall_(director),Edward_Hall_(director)
Ryan_O'Neal,Tatum_O'Neal
Malcolm_Glazer,Joel_Glazer
Michael_P._Grace,John_Shaffer_Phipps
"William_Byron,_3rd_Baron_Byron","William_Byron,_4th_Baron_Byron"
Dominic_Holland,Tom_Holland_(actor)
John_Barlow_(veterinary_scientist),John_Henry_Barlow
Robert_Erskine_Childers,Erskine_Hamilton_Childers
Samuel_Lightfoot_Flournoy,Samuel_Lightfoot_Flournoy_(West_Virginia_lawyer)
Hero_Ibrahim_Ahmed,Qubad_Talabani
Else_Fisher,Lena_Bergman
David_Crombie,Jonathan_Crombie
Charles_Edward_Bandaranaike_Corea,Charles_Edgar_Corea
Siti_Hartinah,Tommy_Suharto
Bob_Menendez,Alicia_Menendez
Martin_Hellberg,Yigal_Tumarkin
Abel_Meeropol,Robert_Meeropol
Frederick_Dent_Grant,Ulysses_S._Grant_III
William_G._Angel,William_P._Angel
Mario_Salvadori,Michael_Kazin
Pompey,Sextus_Pompey
John_D._Rockefeller_Jr.,John_D._Rockefeller_III
Barry_Otto,Gracie_Otto
William_J._Bell,Lauralee_Bell
Helena_Kalokuokamaile_Wilcox,Owana_Salazar
Bernice_Layne_Brown,Kathleen_Brown
John_Tjaarda,Tom_Tjaarda
Yolanda_Hadid,Gigi_Hadid
Alfred_Gwynne_Vanderbilt_I,William_Henry_Vanderbilt_III
Lloyd_Bochner,Hart_Bochner
Paul_Dodge,Alex_Dodge
Natalya_Kaspersky,Ivan_Kaspersky
Luis_Sáenz_Peña,Roque_Sáenz_Peña
Harry_Kendall_Thaw,Russell_William_Thaw
Leopold_de_Rothschild,Anthony_Gustav_de_Rothschild
B._H._Liddell_Hart,Adrian_Liddell_Hart
Frank_L._Roberts,Mary_Wendy_Roberts
Zbigniew_Tęczyński,Andrzej_Tęczyński
Arthur_Dignam,Nicholas_Gledhill
Dorothea_Jordan,"Sophia_Sidney,_Baroness_De_L'Isle_and_Dudley"
Ibrahim_Tuqan,Ja'afar_Tuqan
Richard_D._Obenshain,Mark_Obenshain
Edward_Fitzwilliam,Edward_Francis_Fitzwilliam
Abigail_Campbell_Kawānanakoa,David_Kalākaua_Kawānanakoa
Grantland_Rice,Florence_Rice
Roy_Innis,Niger_Innis
Daniel_Frank_Gerber,Sally_Gerber
Tommy_Chong,Rae_Dawn_Chong
Kerry_Packer,James_Packer
Sydney_Samuelson,Peter_Samuelson
Sheila_Dikshit,Sandeep_Dikshit
Ruth_Bader_Ginsburg,Jane_Ginsburg
Ariel_(Disney_character),List_of_Disney's_The_Little_Mermaid_characters
John_Hays_Hammond,Richard_Pindle_Hammond
Leo_McKern,Abigail_McKern
Frank_G._Carpenter,Frances_Carpenter
Joanna_Cannan,Denis_Cannan
Karin_Stoltenberg,Nini_Stoltenberg
"James_Hamilton,_1st_Duke_of_Hamilton","Anne_Hamilton,_3rd_Duchess_of_Hamilton"
Gabriel_García_Márquez,Rodrigo_García_(director)
"Katherine_Villiers,_Duchess_of_Buckingham","George_Villiers,_2nd_Duke_of_Buckingham"
Ajoy_Roy,Avijit_Roy
Antonio_Aguilar,Pepe_Aguilar
Joanna_Moore,Griffin_O'Neal
Eric_Thompson,Sophie_Thompson
Betty_Ford,Michael_Gerald_Ford
Kevin_Newman_(politician),Campbell_Newman
Alfonso_López_Pumarejo,Alfonso_López_Michelsen
Betty_DeGeneres,Ellen_DeGeneres
Howard_Phillips_(politician),Doug_Phillips
"William_Lever,_1st_Viscount_Leverhulme","William_Lever,_2nd_Viscount_Leverhulme"
Steve_Ashton,Niki_Ashton
Solly_Sachs,Albie_Sachs
Thomas_Hawksley,Charles_Hawksley
Seán_O'Casey,Breon_O'Casey
Dennis_Cross,Randy_Cross
James_Madison,John_Payne_Todd
Daniel_Auteuil,Aurore_Auteuil
Thomas_Arnold,Matthew_Arnold
Carlos_Slim,Carlos_Slim_Domit
Zhang_Bojun,Zhang_Yihe
T._M._A._Pai,Ramdas_Pai
James_Larkin,Denis_Larkin
Isaac_Cruikshank,George_Cruikshank
Princess_Irulan,Leto_II_Atreides
Gwynne_Shipman,Nina_Shipman
Richard_Asher,Peter_Asher
Dhritarashtra,Duryodhana
William_More_(died_1600),George_More
Kim_Hyong-jik,Kim_Il-sung
Taher_Saifuddin,Khuzaima_Qutbuddin
Sarah_Connor_(Terminator),John_Connor
S._W._R._D._Bandaranaike,Chandrika_Kumaratunga
Jay_Gould,George_Jay_Gould_I
Balaji_Baji_Rao,Madhavrao_I
John_Hervey_Crozier,Lizzie_Crozier_French
Arthur_Penn,Matthew_Penn
Iqbal_Durrani,Mashaal_Durrani
Walter_Haefner,Eva_Maria_Bucher-Haefner
Herman_Maisel,Ivan_Maisel
"George_W._Storter,_Jr.",Neal_Storter
Irene_Tedrow,Enid_Kent
Erik_Bergman_(Lutheran_minister),Ingmar_Bergman
Herbert_Haviland_Field,Noel_Field
"John_Marmion,_3rd_Baron_Marmion_of_Winteringham","John_Marmion,_4th_Baron_Marmion_of_Winteringham"
"Melusine_von_der_Schulenburg,_Duchess_of_Kendal","Melusina_von_der_Schulenburg,_Countess_of_Walsingham"
Hugh_Hefner,Christie_Hefner
Sylvia_Pasquel,Stephanie_Salas
Hugh_Horner,Doug_Horner
James_Cellan_Jones,Simon_Cellan_Jones
Mary_Bankes,Ralph_Bankes
Mary_Mead,Matt_Mead
Taher_Saifuddin,Mohammed_Burhanuddin
Cris_Morena,Tomás_Yankelevich
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",Lord_Edward_Cecil
Juan_Montseny_Carret,Federica_Montseny
Barry_Foster_(actor),Joanna_Foster
Jonathan_Trumbull,Jonathan_Trumbull_Jr.
Pranab_Mukherjee,Abhijit_Mukherjee
Ferdynand_Radziwiłł,Michał_Radziwiłł_Rudy
Francis_Scott_Key,John_Ross_Key
Carl_David_af_Wirsén,Einar_af_Wirsén
Yllka_Mujo,"Elia,_Crown_Princess_of_Albania"
Mandhatri,Ambarisha
Balraj_Sahni,Parikshit_Sahni
Robert_Kardashian,Kim_Kardashian
Robert_A._Schwartz,Edmund_Janniger
Naomi_Foner_Gyllenhaal,Maggie_Gyllenhaal
Sylvia_Syms,Beatie_Edney
Bjørnstjerne_Bjørnson,Erling_Bjørnson
Shiv_Nadar,Roshni_Nadar
Nejat_Eczacıbaşı,Bülent_Eczacıbaşı
Lila_Mayoral_Wirshing,Juan_Eugenio_Hernández_Mayoral
William_Carey_(courtier),Catherine_Carey
Anne_Buydens,Eric_Douglas
P._Subbarayan,Parvathi_Krishnan
Šurhaci,Jirgalang
Christopher_Wordsworth_(Trinity),Charles_Wordsworth
Mary_Ure,Ian_Shaw_(actor)
Randolph_Apperson_Hearst,Anne_Hearst
Ralph_Fitzherbert,Anthony_Fitzherbert
Alma_Moreno,Wynwyn_Marquez
Dana_Scully,List_of_minor_The_X-Files_characters
Gloria_Macapagal_Arroyo,Mikey_Arroyo
Katharine_Sergeant_Angell_White,Joel_White
Mehli_Mehta,Zubin_Mehta
Birger_Jarl,Magnus_III_of_Sweden
Suresh_Oberoi,Vivek_Oberoi
Clementine_Churchill,Randolph_Churchill
Qian_Kuan,Qian_Liu
George_Huntington_Hartford,George_Ludlum_Hartford
Maureen_O'Sullivan,Patrick_Villiers_Farrow
Steve_McQueen,Chad_McQueen
Anna_Maria_Villani_Scicolone,Alessandra_Mussolini
Sartain_Lanier,J._Hicks_Lanier
Derwent_Coleridge,Ernest_Hartley_Coleridge
Bjørnstjerne_Bjørnson,Bjørn_Bjørnson
Dolley_Madison,John_Payne_Todd
Ernest_Nathan_Morial,Marc_Morial
Letitia_Stevenson,Lewis_Stevenson_(politician)
Alphonso_Taft,Charles_Phelps_Taft
Benjamin_Day_(publisher),"Benjamin_Henry_Day,_Jr."
Lammot_du_Pont_I,Irénée_du_Pont
Hugo_Jinkis,Mariano_Jinkis
Sven_Wollter,Karl_Seldahl
Chuck_Heaton,Patricia_Heaton
Cheng_Shewo,Cheng_Siwei
Charles_Jennings_(journalist),Peter_Jennings
George_E._de_Silva,Fredrick_de_Silva
Eric_Harrison_(Australian_soldier),Brian_Harrison_(Conservative_politician)
Lester_Crown,Susan_Crown
Li_Ka-shing,Victor_Li_Tzar-kuoi
Gregg_Allman,Devon_Allman
Özker_Yaşın,Neşe_Yaşın
Léopold_Louis-Dreyfus,Robert_Louis-Dreyfus
Claude_Frollo,Quasimodo
Portus_Baxter,Jedediah_Hyde_Baxter
William_Mitchell_(politician),Walter_George_Mitchell
"Caroline_Fox,_1st_Baroness_Holland",Henry_Edward_Fox
Shelby_Cullom_Davis,Shelby_Davis
Herbert_Putnam,Brenda_Putnam
Vehbi_Koç,Rahmi_Koç
Cornelius_Gurlitt_(art_historian),Wilibald_Gurlitt
Rip_Torn,Angelica_Page
William_Dodd_(ambassador),"William_E._Dodd,_Jr."
Alberto_Fujimori,Kenji_Fujimori
Martyn_Lewis,Sylvie_Lewis
Sybille_de_Selys_Longchamps,Delphine_Boël
Mathilde_Danegger,Karin_Lesch
Dixie_L._Leavitt,Mike_Leavitt
Mark_Fiennes,Ralph_Fiennes
Yang_Yanzhao,Yang_Wenguang
Charles_Dickens,Edward_Dickens
Leónidas_Plaza,Galo_Plaza
Kamal_Jumblatt,Walid_Jumblatt
Charles_Fleetford_Sise,Edward_Fleetford_Sise
Jan_Nisar_Akhtar,Javed_Akhtar
Hank_Voight,Erin_Lindsay
Nursultan_Nazarbayev,Dariga_Nazarbayeva
Ramkumar_Ganesan,Shivaji_Dev
Minamoto_no_Yoritomo,Minamoto_no_Sanetomo
"George_Calvert,_1st_Baron_Baltimore","Cecil_Calvert,_2nd_Baron_Baltimore"
John_Mathews_(Augusta_County),Sampson_Mathews
Hun_Sen,Hun_Many
Robert_Baratheon,Joffrey_Baratheon
Arlene_Dahl,Lorenzo_Lamas
Elisabeth_von_Rapperswil,Wernher_von_Homberg
Hugo_Stenbeck,Margaretha_af_Ugglas
Charles_Robert_Sherman,Charles_Taylor_Sherman
Gerald_Ford,Susan_Ford
Lady_Annabel_Goldsmith,Robin_Birley_(businessman)
Isaac_Oluwole,Isaac_Ladipo_Oluwole
Jackie_Shroff,Tiger_Shroff
Carlo_Wieth,Mogens_Wieth
John_Morrow_Godfrey,John_Godfrey
Glen_D._Johnson,"Glen_D._Johnson,_Jr."
Robert_F._Kennedy,Rory_Kennedy
Curtis_Hertel,Curtis_Hertel_Jr.
Preston_Robert_Tisch,Jonathan_Tisch
Michael_Stoschek,Julia_Stoschek
Jean_Kennedy_Smith,Stephen_Edward_Smith
Linda_Miller_(actress),Jason_Patric
Yakov_Dzhugashvili,Galina_Dzhugashvili
Robert_Hay_Drummond,Edward_Hay-Drummond
"Frederick_Stanley,_16th_Earl_of_Derby",Arthur_Stanley_(politician)
Fauzia_Yasmin,Reenat_Fauzia
Hilton_Cheong-Leen,Flora_Cheong-Leen
L._Ron_Hubbard,Quentin_Hubbard
Kim_Anderzon,Tintin_Anderzon
Lester_B._Pearson,Geoffrey_Pearson
Daniel_Ducruet,Pauline_Ducruet
Fletcher_Christian,Thursday_October_Christian_I
William_Rice_(1788),William_Rice_(Methodist_minister)
Jock_Mahoney,Sally_Field
Antonio_Borja_Won_Pat,Judith_Won_Pat
Phil_Knight,Travis_Knight_(animator)
Robert_FitzRoy,Robert_O'Brien_FitzRoy
Patricia_Neal,Lucy_Dahl
"Hubert_de_Burgh,_1st_Earl_of_Kent","Margaret_of_Scotland,_Countess_of_Kent"
Inger_Louise_Valle,Jan_Grund
Tokugawa_Ieyasu,Yūki_Hideyasu
Nydia_Quintero_Turbay,Julio_César_Turbay_Quintero
Ben_Horne,Donna_Hayward
Matilda_Joslyn_Gage,Maud_Gage_Baum
Arthur_Marshall_(politician),Dixie_Marshall
Severyn_Ashkenazy,Sev_Aszkenazy
Ted_Ray_(comedian),Andrew_Ray
Lincoln_Kilpatrick,Erik_Kilpatrick
Jake_Froese,Tom_Froese
Karl_Paul_Kristian_Gylche,Preben_Gylche
Horst_Schüler-Springorum,Stefanie_Schüler-Springorum
Nargis,Sanjay_Dutt
"John_Savage,_2nd_Earl_Rivers","Thomas_Savage,_3rd_Earl_Rivers"
Origen_S._Seymour,Edward_Woodruff_Seymour
William_Dyer_(settler),William_Hutchinson_(Rhode_Island)
Joseph_Byron,Percy_Claude_Byron
Muzaffar_Ali,Shaad_Ali
Alexander_St._Clair-Abrams,Alfred_St._Clair-Abrams
Hugo_Wolfram,Stephen_Wolfram
C._Y._O'Connor,Kathleen_O'Connor_(painter)
Ali_al-Hadi,Muhammad_ibn_Ali_al-Hadi
Rakesh_Roshan,Hrithik_Roshan
Adi_Godrej,Pirojsha_Adi_Godrej
Francis_Carr_(District_of_Maine_politician),James_Carr_(Massachusetts_politician)
Bryan_Lourd,Billie_Lourd
Bill_Blaikie,Rebecca_Blaikie
Joan_Burton_(Army_Wives),Roland_Burton
Elvera_Sanchez,Sammy_Davis_Jr.
Hannah_Van_Buren,John_Van_Buren
"William_Slim,_1st_Viscount_Slim","John_Slim,_2nd_Viscount_Slim"
"George_Hamilton-Gordon,_5th_Earl_of_Aberdeen","John_Hamilton-Gordon,_1st_Marquess_of_Aberdeen_and_Temair"
Hüsnü_Özyeğin,Murat_Ozyegin
Anna_M._Harkness,Edward_Harkness
Johanna_Quandt,Susanne_Klatten
George_Mason_III,Thomson_Mason
Elizabeth_Sarancheva,Mikhail_Tereshchenko
John_Winchester_(Supernatural),Dean_Winchester
Rick_Grimes,Carl_Grimes
Anirul,Wensicia
Arthur_Wirtz,Bill_Wirtz
Anand_Babu,Gajesh
Susana_López_Navia,Pedro_Felipe_Valencia_López
"Frances_Vane,_Marchioness_of_Londonderry",Lord_Adolphus_Vane-Tempest
Conn_Smythe,Stafford_Smythe
Thomas_Lincoln,Sarah_Lincoln_Grigsby
Robert_K._Merton,Robert_C._Merton
Leonard_Shoen,Mark_Shoen
Charles_Kerruish,Clare_Christian
"Julia,_Lady_Inglis",Alfred_Inglis
Johan_Castberg,Torgrim_Castberg
Theodore_Roosevelt_Sr.,Elliott_Bulloch_Roosevelt
Jacob_Ager_Laurantzon,Trygve_Dehli_Laurantzon
Hans_Rausing,Sigrid_Rausing
Marcin_Zborowski,Jan_Zborowski
Zaki_Badr,Ahmed_Zaki_Badreldin
Marcello_Mastroianni,Chiara_Mastroianni
Asif_Ali_Zardari,Bilawal_Bhutto_Zardari
Howard_Edward_Butt_Sr.,Charles_Butt
"Laurence_Hyde,_1st_Earl_of_Rochester","Henry_Hyde,_4th_Earl_of_Clarendon"
Helen_Vela,Princess_Punzalan
Thiagarajan,Prashanth_(actor)
Christian_Shephard,Claire_Littleton
Richard_Pankhurst,Adela_Pankhurst
T._Madhava_Rao,T._Ananda_Rao
Sibyl_Hathaway,Francis_William_Beaumont
Charles_Abel_Buffum,Dorothy_Buffum_Chandler
Max_Ophüls,Marcel_Ophüls
Georgiana_Drew,Lionel_Barrymore
"Georgiana_Cavendish,_Duchess_of_Devonshire","Harriet_Leveson-Gower,_Countess_Granville"
Bill_Henrickson,Sarah_Henrickson
Gilbert_Peterson,Charles_Gilbert_Peterson
Nancy_Morgan,Jason_Ritter
Sheila_Sim,Michael_Attenborough
Jesús_Silva_Herzog,Jesús_Silva_Herzog_Flores
Simon_von_Lämel,Elise_Herz
Antonio_Fargas,Justin_Fargas
Deepak_Chopra,Gotham_Chopra
Henry_M._Hoyt,Helen_Hoyt
Adel_Abdel_Bari,Abdel-Majed_Abdel_Bary
Chuck_Strahl,Mark_Strahl
Liang_Sicheng,Liang_Congjie
Madhav_Singh_Solanki,Bharatsinh_Madhavsinh_Solanki
Daniel_Kellogg_(settler),Samuel_Kellogg
Neoptolemus_I_of_Epirus,Olympias
Robert_C._Culpepper,William_A._Culpepper
Richard_J._Daley,Richard_M._Daley
Patrick_Brontë,Charlotte_Brontë
Max_Müller,Wilhelm_Max_Müller
Rose_Porteous,William_Porteous
Pál_Harrer,Ferenc_Harrer
Fritz_Mannheimer,Annette_de_la_Renta
Harald_Ulrik_Sverdrup_(politician),Georg_Sverdrup_(theologian)
Franklin_Graham,Will_Graham_(evangelist)
Seymour_Durst,Douglas_Durst
Édouard_Alphonse_James_de_Rothschild,Jacqueline_Piatigorsky
Elijah_Clarke,John_Clark_(Georgia_governor)
"Fred_Chaney,_Sr.",John_Chaney_(judge)
Charles_Carnan_Ridgely,Eliza_Ridgely
Pope_Alexander_VI,Gioffre_Borgia
Fernand_Crémieux,Suzanne_Crémieux
Yōko_Nogiwa,Juri_Manase
George_N._Briggs,Henry_Shaw_Briggs
Bill_Clinton,Chelsea_Clinton
Hugh_McManners,Joseph_McManners
Grover_Cleveland,Esther_Cleveland
Salvador_Allende,Beatriz_Allende
Horace_Freeland_Judson,Olivia_Judson
"Edvard_Bull,_Sr.","Edvard_Bull,_Jr."
Aristotle_Onassis,Caroline_Kennedy
