Henry_Hadaway,Marvin_Gaye
Bharata_(Ramayana),Mandavi
Martha_Washington,George_Washington
Ian_Watmore,Francis_Maude
Gordon_Gray_(politician),William_C._Friday
"John_Digby,_3rd_Earl_of_Bristol","Charles_Paulet,_2nd_Duke_of_Bolton"
P._S._Kumaraswamy_Raja,Jawaharlal_Nehru
Jane_Fonda,Richard_Perry
She_Saihua,Yang_Ye
Warren_Entsch,Malcolm_Turnbull
François_Mitterrand,Michel_Rocard
Shimon_Peres,Ezer_Weizman
Isaac_in_Islam,Sarah
"Herbert_Samuel,_1st_Viscount_Samuel","Robert_Crewe-Milnes,_1st_Marquess_of_Crewe"
Adrian_Swire,John_Kidston_Swire
Robert_McNamara,Lyndon_B._Johnson
"Edward_Lascelles,_1st_Earl_of_Harewood",Daniel_Lascelles_(1714–1784)
Queen_Saleha_of_Brunei,Hassanal_Bolkiah
Monty_Hall,Billy_Bush
Julie_Andrews,Blake_Edwards
Josephine_L._Staton,Barack_Obama
Lyndon_B._Johnson,Robert_Coldwell_Wood
George_de_Mohrenschildt,John_F._Kennedy
Dwight_D._Eisenhower,John_F._Kennedy
Olin_D._Johnston,Ransome_Judson_Williams
Andy_Rooney,E._B._White
Joseph_Stalin,Vyacheslav_Molotov
Su_Tseng-chang,Ker_Chien-ming
Claudia_Ann_Wilken,Bill_Clinton
Tarun_Gogoi,Syed_Sibtey_Razi
Goddard_Lieberson,Clive_Davis
Stéphane_Mallarmé,Edgar_Allan_Poe
Verne_Orr,Ronald_Reagan
Diane_Wood,Bill_Clinton
"Mildmay_Fane,_2nd_Earl_of_Westmorland",Laurence_Whitaker
Connie_Mack_III,Bill_Nelson
Qasim_ibn_Muhammad,Muhammad
Victoria_Grayson,Mike_Kelley_(writer)
John_Adams,Timothy_Pickering
Luc_Harvey,Roger_Clavet
Hans_Kristian_Seip,Karl_Seip
John_Scott_(representative),John_Mitchell_(Pennsylvania)
Kim_Jong-un,Ri_Yong-ho
Raymond_Tshibanda,Joseph_Kabila
Thomas_E._McNamara,Ronald_Reagan
Ken_Starr,Ronald_Reagan
Peter_Arrell_Brown_Widener,George_D._Widener_Jr.
Moon_Landrieu,J._Marshall_Brown
Robert_Spottiswood,"William_Hamilton,_2nd_Duke_of_Hamilton"
Howard_Eisenberg,Arlene_Eisenberg
Charles_Clark_(judge),Richard_Nixon
Lurline_Matson_Roth,William_Matson
Robert_F._Rossiter_Jr.,Barack_Obama
Margaret_I._Cuomo,Chris_Cuomo
Adolf_von_Harnack,Carl_Gustav_Axel_Harnack
Louis_Fles,Adolf_Hitler
Newton_Steers,Michael_D._Barnes
Kate_Brophy_McGee,Adam_Driggs
Antonia_Novello,Bill_Clinton
David_Rockefeller,Willard_C._Butcher
Jesse_Robredo,Benigno_Aquino_III
Daniel_Hoyt,John_Marvin_(Connecticut_politician)
"Charles_Paulet,_1st_Duke_of_Bolton","Heneage_Finch,_1st_Earl_of_Nottingham"
William_G._Angel,Reuben_Whallon
Joseph_Jekyll,"Harry_Powlett,_4th_Duke_of_Bolton"
Marietta_Peabody_Tree,Desmond_Fitzgerald_(CIA_officer)
Michael_Chertoff,George_W._Bush
James_Dew_Chaplin,Norman_Lockhart
James_Monroe,George_Washington
E._Brooke_Lee,Blair_Lee_I
Loudon_Wainwright_Jr.,A._Loudon_Snowden
Pete_(Disney),Will_Ryan
Orson_Welles,Rita_Hayworth
Preneet_Kaur,Dharamvir_Gandhi
Benjamin_Franklin,John_Adams
Matthew_Griswold_(governor),Samuel_Huntington_(statesman)
Bruce_Heyman,Barack_Obama
George_Bryan_Porter,Lewis_Cass
William_McIntosh,Alexander_McGillivray
"James_Waldegrave,_2nd_Earl_Waldegrave","James_Waldegrave,_1st_Earl_Waldegrave"
Walter_Forward,John_Tyler
Juanita_M._Kreps,Jimmy_Carter
"Sir_George_Elliot,_1st_Baronet","Sir_Hedworth_Williamson,_8th_Baronet"
Ewart_John_Arlington_Harnum,Roland_Michener
Charles_Pasqua,Pierre_Joxe
Elin_Suleymanov,Ilham_Aliyev
Michael_Chertoff,George_W._Bush
Julius_Caesar_(judge),Dudley_Digges
Josiah_Patterson,Edward_W._Carmack
Birger_Jarl,Ingeborg_Eriksdotter_of_Sweden
Janet_T._Neff,George_W._Bush
Brian_Mulroney,Pierre_Trudeau
Matthew_Oram,Sidney_Holland
Lindy_Boggs,George_W._Bush
"Sir_Robert_Long,_1st_Baronet",Robert_Howard_(playwright)
Alan_Tracy,Virgil_Tracy
Arthur_Merric_Boyd,Guy_Boyd_(sculptor)
Peter_Leon,Stephen_Holyday
Mahathir_Mohamad,Siti_Hasmah_Mohamad_Ali
John_Y._Mason,George_Bancroft
Satyapal_Singh,Ajit_Singh_(politician)
Akshaye_Khanna,Rahul_Khanna
Earl_Miller_(bodyguard),Eleanor_Roosevelt
Jesús_Hernández_Tomás,Federica_Montseny
Catherine_Dickens,Charles_Dickens
John_C._Breckinridge,John_J._Crittenden
William_Short_(American_ambassador),Thomas_Jefferson
Carlton_W._Reeves,Barack_Obama
Kim_Il-sung,Ho_Ka-i
Ryan_Atwood,Seth_Cohen
Ferdinand_Marcos,Diosdado_Macapagal
Pacencia_Laurel,José_P._Laurel
Éamon_de_Valera,Erskine_Hamilton_Childers
Stephanie_McMahon,Shane_McMahon
Charles_Haughey,Albert_Reynolds
Luis_Miguel_Dominguín,Lucia_Bosè
Mario_Cuomo,Hugh_Carey
Andrew_Messenger,John_Belding
Iron_Jacket,Quanah_Parker
Bayard_Veiller,Margaret_Wycherly
Matthew_Mead_(politician),Stephen_St._John
A._Vernon_Weaver,Bill_Clinton
Daniel_O'Connell,"Sir_Richard_Musgrave,_3rd_Baronet,_of_Tourin"
Kasun_Kalhara,Indrachapa_Liyanage
Farah_Khan,Farhan_Akhtar
Theodore_Lyman_(Massachusetts),William_W._Rice
Ghulam_Mustafa_Khar,Tehmina_Durrani
Stevie_Salas,Mick_Jagger
Shobha_Kapoor,Tusshar_Kapoor
Maumoon_Abdul_Gayoom,Ibrahim_Nasir
Robert_Stafford,Quentin_N._Burdick
"Alice_Spencer,_Countess_of_Derby","Thomas_Egerton,_1st_Viscount_Brackley"
"Francis_Fane,_1st_Earl_of_Westmorland",George_Fane_(of_Burston)
Katarzyna_Eugenia_Skumin_Tyszkiewicz,Aleksander_Ludwik_Radziwiłł
Robbie_Waterhouse,Bill_Waterhouse
Benjamin_Bronfman,Hannah_Bronfman
Ridley_Scott,Tony_Scott
Donald_J._McConnell,George_W._Bush
Winnie_Ewing,"Gordon_Campbell,_Baron_Campbell_of_Croy"
Samuel_Hayes_(settler),Andrew_Messenger
Li_Peng,Jiang_Zemin
Robert_Ng,Yeoh_Ghim_Seng
Clint_Eastwood,Dina_Eastwood
John_Wesley_Hunt,Thomas_Hunt_Morgan
Joseph_Clay_Stiles_Blackburn,William_Campbell_Preston_Breckinridge
"Hariot_Hamilton-Temple-Blackwood,_Marchioness_of_Dufferin_and_Ava","Frederick_Hamilton-Temple-Blackwood,_1st_Marquess_of_Dufferin_and_Ava"
Sybil_Christopher,Richard_Burton
Zulfikar_Ali_Bhutto,Syed_Sharifuddin_Pirzada
Aung_San_Suu_Kyi,Htin_Kyaw
Charles_B._Kornmann,Bill_Clinton
Lachlan_Bronneach_Maclean,"Alexander_Stewart,_Earl_of_Mar"
John_Gregory_(settler),John_Platt_(settler)
William_Wilde,Jane_Wilde
William_Cortenus_Schenck,John_Paul_(pioneer)
David_Rokeach,Aretha_Franklin
Dasharatha,Aja_(Hindu_mythology)
William_P._Fessenden,James_Pearce
Daniel_O'Connell,George_Alexander_Hamilton
Robert_M._Morgenthau,W._Averell_Harriman
P._Shanmugam,Rajiv_Gandhi
Phil_Cates,"Malouf_Abraham,_Sr."
Madhav_Singh_Solanki,Amarsinh_Chaudhary
Morris_Lottinger_Sr.,Lorris_M._Wimberly
Dasharatha,Aja_(Hindu_mythology)
David_Poe_Jr.,Eliza_Poe
Henry_E._Petersen,Richard_Nixon
"Robert_Grosvenor,_1st_Marquess_of_Westminster",Thomas_Grosvenor_(British_Army_officer)
Rip_Taylor,Mickey_Rooney
James_Barbour_(lawyer),John_S._Barbour
Martin_Sheen,Janet_Sheen
Francis_Bell_(New_Zealand_politician),Gordon_Coates
John_M._Walker_Jr.,Ronald_Reagan
Connie_Mack_III,Lawton_Chiles
Princess_Fahrelnissa_Zeid,Prince_Zeid_bin_Hussein
C._P._Ramaswami_Iyer,S._Srinivasa_Iyengar
Trygve_Bratteli,Lars_Leiro
John_Alexander_Douglas_McCurdy,Alistair_Fraser
Clifton_Truman_Daniel,Margaret_Truman
Jane_Branstetter_Stranch,Barack_Obama
John_William_Noell,John_Guier_Scott
Kermit_Roosevelt_Jr.,Kermit_Roosevelt
Chiang_Ching-kuo,Huang_Chieh
Julia_Smith_Gibbons,George_W._Bush
Kamal_Kharazi,Ali_Jannati
Robert_Coover,Jonathan_Lethem
Timothy_Sheehy_(ice_hockey),Ken_Dryden
Desmond_Hume,Penny_Widmore
David_Hamilton_(judge),Bill_Clinton
Maria_Otero,Barack_Obama
John_Cummins_Edwards,John_Jameson_(politician)
Carlos_Eduardo_Mendoza,Barack_Obama
Thomas_Berridge,Alfred_Lyttelton
Bernardo_Mattarella,Giuseppe_Pella
Sandy_Cohen,Peter_Gallagher
"Kingdon_Gould,_Sr.",George_Jay_Gould_I
Ashtar_Ausaf_Ali,Nawaz_Sharif
Isobel_Coleman,Barack_Obama
Harold_Baer_Jr.,Bill_Clinton
Joseph_Kasa-Vubu,Joseph_Iléo
Suzy_Amis_Cameron,Sam_Robards
Gonzalo_P._Curiel,Barack_Obama
Brandon_Grove,Ronald_Reagan
Robert_F._Wagner_Jr.,John_P._Morrissey
Jaywon,Dr_SID
Henry_A._Wallace,Franklin_D._Roosevelt
Grenville_Lindall_Winthrop,Beekman_Winthrop
William_Stafford_(courtier),Mary_Boleyn
Maryam_Monsef,Justin_Trudeau
Paul_Tagliabue,Roger_Goodell
John_Tyler,Richard_Mentor_Johnson
William_Fox_(politician),Alfred_Domett
Dorothy_Payne_Whitney,Leonard_Knight_Elmhirst
Ramfis_Domínguez-Trujillo,Luis_Abinader
Robert_L._Caruthers,John_Bell_(Tennessee_politician)
"Charles_Paulet,_2nd_Duke_of_Bolton",John_Richmond_Webb
Tataka,Sumali
John_Marvin_(Connecticut_politician),Joseph_Platt
Zulfikar_Ali_Bhutto,Nurul_Amin
Lucy_Hayes,Rutherford_B._Hayes
Kathleen_A._Doherty,Barack_Obama
Devdas_Gandhi,C._R._Narasimhan
Alexander_Stockton_Cussons,Alexander_Tom_Cussons
Brookins_Campbell,Andrew_Johnson
Brian_Lenihan_Jnr,Brian_Cowen
Joan_Fontaine,Olivia_de_Havilland
Paula_Patton,Robin_Thicke
Roscoe_H._Hillenkoetter,Harry_S._Truman
Henry_Perrine_Baldwin,Dwight_Baldwin_(missionary)
Ulysses_S._Grant_presidential_administration_scandals,Rutherford_B._Hayes
Everard_Hambro,Carl_Joachim_Hambro_(banker)
P._Subbarayan,Radhabai_Subbarayan
Jocelyn_Burdick,Quentin_N._Burdick
Anne_Tompkins,Barack_Obama
Carrie_Ingalls,Mary_Ingalls
Jack_Ferguson,Clarrie_Earl
Daniel_O'Connell,Joseph_Hume
Taj_al-Din_al-Hasani,Ata_al-Ayyubi
Benjamin_Franklin,Arthur_Lee_(diplomat)
Javed_Sheikh,Saleem_Sheikh
Francis_A._Sullivan__Francis_A._Sullivan__1,Avery_Dulles
"Laurence_Hyde,_1st_Earl_of_Rochester",Charles_II_of_England
Laura_Devon,Maurice_Jarre
John_F._Kennedy,Anthony_J._Celebrezze
Corazon_Aquino,Salvador_Laurel
Indira_Gandhi,R._Venkataraman
John_S._Herrington,Ronald_Reagan
"Frederick_Stanley,_16th_Earl_of_Derby","Michael_Hicks_Beach,_1st_Earl_St_Aldwyn"
Benedict_Swingate_Calvert,Henry_Harford
Paul_Bremer,Ronald_Reagan
William_Howard_Taft,Charles_H._Aldrich
"Henry_Lascelles,_6th_Earl_of_Harewood","Prince_George,_Duke_of_Kent"
Marco_A._Hernandez,Barack_Obama
Nita_Hutter,Paul_Hollis
Timothy_Pickering,George_Washington
Nursultan_Nazarbayev,Nurlan_Balgimbayev
Maud_Gage_Baum,Matilda_Joslyn_Gage
Cathy_Bissoon,Barack_Obama
Henry_Brown_Floyd_MacFarland,Theodore_Roosevelt
Tywin_Lannister,Charles_Dance
James_Lockwood_(Connecticut_politician),Samuel_Comstock
Malaika_Arora_Khan,Arbaaz_Khan_(Indian_actor)
Rob_Kardashian,Kendall_Jenner
Daniel_O'Connell,William_Nugent_Macnamara
Sydney_Arthur_Fisher,George_Harold_Baker
Charles_de_Hovyne,Charles_II_of_Spain
Otto_von_Bismarck,Johanna_von_Puttkamer
Jimmy_Carter,James_Earl_Carter_Sr.
Benjamin_Constant,Germaine_de_Staël
Ellen_Moran,Barack_Obama
John_Toohey_(judge),Bob_Hawke
Thomas_Jefferson,Robert_Smith_(Cabinet_member)
Lambert_Simnel,Henry_VII_of_England
John_Platt_(settler),John_Gregory_(settler)
Barbara_L._McQuade,Barack_Obama
Carmela_Corleone,Vincent_Corleone
Robert_de_Lasteyrie,Ferdinand_de_Lasteyrie
Hannah_Milhous_Nixon,Jennie_Eisenhower
"George_Calvert,_1st_Baron_Baltimore",George_Upton_(died_1609)
John_Foster_Dulles,Dwight_D._Eisenhower
Michael_J._Astrue,George_W._Bush
Samba_(Krishna's_son),Lakshmanaa
Michelle_Obama,Barack_Obama
"Henry_Selwin-Ibbetson,_1st_Baron_Rookwood","Frederick_Stanley,_16th_Earl_of_Derby"
Gertrude_Himmelfarb,Milton_Himmelfarb
Juba_II,Cleopatra_Selene_II
Vladimir_Nabokov,Marcel_Proust
William_Beckett_(MP),Matthew_Talbot_Baines
Jenny_von_Westphalen,Ludwig_von_Westphalen
List_of_Disney's_Cinderella_characters,Helena_Bonham_Carter
Perez_Morton,James_T._Austin
Elizur_Goodrich,John_Allen_(Connecticut)
Deborah_Batts,Bill_Clinton
Simon_Crean,Bob_Hawke
John_D._Watkins,A._B._George
Robert_Evans,Phyllis_George
Freddie_Fields,Edith_Fellows
Gil_Duthie,Allan_Guy
William_J._Bell,Pat_Falken_Smith
"Robert_Grosvenor,_5th_Duke_of_Westminster","Viola_Grosvenor,_Duchess_of_Westminster"
"Francis_Fane,_1st_Earl_of_Westmorland",Laurence_Whitaker
Levi_Lincoln_Jr.,Marcus_Morton
Nancy_Reagan,Ronald_Reagan
Linda_Vivienne_Parker,Barack_Obama
"Arthur_Wellesley,_1st_Duke_of_Wellington","Sir_Charles_Talbot,_2nd_Baronet"
Edmund_Burke,Matthew_Arnold
Raina_Fehl,Erich_Fritz_Schweinburg
R._Harmon_Drew_Sr.,Charles_Wheaton_Elam
"Charles_Paget,_6th_Marquess_of_Anglesey","Henry_Paget,_5th_Marquess_of_Anglesey"
Herbert_Hoover,Calvin_Coolidge
Abraham_Lincoln,James_Buchanan
"Gareth_Williams,_Baron_Williams_of_Mostyn","Margaret_Jay,_Baroness_Jay_of_Paddington"
Isaac_Foot,Clement_Davies
Benjamin_Harrison,Benjamin_F._Tracy
William_Cushing,George_Washington
Arthur_Seyss-Inquart,Adolf_Hitler
Randhir_Kapoor,Raj_Kapoor
Betty_Shabazz,Malcolm_X
William_Ewart_Gladstone,Prime_Minister_of_the_United_Kingdom
Kirsten_Cohen,Josh_Schwartz
"David_Ormsby-Gore,_5th_Baron_Harlech",Herbert_Morrison
Thomas_S._Hinde,Harry_Hinde
James_Forrestal,Louis_A._Johnson
Alma_Reville,Alfred_Hitchcock
Aretha_Franklin,Erma_Franklin
Kenneth_Branagh,Emma_Thompson
Robert_Fox_(producer),Natasha_Richardson
Alaeddin_Pasha,Osman_I
John_Gregory_(settler),Richard_Olmsted_(settler)
Jama_kaNdaba,Ndaba_kaMageba
Jeffrey_R._Cellars,Barack_Obama
Hadassah_Lieberman,Tipper_Gore
Cesar_A._Perales,Andrew_Cuomo
Earl_B._Ruth,Gerald_Ford
Arjun_Sarja,Chiranjeevi_Sarja
Matt_Willis,Carol_Thatcher
Luke_James,Britney_Spears
John_Davis_(Massachusetts_governor),Marcus_Morton
Umm_Salama,Muhammad
Thomas_Gore,Hugh_Auchincloss_Steers
"Sir_Charles_Tennant,_1st_Baronet",George_Anderson_(MP)
James_McArthur,James_MacArthur
Snow_White_(Disney),Henry_Mills_(Once_Upon_a_Time)
Keith_Allen_(actor),Nira_Park
Aziz_Ahmed,Zulfikar_Ali_Bhutto
Laurence_Tisch,Wilma_Tisch
William_Ewart_Gladstone,"Granville_Leveson-Gower,_2nd_Earl_Granville"
Roman_Coppola,Nicolas_Cage
Richard_Jones_(1816–1892),Robert_Campbell_(Australian_politician)
Taylor_Sherman,Samuel_Cook_Silliman
Carola_B._Eisenberg,Manfred_Guttmacher
Senzangakhona_kaJama,Jama_kaNdaba
Chiang_Kai-shek,Mao_Fumei
Morgan_Grimes,Chuck_Bartowski
Rosmah_Mansor,Mizan_Zainal_Abidin_of_Terengganu
Bhargavi_Rao,Sylvia_Plath
Tomicah_Tillemann,Hillary_Clinton
Allen_Toussaint,Paul_McCartney
Mary_Beck_Briscoe,Bill_Clinton
Abraham_Lincoln,Gideon_Welles
Judith_Heumann,Bill_Clinton
William_Howard_Taft,Charles_Nagel
William_Plumer,Nicholas_Gilman
Jacob_De_la_Gardie,Per_Gustafsson_Banér
Sue_Townsend,Adrian_Mole
Gaetano_Martino,Antonio_Segni
Rosalind_Shand,"Roland_Cubitt,_3rd_Baron_Ashcombe"
Henry_B._Payne,Frances_P._Bolton
"Spencer_Cavendish,_8th_Duke_of_Devonshire",William_Ewart_Gladstone
William_the_Silent,Philip_II_of_Spain
Johnny_Cash,June_Carter_Cash
Courtney_Kennedy_Hill,Robert_F._Kennedy
"Robert_Fellowes,_Baron_Fellowes","Jane_Fellowes,_Baroness_Fellowes"
Józef_Piłsudski,Kazimierz_Bartel
Kathryn_Hoefer_Vratil,George_H._W._Bush
Magnus_Gabriel_De_la_Gardie,Gustaf_Bonde_(1620–1667)
John_Huston,Evelyn_Keyes
Gregory_B._Craig,Bill_Clinton
John_Davis_(Massachusetts_governor),Levi_Lincoln_Jr.
Haywood_Stirling_Gilliam_Jr.,Barack_Obama
Francis_Jeune,Evan_Evans_(academic)
Marilyn_Ware,Earle_I._Mack
Fan_Changlong,Xi_Jinping
Suharto,Umar_Wirahadikusumah
Kerry_Packer,Herbert_Bullmore
Martha_Rivers_Ingram,Erskine_B._Ingram
Michel_Pastor,Gildo_Pastor
"Frederick_Stanley,_16th_Earl_of_Derby","Sir_Thomas_Fermor-Hesketh,_5th_Baronet"
George_Tierney,"Robert_Dundas,_2nd_Viscount_Melville"
John_C._Breckinridge,William_R._King
Georgios_Papandreou,Constantine_II_of_Greece
Gregory_Howard_Woods,Barack_Obama
Queen_Elizabeth_The_Queen_Mother,"Cecilia_Bowes-Lyon,_Countess_of_Strathmore_and_Kinghorne"
Angela_Hitler,Paula_Hitler
William_E._Todd,Barack_Obama
Eric_Heffer,Michael_Foot
Harlan_F._Stone,Franklin_D._Roosevelt
Kevin_Vickers,Justin_Trudeau
Susanna_Wesley,Samuel_Annesley
James_Young_(director),Clara_Kimball_Young
Raymonde_Gagné,Justin_Trudeau
Gerald_Rudolff_Ford,Betty_Ford
Ma'ad_ibn_Adnan,Jokshan
Ulysses_S._Grant,Andrew_Johnson
Frederick_Blantford_Bate,Vera_Bate_Lombardi
"Jacob_Rothschild,_4th_Baron_Rothschild",Serena_Dunn_Rothschild
Mary_Elizabeth_Phillips,Barack_Obama
Carrie_Fisher,Todd_Fisher
Carlos_Julio_Arosemena_Tola,Galo_Plaza
Ilo_Wallace,Franklin_D._Roosevelt
Carlos_Alomar,John_Lennon
Milton_Friedman,Ronald_Reagan
Paul_Johnson_(writer),John_Freeman_(British_politician)
Ron_Dermer,Benjamin_Netanyahu
William_McMahon,Billy_Snedden
Wayne_MacVeagh,James_A._Garfield
John_M._Gerrard,Barack_Obama
Ralph_Perk,Dennis_Kucinich
Lord_Augustus_FitzRoy,"Augustus_FitzRoy,_3rd_Duke_of_Grafton"
Li_Peng,Wan_Li
"William_King-Noel,_1st_Earl_of_Lovelace",Ada_Lovelace
Imaad_Shah,Vivaan_Shah
Ronald_A._Guzman,Bill_Clinton
Tagawa_Matsu,Zheng_Zhilong
Thomas_Gladstone,John_Neilson_Gladstone
William_Pinkney,John_Quincy_Adams
Kim_Han-sol,Kim_Jong-il
"John_Anderson,_1st_Viscount_Waverley",Neville_Chamberlain
Henry_Maule,Sir_William_Maule
Franklin_D._Roosevelt,Homer_Stille_Cummings
Philip_Schuyler,John_Laurance
Charlton_Lyons,David_Theophilus_Stafford
Donna_Tartt,Charles_Dickens
Gwynfor_Evans,Megan_Lloyd_George
Pacencia_Laurel,José_P._Laurel
Hélène_van_Zuylen,Salomon_James_de_Rothschild
Richard_Rockefeller,David_Rockefeller
Pranab_Mukherjee,Suvra_Mukherjee
Theodore_Roosevelt_Jr.,Ernest_L._Jahncke
The_Young_and_the_Restless_characters_(1980s),Grant_Cramer
William_Henry_Harrison,Arthur_St._Clair
Clifton_R._Breckinridge,John_Sebastian_Little
Walter_Bishop_(Fringe),John_Noble
Anthony_W._Ishii,Bill_Clinton
Timothy_Geithner,Bill_Clinton
Karunanidhi,M._G._Ramachandran
Claudia_Ann_Wilken,Bill_Clinton
Fatimah,Muhammad
"William_Waldegrave,_9th_Earl_Waldegrave",Arthur_Balfour
Kim_Sung-il_(general),Kim_Jong-il
'Abd_al-Rahman_ibn_'Awf,Muhammad
Jeffery_Dench,Judi_Dench
Peleg_Sprague_(Maine_politician),John_Tyler
Jessie_Woodrow_Wilson_Sayre,Eleanor_Wilson_McAdoo
Rose_M._Likins,Barack_Obama
Terry_L._Wooten,George_W._Bush
Eileen_Ryan,Aimee_Mann
Gerald_Rudolff_Ford,John_Gardner_Ford
E._Richard_Webber,Bill_Clinton
Anna_Roosevelt_Halsted,Clarence_John_Boettiger
Cliff_Huxtable,Clair_Huxtable
"Georgiana_Cavendish,_Duchess_of_Devonshire","John_Spencer,_1st_Earl_Spencer"
Wahb_ibn_Abd_Manaf,Zuhrah_ibn_Kilab
Juan_Flavier,Jinggoy_Estrada
Wayne_Berry,Mary_Porter_(politician)
Arnuwanda_I,Ašmu-nikal
William_McKinley,Lyman_J._Gage
Kerry_Packer,Robert_Clyde_Packer
Evil_Queen_(Disney),Eleanor_Audley
Lin_Biao,Deng_Xiaoping
Lee_S._Wolosky,Barack_Obama
Lady_Bird_Johnson,Lyndon_B._Johnson
Siti_Hartinah,Suharto
Julio_Londoño_Paredes,Andrés_Pastrana_Arango
Socks_(cat),Bill_Clinton
Michael_Corleone,Tom_Hagen
Duncan_Sandys,"Henry_Brooke,_Baron_Brooke_of_Cumnor"
Martin_Frost,Patrick_J._Kennedy
Lucy_Tamlyn,Barack_Obama
William_Clay_Ford_Jr.,Henry_Ford
Andrew_Jackson,Roger_B._Taney
Galla_Jayadev,Manjula_Ghattamaneni
James_Dew_Chaplin,Edward_Arthur_Lancaster
Jose_Cojuangco_Jr.,Eduardo_Cojuangco_Jr.
Ryan_Crocker,George_W._Bush
Ho_Ching,Lee_Hsien_Loong
Stella_McCartney,Heather_McCartney
Sundar_Popo,Amitabh_Bachchan
Eli_P._Ashmun,Prentiss_Mellen
Prime_Minister_of_Syria,Bashar_al-Assad
Bernard_W._Nussbaum,Bill_Clinton
Vito_Spatafore,David_Chase
Otto_von_Bismarck,Albrecht_von_Bernstorff
"Dudley_Ryder,_1st_Earl_of_Harrowby","John_Villiers,_3rd_Earl_of_Clarendon"
"Henrietta_Ponsonby,_Countess_of_Bessborough","Frederick_Ponsonby,_3rd_Earl_of_Bessborough"
Shane_Theriot,Dweezil_Zappa
Walter_Higgs,Austen_Chamberlain
Thomas_Mason_(1770–1800),George_Mason
Dr._Evil,Josh_Zuckerman_(actor)
James_R._Clapper,Bill_Clinton
Raina_Fehl,Erich_Fritz_Schweinburg
"Princess_Madeleine,_Duchess_of_Hälsingland_and_Gästrikland","Prince_Nicolas,_Duke_of_Ångermanland"
Francisco_de_Bobadilla,Christopher_Columbus
Clair_George,George_H._W._Bush
"Richard_M._Mills,_Jr.",Barack_Obama
Watkins_Moorman_Abbitt,Patrick_H._Drewry
Prescott_Bush,Abraham_A._Ribicoff
William_F._Knowland,Hiram_Johnson
Bali_Ram_Bhagat,Rajiv_Gandhi
"Charles_Paulet,_2nd_Duke_of_Bolton","John_Cutts,_1st_Baron_Cutts"
Liam_Cosgrave,James_Dillon_(Fine_Gael_politician)
"Arthur_Capell,_1st_Baron_Capell_of_Hadham",William_Lytton
Samuel_Alito,Ronald_Reagan
Janet_Lee_Bouvier,John_F._Kennedy
Reena_Raggi,Ronald_Reagan
"George_Lascelles,_7th_Earl_of_Harewood",Elizabeth_II
Frasier_Crane,Martin_Crane
William_Newcome,William_Stuart_(bishop)
Francisco_de_Bobadilla,Christopher_Columbus
"George_Calvert,_1st_Baron_Baltimore",George_Upton_(died_1609)
Shehbaz_Sharif,Nawaz_Sharif
"John_Rous,_1st_Earl_of_Stradbroke","Charles_Cornwallis,_2nd_Marquess_Cornwallis"
John_Horton_Slaughter,Apache_May_Slaughter
Laurie_J._Michelson,Barack_Obama
List_of_Disney's_Cinderella_characters,Les_Clark
William_Drayton_Sr.,George_Washington
H._H._Asquith,Prime_Minister_of_the_United_Kingdom
Henry_le_Scrope,Geoffrey_le_Scrope
Jeffrey_A._Bader,Bill_Clinton
Zhao_Hongyin,Empress_Dowager_Du
Cyril_Magnin,Edgar_Magnin
Saud_Majeed,Nawaz_Sharif
Frank_H._Easterbrook,Ronald_Reagan
"Thomas_Villiers,_1st_Earl_of_Clarendon","Charles_Jenkinson,_1st_Earl_of_Liverpool"
Danielle_Haim,Julian_Casablancas
Carl_Schurz_Vrooman,Woodrow_Wilson
Imee_Marcos,Michael_Marcos_Keon
William_M._Hughes,Boyle_Workman
Ahmed_Khadr,Maha_el-Samnah
Charles_Caesar,"John_Colepeper,_1st_Baron_Colepeper"
Ian_Paisley,Peter_Robinson_(Northern_Ireland_politician)
Wang_Jin-pyng,Liu_Sung-pan
Arthur_Altschul,Siri_von_Reis
James_Pleasants,John_Tyler
Victoria_Borwick,Boris_Johnson
James_Madison,Albert_Gallatin
"Conrad_II,_Holy_Roman_Emperor","Henry_II,_Holy_Roman_Emperor"
Mohamed_Aly,Muhammad_Ali
Maine_de_Biran,Francis_Bacon
Mary_Elizabeth_Bartowski,Linda_Hamilton
"Audrey_Callaghan,_Baroness_Callaghan_of_Cardiff",Elizabeth_II
John_Garvan_Murtha,"Franklin_S._Billings,_Jr."
"Richmond_Flowers,_Sr.",George_Wallace
Wahb_ibn_Abd_Manaf,Muhammad
Evan_G._Greenberg,Jeffrey_W._Greenberg
Fidel_Castro,Manuel_Urrutia_Lleó
William_Jefferson_Blythe_Jr.,Chelsea_Clinton
Joe_Hockey,Malcolm_Turnbull
Prince_Louis_of_Battenberg,H._H._Asquith
Lisa_Marie_Presley,Navarone_Garibaldi
Sir_William_Maule,Peter_Maule
Yegor_Gaidar,Gennady_Burbulis
Robert_S._Rivkin,Charles_Rivkin
S._W._R._D._Bandaranaike,N._M._Perera
John_Platt_(settler),Mark_Sension
Jan_E._DuBois,Ronald_Reagan
Thomas_Kean,George_W._Bush
Jonathan_Coppess,Barack_Obama
Alanson_B._Houghton,Stanley_Baldwin
Liam_Cosgrave,John_A._Costello
Jean_Chrétien,Gerald_Regan
Hafez_al-Assad,Muhammad_Umran
Samuel_Marvin,Joseph_Platt
Theodore_Roosevelt,Charles_W._Fairbanks
List_of_minor_The_X-Files_characters,Fox_Mulder
