Samuel_Bogley,Blair_Lee_III
Stanley_Ho,Ina_Chan_Un_Chan
Carmela_Corleone,Mario_Puzo
MacCallum_Grant,David_MacKeen
Theodore_Roosevelt,William_McKinley
John_Roos,Barack_Obama
Cher,Sonny_Bono
Arthur_Meighen,Hugh_Guthrie
Henry_Clay,William_T._Barry
Tokugawa_Hidetada,Tokugawa_Ieyasu
Warren_Earp,James_Earp
Hilda_Suarez,Betty_Suarez
Abby_Aldrich_Rockefeller,Nelson_W._Aldrich
Grant_Notley,Ray_Martin_(politician)
Francis_Anthony_Drexel,Francis_Martin_Drexel
"Sir_John_Gladstone,_1st_Baronet","Sir_Francis_Blake,_3rd_Baronet,_of_Twizell_Castle"
Ramkumar_Ganesan,Vikram_Prabhu
Maggie_Greene,Glenn_Rhee
Thomson_Francis_Mason,George_Mason
Emil_Richards,Frank_Sinatra
Elisabeth_Furse,Elizabeth_Furse
Morgan_Stanislaus_Grace,Michael_P._Grace
Edward_H._Rollins,Henry_W._Blair
Christina_Romer,Barack_Obama
Pierre_Nothomb,Jean-Baptiste_Nothomb
Sheikh_Hasina,Khaleda_Zia
Ellen_Axson_Wilson,Woodrow_Wilson
Mayer_Amschel_Rothschild,Amschel_Moses_Rothschild
Shirala_Mallick,Nawaz_Sharif
Salmaan_Taseer,Khalid_Maqbool
Adrian_Monk,Tony_Shalhoub
Lois_Griffin,Peter_Griffin
William_Dodd_(ambassador),Franklin_D._Roosevelt
Henry_Poole_MacKeen,Roland_Michener
John_Tyler,David_Henshaw
Mitchell_A._Wilson,Stella_Adler
Frederick_Mansfield,Elmer_A._Stevens
Mills_E._Godwin_Jr.,Albertis_S._Harrison_Jr.
Tomás_Morató,Ponciano_Bernardo
William_the_Silent,Louise_de_Coligny
Tom_Christopher,Andy_Warhol
Helena_Cassadine,Elizabeth_Taylor
"Mildmay_Fane,_2nd_Earl_of_Westmorland","Nicholas_Tufton,_1st_Earl_of_Thanet"
Henry_Morgenthau_Sr.,Woodrow_Wilson
"Rupert_Guinness,_2nd_Earl_of_Iveagh","Edward_Guinness,_1st_Earl_of_Iveagh"
Deng_Xiaoping,Zhao_Ziyang
Mary_Corinna_Putnam_Jacobi,George_Palmer_Putnam
"Mildmay_Fane,_2nd_Earl_of_Westmorland",Laurence_Whitaker
Léon_Brillouin,Albert_Einstein
M._K._A._D._S._Gunawardana,Mahinda_Rajapaksa
Gena_Rowlands,Edwin_Myrwyn_Rowlands
Randolph_Churchill,Adrian_Moreing
Miklós_Erdődy,Petar_Zrinski
"William_Sidney,_1st_Viscount_De_L'Isle",Winston_Churchill
Julius_Caesar_(judge),Edward_Phelips_(speaker)
S._W._R._D._Bandaranaike,John_Kotelawala
Michael_Knight_(Knight_Rider),Larry_Anderson_(actor)
Michael_Lohan,Dina_Lohan
Henry_F._Lippitt,Nelson_W._Aldrich
Abd_Manaf_ibn_Qusai,Zuhrah_ibn_Kilab
Chiang_Ching-kuo,Yen_Chia-kan
Edgar_Bronfman_Sr.,Charles_Bronfman
Mike_Rann,Jay_Weatherill
Princess_Leia,Heather_Doerksen
David_Lloyd_George,"Edward_Turnour,_6th_Earl_Winterton"
"Arthur_Wellesley,_1st_Duke_of_Wellington",Edward_Leveson-Gower
Betty_Rubble,Rosie_O'Donnell
Eunice_Kennedy_Shriver,Sargent_Shriver
Renee_Roberts,Ronald_Frankau
Gordon_Gekko,Michael_Douglas
Eirik_Øwre_Thorshaug,Mina_Gerhardsen
"Hercules_Robinson,_1st_Baron_Rosmead",Richard_Graves_MacDonnell
Robert_Clive_Jones,George_W._Bush
Ian_Paisley,David_McIlveen
"Louis_Mountbatten,_1st_Earl_Mountbatten_of_Burma",George_VI
Phoebe_Nicholls,Anthony_Nicholls_(actor)
Letitia_MacTavish_Hargrave,William_Mactavish
Dick_Celeste,Bill_Clinton
John_R._Adams,George_W._Bush
Walter_J._Stoessel_Jr.,Ronald_Reagan
Mary_Surratt,Lewis_Powell_(conspirator)
Rex_Harrison,Rachel_Roberts_(actress)
Jejomar_Binay,Ignacio_Bunye
Gary_L._Lancaster,Bill_Clinton
William_Mgimwa,Saada_Salum
Tobias_Gedde-Dahl,Yngvar_Ustvedt
John_Condit,Jonathan_Dayton
Mike_Chandler,Otis_Chandler
Michael_L._Williams,Carole_Keeton_Strayhorn
John_Davis_Lodge,William_A._Purtell
Charles_E._Johnson_(government_official),Barack_Obama
Raúl_Castro,Fidel_Castro
George_von_Lengerke_Meyer,Theodore_Roosevelt
Natalie_Lander,Kathy_Fields
Mark_Boulware,Barack_Obama
Vito_Corleone,Robert_De_Niro
Nicholas_F._Taubman,George_W._Bush
Ralph_Willis,Bob_Hawke
Kirsten_Cohen,Kaitlin_Cooper
Tauquir_Ahmed,Bipasha_Hayat
Ali_Mamlouk,Bashar_al-Assad
Maria_Augimeri,Josh_Colle
Nicholas_F._Brady,Ronald_Reagan
Li_Xiannian,Ulanhu
Satish_Sharma,Rajiv_Gandhi
Alsou,Enrique_Iglesias
Philip_Hamilton,Alexander_Hamilton_Jr.
Jack_Roberts_(politician),Mary_Wendy_Roberts
Shankarrao_Chavan,Sharad_Pawar
Sartaj_Aziz,Benazir_Bhutto
Jean-Marie_Balestre,Max_Mosley
Joanie_Cunningham,Chachi_Arcola
Erin_Foster,Brody_Jenner
Charuhasan,Akshara_Haasan
Barbara_Bach,Ringo_Starr
John_Tyler,John_Bell_(Tennessee_politician)
William_G._Angel,Samuel_Chase_(congressman)
Gifford_Pinchot,William_Howard_Taft
List_of_Tru_Calling_characters,Zach_Galifianakis
Paul_Keating,Bob_Hawke
"Joseph-Olier_Renaud,_Jr.",Maurice_Duplessis
"John_Campbell,_2nd_Duke_of_Argyll","Archibald_Campbell,_1st_Duke_of_Argyll"
Édouard_Lacroix,Henri-René_Renault
William_R._Day,William_McKinley
Neal_Dow,Green_Clay_Smith
Vincent_Louis_Carrella,Ernest_Hemingway
Hershel_W._Gober,Bill_Clinton
FA_Youth_Cup_Finals_of_the_1990s,Gary_Neville
"Frederick_Stanley,_16th_Earl_of_Derby","Sir_Thomas_Fermor-Hesketh,_5th_Baronet"
"Hugh_Percy,_1st_Duke_of_Northumberland","Robert_Montagu,_3rd_Duke_of_Manchester"
R._Guy_Cole_Jr.,Bill_Clinton
Bo_Xilai,Lü_Fuyuan
Joseph_S._Frelinghuysen_Sr.,Hamilton_Fish_Kean
Ivan_Franko,Mykhailo_Drahomanov
Alan_Alda,Arlene_Alda
Ellsworth_Bunker,Lyndon_B._Johnson
Victor_Rivera_(bishop),John-David_Schofield
Robert_Maxwell,Frank_Markham
Hank_Hill,Greg_Daniels
Elisha_Dyer,William_W._Hoppin
Ryan_Atwood,Seth_Cohen
Sam_E._Rork,Andrew_Getty
Darwish_Pasha_al-Kurji,Zahir_al-Umar
Arnold_Schwarzenegger,Abel_Maldonado
Paul_V._Niemeyer,George_H._W._Bush
Stephen_Fox,Francis_Swanton
Rogers_Morton,Gerald_Ford
Mahākāśyapa,Gautama_Buddha
Harry_E._Claiborne,Jimmy_Carter
Purvis_Young,Jane_Fonda
Henry_le_Scrope,Robert_de_Malberthorp
Anselm_Salomon_von_Rothschild,Salomon_Mayer_von_Rothschild
William_H._Woodin,Franklin_D._Roosevelt
Herman_W._Nickel,Ronald_Reagan
Manuel_Roxas,Manuel_L._Quezon
Orson_Welles,Rita_Hayworth
Tokugawa_Iemitsu,Empress_Meishō
Charles_Williams-Wynn_(1775–1850),"Robert_Dundas,_2nd_Viscount_Melville"
John_Betts_(Connecticut_politician),Joseph_Platt
Edward_Fitzwilliam,Fanny_Fitzwilliam
Dorothy_Walker_Bush,George_Herbert_Walker
Norodom_Ranariddh,Chhim_Siek_Leng
Julius_Caesar,Mark_Antony
John_W._Taylor_(politician),Philip_Pendleton_Barbour
Valéry_Giscard_d'Estaing,Pierre_Messmer
Zalmay_Khalilzad,John_Negroponte
Bibi_McGill,Paulina_Rubio
Livia_Soprano,Carmela_Soprano
J._Slauerhoff,Tristan_Corbière
Lady_Ann_Cunningham,"James_Hamilton,_2nd_Marquess_of_Hamilton"
Robert_Durst,Seymour_Durst
Charles_Tennyson_d'Eyncourt,Spencer_Perceval_(junior)
Kirsten_Cohen,Hailey_Nichol
James_Jerome,Pierre_Trudeau
John_McDonald_Mowat,Farley_Mowat
Nasir_Hussain,Aamir_Khan
Peter_A._Peyser,Richard_Ottinger
Stefan_Persson_(magnate),Lottie_Tham
John_Fowles,Charles_Dickens
H._H._Asquith,David_Lloyd_George
"Edward_Smith-Stanley,_14th_Earl_of_Derby","Francis_Egerton,_1st_Earl_of_Ellesmere"
Hannah_Milhous_Nixon,Julie_Nixon_Eisenhower
Ronald_Reagan,Jimmy_Carter
Chaz_Bono,Cher
Leo_Rudolf_Raubal_Jr.,Adolf_Hitler
Stephanie_Thacker,Barack_Obama
Leland_Stanford,Stephen_M._White
Elpidio_Quirino,Ruperto_Kangleon
Maryon_Pearson,Lester_B._Pearson
Samuel_Hanford,John_Benedict
Robert_Califf,Barack_Obama
Wilhelm_Carl_von_Rothschild,Mathilde_Hannah_von_Rothschild
Joseph_William_Martin_Jr.,Harry_S._Truman
Hugh_McCracken,John_Lennon
Abigail_Adams,John_Adams
Eric_Carmen,Shaun_Cassidy
Tony_Benn,Caroline_Benn
Henry_B._Payne,Amos_Townsend
Jean_Chrétien,Sheila_Copps
"Geoffrey_Fitz_Peter,_1st_Earl_of_Essex",Hubert_Walter
One_Life_to_Live_characters_(1968–79),Lori_March
Hugo_Black,Franklin_D._Roosevelt
Debra_Morgan,Dexter_Morgan
Ariwara_no_Narihira,Ōe_no_Chisato
Robert_White_(judge),Robert_White_(attorney_general)
Harold_L._Ickes,Ray_Lyman_Wilbur
Martin_D._Hardin,Isham_Talbot
Prem_Nath,Prem_Chopra
Ehud_Olmert,Shimon_Peres
Fala_(dog),Eleanor_Roosevelt
Fraser_Government,Bob_Hawke
José_Eduardo_dos_Santos,Fernando_José_de_França_Dias_Van-Dúnem
Ken_Aldred,Julian_Beale
James_H._%22Jim%22_Brown,J._C._Gilbert
C._Douglas_Dillon,Clarence_Dillon
Luis_Alberto_Lacalle,Jorge_Larrañaga
Pramod_Mahajan,Ghulam_Nabi_Azad
Thomas_J._Herbert,William_L._Hart
"Christopher_Hatton,_1st_Baron_Hatton","Francis_Fane,_1st_Earl_of_Westmorland"
Edward_Baines_(1774–1848),William_Aldam
List_of_Disney's_Cinderella_characters,Verna_Felton
Frank_Sinatra,Ava_Gardner
Gregory_Creswell,Dick_DeVos
Tim_Johnson_(South_Dakota_politician),Tom_Daschle
Nursultan_Nazarbayev,Nurlan_Balgimbayev
Marty_Paich,Frank_Sinatra
Peter_Cookson,Beatrice_Straight
Robert_S._Beecroft,Barack_Obama
William_Perry,Bill_Clinton
Barnabas_Bidwell,Ezekiel_Bacon
Lawrence_E._Kahn,Bill_Clinton
Virgil_von_Graben,Andreas_von_Graben
Dhritarashtra,Vyasa
Pietro_Ferrero,Pietro_Ferrero_Jr.
"Ishbel_Hamilton-Gordon,_Marchioness_of_Aberdeen_and_Temair","Dudley_Marjoribanks,_1st_Baron_Tweedmouth"
John_Laurance,Rufus_King
Wilson_Riles,Ronald_Reagan
Timothy_K._Lewis,George_H._W._Bush
"Nathan_Rothschild,_1st_Baron_Rothschild","Charles_Wynn-Carington,_1st_Marquess_of_Lincolnshire"
Ingrid_Bergman,Roberto_Rossellini
Robert_F._Kennedy,Nicholas_Katzenbach
"Frederick_Hervey,_4th_Earl_of_Bristol","John_Griffin,_4th_Baron_Howard_de_Walden"
Robert_Bateman_(MP),Charles_Caesar
Mark_Andrew_Green,George_W._Bush
Alphonso_Taft,Ulysses_S._Grant
Jaliya_Wickramasuriya,Gotabhaya_Rajapaksa
Tokugawa_Hidetada,Emperor_Go-Yōzei
Thomas_Burt,William_Ewart_Gladstone
John_Randolph_Hearst,William_Randolph_Hearst
David_F._Levi,Ronald_Reagan
Romina_Power,Tyrone_Power
He_Yingqin,Sun_Fo
Ian_Watmore,Tony_Blair
James_E._Bolin,J._Frank_McInnis
Ricardo_Visaya,Rodrigo_Duterte
Thomas_Theodore_Crittenden,John_S._Phelps
Fox_Mulder,Walter_Skinner
Nigel_Powers,Scott_Evil
Fahmida_Khatun,Sanjida_Khatun
Alan_Napier,Charles_Dickens
Harivansh_Rai_Bachchan,Teji_Bachchan
Pompey,Quintus_Hortensius
James_Frankland_Briggs,Ossian_Ray
Kenneth_Clarke,Margaret_Thatcher
Joseph_H._Rodriguez,Ronald_Reagan
Patricia_A._Butenis,George_W._Bush
Michael_Barnard_(politician),Lance_Barnard
Fazal_Ilahi_Chaudhry,Zulfikar_Ali_Bhutto
Jackie_Siegel,David_A._Siegel
Anastasio_Somoza_Debayle,Francisco_Urcuyo
Haywood_Stirling_Gilliam_Jr.,Barack_Obama
Ron_Brown_(U.S._politician),Bill_Clinton
Mario_Cuomo,Alfred_DelBello
Morarji_Desai,Indira_Gandhi
Bhrigu,Kavyamata
Bongbong_Marcos,Imee_Marcos
Grandpa_(The_Munsters),Robert_Morse
Jim_Reese,George_W._Bush
Harvey_Samuel_Firestone,Idabelle_Smith_Firestone
Ronna_Romney,G._Scott_Romney
James_P._McAnulty,Barack_Obama
Beth_Nolan,Bill_Clinton
Austan_Goolsbee,Barack_Obama
Azizan_Abdul_Razak,Mukhriz_Mahathir
Stephen_Greenhalgh,Boris_Johnson
Charlotte_von_Rothschild,Charlotte_de_Rothschild
Kirsten_Cohen,Julie_Cooper_(The_O.C.)
"Glen_Gainer,_Jr.",Gaston_Caperton
Mary_Dudley,"John_Dudley,_1st_Duke_of_Northumberland"
Kim_Il-sung,Yang_Hyong-sop
Francisco_Pizarro,Quispe_Sisa
Mary_Hyde,Simeon_Lord
Ramesh_Chennithala,K._Muraleedharan
Nancy_Reagan,Ronald_Reagan
Arthur_F._Burns,Ronald_Reagan
"Henry_Wyndham,_2nd_Baron_Leconfield","Charles_Gordon-Lennox,_7th_Duke_of_Richmond"
Bertie_Ahern,John_Bruton
Herbert_Fisk_Johnson_Jr.,Herbert_Fisk_Johnson_Sr.
Lyndon_B._Johnson,Richard_Nixon
Alfred_Shaughnessy,Jean_Lodge
Thomas_Rice_(1768),James_Parker_(Massachusetts)
Pat_Meehan,George_W._Bush
Karen_Walker_(Will_&_Grace),Max_Mutchnick
William_F._Buckley_Jr.,Patricia_Buckley
Rommel_T._Angara,Karen_G._Angara
John_Mathai,Jawaharlal_Nehru
Goh_Chok_Tong,Yeo_Ning_Hong
Claudia_Ruiz_Massieu,Enrique_de_la_Madrid_Cordero
Mario_Vargas_Llosa,V._S._Pritchett
Seán_MacBride,Éamon_de_Valera
Katie_Cassidy,Patrick_Cassidy_(actor)
Theodore_Roosevelt,Frank_Rice_(politician)
Stephen_Fox,"Charles_Montagu,_1st_Earl_of_Halifax"
Barnaby_Joyce,Malcolm_Turnbull
Grace_Vanderbilt,Mary_Goelet
Lucien_E._Blackwell,James_P._O'Donnell_(Pennsylvania_politician)
Eliphalet_Lockwood_(deacon),Samuel_Comstock
Patrick_Power_(Canadian_politician),Matthew_Henry_Richey
Namrata_Shirodkar,Mahesh_Babu
Robert_Mueller,Bill_Clinton
Richard_Kauzlarich,Bill_Clinton
Charles_W._Lindberg,Charles_Lindbergh
John_S._Gray_(Michigan),Henry_Ford
Lee_Bontecou,Louis_Comfort_Tiffany
List_of_Queer_as_Folk_characters,Sharon_Gless
Aftab_Ghulam_Nabi_Kazi,Zulfikar_Ali_Bhutto
William_Livingston,William_Franklin
"George_Nugent-Temple-Grenville,_1st_Marquess_of_Buckingham",Charles_James_Fox
Frederick_Muhlenberg,Jonathan_Dayton
Bill_Wirtz,Bruce_Norris_(ice_hockey)
William_Thompson_Howell,Abraham_Lincoln
"Henry_Bennet,_1st_Earl_of_Arlington","Henry_FitzRoy,_1st_Duke_of_Grafton"
Mario_Bava,Eugenio_Bava
Ertharin_Cousin,Barack_Obama
Anthony_Denis_Maurice_George_de_Worms,"George_de_Worms,_2nd_Baron_de_Worms"
"Thomas_Villiers,_1st_Earl_of_Clarendon","Edward_Smith-Stanley,_12th_Earl_of_Derby"
John_Tyler,James_K._Polk
"Charles_Brandon,_1st_Duke_of_Suffolk","Mary_Tudor,_Queen_of_France"
Edwin_Reinecke,Ronald_Reagan
César_Ramírez_(actor),Alicia_Vergel
Steve_Hunter,Julian_Lennon
Mircea_Nedelciu,Ernest_Hemingway
Shaghayegh_Farahani,Golshifteh_Farahani
Pearl_Slaghoople,Elizabeth_Taylor
Levi_Lincoln_Sr.,Dwight_Foster_(1757–1823)
V._Ravichandran,Viswanathan_Ravichandran
Ivan_VI_of_Russia,Elizabeth_of_Russia
Matthew_McConaughey,Daniel_Day-Lewis
Margaret_Beckett,David_Miliband
William_Augustus_Pitt,Henry_Edward_Fox
Jon_DeGuilio,Bill_Clinton
John_D._Rockefeller,Laura_Spelman_Rockefeller
Qusai_ibn_Kilab,Muhammad
John_Kerry,Wendy_Sherman
Compton_I._White,John_Travers_Wood
Khojaste_Bagherzadeh,Effat_Marashi
Claudio_Teehankee,Pedro_Yap
David_Herold,Abraham_Lincoln
Susan_Webber_Wright,George_H._W._Bush
Rakesh_Roshan,J._Om_Prakash
John_Henson_(puppeteer),Brian_Henson
Rosemary_Harris,Ellis_Rabb
Ernst_Reuter,Walther_Schreiber
Emperor_Ninmyō,Emperor_Saga
Leslie_Joyce_Abrams,Barack_Obama
Inukai_Tsuyoshi,Adachi_Kenzō
Francis_Jeune,Evan_Evans_(academic)
Gøril_Havrevold,Georg_Richter
"Robert_Darcy,_4th_Earl_of_Holderness",George_III_of_the_United_Kingdom
William_H._Seward,Abraham_Lincoln
Pope_Paul_III,Pope_Clement_VII
John_M._Murphy,Thomas_W._L._Ashley
Manmohan_Singh,Rajiv_Gandhi
Gunnar_Heckscher,Jarl_Hjalmarson
Thomson_Francis_Mason,George_Mason
Mary_Rockefeller,Nelson_Rockefeller
Paulene_Stone,Mark_Burns_(actor)
Chiang_Ching-kuo,Huang_Chieh
John_W._Sedwick,George_H._W._Bush
Abby_Aldrich_Rockefeller,Lucy_Aldrich
"Leonard_Courtney,_1st_Baron_Courtney_of_Penwith",Frederick_Leveson-Gower_(Bodmin)
Ašmu-nikal,Nikal-mati
Shaddam_IV,Giancarlo_Giannini
Queen_Saleha_of_Brunei,Hassanal_Bolkiah
"Julia,_Lady_Inglis","Frederic_Thesiger,_2nd_Baron_Chelmsford"
"Charles_Paulet,_2nd_Duke_of_Bolton","Charles_Townshend,_2nd_Viscount_Townshend"
Gerald_Ford,Stanley_K._Hathaway
Charles_de_Hovyne,Léon-Jean_de_Paepe
Reena_Raggi,Ronald_Reagan
Big_Sean,Justin_Bieber
Hasan_al-Askari,Ali_al-Hadi
Karl_Spillman_Forester,Ronald_Reagan
George_Mason_V,George_Mason
Salvador_Mendoza_Jr.,Barack_Obama
Linda_Hogan_(TV_personality),Hulk_Hogan
"Jacob_Rothschild,_4th_Baron_Rothschild",Serena_Dunn_Rothschild
Michael_Eisner,Sigmund_Eisner
Pierre_Amine_Gemayel,Amine_Gemayel
Tessa_Kennedy,Dominick_Elwes
Christopher_Smart,Theodore_Roethke
Salim_Khan,Helen_(actress)
Christian_Streit_White,Robert_White_(judge)
Tracy_Chapman,Bonnie_Raitt
Cedric_Gervais,Lenny_Kravitz
William_D._Orthwein,Charles_F._Orthwein
Siddharth_Mallya,Vijay_Mallya
"Mary,_Princess_Royal_and_Countess_of_Harewood",Gerald_David_Lascelles
Louis-Charles-François_Ledru,Louis-Antoine-Marie_Ledru_Gaultier_de_Biauzat
Dick_Cheney,Al_Gore
Mark_Fiennes,Maurice_Fiennes
James_McHenry,John_Adams
Edward_V._Hartford,John_Augustine_Hartford
Jeremy_Bernard,Barack_Obama
Biju_Patnaik,Hemananda_Biswal
Ethel_Roosevelt_Derby,Franklin_D._Roosevelt
Denver_S._Dickerson,Woodrow_Wilson
John_Gurney_(judge),Joseph_Gurney
William_Mitchell_(politician),Matthew_Henry_Cochrane
Juan_Pérez-Giménez,Jimmy_Carter
Sharon_Davis,Maria_Shriver
"Sir_Charles_Tennant,_1st_Baronet","Sir_Charles_Cameron,_1st_Baronet"
"Thomas_Thynne,_5th_Marquess_of_Bath",Arthur_Balfour
Keny_Arkana,Manu_Chao
Michael_Mauro,Chet_Culver
George_Theodore_Mickelson,Sigurd_Anderson
Compeyson,Charles_Dickens
Piper_Halliwell,Piper_Halliwell
Thomson_Mason_(1759–1820),George_Mason
Theodore_Roosevelt_Sr.,Martha_Bulloch_Roosevelt
Jimmy_Hoffa,Dave_Beck
"John_P._Poe,_Sr.",Edgar_Allan_Poe
Gwen_Gordy_Fuqua,Marvin_Gaye
Dr._Heinz_Doofenshmirtz,Dan_Povenmire
John_Beyrle,Barack_Obama
Allen_Toussaint,Bonnie_Raitt
Siti_Hasmah_Mohamad_Ali,Azlan_Shah_of_Perak
Sidney_Luft,Camille_Keaton
Ninian_Edwards,Jesse_B._Thomas
Michael_Eisner,Raymond_Watson
John_Eager_Howard,William_Smallwood
Tom_Vilsack,Barack_Obama
Robert_H._Tuttle,Barack_Obama
J.R._Rotem,Britney_Spears
Ariwara_no_Narihira,Ariwara_no_Motokata
Evan_Davies_Jones,"Gwilym_Lloyd_George,_1st_Viscount_Tenby"
Ségolène_Royal,Manuel_Valls
Patricia_C._Frist,Bill_Frist
Donald_A._Nixon,Richard_Nixon
Andrew_Hollander,Celine_Dion
"John_Coleridge,_1st_Baron_Coleridge",William_Ewart_Gladstone
Kris_Aquino,Benigno_Aquino_Jr.
James_Monroe,John_Quincy_Adams
Mary_Harriman_Rumsey,E._Roland_Harriman
Jeanne_Hulit,Barack_Obama
Jürgen_Kuczynski,Marguerite_Kuczynski
Pope_Alexander_VI,Pope_Callixtus_III
John_Dennis_(bishop),John_Waine
Julio_César_Turbay_Ayala,Virgilio_Barco_Vargas
Jim_Courter,Christine_Todd_Whitman
Eston_Hemings,Betty_Hemings
William_C._Griesbach,George_W._Bush
Carmelita_Hinton,Helena_Modjeska_Chase
Dick_Cheney,Frank_Carlucci
Fritz_Gurlitt,Louis_Gurlitt
"Davina_Ingrams,_18th_Baroness_Darcy_de_Knayth","Mervyn_Herbert,_Viscount_Clive"
James_B._Longacre,John_Tyler
Charles_de_Gaulle,René_Coty
S._Jay_Plager,George_H._W._Bush
Raúl_Castro,Fidel_Castro
Erol_Sabancı,Şevket_Sabancı
Hemananda_Biswal,Naveen_Patnaik
Jon_Dudas,George_W._Bush
Gardiner_Greene_Hubbard,Grace_Fortescue
Gerry_Ryan,Marty_Whelan
Magnus_Gabriel_De_la_Gardie,Gustaf_Bonde_(1620–1667)
Erna_Solberg,Jens_Stoltenberg
Calvin_Coolidge,Charles_G._Dawes
Ted_Chapman,David_Tonkin
Acamapichtli,Tezcatlan_Miyahuatzin
Doug_Holyday,Peter_Milczyn
Arturo_Alessandri,Luis_Altamirano
Robert_Nixon_(politician),Stephen_Lewis
Serge_Obolensky,Ava_Alice_Muriel_Astor
Nancy_Walker_Bush_Ellis,George_W._Bush
Trevor_Horne_(Canadian_politician),Doug_Horner
Anand_Shankar,Ananda_Shankar
Ramon_Mitra_Jr.,Nicanor_Yñiguez
Mike_Melvoin,Frank_Sinatra
Guillermo_León_Valencia,Alejandro_Galvis_Galvis
Henry_L._Stimson,Harry_S._Truman
Flor_Silvestre,La_Prieta_Linda
Clay_Morrow,Tara_Knowles
James_Cox_Aikins,David_Howard_Harrison
Brett_Whiteley,Wendy_Whiteley
Roger_Ingram,Liza_Minnelli
"John_Pitt,_2nd_Earl_of_Chatham","George_Spencer,_2nd_Earl_Spencer"
Charles_de_Gaulle,Philippe_Pétain
Joseph_Birchard,Daniel_Hoyt
Cindy_Blackman_Santana,Lenny_Kravitz
George_Cash,Joe_Berinson
Charles_Burson,Ron_Klain
Michael_Grace_Phipps,Hubert_Beaumont_Phipps
Albert_Gore_Sr.,Pauline_LaFon_Gore
Mahatma_Gandhi,Kasturba_Gandhi
Donald_Rumsfeld,Gerald_Ford
Samuel_Bronfman,Saidye_Rosner_Bronfman
Frasier_Crane,Martin_Crane
James_Day_Hodgson,Gerald_Ford
José_de_Alencar,José_Alencar
Paul_Manzi,Oliver_Wakeman
John_Crowley,Charles_Dickens
Lyndon_B._Johnson,Henry_H._Fowler
Carole_Keeton_Strayhorn,Susan_Combs
Robert_P._Patterson,Franklin_D._Roosevelt
E._Paul_Waggoner,William_Thomas_Waggoner
Lucius_Antonius_(brother_of_Mark_Antony),Iullus_Antonius
Harry_Neal_Baum,Maud_Gage_Baum
"Ivor_Richard,_Baron_Richard","Margaret_Jay,_Baroness_Jay_of_Paddington"
Gerda_Christian,Adolf_Hitler
"Violet_Attlee,_Countess_Attlee",George_VI
"Michael_Grant,_12th_Baron_de_Longueuil","Raymond_Grant,_11th_Baron_de_Longueuil"
Laurence_Pope,Barack_Obama
Barney_Rubble,Daws_Butler
Edward_Lazear,George_W._Bush
Ayauhcihuatl,Huitzilihuitl
Robert_William_Seton-Watson,Theodore_Plucknett
John_Caulfield_(diplomat),Barack_Obama
Paul_Joseph_James_Martin,Joe_Clark
Adam_Egede-Nissen,Henry_Wilhelm_Kristiansen
Thomas_Watt_Gregory,Woodrow_Wilson
William_Clark,James_Madison
Atotoztli_I,Opochtli_Iztahuatzin
"Jay_Pierrepont_Moffat,_Jr.",Ronald_Reagan
Swami_Vivekananda,Jawaharlal_Nehru
Junichirō_Koizumi,Ryutaro_Hashimoto
Romina_Power,Wess
Faye_Wong,Li_Yapeng
Chiang_Ching-kuo,Chen_Cheng
John_Read_(Connecticut_politician),Joseph_Platt
Alison_J._Nathan,Barack_Obama
Terence_Todman,Ronald_Reagan
Muhammad_Nabil_al-Khatib,Bashar_al-Assad
Major_James_Coldwell,F._R._Scott
Walter_Nathan_Tobriner,Richard_Nixon
"William_Paulet,_3rd_Marquess_of_Winchester","Thomas_Howard,_3rd_Viscount_Howard_of_Bindon"
"Charles_Paulet,_2nd_Duke_of_Bolton",Mary_II_of_England
Ned_Nickerson,Frankie_Thomas
Lin_Biao,Ye_Qun
Pope_Paul_III,Pope_Leo_X
"John_Bloomfield,_2nd_Baron_Bloomfield","Arthur_Wellesley,_2nd_Duke_of_Wellington"
Thomas_Betts,John_Platt_(settler)
Benigno_Aquino_Sr.,Claro_M._Recto
Douglas_Fowler,Lester_Vetter
Husayn_ibn_Ali,Muhammad
Khin_San_Yi,Aung_San_Suu_Kyi
Gaetano_Martino,Jean_Duvieusart
"Emily_FitzGerald,_Duchess_of_Leinster",William_Ogilvie_(Ardglass)
D._Ramanaidu,Naga_Chaitanya
William_IV_of_the_United_Kingdom,"Amelia_Cary,_Viscountess_Falkland"
Eslanda_Goode_Robeson,Paul_Robeson
Janet_Dibley,Tyler_Butterworth
Gustavo_Rojas_Pinilla,Alberto_Lleras_Camargo
Belle_(Once_Upon_a_Time),Emilie_de_Ravin
Jacqueline_Kennedy_Onassis,Aristotle_Onassis
Oliver_Cromwell,English_Council_of_State
Alexander_Haig,Gerald_Ford
Prospero_Colonna_di_Paliano,Adolfo_Apolloni
Richard_Armitage_(politician),George_W._Bush
Warner_Underwood,Abraham_Lincoln
Kit_Lambert,John_Lennon
David_Bevan_(banker),Silvanus_Bevan_(1661–1725)
Nancy_Reagan,Ronald_Reagan
Sam_Rainsy,Hun_Sen
Nkosazana_Dlamini-Zuma,Thabo_Mbeki
Narayan_Rane,Vilasrao_Deshmukh
Pat_Nixon,Betty_Ford
Grover_Cleveland,Benjamin_Harrison
Patrick_Schwarzenegger,Bobby_Shriver
Leon_Trotsky,Vladimir_Lenin
Brice_Mutton,Bill_Carlton
James_Brown_(Connecticut_politician),Joseph_Platt
Joseph_Birchard,Joseph_Platt
