Shobha_Mohan,Anu_Mohan
Pavlo_Skoropadskyi,Danylo_Skoropadskyi
Ewa_Fröling,Tilde_Fröling
Samuel_Northrup_Castle,William_Richards_Castle
Kathy_Hilton,Paris_Hilton
Adam_Eckfeldt,Jacob_R._Eckfeldt
Reba_McEntire,Shelby_Blackstock
Nicetas_(cousin_of_Heraclius),Gregoria
Agnieszka_Holland,Katarzyna_Adamik
Frank_Bestow_Wiborg,Mary_Hoyt_Wiborg
James_H._Hays,Henry_Blake_Hays
William_C._Durant,Cliff_Durant
Elman_Ali_Ahmed,Ilwad_Elman
Emile_Berliner,Henry_Berliner
John_Cadbury,George_Cadbury
Alexander_Hamilton,John_Church_Hamilton
Marilyn_McAdams_Sibley,David_Sibley_(politician)
Robert_Clifton_Sarratt,Charles_Madison_Sarratt
Rick_Grimes,Carl_Grimes
Robert_Louis_Stevenson,Isobel_Osbourne
Kawleikgyin_Ne_Win,Yaza_Ne_Win
Henry_Jarecki,Nicholas_Jarecki
C._Y._O'Connor,Kathleen_O'Connor_(painter)
Elias_B._D._Ogden,Frederick_B._Ogden
Kim_Pegula,Jessica_Pegula
Buz_Kohan,David_Kohan
Henry_Lovell,Charles_Henry_Lovell
Sharona_Fleming,List_of_Monk_characters
Robert_White_(West_Virginia_senator),Robert_White_(judge)
Rance_Howard,Clint_Howard
Sami_Frashëri,Ali_Sami_Yen
Jerry_Hardin,Melora_Hardin
Mohan_Lal_Lohia,Aloke_Lohia
"Frances_Vane,_Marchioness_of_Londonderry",Lord_Adolphus_Vane-Tempest
Dominikus_Böhm,Gottfried_Böhm
List_of_The_Tribe_characters,List_of_The_Tribe_characters
Jacob_Safra,Joseph_Safra
"Charles_Gordon-Lennox,_8th_Duke_of_Richmond","Charles_Gordon-Lennox,_7th_Duke_of_Richmond"
Leonard_Bacon,George_B._Bacon
Patrick_d'Udekem_d'Acoz,Queen_Mathilde_of_Belgium
Kunti,Arjuna
J._I._M._Stewart,Angus_John_Mackintosh_Stewart
Howard_Edward_Butt_Sr.,Charles_Butt
Joyce_Van_Patten,Talia_Balsam
Kiran_Nadar,Roshni_Nadar
Debbie_Rush,Poppy_Rush
David_Ollier_Weber,Alexa_Weber_Morales
William_Hazlitt_(Unitarian_minister),John_Hazlitt
Harold_Beauchamp,Katherine_Mansfield
Ubaidullah_Al_Ubaidi_Suhrawardy,Hassan_Suhrawardy
William_Fox_(politician),Ngataua_Omahuru
Klaus_Tschira,Harald_Tschira
"Vivian_Smith,_1st_Baron_Bicester","Randal_Smith,_2nd_Baron_Bicester"
Richard_Davalos,Dominique_Davalos
Alexander_St._Clair-Abrams,Alfred_St._Clair-Abrams
Paul_Kanoa,Paul_P._Kanoa
Kighoma_Malima,Adam_Malima
Mark_Twain,Susy_Clemens
Bebe_Buell,Liv_Tyler
Dorothea_Jordan,"George_FitzClarence,_1st_Earl_of_Munster"
Blackie_Dammett,Anthony_Kiedis
John_Gadsby_(tavern_keeper),John_Gadsby_Chapman
Edwin_McCarthy,John_McCarthy_(ambassador_born_1942)
Caitlyn_Jenner,Kendall_Jenner
A._Bartlett_Giamatti,Marcus_Giamatti
Miles_Copeland_Jr.,Miles_Copeland_III
John_Chiang_(Taiwan),Chiang_Wan-an
Gérard_Louis-Dreyfus,Julia_Louis-Dreyfus
Eddie_Mesa,Cherie_Gil
Robert_S._Stevens,Frederick_C._Stevens_(New_York)
Martin_Luther_King_Jr.,Yolanda_King
Gérard_Depardieu,Guillaume_Depardieu
Onésiphore_Turgeon,William_Ferdinand_Alphonse_Turgeon
Niles_Crane,Daphne_Moon
Minnie_Lichtenstein_Marcus,Lawrence_Marcus
Charles_Bernstein,Felix_Bernstein_(performance_artist)
Lincoln_Kilpatrick,Erik_Kilpatrick
Dwight_Baldwin_(missionary),Henry_Perrine_Baldwin
Edward_Michael_Law-Yone,Wendy_Law-Yone
Barbara_Eden,Matthew_Ansara
Constance_Lloyd,Vyvyan_Holland
William_Bramwell_Powell,Maud_Powell
May_L._Cheney,Sheldon_Warren_Cheney
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",Lord_Edward_Cecil
William_J._Street,William_C._Street
Pope_Alexander_VI,Cesare_Borgia
Carl_Christian_Hall,Carl_Hall_(mountaineer)
Augustine_Washington,George_Washington
Bill_France_Sr.,Jim_France
Clint_Eastwood,Francesca_Eastwood
Severyn_Ashkenazy,Sev_Aszkenazy
Ganjirō_Nakamura,Tamao_Nakamura
List_of_Monk_characters,Adrian_Monk
Barron_Hilton,Steven_M._Hilton
David_Kossoff,Paul_Kossoff
Roger_Sherman_Baldwin,Simeon_Eben_Baldwin
Tabitha_King,Joe_Hill_(writer)
Arthur_Hill_Gillmor,Daniel_Gillmor
William_Barclay_Foster,Stephen_Foster
Jane_Fonda,Troy_Garity
J._Ernest_Wilkins_Sr.,J._Ernest_Wilkins_Jr.
Elias_Disney,Roy_O._Disney
Nicholas_Easton,John_Easton
Gloria_Loring,Robin_Thicke
Charlton_Heston,Fraser_Clarke_Heston
Jay_Pritzker,Daniel_Pritzker
Catherine_Dickens,Dora_Annie_Dickens
Ngalama,Yeta_II_Nalute
Rakesh_Roshan,Hrithik_Roshan
Joseph_Ruggles_Wilson,Woodrow_Wilson
Ignacio_Suarez,Betty_Suarez
Muhammad_Karam_Shah_al-Azhari,Shaykh_Muhammad_Amin_al-Hasanat_Shah
Manco_Cápac,Sinchi_Roca
Kenny_Bernstein,Brandon_Bernstein
Fernando_Poe_Sr.,Conrad_Poe
Bing_Crosby,Harry_Crosby_(businessman)
Marcus_Terentius_Varro_Lucullus,Marcus_Licinius_Crassus
Dick_Cusack,Joan_Cusack
Shelby_Cullom_Davis,Shelby_Davis
August_Belmont_Jr.,Morgan_Belmont
Mark_Williams_(Holby_City),Chrissie_Williams
Louis_Malle,Candice_Bergen
Raymond_Kelly,Greg_Kelly
Rose_Massey,Blanche_Massey
Louis_B._Mayer,Irene_Mayer_Selznick
Henry_Morgenthau_Sr.,Henry_Morgenthau_Jr.
Jack_Garfein,Herschel_Garfein
Yolande_de_Polastron,Aglaé_de_Polignac
Zsa_Zsa_Gabor,Francesca_Hilton
Donnchadh_of_Argyll,Eóghan_of_Argyll
Patrick_Heron,Susanna_Heron
Robert_Henry_McCurdy,Richard_Aldrich_McCurdy
Caroline_Ingalls,Grace_Ingalls
Eugene_Scanlon,"Eugene_Scanlon,_Jr."
Christian_Troy,Kimber_Henry
Gita_Siddharth,Antara_Kak
Tywin_Lannister,Tyrion_Lannister
Richard_Beckinsale,Kate_Beckinsale
"Hariot_Hamilton-Temple-Blackwood,_Marchioness_of_Dufferin_and_Ava","Frederick_Hamilton-Temple-Blackwood,_3rd_Marquess_of_Dufferin_and_Ava"
Jennifer_Schwalbach_Smith,Harley_Quinn_Smith
Richard_Borden,M.C.D._Borden
Carey_Martin,Zack_Martin_(Suite_Life)
Dennis_Cross,Randy_Cross
William_Colgate,Samuel_Colgate
"Walter_E._Hussman,_Sr.","Walter_E._Hussman,_Jr."
Aziz_Aliyev,Gulara_Aliyeva
"David_Ogilvy,_10th_Earl_of_Airlie","David_Ogilvy,_11th_Earl_of_Airlie"
Susannah_York,Orlando_Wells
Helena_Bergström,Molly_Nutley
Abby_Aldrich_Rockefeller,Winthrop_Rockefeller
Kurt_Moylan,Kaleo_Moylan
Lysius_Salomon,Ida_Faubert
Anisa_Makhlouf,Bassel_al-Assad
Bill_Knott_(politician),Peter_Knott
Richard_Basset,Geoffrey_Ridel_(royal_justice)
"Richard_Boyle,_3rd_Earl_of_Burlington","Charlotte_Cavendish,_Marchioness_of_Hartington"
Louis-Raphaël_Bischoffsheim,Henri_Louis_Bischoffsheim
Roy_Dotrice,Michele_Dotrice
Gertrude_Vanderbilt_Whitney,Flora_Payne_Whitney
Forrest_Mars_Sr.,Janet_Henderson
Robert_B._Cohen,Claudia_Cohen
Fahmida_Mirza,Hasnain_Mirza
Mihir_Das,Amlan_Das
Benito_Alazraki,Carlos_Alazraki
Ellen_Axson_Wilson,Jessie_Woodrow_Wilson_Sayre
"Anne_Carr,_Countess_of_Bedford","William_Russell,_Lord_Russell"
Katherine_Kessey,Jamie_Treacher
Rhea_Kohan,David_Kohan
Arturo_Alessandri,Jorge_Alessandri
Patrick_Brontë,Branwell_Brontë
Edward_Hutchinson_(captain),Susanna_Cole
Marjie_Lawrence,Sarah_Greene
Doris_Boyd,Arthur_Boyd
Jenny_von_Westphalen,Eleanor_Marx
Shimon_Peres,Tsvia_Walden
Lester_B._Pearson,Geoffrey_Pearson
Edward_Woodward,Sarah_Woodward
Anastasio_Somoza_García,Luis_Somoza_Debayle
Charles_Stillman,James_Stillman
Thomson_Mason,Stevens_Thomson_Mason_(Virginia)
Victoria_Carroll,Ashley_Bell
Deanna_Lund,Michele_Matheson
Thomas_F._Bayard,"Thomas_F._Bayard,_Jr."
Jim_Belushi,Robert_Belushi
"John_Small_(Canadian_politician,_born_1746)",James_Edward_Small
Phoebe_Cates,Frankie_Cosmos
Edmund_Kuempel,John_Kuempel
Philippe-François_de_Rastel_de_Rocheblave,Noël_de_Rastel_de_Rocheblave
Kim_Jong-il,Kim_Jong-chul
"Charles_Wellesley,_9th_Duke_of_Wellington","Arthur_Wellesley,_Marquess_of_Douro"
David_Markham,Petra_Markham
Marcin_Zborowski,Piotr_Zborowski
Moïse_de_Camondo,Nissim_de_Camondo
Stellan_Skarsgård,Bill_Skarsgård
Kim_Hyong-jik,Kim_Yong-ju
Alan_Alda,Elizabeth_Alda
John_Tjaarda,Tom_Tjaarda
Sandra_Zober,Adam_Nimoy
Tatyana_Karimova,Gulnara_Karimova
"James_Hamilton,_2nd_Marquess_of_Hamilton","William_Hamilton,_2nd_Duke_of_Hamilton"
Jane_Henson,John_Henson_(puppeteer)
Mary_Augusta_Ward,Arnold_Ward
Peter_Arrell_Brown_Widener,Joseph_E._Widener
Lola_Van_Wagenen,Amy_Redford
John_Spencer_Bassett,Richard_H._Bassett
Arul_Pragasam,Kali_Arulpragasam
Stavros_Niarchos,Elena_Ford
Antonio_Sabàto_Sr.,Antonio_Sabàto_Jr.
Richard_DeVos,Doug_DeVos
Edward_Hutchinson_(captain),William_Hutchinson_(Rhode_Island)
R._Nagendra_Rao,R._N._Jayagopal
Carola_B._Eisenberg,Alan_Edward_Guttmacher
Barbara_Kwiatkowska-Lass,Katharina_Böhm
Eric_Taylor_(Friday_Night_Lights),Matt_Saracen
Caroline_Harrison,Mary_Harrison_McKee
Kurt_Vonnegut,Edith_Vonnegut
Shirley_Povich,Maury_Povich
D._Ramanaidu,Daggubati_Venkatesh
Harlan_F._Stone,Marshall_Harvey_Stone
John_Gregory_(settler),John_Benedict
John_Cassavetes,Zoe_Cassavetes
William_Hutchinson_(Rhode_Island),Susanna_Cole
Marion_Stein,"David_Lascelles,_8th_Earl_of_Harewood"
Ginna_Marston,Quinn_Marston
John_Hollander,Martha_Hollander
Matthew_Marvin_Jr.,Samuel_Marvin
William_Robertson_Coe,William_Rogers_Coe
Akbar_Hashemi_Rafsanjani,Yasser_Hashemi_Rafsanjani
Tove_Strand,Mina_Gerhardsen
Robert_Baratheon,Joffrey_Baratheon
Carole_Middleton,Pippa_Middleton
Jack_Pepper,Cynthia_Pepper
Carl_Mayer_von_Rothschild,Mayer_Carl_von_Rothschild
François-Théodore_Savoie,Joseph-Alcide_Savoie
Louise_Homer,Anne_Homer
Horrie_Miller_(aviator),Robin_Miller_(nurse)
Fernando_Poe_Jr.,Grace_Poe
Stanley_E._Hubbard,Stanley_Hubbard
Imthiaz_Bakeer_Markar,Adhil_Bakeer_Markar
Amyntas_III_of_Macedon,Alexander_II_of_Macedon
George_A._Hormel,Jay_Catherwood_Hormel
Mary_Wollstonecraft,Mary_Shelley
Éleuthère_Irénée_du_Pont,Henry_du_Pont
Oliver_Luck,Andrew_Luck
Robert_Kardashian,Kim_Kardashian
Samantha_Juste,Ami_Dolenz
Marvin_Pierce,Barbara_Bush
Adi_Godrej,Pirojsha_Adi_Godrej
Carmela_Corleone,Sonny_Corleone
Nabaneeta_Dev_Sen,Antara_Dev_Sen
Frank_Voelker_Jr.,David_Voelker
Alexander_Hamilton,Alexander_Hamilton_Jr.
Pran_Nath_Lekhi,Aman_Lekhi
Tony_Belcourt,Christi_Belcourt
Barry_Otto,Gracie_Otto
Timothy_West,Samuel_West
George_Toogood_Smith,John_Lennon
Vibha_Chibber,Puru_Chibber
Adelicia_Acklen,William_Hayes_Ackland
Nate_Mack,Jerome_D._Mack
Rose_Porteous,Gina_Rinehart
Coke_R._Stevenson,Andrew_Murr
Ed_Wynn,Keenan_Wynn
Ada_Jack_Carver_Snell,David_Snell_(journalist)
Washington_Atlee_Burpee,David_Burpee
"Malouf_Abraham,_Jr.",Salem_Abraham
"Clarence_Addison_Brimmer,_Jr.",Philip_A._Brimmer
Hernán_Cortés,Martín_Cortés_(son_of_doña_Marina)
"Jun_Chipeco,_Jr.",Timmy_Chipeco
Zidanta_I,Ammuna
Robert_Drury_(speaker),Robert_Drury_(died_1577)
Walter_Matthau,Charles_Matthau
Tichafa_Samuel_Parirenyatwa,David_Parirenyatwa
Charlotte_Hennessey,Jack_Pickford
Alfonso_López_Michelsen,Alfonso_López_Caballero
Matthew_Browne,"Sir_Ambrose_Browne,_1st_Baronet"
Ralph_Keeler,John_Keeler
James_Farnell,Frank_Farnell
George_Franklin_Barber,Charles_I._Barber
Josephus,Flavius_Justus
William_Williams_Keen,Dora_Keen
Behzad_Farahani,Shaghayegh_Farahani
Rubina_Irfan,Raheela_Zarmeen
John_Bigelow,"John_Bigelow,_Jr."
Vera_Zorina,Peter_Lieberson
Emmanuel_Deutz,Simon_Deutz
Randhir_Kapoor,Kareena_Kapoor
Martha_Bulloch_Roosevelt,Elliott_Bulloch_Roosevelt
John_Insley_Blair,DeWitt_Clinton_Blair
Geoffrey_Street,Tony_Street
William_Robertson_Coe,Natalie_Mai_Vitetti
Norman_Chandler,Otis_Chandler
Vijayakumari,Mukesh_(actor)
James_H._DeVotie,Noble_Leslie_DeVotie
Dick_Cusack,Ann_Cusack
"Frederick_Hervey,_4th_Earl_of_Bristol","Frederick_Hervey,_1st_Marquess_of_Bristol"
Jacqueline_Kennedy_Onassis,Caroline_Kennedy
A._Vincent,Ajayan_Vincent
Charles_Francis_Rice,Paul_North_Rice
Thomas_of_Galloway,"Padraig,_Earl_of_Atholl"
E._V._V._Satyanarayana,Aryan_Rajesh
Ann_Sothern,Tisha_Sterling
Carl_Mayer_von_Rothschild,Charlotte_von_Rothschild
Lady_Jessica,Paul_Atreides
Jose_Miguel_Arroyo,Mikey_Arroyo
Mick_Jagger,Jade_Jagger
Barbara_Euphan_Todd,Ursula_Graham_Bower
Frank_Sinatra,Nancy_Sinatra
Joaquín_García_Borrero,Inés_García_de_Durán
Richard_Hilton,Paris_Hilton
Ralph_W._Cram,Eloise_Blaine_Cram
Arlene_Alda,Elizabeth_Alda
Richard_Pankhurst,Adela_Pankhurst
William_Henry_Vanderbilt,Emily_Thorn_Vanderbilt
Etienne_L._de_Mestre,Roy_De_Maistre
"Jane_Percy,_Duchess_of_Northumberland","George_Percy,_Earl_Percy"
"Katherine_Stanhope,_Countess_of_Chesterfield","Philip_Stanhope,_2nd_Earl_of_Chesterfield"
George_Barnard_Baker,George_Harold_Baker
"Hubert_de_Burgh,_1st_Earl_of_Kent","Margaret_of_Scotland,_Countess_of_Kent"
George_Washington_(inventor),"George_Washington,_Jr."
Mark_Antony_(Rome_character),Cleopatra_Selene_II
C._E._%22Cap%22_Barham,Charles_C._Barham
Kasthuri_Raja,Dhanush
Geraldine_Page,Angelica_Page
Theodore_van_Houten,Carice_van_Houten
Mary_Benson,E._F._Benson
Edward_Dobson,Arthur_Dudley_Dobson
"Cecil_Calvert,_2nd_Baron_Baltimore","Charles_Calvert,_3rd_Baron_Baltimore"
John_Jay,William_Jay_(jurist)
Tyrone_Power,Taryn_Power
Jack_Nicholson,Lorraine_Nicholson
Dick_Scott_(historian),Rosie_Scott
Raúl_Araiza_(director),Raúl_Araiza
"Harriet_Leveson-Gower,_Countess_Granville",Frederick_Leveson-Gower_(Bodmin)
Lito_Legaspi,Zoren_Legaspi
Charles_Dickens,Francis_Dickens
Andrea_Rabagliati,Euan_Rabagliati
Raghavendra_Rajkumar,Vinay_Rajkumar
John_Walter_Scott,Walter_Stone_Scott
Léo_Piquette,Colin_Piquette
Nina_Schenk_Gräfin_von_Stauffenberg,Franz-Ludwig_Schenk_Graf_von_Stauffenberg
T._Ratna_Bai,Amar_Mitra_Peddireddy
Caroline_Harrison,Russell_Benjamin_Harrison
Madhur_Jaffrey,Sakina_Jaffrey
Edwin_Finckel,David_Finckel
Mikołaj_Krzysztof_%22the_Orphan%22_Radziwiłł,Aleksander_Ludwik_Radziwiłł
Anne_Buydens,Peter_Douglas
Y._S._Rajasekhara_Reddy,Y._S._Sharmila
Thomas_Spring_of_Lavenham,John_Spring_of_Lavenham
Peyton_Short,Charles_Wilkins_Short
Dirk_Pitt,Summer_Pitt
Shantanu,Vichitravirya
Eunice_Kennedy_Shriver,Anthony_Shriver
Minamoto_no_Yoritomo,Minamoto_no_Sanetomo
Manuel_Villar,Mark_Villar
Bob_Menendez,Alicia_Menendez
Marie_Juliette_Louvet,"Princess_Charlotte,_Duchess_of_Valentinois"
Tataka,Kaikesi
Elliot_Richardson,Henry_S._Richardson
Gabriele_D'Annunzio,Gabriellino_D'Annunzio
Francis_Anthony_Drexel,Katharine_Drexel
Liu_Yongqing,Hu_Haifeng
Alice_Vickery,Charles_Vickery_Drysdale
Linda_McCartney,Mary_McCartney
James_Bicknell_Castle,Harold_Kainalu_Long_Castle
Phil_Margera,Bam_Margera
"William_Lowell,_Sr.","William_Lowell,_Jr."
Phoebe_Nicholls,Matilda_Sturridge
Albert_Edward_McPhillips,Albert_McPhillips
Robin_Pappas,Nellie_McKay
Georg_von_Trapp,Hedwig_von_Trapp
Lucía_Hiriart,Lucía_Pinochet
Mary_Kaye_Huntsman,Abby_Huntsman
Dwight_Foster_(1828–1884),Roger_Sherman_Baldwin_Foster
Poldine_Carlo,Kathleen_Carlo-Kendall
Shrabani_Deodhar,Sai_Deodhar
Quintus_Aurelius_Memmius_Symmachus,Boethius
Lawrence_Saint,Nate_Saint
Monte_Westmore,Marvin_Westmore
George_Estregan,Gary_Estrada
Judith_Kerr,Matthew_Kneale
Steve_McQueen,Chad_McQueen
Jack_Gilpin,Betty_Gilpin
Pauline_LaFon_Gore,Nancy_Gore_Hunger
Kelly_Moore_(writer),Tucker_Reed
Joan_Tisch,Steve_Tisch
Levi_Lincoln_Sr.,Levi_Lincoln_Jr.
Ricardo_Lagos,Ricardo_Lagos_Weber
Ian_Smith,Alec_Smith
Duryodhana,Laxman_Kumara
Valéry_Giscard_d'Estaing,Louis_Giscard_d'Estaing
Charles_Fox_(civil_and_railway_engineer),Charles_Douglas_Fox
Charles_Burson,Clare_Burson
Munib_al-Masri,Mai_Masri
Liudas_Jakavicius-Grimalauskas,Carla_Rigg
William_Booth,Kate_Booth
Jacqueline_Kennedy_Onassis,Patrick_Bouvier_Kennedy
John_Smith_(Vermont),Worthington_Curtis_Smith
"Frederick_Stanley,_16th_Earl_of_Derby","Edward_Stanley,_17th_Earl_of_Derby"
Wilhelm_Carl_von_Rothschild,Adelheid_von_Rothschild
Enid_Blyton,Gillian_Baverstock
Viveca_Lindfors,Lena_Tabori
Linda_Thompson_(actress),Brody_Jenner
Maud_Chaworth,Mary_of_Lancaster
Warren_A._Morton,Ted_Morton
Adrienne_Morrison,Joan_Bennett
Nagesh,Anand_Babu
John_Ortberg,Mallory_Ortberg
Yone_Noguchi,Isamu_Noguchi
Mayna_Treanor_Avent,James_Avent
Pappukutty_Bhagavathar,Mohan_Jose
Larry_J._Hopkins,Josh_Hopkins
Otto_Wille_Kuusinen,Hertta_Kuusinen
John_Page_(New_Hampshire),John_A._Page
Seán_O'Casey,Breon_O'Casey
Burnet_R._Maybank,Burnet_R._Maybank_Jr.
Edmund_Dwyer_Gray_(Irish_politician),Edmund_Dwyer-Gray
Roberto_Rossellini,Isabella_Rossellini
William_Ewart_Gladstone,"Henry_Gladstone,_1st_Baron_Gladstone_of_Hawarden"
Bram_Goldsmith,Russell_Goldsmith
Debendranath_Tagore,Jyotirindranath_Tagore
J._Howard_Marshall,J._Howard_Marshall_III
Melbourne_McTaggart_Tait,Thomas_James_Tait
Matilda_Joslyn_Gage,Maud_Gage_Baum
Burhanuddin_Rabbani,Salahuddin_Rabbani
Cheng_Yu-tung,Henry_Cheng
Harold_Mortimer-Lamb,Molly_Bobak
Anwar_Nusseibeh,Sari_Nusseibeh
Bhima,Upapandavas
Arthur_Chesney,Ann_Dummett
"Frederick_Hervey,_1st_Marquess_of_Bristol",Lord_Arthur_Hervey
Penelope_Mortimer,Caroline_Mortimer
Yoko_Ono,Sean_Lennon
Jake_Howard,Pat_Howard
Alojz_Rebula,Alenka_Rebula_Tuta
William_Brewster_(Mayflower_passenger),Thomas_Prence
Yoweri_Museveni,Muhoozi_Kainerugaba
William_Booth,Herbert_Booth
Lana_Greenfield,Brock_Greenfield
James_Quinton_(politician),William_A._Quinton
Qazi_Motahar_Hossain,Fahmida_Khatun
Georg_von_Trapp,Martina_von_Trapp
P._T._Chacko,P._C._Thomas
Thomas_Hazlehurst_(businessman),Thomas_Hazlehurst_(chapel_builder)
Ricardo_C._Puno,Dong_Puno
Bernard_de_Marigny,Antoine_James_de_Marigny
James_G._Birney,James_M._Birney
George_Randolph_Hearst,Phoebe_Hearst_Cooke
Osman_Nuri_Tekeli,Sevim_Tekeli
Frederick_Whitaker,Frederick_Alexander_Whitaker
"Vere_Fane,_4th_Earl_of_Westmorland",Mildmay_Fane
Shannon_Tweed,Nick_Simmons
David_Howell_(jurist),Jeremiah_B._Howell
W._Morgan_Sheppard,Mark_Sheppard
Henry_Wadsworth_Longfellow,Alice_Mary_Longfellow
John_Betts_(Connecticut_politician),"John_Betts,_Jr."
John_de_Mol_Jr.,Johnny_de_Mol
Wilma_Tisch,Andrew_Tisch
David_Bevan_(banker),Favell_Lee_Mortimer
Pilar_Seurat,Dean_Devlin
Asiya,Moses
Jim_Halsey,Sherman_Halsey
Nevzat_Tarhan,Furkan_Tarhan
Fernando_de_la_Rúa,Antonio_de_la_Rúa
Samuel_Taylor_Coleridge,Sara_Coleridge
Chiang_Kai-shek,Chiang_Wei-kuo
Barry_Morse,Melanie_Morse_MacQuarrie
Haim_Palachi,Abraham_Palacci
Susan_Buffett,Howard_Graham_Buffett
Bob_Papenbrook,Bryce_Papenbrook
Cecil_Day-Lewis,Daniel_Day-Lewis
Kenneth_Lo,Andrew_Lo_(businessman)
James_Cellan_Jones,Rory_Cellan-Jones
Isaac_Webb_(shipbuilder),William_H._Webb
Li_Xiannian,Li_Xiaolin
Nathaniel_Fillmore,Millard_Fillmore
Salmaan_Taseer,Shahbaz_Taseer
John_Gurney_(judge),Russell_Gurney
Narciso_Ramos,Fidel_Ramos
Walter_Haefner,Martin_Haefner
Terence_Conran,Sophie_Conran
Ogden_Phipps,Ogden_Mills_Phipps
Emory_Johnson,Ellen_Hall
"Frederick_Stanley,_16th_Earl_of_Derby",George_Frederick_Stanley
Siti_Hasmah_Mohamad_Ali,Mukhriz_Mahathir
Meryl_Streep,Henry_Wolfe_Gummer
James_William_Freshfield,Charles_Freshfield
Joseph_Hamilton_Beattie,William_George_Beattie
Peter_Fonda,Bridget_Fonda
Andrea_Kelly_(actress),Joann_Kelly
Marisa_Coulter,Lyra_Belacqua
Thomas_Walsh_(miner),Evalyn_Walsh_McLean
Harry_Blackstone_Sr.,Harry_Blackstone_Jr.
Dwight_D._Eisenhower,John_Eisenhower
Antonio_Amurri,Franco_Amurri
Mine-a,Alena_(Encantadia)
Austin_Chapman,John_Chapman_(general)
Juraj_V_Zrinski,Petar_Zrinski
Michèle_Morgan,Mike_Marshall_(actor)
Prem_Nath,Prem_Krishen
Bersheba_Leighton_Fristoe,Jim_Younger
"George_Curzon,_1st_Marquess_Curzon_of_Kedleston",Lady_Cynthia_Mosley
Murray_Kushner,Marc_Kushner
Alec_Clunes,Martin_Clunes
Mulayam_Singh_Yadav,Akhilesh_Yadav
Björn_Ulvaeus,Linda_Ulvaeus
John_Paul_DeJoria,Alexis_DeJoria
Debbie_Rush,William_Rush_(actor)
José_P._Laurel,Sotero_Laurel
Alfonso_Arau,Fernando_Arau
"Thomas_Grey,_1st_Marquess_of_Dorset",John_Grey_of_Groby
Sergei_Bondarchuk,Fyodor_Bondarchuk
George_Steinbrenner,Hank_Steinbrenner
Robert_Keith_(actor),Brian_Keith
Gilbert_de_Botton,Alain_de_Botton
Martin_Garbus,Liz_Garbus
Eileen_Ryan,Chris_Penn
Marcin_Zborowski,Samuel_Zborowski
Elizabeth_Christ_Trump,John_G._Trump
Benjamin_Franklin,William_Franklin
Krishna_Kumar_(actor),Ahaana_Krishna
Fred_C._Koch,Frederick_R._Koch
Alma_Mahler,Anna_Mahler
Michel_Pastor,Jean-Baptiste_Pastor
Donald_Trump,Eric_Trump
Maxime_de_la_Falaise,Loulou_de_la_Falaise
Suresh_Oberoi,Vivek_Oberoi
Janet_Sheen,Emilio_Estevez
Lila_Ramkumar_Bhargava,Ranjit_Bhargava
Florence_Hackett,Albert_Hackett
George_Palmer_Putnam,Herbert_Putnam
Khuwaylid_ibn_Asad,Awwam_ibn_Khuwaylid
Yuan_Shikai,Yuan_Kewen
Garret_FitzGerald,John_D._FitzGerald
Walter_de_Beauchamp_(nobleman),William_de_Beauchamp_(of_Elmley)
Zavida,Miroslav_of_Hum
William_McKeag,Gordon_McKeag
Lokanath_Misra,Pinaki_Misra
Robert_FitzRoy,Robert_O'Brien_FitzRoy
Nicholas_Porter_Earp,Newton_Earp
Ruhollah_Khomeini,Farideh_Mostafavi
"Patricia_Lascelles,_Countess_of_Harewood",Michael_Shmith
Vicente_Duterte,Rodrigo_Duterte
Jenny_von_Westphalen,Laura_Marx
Agnès_Sorel,Marie_de_Valois
Margaret_Eliot,Jane_Asher
Georgi_Bokov,Irina_Bokova
Françoise_Gilot,Claude_Picasso
Herminia_Roman,Geraldine_Roman
Rajkumar_(actor),Shiva_Rajkumar
Austen_Cargill,Margaret_Anne_Cargill
Shomu_Mukherjee,Kajol
David_Davis_Walker,George_Herbert_Walker
Harold_C._Bradley,Charles_C._Bradley
Jack_Quinn_(politician),Jack_Quinn_III
Kay_Robertson,Willie_Robertson
James_S._Rice,Harvey_Rice
Coretta_Scott_King,Dexter_Scott_King
Franz_Boas,Ernst_Philip_Boas
Abby_May,Elizabeth_Sewall_Alcott
Will_Smith,Jaden_Smith
Christina_Schollin,Niclas_Wahlgren
Kay_Adams-Corleone,Mary_Corleone
Francis_Coleman,Lisa_Coleman_(actress)
"John_Bingham,_7th_Baron_Clanmorris",Charlotte_Bingham
Harry_Baweja,Harman_Baweja
Martha_Ross,Paul_Ross
Tom_Craddick,Christi_Craddick
Alma_Powell,Michael_Powell_(lobbyist)
Nigel_Calder,Simon_Calder
Manuel_del_Cabral,Peggy_Cabral
Sidney_Gulick,Luther_Gulick_(social_scientist)
Pierre_Schneiter,Jean-Louis_Schneiter
Anwar_Nusseibeh,Zaki_Nusseibeh
John_Seymour_(1474–1536),Jane_Seymour
Akkineni_Nageswara_Rao,Akkineni_Nagarjuna
Akbar_Hashemi_Rafsanjani,Mehdi_Hashemi_Rafsanjani
Simon_von_Lämel,Elise_Herz
Amar_Bose,Vanu_Bose
Paola_Mori,Beatrice_Welles
Charles_Widmore,Daniel_Faraday
Jim_Clyburn,Mignon_Clyburn
Piya_Sengupta,Bonny_Sengupta
Adrienne_Ellis,Christopher_Holden
