1989_(Ryan_Adams_album),Ryan_Adams
By_Jeeves,P._G._Wodehouse
Follow_the_Leader_(1930_film),Ed_Wynn
Byomkesh_Bakshi_(TV_series),Rajit_Kapur
The_Mayor_of_Zalamea_(1956_film),Pedro_Calderón_de_la_Barca
Nowhere_Fast,Meat_Loaf
Rich_Girl_(Gwen_Stefani_song),Jerry_Bock
The_Battle_Wizard,Jin_Yong
Give_a_Monkey_a_Brain_and_He'll_Swear_He's_the_Center_of_the_Universe,Robert_Christgau
The_Making_of_Private_Pike,David_Croft_(TV_producer)
Felon_(film),Sam_Shepard
The_Jungle_Book_(TV_series),Rudyard_Kipling
Livin'_on_a_Prayer_(Family_Guy),Rob_Corddry
The_Detectives_(1959_TV_series),Russell_Thorson
Norm_of_the_North,Michael_McElhatton
The_Boxer_(1997_film),Terry_George
Pudsey_the_Dog:_The_Movie,David_Walliams
David_Copperfield_(1966_TV_serial),Flora_Robson
The_Clue_of_the_Velvet_Mask,Nancy_Drew
When_the_Whales_Came,Michael_Morpurgo
Bad_for_Each_Other,Irving_Wallace
Never_Say_Die_(1939_film),Preston_Sturges
Now_That's_What_I_Call_Music!_72_(UK_series),Kelly_Clarkson
Aunt_Sally_(film),Guy_Bolton
The_Star_(The_Twilight_Zone),Arthur_C._Clarke
Ezhai_Padum_Padu,Victor_Hugo
The_War_Within_(Woodward_book),George_W._Bush
The_Wind_in_the_Willows_(TV_series),Jimmy_Hibbert
Who_Do_U_Love,Deborah_Cox
List_of_Late_Night_with_Seth_Meyers_episodes_(2015),Hillary_Clinton
Beat_It__2008__1,Michael_Jackson
Bala_(1976_film),Satyajit_Ray
Alias_Grace,Dante_Gabriel_Rossetti
Time_Bandits,Terry_Gilliam
Meet_the_Browns_(film),Tyler_Perry
Python_Night_–_30_Years_of_Monty_Python,Eric_Idle
The_Denouncement_of_Chu_Liu_Hsiang,Gu_Long
The_Birds_II:_Land's_End,Ron_Ramin
Hills_of_Hate,E._V._Timms
Willie_and_the_Wheel,Willie_Nelson
Mr._T_and_Tina,James_Komack
On_the_Road_with_Ellison_Volume_5,Harlan_Ellison
Tarzan_the_Fearless,Edgar_Rice_Burroughs
Como_Ama_una_Mujer,Jennifer_Lopez
Sleeper_(1973_film),Marshall_Brickman
Il_volpone,Piero_De_Bernardi
Bananas_(film),Woody_Allen
Justin_and_the_Knights_of_Valour,Matthew_Jacobs
"Abner,_The_Invisible_Dog",Fred_Olen_Ray
Married..._with_Children,Kim_Weiskopf
2057_(TV_series),Michio_Kaku
Sons_of_the_Desert,George_M._Cohan
The_Blue_Room_(2002_film),Georges_Simenon
Ruby_Gloom,Scott_McCord
Keep_Talking_(TV_series),Carl_Reiner
Shout_(Shout_for_England_song),James_Corden
Witness_to_Yesterday,Mark_Twain
A_Collection_(Josh_Groban_album),Björn_Ulvaeus
Because_the_Night,Patti_Smith
Broadside_(TV_series),Kathleen_Nolan
Five_Finger_Exercise,Peter_Shaffer
Day_of_the_Daleks,Terrance_Dicks
The_Renegade_Ranger,Oliver_Drake_(filmmaker)
Lay_Lady_Lay,Bob_Dylan
Space:_1999,Lee_H._Katzin
The_Three_Doctors_(Doctor_Who),Barry_Letts
Shame_(2011_film),Abi_Morgan
Black_Swan_(song),Thom_Yorke
The_Dialogues_with_Solzhenitsyn,Aleksandr_Solzhenitsyn
Dragon_Ball:_Plan_to_Eradicate_the_Super_Saiyans,Akira_Toriyama
Love_(1927_German_film),Honoré_de_Balzac
The_Leading_Man,John_Duigan
The_Night_Flier_(film),Stephen_King
Dirty_Deeds_(2005_film),David_Kendall_(director)
The_Hound_of_the_Baskervilles_(1937_film),Arthur_Conan_Doyle
C.O.D._(film),Michael_Powell
Ultraman:_Towards_the_Future,Kiyoshi_Suzuki
The_New_Adventures_of_Tarzan,Edgar_Rice_Burroughs
Batman_Dracula,Andy_Warhol
The_Old_Miao_Myth,Leslie_Cheung
Vendetta_for_a_Dead_Man,Donald_James
Snow_Angels_(film),Amy_Sedaris
Prince_of_Tempters,E._Phillips_Oppenheim
Enduring_Love_(film),Samantha_Morton
Lolly-Madonna_XXX,Sue_Grafton
The_Times_They_Are_a-Changin'_(musical),Bob_Dylan
Parents_of_the_Band,Charlie_Hanson
Reasons_in_the_Sun,Leonard_Cohen
Glengarry_Glen_Ross_(film),David_Mamet
Super_Friends:_The_Legendary_Super_Powers_Show,Iwao_Takamoto
I'm_Free_(The_Who_song),Pete_Townshend
The_Purple_Pterodactyls,Vaclav_Vaca
The_Super_Powers_Team:_Galactic_Guardians,Alan_Moore
Fliers_of_Antares,Jack_Gaughan
Breaking_Point_(1989_film),Roald_Dahl
When_Did_You_Last_See_Your_Money%3F,David_Croft_(TV_producer)
Pretty_Fly_for_a_Rabbi,%22Weird_Al%22_Yankovic
"Love_You,_Mean_It_with_Whitney_Cummings",Chelsea_Handler
Oleanna_(film),David_Mamet
With_Honors_(film),Gore_Vidal
Anne_Murray_Duets:_Friends_&_Legends,John_Lennon
Jekyll_(2007_film),Robert_Louis_Stevenson
Somebody_Just_Walked_Over_My_Grave,Donald_James
Cruise_of_the_Gods,James_Corden
The_After_Hours_(1986),Rockne_S._O'Bannon
Hamlet_(1990_film),William_Shakespeare
De_humani_corporis_fabrica,Titian
The_Phantom_Empire_(1988_film),Fred_Olen_Ray
Lord_Edgware_Dies_(film),Agatha_Christie
The_Tree_of_Man,George_Salter
Casino_Raiders,Wong_Jing
Support_Your_Local_Gunfighter,James_Edward_Grant
Samurai_Jack,James_L._Venable
A_Christmas_Carol_(musical),Charles_Dickens
Joseph_and_the_Amazing_Technicolor_Dreamcoat,Tim_Rice
Wild_Christmas,Mae_West
The_Crawling_Hand,Bill_Idelson
The_Panel_(Australian_TV_series),Santo_Cilauro
The_Girl_Said_No_(1930_film),Charles_MacArthur
After_Pilkington,Bob_Peck
Master_Harold...and_the_Boys_(1985_film),Matthew_Broderick
The_Code_of_the_Woosters,Jeeves
Moments_of_Transition,J._Michael_Straczynski
The_Adventures_of_Barry_McKenzie,Spike_Milligan
The_Chechako,Jack_London
And_Now_Tomorrow,Raymond_Chandler
The_Lost_Language_of_Cranes_(film),Ben_Daniels
T.U.F.F._Puppy,Maddie_Taylor
Wind_at_My_Back,Kevin_Sullivan_(producer)
Alice_in_Wonderland_(1966_TV_play),Lewis_Carroll
The_Perfect_Man,Mark_Rosman
The_Tommyknockers_(miniseries),Lawrence_D._Cohen
"A_Fairly_Odd_Movie:_Grow_Up,_Timmy_Turner!",Daran_Norris
A_Few_Good_Men,Rob_Reiner
Stars_and_Stripes_Vol._1,Willie_Nelson
James_May's_Big_Ideas,James_May
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1977),Orson_Welles
Winnie_the_Pooh_(2011_film),Robert_Lopez
Fugitive_Rage,Fred_Olen_Ray
Something_to_Live_For_(film),Dwight_Taylor_(writer)
Ultraseven_X,Takeshi_Yagi
The_Shaggy_Dog_(1959_film),Felix_Salten
Life_Is_Beautiful_(Sixx:A.M._song),Nikki_Sixx
Three_Comrades_(novel),Arthur_Wesley_Wheen
Shadows_and_Fog,Madonna_(entertainer)
Kill_Switch_(The_X-Files),William_Gibson
Pink_(manga),Kyoko_Okazaki
The_Patchwork_Girl_of_Oz_(1914_film),L._Frank_Baum
Hamlet_(1969_film),William_Shakespeare
Pyaar_Ko_Ho_Jaane_Do,Shobha_Kapoor
Death_Note__tv_film__1,Toshiki_Inoue
Autoamerican,Alan_Jay_Lerner
Central_Park_West_(TV_series),Nancy_Malone
General_Foods_25th_Anniversary_Show:_A_Salute_to_Rodgers_and_Hammerstein,Oscar_Hammerstein_II
Live_Stiffs_Live,Robert_Christgau
Crusade_(TV_series),J._Michael_Straczynski
The_Others_(1974_film),Jorge_Luis_Borges
Double_Take_(2001_film),Graham_Greene
The_New_Phil_Silvers_Show,Phil_Silvers
Ooty_Varai_Uravu,Sivaji_Ganesan
The_Sopranos,Allen_Coulter
Return_of_the_Saint,Leslie_Charteris
The_Revelations_of_Becka_Paulson,Stephen_King
Crime_Story_(TV_series),Bill_Duke
The_Dying_Animal,Amedeo_Modigliani
Thundarr_the_Barbarian,Joe_Ruby
Grease_2,Ken_Finkleman
List_of_The_Late_Late_Show_with_Craig_Ferguson_episodes_(2014),David_Sedaris
Sons_&_Daughters_(2006_TV_series),Lorne_Michaels
Wintersong,Yoko_Ono
Oh_No_It_Isn't!,Gary_Russell
Van_de_koele_meren_des_doods_(film),Frederik_van_Eeden
Grave_Mistake,Roderick_Alleyn
A_Gaiety_Girl,Harry_Greenbank
Zig_Zag_(2002_film),David_S._Goyer
Treasure_Island_(1999_film),Robert_Louis_Stevenson
The_Twonky,Henry_Kuttner
Gypsies_in_the_Palace,Jimmy_Buffett
A_Nero_Wolfe_Mystery,Timothy_Hutton
Monty_Python's_Flying_Circus,Graham_Chapman
The_Knack_...and_How_to_Get_It,Charles_Wood_(playwright)
The_Pager,David_Simon
Middle_Ground_(The_Wire),George_Pelecanos
Eugene_Onegin,Vladimir_Nabokov
Ghare_Baire_(film),Satyajit_Ray
Enter_Laughing_(film),Carl_Reiner
Johnny_Shiloh_(film),Brian_Keith
The_Prince_and_the_Surfer,Mark_Twain
Drood,Charles_Dickens
Parting_Shot,Maurissa_Tancharoen
Blue_Exorcist__film__1,Reiko_Yoshida
Pilot_(Six_Feet_Under),Alan_Ball_(screenwriter)
Shooter_(2000_film),Denis_McGrath
Book_of_Dragons,Craig_Ferguson
Three_Sisters_(1994_film),Anton_Chekhov
Black_Coffee_Blues__Black_Coffee_Blues__1,Henry_Rollins
The_Puerto_Rican_Day,Alec_Berg
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1988),George_Carlin
Three_Sailors_and_a_Girl,George_S._Kaufman
Lost_and_Found_(The_Kinks_song),Ray_Davies
The_Last_Egyptian__The_Last_Egyptian__1,L._Frank_Baum
Transformers:_Rescue_Bots,Jeff_Kline
Wild_About_Hurry,Chuck_Jones
White_Teeth_(TV_serial),Om_Puri
Shakin'_All_Over,Cliff_Richard
Terminator_Salvation,Paul_Haggis
The_League_of_Gentlemen,Steve_Pemberton
Slouching_Towards_Liverpool,Scott_Miller_(pop_musician)
Symphony_of_Science,Carl_Sagan
True_Believers_(comics),Cary_Bates
Party_Girl_(1995_film),Daisy_von_Scherler_Mayer
The_39_Steps_(2008_film),Rupert_Penry-Jones
Naruto_the_Movie:_Ninja_Clash_in_the_Land_of_Snow,Masashi_Kishimoto
A_Party_with_Betty_Comden_and_Adolph_Green,André_Previn
Adventures_of_Mowgli,Rudyard_Kipling
Remembrance_of_the_Daleks,Andrew_Cartmel
Monsterpiece_Theater,Fran_Brill
Gangway_for_Tomorrow,Arch_Oboler
Batman:_Mask_of_the_Phantasm,Paul_Dini
The_Picture_of_Dorian_Gray_(1976_TV),John_Gielgud
Blues_and_Haikus,Jack_Kerouac
Probe_(1988_TV_series),Isaac_Asimov
Rurouni_Kenshin_(film),Nobuhiro_Watsuki
From_Her_to_Eternity_(song),Nick_Cave
Merry_Madagascar,Nina_Dobrev
Mickey_(2004_film),John_Grisham
Conan_O'Brien_Can't_Stop,Conan_O'Brien
List_of_Talkin'_'Bout_Your_Generation_episodes_(series_2),Angus_Sampson
Home_Alone_(R._Kelly_song),R._Kelly
The_Secret_Life_of_the_American_Teenager,Megan_Park
William_Shatner_Live,Bertolt_Brecht
Wyrms_(comics),Orson_Scott_Card
On_Stage_and_in_the_Movies,Stephen_Sondheim
Trauma_and_Dreams,Francisco_Goya
Tucker_(2000_TV_series),Steve_Joe
The_Many_Loves_of_Dobie_Gillis_(season_1),Dean_Riesner
"Mr._Death:_The_Rise_and_Fall_of_Fred_A._Leuchter,_Jr.",Errol_Morris
Hercules_(1998_TV_series),Mark_McCorkle
Blackadder,John_Lloyd_(producer)
Khartoum_(film),Robert_Ardrey
"Son_of_Rogues_Gallery:_Pirate_Ballads,_Sea_Songs_&_Chanteys",Patti_Smith
Hills_of_Hate,E._V._Timms
Who_Wants_to_Be_a_Millionaire%3F_(Australian_game_show),Vincent_van_Gogh
The_Family_That_Preys,Tyler_Perry
Salem's_Lot_(1979_miniseries),Stirling_Silliphant
Porterhouse_Blue_(TV_series),Dick_Pope_(cinematographer)
Neon_Lights_(album),Patti_Smith
Saka_no_Ue_no_Kumo_(TV_series),Jun_Kunimura
Sharpe's_Peril,Bernard_Cornwell
The_Twilight_Zone_(1959_TV_series)_(season_4),Rod_Serling
Rebellion_(miniseries),Niamh_Cusack
New_Tales_of_the_Flying_Fox,Jin_Yong
Satan_Takes_a_Holiday,Anton_LaVey
11.22.63,Stephen_King
Fast_Forward_(TV_series),Jane_Turner
Hyde_and_Hare,Warren_Foster
Becoming_Human,Craig_Roberts
Will_You_Still_Love_Me%3F_(song),Richard_Baskin
Conan_(short_story_collection),Frank_Frazetta
Thirteen_at_Dinner_(film),Agatha_Christie
Sister_Mary_Explains_It_All,Christopher_Durang
Annie_(1982_film),Carol_Sobieski
Come_Together:_America_Salutes_the_Beatles,Willie_Nelson
High_Time_(film),Blake_Edwards
Carrie_(musical),Stephen_King
Pretty_Wild,Chelsea_Handler
Devil_May_Cry:_The_Animated_Series,Toshiki_Inoue
Miley_Jab_Hum_Tum,Sudhir_Sharma
"Santo,_Sam_and_Ed's_Cup_Fever!",Ed_Kavalee
The_Wizard_of_Oz_(1933_film),L._Frank_Baum
Beautiful_Girls_(film),Rosie_O'Donnell
Italian_for_Beginners,Maeve_Binchy
You_Have_Killed_Me,Morrissey
The_Gray_Nun_of_Belgium,L._Frank_Baum
A_Perfect_Hero,Nigel_Havers
The_Hound_of_the_Baskervilles_(1932_film),Arthur_Conan_Doyle
The_Seven-Per-Cent_Solution_(film),Arthur_Conan_Doyle
G.I._Joe:_Renegades,Henry_Gilroy
Le_grand_secret,Claude_Rich
Superstar_(UK_TV_series),Andrew_Lloyd_Webber
Beautiful_Memories_(Bing_Crosby_album),Lorenz_Hart
Expensive_Husbands,Lillie_Hayward
Too_Many_Girls_(film),George_Abbott
The_World_According_to_Garp,William_Styron
Danny_Phantom,Butch_Hartman
Play_My_Music,Kara_DioGuardi
Play_Girl_(1932_film),Maurine_Dallas_Watkins
Last_Leap,Antoine_Blondin
Scentimental_Romeo,Michael_Maltese
The_Country_Mouse_and_the_City_Mouse:_A_Christmas_Tale,Michael_Sporn
New_Earth,Simon_Winstone
Alien_Dead,Fred_Olen_Ray
The_Last_Lion,Wilbur_Smith
La_Bohème_(1965_film),Franco_Zeffirelli
Sword_Stained_with_Royal_Blood_(1982_film),Jin_Yong
The_Goon_Show,Spike_Milligan
Shirleymander,Gregory_Evans_(dramatist)
Pet_Sematary_(film),Stephen_King
Dallas_(1978_TV_series),Linda_Gray
The_Wings_of_Eagles,William_Wister_Haines
HaDugmaniot_(cycle_3),Tyra_Banks
I'm_No_Dummy,Jeff_Dunham
SOL3_MIO_(album),Stephen_Sondheim
Frontier_in_Space,Terrance_Dicks
What's_New_Pussycat%3F,Woody_Allen
Clockwise_(film),Michael_Frayn
The_Mysterious_Island_(1929_film),Jules_Verne
Darker_than_Amber_(film),Robert_Clouse
"Kurt_Vonnegut's_God_Bless_You,_Mr._Rosewater",Kurt_Vonnegut
Now_That's_What_I_Call_Christmas!,Paul_McCartney
Berlin_Station_(TV_series),Olen_Steinhauer
First_Life_(TV_series),David_Attenborough
About_Last_Night_(1986_film),Edward_Zwick
Quirke_(TV_series),Diarmuid_Lawrence
Born_Yesterday_(1993_film),Garson_Kanin
Love_This_Giant,David_Byrne
Walk_of_Life_(Billie_Piper_song),Billie_Piper
Creepshow,Stephen_King
Happy_Families_(TV_series),Stephen_Fry
Haven't_Found,Bono
Your_Song_(EP),Oscar_Hammerstein_II
Dead_Man's_Folly_(film),Agatha_Christie
A_Brief_History_of_Time_(film),Stephen_Hawking
Best_of_Dark_Horse_1976–1989,George_Harrison
All_You_Need_Is_Cash,Eric_Idle
Cinematic_Titanic,Frank_Conniff
The_Beautiful_Days_of_Aranjuez,Peter_Handke
Billie_Jean__2008__1,Kanye_West
Phantoms_(film),Dean_Koontz
The_Stranger_(1946_film),Orson_Welles
Dear_Dad..._Three,Larry_Gelbart
Mr._Majestyk,Elmore_Leonard
Landru_(film),Françoise_Sagan
Kung_Fu_Panda:_Secrets_of_the_Scroll,David_Cross
Killjoy_Goes_to_Hell,Trent_Haaga
The_Complete_Mike_Oldfield,Mike_Oldfield
Mr._and_Mrs._Iyer,Bhisham_Sahni
Leo_(film),José_Luis_Borau
Grease_(musical),John_Farrar
Rojavin_Raja,Sivaji_Ganesan
Morning_Has_Broken,Eleanor_Farjeon
Teenage_Love_Affair,Alicia_Keys
La_Marie_du_port,Georges_Simenon
The_Twelve_Kingdoms:_Sea_of_Shadow,Akihiro_Yamada
Nivea_(album),R._Kelly
That's_My_Boy_(1932_film),Norman_Krasna
Declare_Independence,Björk
Welcome_to_England,Tori_Amos
Do_What_U_Want,R._Kelly
List_of_The_Late_Show_with_Stephen_Colbert_episodes_(2015),Stephen_King
Herbie_(film),George_Lucas
"Upstairs,_Downstairs_(1971_TV_series)",Simon_Williams_(actor)
The_Fixer_(1968_film),Bernard_Malamud
_A_Night_in_the_Ukraine,Anton_Chekhov
Playhouse_90,Charles_Marquis_Warren
The_Missing_Rembrandt,Arthur_Conan_Doyle
The_Jihad,David_Gerrold
Alex_Haley's_Queen,Halle_Berry
Meglos,Terence_Dudley
Children_of_a_Lesser_God,Mark_Medoff
The_Stand:_Captain_Trips,Stephen_King
List_of_The_Tonight_Show_with_Jay_Leno_episodes_(2010),Jamie_Foxx
Demon_Seed,Dean_Koontz
The_Times_They_Are_a-Changin'_(song),Bob_Dylan
Encyclopédie,Michel-Antoine_David
Road_Runner_Movie,Chuck_Jones
Demon_Seed,Dean_Koontz
The_Vengeance_of_She,H._Rider_Haggard
IGo_to_Japan,Dan_Schneider_(TV_producer)
List_of_The_Late_Late_Show_with_Craig_Ferguson_episodes_(2012),Mitch_Albom
My_Heroes_Have_Always_Been_Cowboys_(song),Willie_Nelson
Civil_Wars_(TV_series),William_M._Finkelstein
Love_Thy_Neighbor_(TV_series),Darmirra_Brunson
Buffalo_Bill_Jr.,Bob_Woodward_(actor)
House_of_Games,David_Mamet
Pilot_(Boy_Meets_World),April_Kelly
Marco_Polo_(miniseries),Pasqualino_De_Santis
Hangman's_Knot,Roy_Huggins
Quiet_Days_in_Clichy_(1970_film),Henry_Miller
Bowery_to_Bagdad,Edward_Bernds
The_Huckleberry_Hound_Show,Hoyt_Curtin
Serpico_(TV_series),Reza_Badiyi
Tonight's_the_Night_(2003_musical),Rod_Stewart
Let's_Make_Love,Norman_Krasna
All_About_Me,Jasper_Carrott
Rockin'_Through_the_Decades,Janice_Karman
Fear_Her,Russell_T_Davies
Wild_Horses_(2015_film),James_Franco
Steeltown_Rockers,Elaine_Lee
The_New_Scooby_and_Scrappy-Doo_Show,Heather_North
The_Fallen_Idol_(film),Graham_Greene
The_Southerner_(film),William_Faulkner
Ferris_Bueller_(TV_series),Brandon_Douglas
Wings_(Ringo_Starr_song),Ringo_Starr
The_Freudian_Fallacy,Sigmund_Freud
Julie_on_Sesame_Street,Frank_Oz
The_Crime_of_Dr._Crespi,Edgar_Allan_Poe
Pilot_(NYPD_Blue),Steven_Bochco
Kammal,Ekta_Kapoor
Mirror_Image_(The_Twilight_Zone),Rod_Serling
"More_Milk,_Yvette",Andy_Warhol
"Laura,_the_Prairie_Girl",Laura_Ingalls_Wilder
Worth_Winning,Josann_McGibbon
Storm_Over_the_Pacific,Tomoyuki_Tanaka
Macbeth_(Hallmark_Hall_of_Fame_1954),William_Shakespeare
"I_Have_No_Mouth,_and_I_Must_Scream_(video_game)",Harlan_Ellison
Royal_Cat_Nap,Joseph_Barbera
I_Need_Your_Body,Tina_Arena
The_Detectives_(1959_TV_series),Richard_Carlson_(actor)
The_House_on_the_Borderland_and_Other_Novels,Hannes_Bok
XIII:_The_Series,Duane_Clark
Megamind,Will_Ferrell
Vestigial_Peter,Carrie_Fisher
The_Adventure_of_English,Melvyn_Bragg
Absolution_(Agents_of_S.H.I.E.L.D.),Jed_Whedon
Yesterday's_Dreams_(album),Lee_Adams
Willennium,Michael_Jackson
The_Tuskegee_Airmen,Mekhi_Phifer
Is_It_College_Yet%3F,Wendy_Hoopes
Fraggle_Rock,Karen_Prell
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1982),George_Carlin
Princess_Fragrance_(film),Jin_Yong
Sixteen_Going_on_Seventeen,Oscar_Hammerstein_II
The_People_vs._Larry_Flynt,Courtney_Love
Pirates_of_Treasure_Island,Robert_Louis_Stevenson
Salmon_Fishing_in_the_Yemen,Simon_Beaufoy
Little_Hiawatha,Ollie_Johnston
The_Lacquered_Box,Agatha_Christie
Vinyl_(1965_film),Andy_Warhol
The_12_Disasters_of_Christmas,Ed_Quinn
The_Story_of_Tracy_Beaker_(TV_series),Jacqueline_Wilson
Brighton_Beach_Memoirs_(film),Neil_Simon
The_Slap_(U.S._miniseries),Jon_Robin_Baitz
Sherlock_Holmes_and_the_Deadly_Necklace,Arthur_Conan_Doyle
The_Luck_of_Ginger_Coffey_(film),Brian_Moore_(novelist)
We_Walk_the_Line:_A_Celebration_of_the_Music_of_Johnny_Cash,Willie_Nelson
Black_Magic_(1944_film),Earl_Derr_Biggers
The_Eagle_Shooting_Heroes,Jin_Yong
The_Department_(play)__The_Department__1,David_Williamson
Beyond_Re-Animator,H._P._Lovecraft
Something_for_You:_Eliane_Elias_Sings_&_Plays_Bill_Evans,Truman_Capote
Walking_to_Babylon,Gary_Russell
Seven_Wonders_of_the_Industrial_World,Steven_Berkoff
The_Missing_Rembrandt,Arthur_Conan_Doyle
Full_Circle_(Drowning_Pool_album),Nikki_Sixx
A_Christmas_Carol_(1997_film),Charles_Dickens
The_Frighteners,Fran_Walsh
Malibu_U,Jack_Shea_(director)
Hot_Shots!_Part_Deux,Pat_Proft
Small_Potatoes_(1999_TV_series),Tommy_Tiernan
The_Barkleys_of_Broadway,Sidney_Sheldon
The_Super_Powers_Team:_Galactic_Guardians,Adam_West
Army_of_One_(2016_film),Russell_Brand
Pygmalion_(1983_film),George_Bernard_Shaw
Totoy_Bato,Suzette_Doctolero
All_About_the_Andersons,Marco_Pennette
Children's_Ward,Carl_Rice
Partners_in_Crime_(U.S._TV_series),Jeffrey_Lane
Final_Voyage,Jim_Wynorski
List_of_The_Tonight_Show_with_Jay_Leno_episodes_(2010),Seth_MacFarlane
Shadowlands_(1993_film),William_Nicholson_(writer)
2000_Malibu_Road,Tuesday_Knight
And_Then_There_Were_None_(1945_film),Agatha_Christie
The_Emperor_and_His_Brother,Jin_Yong
The_Masked_Lover,Honoré_de_Balzac
Queen_Mimi,Zach_Galifianakis
Nothing_but_the_Best_(film),Frederic_Raphael
Far_from_the_Madding_Crowd_(2015_film),David_Nicholls_(writer)
Lucy_&_Carly_–_The_Simon_Sisters_Sing_for_Children,Lewis_Carroll
Treasure_Island_(1977_miniseries),Alfred_Burke
Holiday_Inn_(film),Elmer_Rice
The_Phantom_in_the_House,Arthur_Hoerl
List_of_The_Late_Late_Show_with_Craig_Ferguson_episodes_(2013),John_Green_(author)
The_Sting,Robert_Shaw_(British_actor)
Star_Trek_Generations,Ronald_D._Moore
Brother_Alfred,P._G._Wodehouse
Thenali,Crazy_Mohan
Mission_to_Please,R._Kelly
Back_to_School_Mr._Bean,Rowan_Atkinson
Wasteland_(video_game),Michael_A._Stackpole
Ceiling_Unlimited,Orson_Welles
Let_It_Ride_(musical),George_Abbott
Why_Don't_You_Play_in_Hell%3F,Sion_Sono
The_Password_to_Larkspur_Lane,Russell_H._Tandy
Why_Don't_We_Get_Drunk,Jimmy_Buffett
The_Buster_Keaton_Story,Sidney_Sheldon
Ao_no_Honō,Yusuke_Kishi
Memphis_Beat,Sean_Whitesell
Un_caso_di_coscienza,Leonardo_Sciascia
The_Capitalist_Manifesto,Mortimer_J._Adler
Blockade_(1938_film),Clifford_Odets
Big_Train,Graham_Linehan
The_Hunchback_(1914_film),Anita_Loos
Star_Maidens,Dawn_Addams
"John_Halifax,_Gentleman_(1915_film)",Dinah_Craik
4_Time,Jimmy_Buffett
Bad_Education_(TV_series),Jack_Binstead
The_Covers_Record,Bob_Dylan
Don't_Let_Me_Be_the_Last_to_Know,Britney_Spears
This'll_Make_You_Whistle,Guy_Bolton
Perils_of_Nyoka,Edgar_Rice_Burroughs
Hoffa,David_Mamet
COM_(manga_magazine),Osamu_Tezuka
A_Tale_of_Two_Cities_(1922_film),Charles_Dickens
Miley_Jab_Hum_Tum,Rati_Pandey
Blue_Soul,Dorothy_Fields
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1971),Frederick_Forsyth
"Suddenly,_Last_Summer_(film)",Gore_Vidal
Man_Up!,Henry_Simmons
Doctor_Who,Steven_Moffat
Ten_Little_Indians_(1989_film),Agatha_Christie
Not_Afraid,Eminem
Beauty_&_the_Briefcase,Hilary_Duff
The_Blood_of_Others_(film),Brian_Moore_(novelist)
Under_Two_Flags_(1916_film),Ouida
The_List_(album),Bob_Dylan
The_Murder_of_Fred_Hampton,Mike_Gray
Seussical,Dr._Seuss
S.W.A.T._(TV_series),Ellen_Weston
Mr._Monk_Goes_to_the_Firehouse__Monk__1,Lee_Goldberg
Krippendorf's_Tribe,Lily_Tomlin
U_Saved_Me,R._Kelly
The_Great_American_Hoax,Paddy_Chayefsky
Vega$,Aaron_Spelling
Romantic_Comedy_101,Allan_Lee
The_Pirate_Queen,John_Dempsey_(lyricist)
"Tom,_Dick_and_Harriet",Johnnie_Mortimer
Brothers_and_Sisters_(1979_TV_series),Bob_Brunner
Women's_Murder_Club_(TV_series),James_Patterson
Legends_&_Lies,Bill_O'Reilly_(political_commentator)
White_Hunter_Black_Heart,James_Bridges
A_Good_Marriage_(film),Stephen_King
False_Alarms_(1936_film),Moe_Howard
The_Wrong_Guy,David_Steinberg
Unhappily_Ever_After,Ron_Leavitt
The_Immortal_Story,Orson_Welles
Explorers_of_the_Infinite,Ellen_Raskin
A_Change_of_Scene,Alfred_Shaughnessy
Holland's_Next_Top_Model,Tyra_Banks
Coke_Kahani,Faisal_Rehman
Lucky_Break_(1994_film),Ben_Lewin
George_M!,George_M._Cohan
Summer_Ends,Barry_Gibb
One_Last_Ride,Michael_Schur
Jetter_Mars,Osamu_Tezuka
The_Beach_Boys:_Good_Vibrations_Tour,Lorne_Michaels
The_Charlie_Brown_and_Snoopy_Show,Ed_Bogas
Victoria_(1972_film),Henry_James
List_of_The_Wiggles_episodes,Jeff_Fatt
The_Four_Feathers_(1929_film),Merian_C._Cooper
Absent_Friends_(Dad's_Army),David_Croft_(TV_producer)
The_Night_Flier_(film),Stephen_King
Love_Is_a_Ball,David_Swift_(director)
Kamen_Rider_Fourze,Sota_Fukushi
Bobby_(2006_film),William_H._Macy
Silver_Nemesis,Kevin_Clarke_(writer)
Crash_Canyon,Bryn_McAuley
Kirikou_and_the_Sorceress,Michel_Ocelot
Kamen_Rider_Black_RX,Shotaro_Ishinomori
Munich_(film),Tony_Kushner
Day_After_Tomorrow_(Joan_Baez_album),Steve_Earle
The_Outer_Space_Connection,Rod_Serling
Dino_Crisis_3,Noboru_Sugimura
Beauty_No._2,Andy_Warhol
Enjō,Yukio_Mishima
The_Tourist_(2010_film),Julian_Fellowes
Joe_90,Len_Jones
Kingdom_Hospital,Stephen_King
Sherlock_Holmes_(2013_TV_series),Arthur_Conan_Doyle
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1967),Mel_Brooks
Mind_Meld,William_Shatner
Jamaica_Inn_(film),Emlyn_Williams
The_Shining_(miniseries),Stephen_King
The_Enemy_Within_the_Gates,Michael_Knowles_(actor)
