The_Paradise_Suite_(Armchair_Theatre),Sam_Wanamaker
Dark_Frontier,Cliff_Bole
Superman_II,Valerie_Perrine
Scary_Scooby_Funnies,William_Hanna
Undercovers_(TV_series),Stephen_Williams_(director)
Dhoop_Kinare,Arshad_Mehmood_(composer)
The_Curious_Puppy,Robert_McKimson
Quick_Millions_(1931_film),Spencer_Tracy
That's_My_Daddy,Wilson_Benge
Casshan:_Robot_Hunter,Takashi_Watanabe
The_Chicago_Teddy_Bears,Marvin_Kaplan
Weekend_of_Terror,Lois_Nettleton
Kidnapped_(TV_series),Jean_de_Segonzac
When_Eagles_Strike,Roger_Corman
Escape_from_Terror:_The_Teresa_Stamper_Story,Walter_Klenhard
Public_Enemy_(2002_film),Jo_Yeong-wook
Beating_the_Game,Hoot_Gibson
Men_and_Noblemen,Marino_Girolami
Slackers_(film),David_H._Steinberg
TP-2.com,R._Kelly
Sub_Rosa_(Star_Trek:_The_Next_Generation),Brannon_Braga
Ajanabee_(1974_film),Anand_Bakshi
The_Quick_and_the_Wed,Ken_Marino
Heavyweights,Joe_Roth
Threat_Matrix,David_Grossman_(director)
Cat_and_Mouse_(2003_film),Andrew_Lau
Rookie_Blue_(season_1),Eric_Canuel
The_Flintstone_Kids'_%22Just_Say_No%22_Special,Joseph_Barbera
Back_to_the_Future:_The_Ride__Back_to_the_Future:_The_Ride__1,Steven_Spielberg
Rabbit-Proof_Fence_(film),Kenneth_Branagh
Fu_Bo_(film),Eric_Tsang
Unaccustomed_As_We_Are,Leo_McCarey
Breakaway_(2011_film),Jassi_Sidhu
A_Long_Way_Off,Robert_Davi
Thunderbirds_Are_Go,Barry_Gray
Do_Bigha_Zamin,Hrishikesh_Mukherjee
Le_Sucre,Jean_Carmet
Just_Shoot_Me!_(season_7),Pamela_Fryman
The_Robonic_Stooges,Joseph_Barbera
Aquarion_Evol,Mari_Okada
The_Passionate_Adventure,Alfred_Hitchcock
Foster's_Home_for_Imaginary_Friends,Chris_Savino
Rang_Birangi,Amol_Palekar
Omar_Khayyam_(film),John_Derek
Louvre_Come_Back_to_Me!,Milt_Franklyn
Keeping_Up_with_the_Joneses_(film),Gal_Gadot
A_Sailor's_Life,Judy_Collins
Normal_Life,Jean_de_Segonzac
M*A*S*H_(season_1),Don_Weis
Agnimrigam,Thoppil_Bhasi
Cavalry_Command,Cirio_H._Santiago
Bug_(1975_film),William_Castle
The_Prophet:_The_Best_of_the_Works,Snoop_Dogg
Adventure_in_the_Night,Chano_Urueta
The_Flintstone_Comedy_Show_(1980_TV_series),Joseph_Barbera
Doc_Elliot,Robert_Butler_(director)
Choy_Lee_Fut_(film),Sammo_Hung
The_Robonic_Stooges,Joseph_Barbera
Joe_(1970_film),Bobby_Scott_(musician)
Faces_(Star_Trek:_Voyager),Jonathan_Glassner
Tourist_Bunglow,Balu_Mahendra
Wide_Open_Spaces_(1924_film),Hal_Roach
List_of_Late_Night_with_Jimmy_Fallon_episodes_(2013–14),David_Steinberg
Manidhanum_Dheivamagalam,Sivaji_Ganesan
Fíaskó,Friðrik_Þór_Friðriksson
City_of_My_Dreams_(film),Olle_Nordemar
Rushing_Roulette,Friz_Freleng
Nell_Gwynn_(1934_film),Philip_Braham
Godfather_(2012_film),K._S._Ravikumar
Love_Letters_(1917_film),John_Stumar
Beast_of_the_Yellow_Night,Roger_Corman
The_Dean_and_I,Kevin_Godley
The_Twilight_Zone_(1959_TV_series)_(season_5),Don_Weis
Irrikku_M.D._Akathudu,Kaloor_Dennis
Machete_(film),Cheech_Marin
Passion_Fish,Vondie_Curtis-Hall
Tiger_Shark_(film),Bryan_Foy
The_Price_of_Life,Fabijan_Šovagović
High_Times'_Potluck,Tommy_Chong
The_Hunt_for_Eagle_One:_Crash_Point,Roger_Corman
Professor_Beware,Delmer_Daves
Ninne_Premistha,Trivikram_Srinivas
Seduced_and_Abandoned,Lola_Braccini
List_of_Late_Night_with_Jimmy_Fallon_episodes_(2011),Cameron_Crowe
Under_a_Texas_Moon,William_Rees_(cinematographer)
Hello_Madras_Girl,Gangai_Amaran
Little_Miss_Optimist,Charles_West_(actor)
"Pontoffel_Pock,_Where_Are_You%3F",Friz_Freleng
Wario_Land_II,Hiroji_Kiyotake
Khoya_Khoya_Chand,Rajat_Kapoor
The_Heckling_Hare,Robert_McKimson
Hamraaz,Ravi_(music_director)
The_Poseidon_Adventure_(2005_film),C._Thomas_Howell
My_Little_Buckaroo,Robert_McKimson
From_the_Land_of_the_Moon_(film),Christophe_Beaucarne
Fighting_Thoroughbreds,Charles_C._Wilson_(actor)
The_Ghosts_of_Buxley_Hall,Frank_De_Vol
The_Saddle_King,Hoot_Gibson
Dead_of_Winter,Mary_Steenburgen
Top_of_the_World_(1997_film),Dennis_Hopper
List_of_The_Tonight_Show_Starring_Jimmy_Fallon_episodes_(2016),Robert_De_Niro
Tickle_Me,Edward_Bernds
The_Pleasure_Garden_(1961_film),Ingmar_Bergman
Kimagure_Orange_Road__film__1,Kenji_Terada
Point_Pleasant_(TV_series),Tucker_Gates
Up_for_the_Derby,Dorothy_Bartlam
Monk_(season_8),David_Grossman_(director)
Two_and_Two_Make_Six,George_Chakiris
Happy_Tears,Demi_Moore
The_New_People,Aaron_Spelling
Wolves_(1930_film),Herbert_Wilcox
Whoopee!_(film),Gregg_Toland
The_Last_Impresario,Yoko_Ono
A_Night_in_Casablanca,Frank_Tashlin
Genesis_(2004_film),Marie-Josèphe_Yoyotte
Cape_Fear_(1991_film),Freddie_Francis
CHAOS_(TV_series),Ron_Underwood
Kenny_Hotz's_Triumph_of_the_Will,Kenny_Hotz
Breath_of_Life_(1990_film),Vincent_Gallo
It_Takes_Two_(1982_film),Dean_Shek
Airport_(1970_film),Burt_Lancaster
Cupid_(2009_TV_series),Michael_Grossman
Hate_Story_(film_series),Vikram_Bhatt
Bring_Home_the_Turkey,Hal_Roach
Una_botta_di_vita,Alberto_Sordi
Ants_in_the_Pantry,Jules_White
Extraños_caminos_del_amor,Ernesto_Alonso
Sinner_or_Saint_(TV_series),Polo_Ravales
Universal_Soldier:_The_Return,Jean-Claude_Van_Damme
Little_Miss_Sunshine,Ron_Yerxa
Angadikkappurathu,Adoor_Bhasi
Anveshane,Smita_Patil
Firefly_(TV_series)__Firefly__1,Joss_Whedon
Try_This_One_for_Size,Claude_Bolling
The_Blues_(film_series),Willie_King
Toy_Soldiers_(1984_film),Tim_Robbins
Treasure_Island_(1972_live-action_film),Artur_Brauner
In_Old_California_(1942_film),John_Wayne
The_Hide,Tim_Whitnall
Daredevil_(film),Ben_Affleck
Couples_Retreat,A._R._Rahman
The_Vice_(TV_series),Justin_Chadwick
The_Royal_Swordsmen,Wong_Jing
"Oh,_Doctor_Beeching!",David_Croft_(TV_producer)
A_Heart_Plays_False,Ruth_Leuwerik
Buffy_the_Vampire_Slayer_Season_Eight,Joss_Whedon
Keetje_Tippel,Gerard_Soeteman
London_Town_(film),Erwin_Hillier
The_Lord_of_the_Rings_(1978_film),Peter_S._Beagle
7_Faces_of_Dr._Lao,Ben_Hecht
No_Other_Woman_(1928_film),Bernard_Vorhaus
Banshee_(TV_series),Greg_Yaitanes
Clean_and_Sober,Ron_Howard
"Mr._Hankey,_the_Christmas_Poo",Trey_Parker
Kidd_Video,Shuki_Levy
China_Girl_(1942_film),Ben_Hecht
The_Critic,James_L._Brooks
Bernard_and_Doris,Ralph_Fiennes
Alpha_House,Mark_Consuelos
The_Hunley,Randy_Edelman
A_Man_Betrayed_(1936_film),William_Berke
Sightings:_Heartland_Ghost,Beau_Bridges
Codicia,Rafael_Banquells
List_of_The_Tonight_Show_with_Jay_Leno_episodes_(2010),Snoop_Dogg
Good_Time_Harry,Steve_Gordon_(director)
Luna_Mystika,Ogie_Alcasid
Psycho_(2013_film),Ram_Gopal_Varma
Time_Under_Fire,Roger_Corman
Bully_for_Bugs,Maurice_Noble
Hair-Trigger_Casey,William_Berke
CSI:_Crime_Scene_Investigation,Kenneth_Fink
Ghost_Wanted,Robert_McKimson
The_Increasingly_Poor_Decisions_of_Todd_Margaret,David_Cross
La_La_Land_(TV_series),Marc_Wootton
Pinky_(film),Harmon_Jones
Martyrs_of_the_Alamo,D._W._Griffith
Wrong_Again,Hal_Roach
The_Wrong_Girl_(film),Barbara_Mandrell
Thanks_for_Your_Love,Jeffrey_Lau
Love_(2004_film),K._Kalyan
The_Twilight_Zone_(1959_TV_series)_(season_4),Lamont_Johnson
Saul_of_the_Mole_Men,Trey_Parker
Rudolph_the_Red-Nosed_Reindeer_(TV_special),Tadahito_Mochinaga
The_Magliari,Piero_Piccioni
Over_the_Goal,William_Hopper
D3:_The_Mighty_Ducks,Emilio_Estevez
The_Stranger_(1987_film),Bonnie_Bedelia
Vilakuranja_Manushyan,Madhu_(actor)
White_Shoulders,J._Walter_Ruben
Dallas_(1978_TV_series)_(season_3),Irving_J._Moore
Agua_Mala,Joel_McKinnon_Miller
Dossier_K.,Erik_Van_Looy
Veer-Zaara,Amitabh_Bachchan
The_Carrie_Diaries_(season_1),Norman_Buckley
Bruce_Almighty,Jim_Carrey
Detektiv_Braun,Richard_Oswald
Ultra_Warrior,Roger_Corman
Far_North_(1988_film),Tess_Harper
Knock_on_Any_Door,John_Derek
Park_Plaza_605,Philip_Green_(composer)
Shunyo,Anjan_Dutt
The_Royals_(TV_series),Arlene_Sanford
The_Folly_of_Anne,Elmer_Clifton
Jogajog_(film),Rabindranath_Tagore
Men_in_Black_3,Steven_Spielberg
Burning_Daylight:_The_Adventures_of_'Burning_Daylight'_in_Alaska,J._Charles_Haydon
Airport_(film_series),Ernest_Laszlo
Inside_the_Lines,Nicholas_Musuraca
Bop_Gun_(Homicide:_Life_on_the_Street),Jean_de_Segonzac
Rasputin_and_the_Empress,Herbert_Stothart
A_Woman_Called_Moses,Orson_Welles
Timmy_and_the_Lords_of_the_Underworld,Trey_Parker
Woman_Obsessed,Leon_Shamroy
The_Gas_Man,Jean_de_Segonzac
July_Days_(film),Hal_Roach
Grease_2,Dody_Goodman
Movie_43,Eric_Stuart
Dheiva_Thaai,K._Balachander
The_Million_Pound_Note,Clive_Donner
Kaalal_Pada,Rahman_(actor)
Slickers_vs._Killers,Joyce_Godenzi
Nannaku_Prematho,Srinivas_Avasarala
Love_'em_and_Weep,Hal_Roach
Our_Relations,Hal_Roach
Clay_Pigeons,Ridley_Scott
Wish_Upon_a_Star,Don_Jeffcoat
The_Wonder_Years_(season_4),Michael_Dinner
Maavichiguru__Maavichiguru__1,S._V._Krishna_Reddy
Un'estate_al_mare,Lino_Banfi
Enter_the_Eagles,Leonard_Ho
Thanichalla_Njan,Kalpana_(Malayalam_actress)
Time_Bomb_(2006_film),Louis_Febre
Pintados_(TV_series),Don_Michael_Perez
The_Mentalist_(season_4),Bobby_Roth
Privileged_(TV_series),Michael_Engler
Richie_Rich_Show,William_Hanna
Deadwood_(TV_series),Mark_Tinker
Submarine_X-1,John_C._Champion
Dos_pintores_pintorescos,Miguel_Córcega
Peacock_Alley_(1922_film),Edmund_Goulding
Server_Somanna,K._Balachander
Penrod's_Double_Trouble,Crane_Wilbur
Au_Pair_II,Cheryl_Saban
The_Unforgiven_(1960_film),James_Hill_(film_producer)
Odd_Job_Jack,Don_McKellar
King_of_the_Ants,Charlie_Higson
The_50th_Law,50_Cent
Police_Story_(film_series),Bill_Tung
The_Abandoned_(1955_film),Eriprando_Visconti
Bringing_up_Jack,Pamela_Fryman
Vice_Academy,Linnea_Quigley
The_Bowling_Alley_Cat,George_Gordon_(animator)
Muchacha_italiana_viene_a_casarse_(2014_telenovela),Pedro_Damián
Slander_House,Melville_Shyer
Bringing_It_All_Back_Home,Bob_Dylan
The_Gay_Intruders,Raoul_Kraushaar
Life_with_Father_(film),William_V._Skall
7th_Heaven_(season_2),Neema_Barnette
But_Always,Zhang_Yibai
Two_Smart_People,Lloyd_Nolan
Enemy_on_the_Hill,Melissa_Ponzio
Halfway_Across_the_Galaxy_and_Turn_Left__Halfway_Across_the_Galaxy_and_Turn_Left__1,Jeffrey_Walker_(actor)
The_Devil's_Wedding_Night,Joe_D'Amato
Daphne_and_the_Pirate,D._W._Griffith
"The_Long,_Hot_Summer",Orson_Welles
Prem_Nagar_(1974_film),A._Vincent
Gold_Diggers_of_'49,Chuck_Jones
The_Defense_Rests,Edward_Bernds
In_the_Beginning_There_Was_Underwear,Davide_Ferrario
Wrath_of_the_Villains:_Prisoners,Danny_Cannon
Death_on_the_Nile_(2004_film),Kevin_Elyot
The_Lost_People,Gordon_Wellesley
Dogs_is_Dogs,Hal_Roach
Alf's_Carpet,Scott_Sidney
The_New_Janitor,Mack_Sennett
Her_Choice,Arthur_Hotaling
JAG_(season_6),Jeannot_Szwarc
Mad_Dog_Coll_(film),Menahem_Golan
Little_Beau_Porky,Chuck_Jones
Escuela_para_suegras,Fernando_de_Fuentes
We_Faw_Down,Bess_Flowers
"Quincy,_M.E._(season_3)",Alexander_Singer
Anthaka_Mundu_Aa_Tarvatha,Ravi_Babu
Before_the_Winter_Chill,Kristin_Scott_Thomas
The_Peacemaker_(1997_film),Michael_Schiffer
Guess_Who's_Sleeping_in_My_Bed%3F,Kenneth_Mars
Rahasyam_Parama_Rahasyam,Seema_(actress)
Sammanam_(1975_film),C._V._Sridhar
The_Moelleby_Affair,Erik_Balling
Fire_Song,Jennifer_Podemski
The_Chaser_(The_Twilight_Zone),J._Pat_O'Malley
Motivos_personales,Fernando_Guillén_(actor)
Madhuraswapnam,Kamal_Haasan
Don_Juan's_Three_Nights,Gerald_Duffy
Live_in_New_York_City_(John_Lennon_album),Yoko_Ono
Flight_Lieutenant_(film),Werner_R._Heymann
Another_48_Hrs.,Roger_Spottiswoode
Glad_Rag_Doll_(film),Byron_Haskin
Blackhawk_(serial),Earl_Turner_(film_editor)
Personal_Maid,George_Fawcett
The_Final_Terror,Daryl_Hannah
"The_Hunger_Games:_Mockingjay,_Part_1_–_Original_Motion_Picture_Soundtrack",Kanye_West
Too_Bad_She's_Bad,Vittorio_De_Sica
Little_Papa,Hal_Roach
Poor_Tom_Is_Cold,Keeley_Hawes
Tess_of_the_Storm_Country_(1960_film),Jack_Ging
Automan,Kim_Manners
Trader_Horn_(1973_film),"George_Folsey,_Jr."
Colossal_(film),Tim_Blake_Nelson
The_Loves_of_Madame_Dubarry,Frank_Launder
The_New_Scooby_and_Scrappy-Doo_Show,William_Hanna
Love_for_Love_(film),Marga_López
Bugs_Bunny:_Superstar,Orson_Welles
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1963),Ossie_Davis
Soundtrack_From_Twin_Peaks,David_Lynch
The_Blood_(film),Tilla_Durieux
Dinky_Dog,Alex_Lovy
Para_Para_Sakura,Ah_Niu
Prepotenti_più_di_prima,Aldo_Fabrizi
For_a_Few_Dollars_Less,Sergio_Corbucci
The_Snow_Hawk,Tay_Garnett
Your_Songs,Anthony_Newley
Another_Fine_Mess,Hal_Roach
Country_Girls,John_Schneider_(screen_actor)
Wrath_of_the_Villains:_Unleashed,Danny_Cannon
When_I_Yoo_Hoo,Robert_McKimson
Small_Potatoes_(The_X-Files),Tom_Braidwood
The_Golden_Lady,Stephan_Chase
Greatest_Hits_(Lost),Blake_Bashoff
Ruggles_of_Red_Gap,Edward_Dmytryk
Orbis_Pictus_(film),Vladimír_Godár
Hera_Pheri_(film_series),Anu_Malik
Bulletproof_Monk,John_Woo
Tuck_(season_1),Elodie_Keene
Gindari,Rodney_Warnakula
Veera_Padhakkam,R._Sundarrajan_(director)
Naam_Iruvar,P._Neelakantan
The_Rise_of_Catherine_the_Great,Harold_Young_(director)
Macbeth_(1916_film),D._W._Griffith
O_Mahalakshmi,Puri_Jagannadh
Springtime_for_Thomas,Ray_Patterson_(animator)
A_Little_Bit_of_Heaven_(2011_film),Gren_Wells
Style_(2006_film),Prabhu_Deva
Amazon_Women_on_the_Moon,Henny_Youngman
Triads:_The_Inside_Story,Herman_Yau
Hate_Story,Vikram_Bhatt
Bright_Lights:_Starring_Carrie_Fisher_and_Debbie_Reynolds,Griffin_Dunne
She's_the_Sheriff,George_Wyner
Holiday_Hotel,Daniel_Ceccaldi
At_Your_Service_Madame,Cal_Dalton
The_Best_Things_in_Life_Are_Free_(film),Leon_Shamroy
The_Big_Salad,Michelle_Forbes
List_of_The_Tonight_Show_Starring_Jimmy_Fallon_episodes_(2014),Eric_Wareheim
Amanush_(2010_film),Selvaraghavan
The_Official_Music_of_%22Weird_Al%22_Yankovic,%22Weird_Al%22_Yankovic
Jongno_(film),Na_Woon-gyu
The_Woodsman_(2004_film),Lee_Daniels
The_Fourteenth_Man,Karl_Brown_(cinematographer)
Cloudy_with_a_Chance_of_Meatballs_2,Judi_Barrett
Another_Period,David_Wain
The_Intervention_(film),Alia_Shawkat
Temptations_of_a_Shop_Girl,Ted_Tetzlaff
Submarine_Command,Eda_Warren
Rake_(Australian_TV_series),Rowan_Woods
One_Droopy_Knight,William_Hanna
Travel_Man,Richard_Ayoade
The_Blues_(film_series),Corey_Harris
Rookie_Blue_(season_2),John_Fawcett_(director)
Red_Ensign_(film),Geoffrey_Barkas
Circumstantial_Evidence_(1929_film),Henry_Edwards_(actor)
Bloodhounds_of_Broadway_(1952_film),Sy_Gomberg
The_Outcasts_(TV_series),Don_Murray_(actor)
The_Fonz_and_the_Happy_Days_Gang,William_Hanna
The_Heroes_(1980_film),Ti_Lung
The_Commissioner_(film),Stanley_Johnson_(writer)
Project_Censored_the_Movie,Oliver_Stone
Mula_sa_Puso__Mula_sa_Puso__1,Ruel_S._Bayani
Traders_(season_1),Alan_Taylor_(director)
The_Final_Comedown,Roger_Corman
Black_Box_(TV_series),Amy_Holden_Jones
"Glee:_The_Music,_The_Rocky_Horror_Glee_Show",Brad_Falchuk
Kissing_a_Fool,David_Schwimmer
Nee_Ko_Njaa_Cha,Rohini_Mariam_Idicula
The_Ambulance,Jay_Chattaway
The_Great_Lover_(1949_film),Melville_Shavelson
Mob_Story,John_Vernon
The_World's_Greatest_Super_Friends,William_Hanna
Beautiful_but_Dangerous,Vittorio_Gassman
Samba_in_Berlin,Adhemar_Gonzaga
When_Pigs_Have_Wings_(film),Sasson_Gabai
The_Hidden_Hand_(serial),Arthur_B._Reeve
House_of_Wax_(2005_film),Robert_Zemeckis
King_of_the_Hill,Greg_Daniels
Jungle_Cat_(film),Ben_Sharpsteen
I'm_All_Right_Jack,Mutz_Greenbaum
Zameer_(1975_film),Sapan_Chakraborty
Law_&_Order:_Criminal_Intent_(season_2),Don_Scardino
Home_Defense,Charles_August_Nichols
Fargo_(film),Steve_Buscemi
Rabbit_Seasoning,Maurice_Noble
"Good_Morning,_Vietnam",Stu_Linder
Oh_Shucks!_Here_Comes_UNTAG,Leon_Schuster
When_Every_Day_Was_the_Fourth_of_July,Walter_Scharf
Counterblast_(film),James_Wilson_(cinematographer)
Point_of_No_Return_(1993_film),D._J._Caruso
Christian_Brothers_(film),Lakshmi_Gopalaswamy
Diamonds_Are_a_Man's_Best_Friend,Gastone_Moschin
The_Duchess_of_Duke_Street,Raymond_Menmuir
Un_par_de_robachicos,Gaspar_Henaine
Chuck_Versus_the_Anniversary,Dolph_Lundgren
The_Slave_(1917_comedy_film),Oliver_Hardy
Shubhalagnam__Shubhalagnam__1,S._V._Krishna_Reddy
Royal_Bengal_Rahashya_(novel),Satyajit_Ray
The_Common_Law_(film),John_Farrow
Dragonslayer,Howard_W._Koch
Me_and_My_Pal_(1933_film),Hal_Roach
One_Touch_of_Venus_(film),Frank_Tashlin
Lenny_(TV_series),Gil_Junger
Fireside_Theatre,Aaron_Spelling
His_Sister's_Kids,Roscoe_Arbuckle
Revenge_(season_3),Allison_Liddi-Brown
The_Flintstones:_Fred's_Final_Fling,William_Hanna
Woman_in_Black_(Grimm),David_Greenwalt
Dilwala,Yogaraj_Bhat
The_Bear_That_Wasn't,Phil_Roman
Looney_Tunes,Michael_Maltese
Baton_Bunny,Maurice_Noble
La_Traversée_de_Paris_(album),Michael_Nyman
NYPD_Blue_(season_2),Mark_Piznarski
Jurassic_Park,Kevin_Stitt
The_First_Born_(1921_film),Sessue_Hayakawa
The_Unsuspecting_Angel,Franz_Nicklisch
Gudachari_116,Ravikant_Nagaich
Pack_Up_Your_Troubles_(1932_film),Hal_Roach
Ed_and_His_Dead_Mother,Steve_Buscemi
Dick_Tracy_Meets_Gruesome,Ralph_Byrd
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1981),William_Conrad
Pilot_(Glee),Romy_Rosemont
Holy_Smoke!,Kate_Winslet
The_Funtastic_World_of_Hanna-Barbera_(ride),Joseph_Barbera
The_Wildest_Dream,Alan_Rickman
Jwala_(1969_film),Adoor_Bhasi
Heist_(2001_film),Art_Linson
Super_Star_(S.H.E_album),Jay_Chou
Sin's_Pay_Day,Betty_Burbridge
Safe_House_(1998_film),Kevin_Kiner
Bombay_Talkies_(film),Rajeev_Ravi
Naseeb_(1981_film),Amjad_Khan_(actor)
Soulboy_(film),Alfie_Allen
Victor_Frankenstein_(film),Daniel_Radcliffe
Shirt_Tales,William_Hanna
The_Pooch,Hal_Roach
Talvar_(film),Vishal_Bhardwaj
Boom_Blox_Bash_Party,Steven_Spielberg
Porky_and_Gabby,Chuck_Jones
Cat's_Eye_(1985_film),Dino_De_Laurentiis
"Akō_Rōshi:_Ten_no_Maki,_Chi_no_Maki",Kaneto_Shindo
Shudhikalasham,Shyam_(composer)
Double_Whoopee,George_Stevens
Tony_Arzenta,Mario_Morra
White_Night_(film),Kang_Woo-suk
Satan_Returns,Wong_Jing
The_Source_Awards_(30_Rock),Don_Scardino
God_Made_Them..._I_Kill_Them,Fernando_Di_Leo
Hanna-Barbera's_50th:_A_Yabba_Dabba_Doo_Celebration,Joseph_Barbera
A_Night_Like_This_(film),Herbert_Wilcox
She_Did_It,Michael_Damian
Soul_Man_(film),Arye_Gross
Conflictos_de_un_médico,Ernesto_Alonso
Three_Cases_of_Murder,André_Morell
Apes_of_Wrath,Arthur_Davis_(animator)
Mission:_Impossible_(season_7),Leslie_H._Martinson
Babes_in_Toyland_(1934_film),Hal_Roach
Mr._Magorium's_Wonder_Emporium,Natalie_Portman
Lois_&_Clark:_The_New_Adventures_of_Superman_(season_4),Tim_Minear
Jyothi_Lakshmi_(film),Charmy_Kaur
A_Dog_of_Flanders_(1959_film),Donald_Crisp
Bugs_Bunny's_3rd_Movie:_1001_Rabbit_Tales,Michael_Maltese
Shame_(1988_film),Tony_Barry
Keys_of_the_Righteous,George_Nichols_(actor)
Sunday_Go_to_Meetin'_Time,Robert_McKimson
Escape_in_Time_(The_Avengers),Geoffrey_Bayldon
Chungking_Express,Andrew_Lau
Curiosity_Shop,Chuck_Jones
The_Covenant_(film),J._S._Cardone
Second_Noah,Zelda_Harris
Best_of_the_West,James_Burrows
Drive_(2007_TV_series),Greg_Yaitanes
Char_Dil_Char_Rahen,S._Ramachandra
Port_of_Escape,Lance_Comfort
The_Caveman's_Valentine,Elie_Samaha
Scrap_Happy_Daffy,Arthur_Davis_(animator)
You_May_Not_Kiss_the_Bride,Rob_Schneider
McCloud_(TV_series),Glen_A._Larson
Elmer's_Candid_Camera,Robert_McKimson
O_Sangue,Vítor_Gonçalves
A_Gust_of_Wind,Giovacchino_Forzano
My_Fair_Lady_(film),Gladys_Cooper
Détective_(1985_film),Alain_Sarde
Looney_Tunes_Showcase:_Volume_1,Mel_Blanc
A_Colonial_Belle,George_Melford
The_Bodyguard_(1944_film),Ray_Patterson_(animator)
The_Belles_of_St_Trinian's,Sidney_Gilliat
A_Bandit,Roscoe_Arbuckle
Why_Worry%3F,Harold_Lloyd
House_of_Fury,Philip_Ng
Double_Trouble_(1967_film),Irwin_Winkler
Rivalen_der_Luft,Wolfgang_Liebeneiner
Hollywood_Chinese,Wayne_Wang
Bear_(2010_film),Ethan_Wiley
Rockin'_with_Judy_Jetson,William_Hanna
The_Devil_Strikes_at_Night,Mario_Adorf
Rakthasakshikal_Sindabad,Nedumudi_Venu
The_Muppets_Take_Manhattan,Robert_Paynter
Warehouse_13_(season_4),Jennifer_Lynch
R.I.P.D.,David_Dobkin_(director)
Ladies_in_Retirement,Reginald_Denham
Heidi's_Song,Joseph_Barbera
Home_in_Oklahoma,Roy_Rogers
Glee:_The_Music_Presents_the_Warblers,Brad_Falchuk
Chaser_on_the_Rocks,Friz_Freleng
Jem_(TV_series),Charlie_Adler
Curiosity_Shop,Chuck_Jones
Dog_Daze_(1937_film),Robert_McKimson
The_Man_in_the_High_Castle_(TV_series),Ridley_Scott
Bajirao_Mastani_(soundtrack),Sanjay_Leela_Bhansali
In_Your_Eyes_(2014_film),Joss_Whedon
Lords_of_the_Deep,Roger_Corman
Each_Dawn_I_Die,James_Cagney
Tvoje_lice_zvuči_poznato_(Serbian_TV_series),Branko_Đurić
A_La_Cabaret,Mack_Sennett
The_Love_Bug_(1925_film),Hal_Roach
Njan_Ninne_Premikkunnu,P._Bhaskaran
The_Lady_with_the_Mask,Alexander_Esway
Orange_Mittai,Vijay_Sethupathi
The_Problem_Solverz,Eric_Kaplan
Studio_60_on_the_Sunset_Strip,David_Petrarca
Without_a_Trace_(season_2),David_Nutter
The_Barbara_Stanwyck_Show,Earle_Hagen
The_Eternal_City_(1923_film),Lionel_Barrymore
Night_at_the_Museum:_Battle_of_the_Smithsonian,Alain_Chabat
Ayya_(2005_Tamil_film),K._Balachander
Power_Rangers_Wild_Force,Haim_Saban
Pratigya_(1975_film),Nabendu_Ghosh
Gingerdead_Man_2:_Passion_of_the_Crust,Charles_Band
Sgt._Wilson's_Little_Secret,David_Croft_(TV_producer)
"Glee:_The_Music,_Volume_6",Brad_Falchuk
Kalifornia,Carter_Burwell
A_Flintstone_Family_Christmas,Joseph_Barbera
The_Fourth_State,Kasia_Smutniak
The_Fair_Barbarian,Douglas_MacLean
Terriers_(TV_series),Tim_Minear
The_Rag_Man,Willard_Mack
Out_of_Exile,Rick_Rubin
Giants_vs._Yanks,Hal_Roach
The_Sergeant_(1910_film),Hobart_Bosworth
Once_a_Sinner,Len_Harris_(cinematographer)
Tiffany_Memorandum,Stelvio_Massi
Father_Gets_in_the_Game,Mack_Sennett
The_Face_on_the_Milk_Carton_(film),Leonard_Rosenman
The_Caribbean_Mystery,Nicholas_Ray
"South_Park:_Bigger,_Longer_&_Uncut",Mike_Judge
Melancholic_Autumn,Benito_Perojo
List_of_The_Tonight_Show_with_Jay_Leno_episodes_(1992–99),Kenneth_Branagh
Dhund_(1973_film),Sanjay_Khan
Grand_Jury_(1936_film),James_Edward_Grant
Love_Express,Subhash_Ghai
The_Chamber_(film),David_Marshall_Grant
Going_Bananas_(film),Yoram_Globus
Side_Effects_(Allen_book),Woody_Allen
Funtoosh,Dev_Anand
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1972),Burt_Reynolds
The_Addams_Family_(1973_animated_series),William_Hanna
Mayfly_(film),Lucy_Owen
Appaji,K._V._Vijayendra_Prasad
Jerry's_Diary,Fred_Quimby
Tarzan's_Three_Challenges,Joseph_Horovitz
The_Old_Wallop,Hal_Roach
Thark_(film),Alfred_Roome
Butch_Cassidy_(TV_series),Joseph_Barbera
American_Adobo,Kevin_Foxe
Putting_Pants_on_Philip,George_Stevens
MSG-2_The_Messenger,Arpit_Ranka
The_Trials_of_O'Brien,Robert_Gist
Vegas_Vacation,William_A._Fraker
Freakazoid!,Steven_Spielberg
Devi_Dharisanam,Latha_(actress)
Chilly_Willy_(film),Walter_Lantz
Just_Shoot_Me!_(season_3),Steven_Levitan
The_Revenge_of_Al_Capone,Tracy_Keenan_Wynn
Flags_of_Our_Fathers_(film),Steven_Spielberg
Strike_Back_(TV_series),Michelle_Yeoh
