Lawrence_Saint,Rachel_Saint
Rohese_of_Monmouth,"Walter_de_Lacy,_Lord_of_Meath"
Louis-Raphaël_Bischoffsheim,Raphaël_Bischoffsheim
Robin_Pappas,Nellie_McKay
Trevor_Peacock,Daniel_Peacock
Jean-Marie_Musy,Pierre_Musy
Chani,Leto_II_Atreides
An_Clasach_Ó_Cobhthaigh,Maeleachlainn_Ó_Cobhthaigh
Hieronymus_Praetorius,Jacob_Praetorius
Jyotsna_Biswas,Aruna_Biswas
Erling_Persson,Stefan_Persson_(magnate)
Henry_F._Lippitt,Frederick_Lippitt
Edward_H._Funston,Frederick_Funston
Matthew_B._Lowrie,Walter_H._Lowrie
François_Mitterrand,Jean-Christophe_Mitterrand
William_Shawn,Allen_Shawn
Adeyemi_Afolayan,Aremu_Afolayan
Theodore_Roosevelt,Ethel_Roosevelt_Derby
"Lawrence_Kadoorie,_Baron_Kadoorie",Michael_Kadoorie
Klaus_Kinski,Nastassja_Kinski
Gérard_Depardieu,Julie_Depardieu
Leonidas_Kyrkos,Miltos_Kyrkos
James_Mayer_de_Rothschild,Charlotte_de_Rothschild
Anisa_Makhlouf,Bassel_al-Assad
Mayna_Treanor_Avent,James_Avent
Adelperga,Grimoald_III_of_Benevento
Leslie_Grade,Michael_Grade
Roy_R._Theriot,Sam_H._Theriot
Seeley_W._Mudd,Harvey_Seeley_Mudd
Rene_Cayetano,Lino_Cayetano
Selim_Zilkha,Michael_Zilkha
Samuel_Wilbore,"Samuel_Wilbur,_Jr."
Oswaldo_Payá,María_Payá_Acevedo
Lars_Herseth,Stephanie_Herseth_Sandlin
Marshall_Field,Ethel_Beatty
Andrónico_Luksic_Abaroa,Jean-Paul_Luksic_Fontbona
Klaus_Kinski,Nikolai_Kinski
Ricardo_C._Puno,Dong_Puno
Evan_Jones_(writer),Sadie_Jones
Jocelyn_Hambro,James_Hambro
Octavia_of_the_Julii,Cleopatra_Selene_II
Rose_Kennedy,Jean_Kennedy_Smith
Sybil_Thorndike,Christopher_Casson
Krishna_(Telugu_actor),Ramesh_Babu
Anastasio_Somoza_Debayle,Anastasio_Somoza_Portocarrero
Adrien_de_Gerlache,Gaston_de_Gerlache
Ignacio_Suarez,Betty_Suarez
William_vanden_Heuvel,Katrina_vanden_Heuvel
Nikita_Khrushchev,Leonid_Khrushchev
Julia_Grant,Nellie_Grant
Aldo_Leopold,Estella_Leopold
Vijayakumar_(actor),Vanitha_Vijayakumar
Franklin_S._Billings,"Franklin_S._Billings,_Jr."
Robert_Todd_Lincoln_Beckwith,Timothy_Lincoln_Beckwith
Lucrezia_Landriani,Caterina_Sforza
Jack_Hodgins_(Bones),Angela_Montenegro
"John_Montagu_Douglas_Scott,_7th_Duke_of_Buccleuch","Walter_Montagu_Douglas_Scott,_8th_Duke_of_Buccleuch"
Mervyn_Johns,Glynis_Johns
Dick_Pope_Sr.,Dick_Pope_Jr.
Francis_Pangilinan,KC_Concepcion
Pattie_Mallette,Justin_Bieber
James_Cellan_Jones,Simon_Cellan_Jones
Irving_Wallace,David_Wallechinsky
Inge_Morath,Rebecca_Miller
Frances_Bergen,Candice_Bergen
Irina_Mikhailovna_Raievskya,Duke_Carl_Gregor_of_Mecklenburg
Benjamin_Butler_(politician),Blanche_Butler_Ames
Marcela_Agoncillo,Lorenza_Agoncillo
Philip_Wentworth,Henry_Wentworth
Khaleda_Zia,Arafat_Rahman
Austen_Cargill,James_R._Cargill
Morris_Cerullo,David_Cerullo
Helen_Herron_Taft,Charles_Phelps_Taft_II
Will_Knightley,Keira_Knightley
Adelbert_Ames,"Adelbert_Ames,_Jr."
Daniel_Guggenheim,Gladys_Eleanor_Guggenheim_Straus
Edwin_Wijeyeratne,Tissa_Wijeyeratne
Harrison_Gray_Otis_(publisher),Marian_Otis_Chandler
"Hubert_de_Burgh,_1st_Earl_of_Kent","John,_King_of_England"
Eugene_Botkin,Tatiana_Botkina
Christian_Lasson,Oda_Krohg
William_C._Durant,Margery_Durant
George_Mole,Adrian_Mole
Gopal_Chhotray,Devdas_Chhotray
John_Vernou_Bouvier_III,Jacqueline_Kennedy_Onassis
Mary_Forbes,Brenda_Forbes
Qusai_ibn_Kilab,Abd-al-Uzza_ibn_Qusai
Yu_Chen_Yueh-ying,Yu_Cheng-hsien
Philip_Dorsheimer,William_Dorsheimer
Meyer_Guggenheim,Daniel_Guggenheim
Johannes_de_Klerk,F._W._de_Klerk
John_Henry_Dallmeyer,Thomas_Rudolphus_Dallmeyer
José_Sarney,Fernando_Sarney
Ted_Stevens,Ben_Stevens
Ida_Straus,Jesse_I._Straus
Omar_Aggad,Tarek_Aggad
Howard_Baker_Sr.,Howard_Baker
Joseph_Durst,Seymour_Durst
Bruce_Paltrow,Gwyneth_Paltrow
Judy_Canova,Diana_Canova
Eddie_Mesa,Mark_Gil
Pushpavalli,Rekha
Alex_Spanos,Dean_Spanos
Ryland_Fletcher,Henry_A._Fletcher
Freda_Dudley_Ward,Penelope_Dudley-Ward
"John_Bitove,_Sr.",John_Bitove
"Mary_Elphinstone,_Lady_Elphinstone",Margaret_Rhodes
Robert_Drury_(died_1577),William_Drury
Charuhasan,Suhasini_Maniratnam
Gisela_of_Burgundy,Bruno_of_Augsburg
Hanni_Toosbuy_Kasprzak,Anna_Kasprzak
Richard_Woolcott,Peter_Woolcott
Julio_Argentino_Roca,Julio_Argentino_Pascual_Roca
Barbara_Bush,George_W._Bush
Maureen_Hingert,Gina_Zamparelli
John_Lennon,Julian_Lennon
Idris_(prophet),Methuselah
Yang_Ye,Yang_Yanzhao
Christian_Troy,Matt_McNamara
Marsha_Garces_Williams,Zelda_Williams
Zarina_Baloch,Ayaz_Latif_Palijo
Prescott_Bush,Nancy_Walker_Bush_Ellis
Herbert_Haviland_Field,Noel_Field
Serafin_Baroja,Ricardo_Baroja
Johan_H._Andresen_jr.,Katharina_Andresen
Todor_Zhivkov,Lyudmila_Zhivkova
Vito_Corleone,Michael_Corleone
Hashim_ibn_Abd_Manaf,Abdul-Muttalib
Tyrone_Power,Romina_Power
Marisa_Coulter,Lyra_Belacqua
Mary_Benson,A._C._Benson
Ted_Post,Robert_Post_(law_professor)
Cecil_Clinkard,George_Clinkard
Suvra_Mukherjee,Abhijit_Mukherjee
Evel_Knievel,Robbie_Knievel
Frederick_William_Kahapula_Beckley_Sr.,Frederick_William_Kahapula_Beckley_Jr.
John_Cadbury,Richard_Cadbury
Paul_Ratnasamy,Sylvia_Ratnasamy
Wallace_Rider_Farrington,Joseph_Rider_Farrington
Eugenio_Derbez,José_Eduardo_Derbez
Shatrughan_Sinha,Luv_Sinha
"Caroline_Fox,_1st_Baroness_Holland",Henry_Edward_Fox
Thora_Hird,Janette_Scott
A._Alfred_Taubman,Robert_S._Taubman
"Roy_Thomson,_1st_Baron_Thomson_of_Fleet","Kenneth_Thomson,_2nd_Baron_Thomson_of_Fleet"
Roy_Blunt,Matt_Blunt
David_Rockefeller,Neva_Goodwin
"Henry_Scott,_3rd_Duke_of_Buccleuch","Charles_Montagu-Scott,_4th_Duke_of_Buccleuch"
Frederick_Dent_Grant,Ulysses_S._Grant_III
Jean_Lodge,David_Shaughnessy
Frances_Shand_Kydd,"Diana,_Princess_of_Wales"
Betty_Hemings,Mary_Hemings
Henry_Clay_Frick,Helen_Clay_Frick
Virginia_Wetherell,Daisy_Bates_(actress)
Charles_Edward_Bandaranaike_Corea,James_Alfred_Ernest_Corea
William_More_(died_1600),George_More
Lester_Crown,Susan_Crown
Garry_Weston,Guy_Weston
Susanna_Wesley,Samuel_Wesley_(the_Younger)
Payne_Whitney,John_Hay_Whitney
Joseph_Stephen_Crane,Lana_Turner
William_Backhouse_Astor_Jr.,John_Jacob_Astor_IV
Georg_von_Trapp,Johanna_von_Trapp
Chau_Siu-ki,Chau_Tsun-nin
Subbalakshmi,Thara_Kalyan
Sybil_Christopher,Kate_Burton_(actress)
Ahmed_Khadr,Zaynab_Khadr
Thea_Altaras,Adriana_Altaras
Brenda_Maddox,Bronwen_Maddox
David_de_Stern,"Sydney_Stern,_1st_Baron_Wandsworth"
Alojz_Rebula,Alenka_Rebula_Tuta
Princess_Leia,Kylo_Ren
Khadija_bint_Khuwaylid,Qasim_ibn_Muhammad
Funmilayo_Ransome-Kuti,Beko_Ransome-Kuti
Jane_Henson,Lisa_Henson
Sheikh_Mujibur_Rahman,Sheikh_Jamal
Andrea_(The_Walking_Dead),Carl_Grimes
Anne_Deveson,Georgia_Blain
Carroll_O'Connor,Hugh_O'Connor
"F._E._Smith,_1st_Earl_of_Birkenhead",Eleanor_Smith
Jalal_Talabani,Qubad_Talabani
Gene_Shalit,Willa_Shalit
Samuel_Taylor_Coleridge,Sara_Coleridge
Ivan_Vakarchuk,Svyatoslav_Vakarchuk
Vijay_Mallya,Siddharth_Mallya
Kiliaen_van_Rensselaer_(merchant),Jan_Baptist_van_Rensselaer
Henri_de_Rothschild,Philippe_de_Rothschild
Rosalie_Crutchley,Jonathan_Ashmore
Zenkō_Suzuki,Shun'ichi_Suzuki_(politician)
Robert_Maxwell,Isabel_Maxwell
Ebba_Brahe,Magnus_Gabriel_De_la_Gardie
Miss_Havisham,Estella_(Great_Expectations)
Theodore_Roosevelt_Sr.,Corinne_Roosevelt_Robinson
Jerome_Schottenstein,Jay_Schottenstein
Aida_McAnn_Flemming,Hugh_John_Flemming
Alejandrina_Benítez_de_Gautier,José_Gautier_Benítez
Abdullah_ibn_Abdul-Muttalib,Muhammad
Henry_M._Hoyt,Helen_Hoyt
"Winifred_Cavendish-Bentinck,_Duchess_of_Portland","William_Cavendish-Bentinck,_7th_Duke_of_Portland"
Sophia_Hawthorne,Mother_Mary_Alphonsa
P._Subbarayan,Mohan_Kumaramangalam
Christina_Schollin,Linus_Wahlgren
D._Y._Patil,Ajeenkya_Patil
Joseph_Pallache,David_Pallache
Lokesh,Srujan_Lokesh
Will_Geer,Ellen_Geer
Kim_Hyong-jik,Kim_Il-sung
"Thomas_Savage,_3rd_Earl_Rivers","Richard_Savage,_4th_Earl_Rivers"
"Sir_Charles_Tennant,_1st_Baronet","Katharine_Elliot,_Baroness_Elliot_of_Harwood"
Ikbal_Ali_Shah,Omar_Ali-Shah
Savitri_Jindal,Naveen_Jindal
Frederick_Boland,Eavan_Boland
J._Fife_Symington_Jr.,Fife_Symington
Brian_Chapman_(businessman),Georgina_Chapman
"Vere_Fane,_4th_Earl_of_Westmorland","Thomas_Fane,_6th_Earl_of_Westmorland"
Sam_Rosen_(sportscaster),Matt_Rosen
Lazarus_Joseph,Jacob_Joseph
Yvonne_de_Gaulle,Anne_de_Gaulle
Nancy_Pelosi,Christine_Pelosi
Lord_Henry_Thynne,Ulric_Oliver_Thynne
Meresankh_IV,Isesi-ankh
Rupert_Murdoch,Elisabeth_Murdoch_(businesswoman)
Acacitli,Tezcatlan_Miyahuatzin
Liu_Huaqing,Liu_Zhuoming
Martin_Malave_Dilan,Erik_Martin_Dilan
Lord_Randolph_Churchill,Winston_Churchill
George_Mason_I,George_Mason_II
Rafael_del_Pino_(businessman),Rafael_del_Pino_Calvo-Sotelo
Hitendra_Thakur,Kshitij_Thakur
Arnold_Lobel,Adrianne_Lobel
Bhuwan_K.C.,Anmol_K.C.
Gwynne_Shipman,Nina_Shipman
Carlos_Salinas_de_Gortari,Emiliano_Salinas
Sapru_(actor),Priti_Sapru
Ross_Rival,Maja_Salvador
Lawrence_Saint,Nate_Saint
Ben_Lanzarone,Nikka_Graff_Lanzarone
Anastasio_Somoza_García,Luis_Somoza_Debayle
Peter_Gorman,Arthur_Pue_Gorman
Roger_Clinton_Sr.,Roger_Clinton_Jr.
William_Reeves_(journalist),William_Pember_Reeves
Soichiro_Honda,Hirotoshi_Honda
Edward_Akufo-Addo,Nana_Akufo-Addo
William_Worsley,Marcus_Worsley
Francisco_de_Paula_Urrutia_Ordóñez,Francisco_José_Urrutia_Olano
Michael_Eisner,Eric_Eisner
Michael_Chow_(restaurateur),China_Chow
Inger_Louise_Valle,Jan_Grund
Krzysztof_Mikołaj_%22the_Thunderbolt%22_Radziwiłł,Janusz_Radziwiłł_(1579–1620)
P._T._Rajan,P._T._R._Palanivel_Rajan
Lito_Atienza,Kim_Atienza
Early_life_and_career_of_Suharto,Tommy_Suharto
Casper_ten_Boom,Corrie_ten_Boom
James_McBride_(politician),Thomas_A._McBride
George_Hoadley_(Ohio_politician),George_Hoadly
Saba_Waseem_Abbas,Meesha_Shafi
Weston_Adams_(diplomat),Julian_Adams
Edmund_Kuempel,John_Kuempel
"Arthur_Nicolson,_1st_Baron_Carnock",Harold_Nicolson
Augustine_Washington,Samuel_Washington
Kunti,Karna
James_McBride_(politician),John_R._McBride
A._K._Fazlul_Huq,A._K._Faezul_Huq
Kim_Hendren,Jim_Hendren
Francis_Ford_Coppola,Sofia_Coppola
Gayle_Conelly_Manchin,Heather_Bresch
G._V._Raja,Moolam_Thirunal_Rama_Varma
William_Charles_Windeyer,Richard_Windeyer_(barrister)
Herman_J._Mankiewicz,Frank_Mankiewicz
Charles_Fox_(civil_and_railway_engineer),Charles_Douglas_Fox
Eileen_Ryan,Chris_Penn
Jijabai,Shivaji
John_Thynne,Charles_Thynne
Ludwig_von_Westphalen,Jenny_von_Westphalen
Hugh_VIII_of_Lusignan,Guy_of_Lusignan
Edward_Woodward,Tim_Woodward
Christian_Troy,Kimber_Henry
Moshe_Feinstein,Dovid_Feinstein
Chitra_Bhattacharya,Debapriya_Bhattacharya
Saraswathi_Gora,Lavanam
Eleanor_Calvert,Martha_Parke_Custis_Peter
T._Ratna_Bai,Amar_Mitra_Peddireddy
Harry_Greene_(television_personality),Laura_Greene_(presenter)
Don_Johnson,Jesse_Johnson_(actor)
Khedouri_Zilkha,Selim_Zilkha
Sandra_Zober,Adam_Nimoy
F._W._J._Hurst,Florence_Jaffray_Harriman
Thomas_Rice_(1768),Thomas_Rice_(1734)
"John_Montagu_Douglas_Scott,_7th_Duke_of_Buccleuch","Princess_Alice,_Duchess_of_Gloucester"
Sami_Frashëri,Ali_Sami_Yen
Tommy_Chong,Robbi_Chong
Johan_Fredrik_Thaulow,Carl_Thaulow
Zhou_Fu,Zhou_Xuexi
Hassanal_Bolkiah,Al-Muhtadee_Billah
Chitrāngadā,Babruvahana
Cassius_Marcellus_Clay_(politician),Brutus_J._Clay_II
Michael_Gilbert,Harriett_Gilbert
"Henrietta_Ponsonby,_Countess_of_Bessborough",Frederick_Cavendish_Ponsonby
Walter_Sisulu,Max_Sisulu
"George_Villiers,_1st_Duke_of_Buckingham","George_Villiers,_2nd_Duke_of_Buckingham"
Fred_Trump,Maryanne_Trump_Barry
Beverly_Michaels,Christopher_Rouse_(editor)
Bill_Henrickson,Sarah_Henrickson
Christina_Schollin,Niclas_Wahlgren
Donald_Pritzker,Anthony_Pritzker
Debendranath_Tagore,Jyotirindranath_Tagore
Severyn_Ashkenazy,Sev_Aszkenazy
Mark_Fiennes,Magnus_Fiennes
Amos_Bronson_Alcott,Elizabeth_Sewall_Alcott
Jack_Bauer,Kim_Bauer
James_Cobban,Helena_Cobban
John_Hart_(actor),Buddy_Hart
François_Viellard-Migeon,Armand_Viellard-Migeon
Susan_Saint_James,Charlie_Ebersol
"Vere_Fane,_4th_Earl_of_Westmorland",Mildmay_Fane
"Marvin_E._Miller,_Sr.","Marvin_E._Miller,_Jr."
Enrique_Ros,Ileana_Ros-Lehtinen
Albert_Gore_Sr.,Al_Gore
Roland_Burton,Joan_Burton_(Army_Wives)
Philip_Schuyler,Angelica_Schuyler_Church
Bob_Papenbrook,Bryce_Papenbrook
Lee_Hoi-chuen,Bruce_Lee
Pilar_Seurat,Dean_Devlin
Eilís_Dillon,Eiléan_Ní_Chuilleanáin
Marius_Fiil,Kirstine_Fiil
Mabel_Hill,Archibald_McIndoe
Adolf_Merckle,Ludwig_Merckle
Francine_Smith,Hayley_Smith_(American_Dad!)
"Frank_Kingston_Smith,_Sr.",Frank_Kingston_Smith
Abraham_Lincoln_(captain),Thomas_Lincoln
Frances_Shand_Kydd,"Charles_Spencer,_9th_Earl_Spencer"
Pehr_G._Gyllenhammar,Cecilia_Gyllenhammar
Dion_Boucicault,"Dion_Boucicault,_Jr."
William_Cargill,Edward_Cargill
John_Hollander,Martha_Hollander
Imogene_Powers_Johnson,Helen_Johnson-Leipold
Ruhollah_Khomeini,Mostafa_Khomeini
Brett_Somers,Adam_Klugman
John_Lennon,Sean_Lennon
Gerald_Burton_Winrod,Gordon_Winrod
Goronwy_ab_Ednyfed,Tudur_Hen
Hannah_Britten,Rex_Britten
Filaret_Barbu,Gelu_Barbu
Adi_Godrej,Pirojsha_Adi_Godrej
Tom_Bull,Richard_Bull_(politician)
Jean-Michel_Cousteau,Céline_Cousteau
Pacencia_Laurel,Salvador_Laurel
Tywin_Lannister,Cersei_Lannister
David_Alan_Stevenson,D._Alan_Stevenson
Seymour_Durst,Douglas_Durst
Mary_Billings_French,Mary_French_Rockefeller
Liu_Yongqing,Hu_Haifeng
Zhang_Hanzhi,Hung_Huang
Fylgia_Zadig,Klas_Eklund
"Sir_John_Brunner,_1st_Baronet","Sir_John_Brunner,_2nd_Baronet"
Jill_Biden,Hunter_Biden
Moloya_Goswami,Nishita_Goswami
R._Balakrishna_Pillai,K._B._Ganesh_Kumar
Milward_L._Simpson,Alan_K._Simpson
Bob_Cratchit,Tiny_Tim_(A_Christmas_Carol)
Tashlultum,Shu-Enlil
Liam_Cosgrave,Liam_T._Cosgrave
Pankaj_Kapur,Shahid_Kapoor
Hacı_Ömer_Sabancı,Hacı_Sabancı
Anne_Hathaway_(Shakespeare's_wife),Susanna_Hall
Esperanza_Aguirre,"Fernando_Ramírez_de_Haro,_10th_Marquis_of_Villanueva_del_Duero"
John_Cabot,Sebastian_Cabot_(explorer)
Robert_Kraft,Jonathan_Kraft
Anna_Roosevelt_Halsted,John_Roosevelt_Boettiger
Perry_Richardson_Bass,Ed_Bass
James_McBride_(politician),George_W._McBride
Horace_Howard_Furness,William_Henry_Furness_III
Gabriele_D'Annunzio,Gabriellino_D'Annunzio
Roslyn_Packer,James_Packer
Jacob_W._Wilkin,John_Scholfield
M._K._Stalin,Udhayanidhi_Stalin
Edgar_Rosenberg,Melissa_Rivers
Alice_Claypoole_Gwynne,Gertrude_Vanderbilt_Whitney
Carl_Christian_Hall,Carl_Hall_(mountaineer)
John_Thackray_Bunce,Kate_Bunce
John_Parke_Custis,George_Washington_Parke_Custis
Barry_Humphries,Oscar_Humphries
"Sir_William_Jackson,_1st_Baronet",Thomas_Hughes_Jackson
Edward_Dobson,Arthur_Dudley_Dobson
Asamanja,Amshuman
Henry_Ephron,Nora_Ephron
Bert_Coote,Robert_Coote
A._Vincent,Ajayan_Vincent
"William_Byron,_3rd_Baron_Byron","William_Byron,_4th_Baron_Byron"
Beulah_Quo,Stewart_Kwoh
Anthony_Martin_Sinatra,Frank_Sinatra
P._T._R._Palanivel_Rajan,Palanivel_Thiagarajan
John_Holman_(politician),Edward_Holman
Nathan_Francis_Mossell,Mary_Mossell_Griffin
Etana,Balih
Babita,Karisma_Kapoor
Yutaka_Katayama,Hiroshi_Katayama
Harry_Kendall_Thaw,Russell_William_Thaw
Hema_Malini,Esha_Deol
"Henrietta_Ponsonby,_Countess_of_Bessborough","William_Ponsonby,_1st_Baron_de_Mauley"
Vilhelmine_Ullmann,Viggo_Ullmann
Eleanor_Butler_Alexander-Roosevelt,Quentin_Roosevelt_II
Sharon_Percy_Rockefeller,Justin_Rockefeller
Martha_Ellen_Young_Truman,Harry_S._Truman
Lettice_Knollys,"Dorothy_Percy,_Countess_of_Northumberland"
Rafic_Hariri,Fahd_Hariri
Li_Xiannian,Li_Xiaolin
Sue_Jenkins,Emily_Fleeshman
Lennart_Ekdal,Albin_Ekdal
Christoffel_Brand,Johannes_Brand
Andie_MacDowell,Margaret_Qualley
Govan_Mbeki,Thabo_Mbeki
Sin-Muballit,Hammurabi
Jean-Michel_Cousteau,Fabien_Cousteau
Ida_of_Lorraine,Godfrey_of_Bouillon
Howard_Shannon,Dave_Shannon
John_Egerton_(bishop),"Sir_Abraham_Hume,_2nd_Baronet"
"John_Hay,_2nd_Marquess_of_Tweeddale",Lord_John_Hay_(Scottish_Army_officer)
Thorvald_Stoltenberg,Nini_Stoltenberg
John_Christoffel_Kannemeyer,Anton_Kannemeyer
Robert_Richardson_(cinematographer),Kanchan_Wali-Richardson
Bibliography_of_Ulysses_S._Grant,Frederick_Dent_Grant
Francis_Bell_(New_Zealand_politician),William_Henry_Dillon_Bell
Henry_Laurens,John_Laurens
Henry_Ephron,Delia_Ephron
Jonathan_Bush,Billy_Bush
Hunt_Stromberg,Hunt_Stromberg_Jr.
Ned_Stark,Bran_Stark
John_H._Addams,Alice_Haldeman
Estelle_Reiner,Rob_Reiner
Barbara_Hutton,Lance_Reventlow
Kripa_Shankar_Sharma,Indira_Indu
Linda_Christian,Taryn_Power
Wilhelm_Sihler,Ernest_Gottlieb_Sihler
Käbi_Laretei,Daniel_Bergman
Henry_Holland_(mayor),Sidney_Holland
J._Walter_Kennedy,David_Kennedy_(film_producer)
Monte_Westmore,Monty_Westmore
Margaret_Field,Sally_Field
Nancy_Lincoln,Sarah_Lincoln_Grigsby
"Vere_Fane,_4th_Earl_of_Westmorland","Vere_Fane,_5th_Earl_of_Westmorland"
Horace_Howard_Furness,Caroline_Furness_Jayne
Tip_O'Neill,Thomas_P._O'Neill_III
John_C._Breckinridge,Clifton_R._Breckinridge
"Nathan_Rothschild,_1st_Baron_Rothschild","Walter_Rothschild,_2nd_Baron_Rothschild"
Robert_Livingston_(actor),Addison_Randall
Nefermaat_II,Sneferukhaf
Syed_Muhammad_Saleem,Syed_Abdul_Mujeeb
Martha_Ross,Simon_Ross
John_Thomson_Mason_(1787–1850),Stevens_T._Mason
Sara_Roosevelt,Franklin_D._Roosevelt
Sara_Nazarbayeva,Dariga_Nazarbayeva
John_Henry_Wright,John_Kirtland_Wright
Ahmed_Juffali,Walid_Juffali
Irv_Weinstein,Beth_Krom
Qazi_Motahar_Hossain,Qazi_Anwar_Hussain
"Arthur_Acheson,_1st_Earl_of_Gosford","Archibald_Acheson,_2nd_Earl_of_Gosford"
Helena_Kalokuokamaile_Wilcox,Owana_Salazar
Susanna_Wesley,John_Wesley
John_W._Thomas,Mary_Brooks
Harald_Astrup_(born_1831),Sigurd_Astrup
Maurice_Dorléac,Françoise_Dorléac
Claire_Rayner,Jay_Rayner
Abbey_Bartlet,Eleanor_Bartlet
Pehr_Gyllenhammar,Pehr_G._Gyllenhammar
Rob_Schneider,Elle_King
Aleksander_Stanisław_Potocki,Natalia_Potocka
Mayer_Carl_von_Rothschild,Marguerite_de_Rothschild
William_E._Simon,Bill_Simon_(politician)
José_Cura,Ben_Cura
Ezra_Nahmad,Helly_Nahmad_(London)
Prosper_de_Mestre,Etienne_L._de_Mestre
Pete_(Disney),Pete_Junior
Sara_Zaker,Iresh_Zaker
K._T._Stevens,Chris_Marlowe
Jerome_Eddy,Arthur_Jerome_Eddy
Jane_Birkin,Kate_Barry_(photographer)
Ezzatolah_Entezami,Majid_Entezami
Nick_Adams_(actor),Jeb_Stuart_Adams
Jimmy_Hanley,Jeremy_Hanley
Ranasinghe_Premadasa,Sajith_Premadasa
Jackie_Gaughan,Michael_Gaughan_(businessman)
Nathaniel_Fillmore,Millard_Fillmore
Yosef_Dov_Soloveitchik_(Beis_Halevi),Chaim_Soloveitchik
Thomas_Angell,John_Whipple_(settler)
Bill_D'Elia,Chris_D'Elia
Eugene_Whelan,Susan_Whelan
Ashraf_Ghani,Mariam_Ghani
Charles_Henry_Crandall,Roland_Crandall
Charles_S._Whitehouse,Sheldon_Whitehouse
Ali_Khan_Vali,"Ghassem_Khan_Vali,_Sardar_Homayoun"
Stephen_Elliott_(bishop),Sarah_Barnwell_Elliott
Lim_Kit_Siang,Lim_Guan_Eng
Ibrahim_Tuqan,Ja'afar_Tuqan
Phyllida_Law,Sophie_Thompson
William_Drew_Robeson_I,Paul_Robeson
Arturo_Alessandri,Jorge_Alessandri
João_Maria_Ferreira_do_Amaral,Francisco_Joaquim_Ferreira_do_Amaral
Shammi_Kapoor,Aditya_Raj_Kapoor
Robert_Campbell_(1769–1846),John_Campbell_(Australian_politician)
James_%22Beg%22_Stewart,William_Stewart_of_Baldorran
Diana_Quick,Mary_Nighy
Henry_Lascelles_(1690–1753),Daniel_Lascelles_(1714–1784)
Linda_Hogan_(TV_personality),Nick_Hogan
Harry_Chandler,Norman_Chandler
Courtney_Love,Frances_Bean_Cobain
Mila_Mulroney,Caroline_Mulroney_Lapham
Ben_Heppner_(politician),Nancy_Heppner
Arthur_Hays_Sulzberger,Arthur_Ochs_Sulzberger
Abigail_Fillmore,Mary_Abigail_Fillmore
René_Auberjonois,Remy_Auberjonois
Walter_Murdoch,Catherine_King_(radio_broadcaster)
William_Hall-Jones,Fred_Hall-Jones
Leonid_Latynin,Yulia_Latynina
Govan_Mbeki,Moeletsi_Mbeki
Emmeline_Pankhurst,Christabel_Pankhurst
Diana_Vreeland,Frederick_Vreeland
Patrick_Cudahy,John_Cudahy
Alexandre_Baréty,Léon_Baréty
William_Power_(Canadian_politician),William_Gerard_Power
William_Thaw_Sr.,Alice_Cornelia_Thaw
Ann_Sothern,Tisha_Sterling
Magnus_von_Braun_(senior),Wernher_von_Braun
Walter_Slezak,Erika_Slezak
George_E._de_Silva,Fredrick_de_Silva
Oona_O'Neill,Michael_Chaplin_(actor)
Ma_Fuxiang,Ma_Hongkui
Sheila_Gish,Lou_Gish
William_Frank_Buckley_Sr.,Patricia_Buckley_Bozell
Googie_Withers,Joanna_McCallum
Denise_Gordy,Bianca_Lawson
Otte_Brahe,Sophia_Brahe
William_Bernard_Ziff_Jr.,Daniel_M._Ziff
Mari_Hulman_George,Tony_George
John_T._Walton,Lukas_Walton
Mallika_Sukumaran,Prithviraj_Sukumaran
Raymond_Martorano,George_Martorano
Philip_Heymann,Stephen_Heymann
William_Shepherd_Allen,William_Allen_(National_Liberal_politician)
Roald_Dahl,Lucy_Dahl
Joanna_Moore,Tatum_O'Neal
Calmer_Hambro,Joseph_Hambro
Beth_Holloway,Disappearance_of_Natalee_Holloway
Ahmed_Khadr,Abdullah_Khadr
Carolina_Isakson_Proctor,Virgilio_Barco_Isakson
Harold_C._Bradley,Charles_C._Bradley
Shashi_Kapoor,Sanjana_Kapoor
Simba,List_of_characters_in_The_Lion_King
Lady_Pamela_Hicks,Ashley_Hicks
Roy_Baldwin,Andrew_Baldwin
Loke_Cheng_Kim,Loke_Wan_Tho
Ashikaga_Yoshimitsu,Ashikaga_Yoshinori
Adolfo_Suárez,Adolfo_Suárez_Illana
Mohsen_Makhmalbaf,Hana_Makhmalbaf
Dee_Wallace,Gabrielle_Stone
Eddie_Albert,Edward_Albert
Kunti,Arjuna
Sigismund_Zinzan,Charles_Zinzan
George_MacKinnon_Wrong,Edward_Murray_Wrong
D._Ramanaidu,Daggubati_Venkatesh
David_Nahmad,Helly_Nahmad_(New_York)
Hiram_Bingham_I,Hiram_Bingham_II
Pieter_de_Graeff,Cornelis_de_Witt
"Katherine_Stanhope,_Countess_of_Chesterfield","Charles_Kirkhoven,_1st_Earl_of_Bellomont"
Ramon_Mitra_Jr.,Ramon_Mitra_III
Gladys_%22Jim%22_Buntine,Robert_Buntine
Lucretia_Garfield,Eliza_Garfield
John_Frederick_Herring_Sr.,John_Frederick_Herring_Jr.
Aristotle_Onassis,Caroline_Kennedy
Bernice_Layne_Brown,Kathleen_Brown
Herman_Munster,Eddie_Munster
Hanalaa,Mauiloa
Paul_Johnson_(writer),Luke_Johnson_(businessman)
Ajay_Piramal,Nandini_Piramal
Jacques_Doillon,Lou_Doillon
