Lawrence_Saint,Rachel_Saint
Norma_MacMillan,Alison_Arngrim
Tokugawa_Hidetada,Hoshina_Masayuki
John_Betjeman,Candida_Lycett_Green
"Harry_W._Bass,_Sr.","Harry_W._Bass,_Jr."
Ann_Morgan_Guilbert,Hallie_Todd
Bias_Bernhoft,Unni_Bernhoft
Til_Schweiger,Emma_Tiger_Schweiger
Abby_Mann,Aaron_Cohen_(counterterrorist)
Edward_J._DeBartolo_Sr.,Edward_J._DeBartolo_Jr.
George_W._Bush,Barbara_Bush_(born_1981)
Robert_Peel,William_Peel_(Royal_Navy_officer)
William_Booth,Emma_Booth_(The_Salvation_Army)
Dorothy_Livesay,Peter_Macnair
Trudy_Marshall,Deborah_Raffin
Cersei_Lannister,Joffrey_Baratheon
William_A._Atwood,Edwin_W._Atwood
George_Grossmith_Jr.,George_Grossmith
"Edward_Smith-Stanley,_14th_Earl_of_Derby","Frederick_Stanley,_16th_Earl_of_Derby"
Ben_Lyon,Barbara_Lyon
Phil_Knight,Travis_Knight_(animator)
Herbert_W._Armstrong,Garner_Ted_Armstrong
William_Howard_Taft,Robert_A._Taft
John_Y._Brown_Sr.,John_Y._Brown_Jr.
Pierre-Julien-Léonidas_Bissonnette,Bernard_Bissonnette
Douglas_J._Bennet,James_Bennet_(journalist)
Valentina_Borok,Svetlana_Jitomirskaya
Leonard_Bacon,Edward_Woolsey_Bacon
William_Kissam_Vanderbilt,Harold_Stirling_Vanderbilt
"Nahor,_son_of_Serug",Terah
"Caroline_Fox,_1st_Baroness_Holland",Charles_James_Fox
Thomas_Benedict,John_Benedict
"Robert_Dundas_of_Arniston,_the_Elder","Robert_Dundas_of_Arniston,_the_younger"
James_Fitzjames_Stephen,James_Kenneth_Stephen
Bob_Graham,Gwen_Graham
William_Saunders_(scientist),Charles_E._Saunders
Bonar_Law,"Richard_Law,_1st_Baron_Coleraine"
William_Patterson_Alexander,Samuel_Thomas_Alexander
Efren_Reyes_Sr.,Efren_Reyes_Jr.
James_E._Norris,James_D._Norris
Eric_Harrison_(Australian_soldier),Brian_Harrison_(Conservative_politician)
Henry_Spencer_(Psych),Shawn_Spencer
John_Allen_(Connecticut),John_W._Allen
Diane_Cilento,Jason_Connery
Herbert_Hoover,Herbert_Hoover_Jr.
Behzad_Farahani,Golshifteh_Farahani
Hermann_Göring,Edda_Göring
Philip_Gbeho,Victor_Gbeho
Max_Michaelis,Cecil_Michaelis
Maisie_Ward,Wilfrid_Sheed
Madalyn_Murray_O'Hair,William_J._Murray
Charles_Robert_Sherman,William_Tecumseh_Sherman
Vera_Alentova,Yuliya_Menshova
Małgorzata_Braunek,Xawery_Żuławski
Mayer_Amschel_Rothschild,Amschel_Mayer_Rothschild
Thomas_H._Friedkin,Dan_Friedkin
John_Harpur-Crewe,"Sir_Vauncey_Harpur-Crewe,_10th_Baronet"
William_Bayard_Cutting,Bronson_M._Cutting
José_Alberto_Castro,Sofía_Castro
Anselme_de_Peellaert,Auguste_de_Peellaert
Isaac_Cruikshank,Isaac_Robert_Cruikshank
João_Rodrigues_da_Câmara,Rui_Gonçalves_da_Câmara_II
"Charles_Brandon,_1st_Duke_of_Suffolk","Henry_Brandon,_1st_Earl_of_Lincoln"
"Charles_Brandon,_1st_Duke_of_Suffolk","Henry_Brandon,_2nd_Duke_of_Suffolk"
Eddie_Stobart,William_Stobart
Malcolm_Glazer,Avram_Glazer
William_James_Whipper,Leigh_Whipper
Yang_Changji,Yang_Kaihui
Hale_Boggs,Cokie_Roberts
Lady_Pansy_Lamb,Henrietta_Phipps
Vinod_Khanna,Akshaye_Khanna
Cheryl_Ladd,Jordan_Ladd
Mariano_Fuentebella,Manuel_Fuentebella
Abu_Talib_ibn_Abd_al-Muttalib,Ali
Mathilde_Schjøtt,Sofie_Schjøtt
Tommy_Cooper,Thomas_Henty
William_Bonaparte-Wyse,Andrew_Bonaparte-Wyse
G._Karthikeyan,K._S._Sabarinathan
Satyavati,Vichitravirya
Johanna_Schopenhauer,Arthur_Schopenhauer
Tessa_Kennedy,Cassian_Elwes
Dorothy_Sterling,Anne_Fausto-Sterling
Jacob_Zimmerman,Frederick_Hinde_Zimmerman
Harry_Diamond_(engineer),Zelda_Fichandler
Ruhollah_Khomeini,Farideh_Mostafavi
William_Barclay_Foster,Stephen_Foster
Everett_Nordstrom,Bruce_Nordstrom
Digvijay_Singh_(Bihar),Shreyasi_Singh
Lito_Legaspi,Zoren_Legaspi
Roman_Vetulani,Adam_Vetulani
Priscilla_Presley,Lisa_Marie_Presley
John_Washington,Lawrence_Washington_(1659–1698)
Belle_Case_La_Follette,Fola_La_Follette
Tomas_Altamirano_Duque,Tomás_Altamirano_Mantovani
Franca_Valeri,Stefania_Bonfadelli
Nicholas_Bagenal,"Anne_Sarsfield,_Viscountess_Sarsfield"
Árpád_Göncz,Kinga_Göncz
Eve_Branson,Richard_Branson
Karunanidhi,M._K._Muthu
Jim_Henson,Brian_Henson
Keith_Michell,Helena_Michell
John_Betts_(Connecticut_politician),"John_Betts,_Jr."
Swaminathan_Aiyar,Pallavi_Aiyar
Elena_Ceaușescu,Zoia_Ceaușescu
Thomas_Barbour_(Virginia),Philip_Pendleton_Barbour
Matt_Robinson_(actor),Holly_Robinson_Peete
William_Steig,Jeremy_Steig
Guy_Self,Zosia_March
Charles_W._Conn,Charles_Paul_Conn
Ashley_Day_Leavitt,Hart_Day_Leavitt
Orville_Freeman,Michael_O._Freeman
Joe_Greenstein,Mike_Greenstein
Stephen_Shadegg,John_Shadegg
Roy_Redgrave,Michael_Redgrave
Olin_D._Johnston,Liz_J._Patterson
Fred_Dinenage,Caroline_Dinenage
Thomas_of_Galloway,"Padraig,_Earl_of_Atholl"
Wilfred_Holmes,John_Eric_Holmes
Terry_Marcel,Kelly_Marcel
Sunny_von_Bülow,Cosima_von_Bülow_Pavoncelli
Alistair_Fraser,Alistair_Fraser_(parliamentary_official)
David_Rockefeller,Eileen_Rockefeller_Growald
Joseph_Gilman_(1738),Benjamin_Ives_Gilman_(1766)
Vladimir_A._Zorich,Anton_Zorich
Supriya_Pilgaonkar,Shriya_Pilgaonkar
Martín_De_León,Fernando_De_León
Alan_Alda,Beatrice_Alda
Bharatha_Lakshman_Premachandra,Hirunika_Premachandra
Günther_Johannes_Paetsch,Johann_Sebastian_Paetsch
Stephen_R._Bradley,William_Czar_Bradley
"Thomas_Villiers,_1st_Earl_of_Clarendon","Thomas_Villiers,_2nd_Earl_of_Clarendon"
Shashi_Kapoor,Karan_Kapoor
Nicolas_Noxon,Christopher_Noxon
John_D._Rockefeller_Jr.,John_D._Rockefeller_III
"Sir_William_Jackson,_1st_Baronet","Sir_Henry_Jackson,_2nd_Baronet"
Coretta_Scott_King,Dexter_Scott_King
Vehbi_Koç,Semahat_Sevim_Arsel
Thomas_Edison,Charles_Edison
Olivia_Serres,Lavinia_Ryves
Daniel_Ducruet,Pauline_Ducruet
"Juan_Francisco_de_Güemes,_1st_Count_of_Revillagigedo","Juan_Vicente_de_Güemes,_2nd_Count_of_Revillagigedo"
Evelyn_Ward,David_Cassidy
Susana_Trimarco,Marita_Verón
John_Foster_Dulles,John_W._F._Dulles
Hank_Voight,Erin_Lindsay
Ola_Skjåk_Bræk,Lise_Skjåk_Bræk
Evelyn_Waugh,Auberon_Waugh
Clem_Hawke,Bob_Hawke
Arthur_Christiansen,Michael_Christiansen
Everett_Nordstrom,Anne_Gittinger
Javed_Akhtar,Zoya_Akhtar
Frances_Tupper,William_Johnston_Tupper
Kunti-Bhoja,Kunti
Henry_B._Payne,Nathan_P._Payne
Rebecca_West,Anthony_West_(author)
Per_Lillo-Stenberg,Lars_Lillo-Stenberg
King_Randor,He-Man
"Henrietta_Godolphin,_2nd_Duchess_of_Marlborough","William_Godolphin,_Marquess_of_Blandford"
Kyrano,Tin-Tin_Kyrano
William_Barclay_Foster,Morrison_Foster
Ed_Hinton_(actor),Daryn_Hinton
Shankarrao_Mohite-Patil,Vijaysinh_Mohite–Patil
Edward_Magruder_Tutwiler,Ed_Tutwiler
William_Hazlitt_(Unitarian_minister),William_Hazlitt
Özker_Yaşın,Neşe_Yaşın
Geo_Milev,Leda_Mileva
Alan_Keyes,Maya_Keyes
Oliver_Winfield_Killam,Radcliffe_Killam
Ron_Cephas_Jones,Jasmine_Cephas_Jones
Tommy_Chong,Marcus_Chong
Lionel_Richie,Nicole_Richie
Frances_Adeline_Seward,Augustus_Henry_Seward
Olive_Osmond,Jimmy_Osmond
Makonnen_Wolde_Mikael,Haile_Selassie
Gulshan_Kumar,Tulsi_Kumar
Charles_Burson,Clare_Burson
Van_Johnson,Tracy_Keenan_Wynn
Eliodoro_Matte_Ossa,Bernardo_Matte
Thomas_C._Durant,William_West_Durant
Ronald_Reagan,Ron_Reagan
Alice_Randall,Caroline_Randall_Williams
Dorothy_Howell_Rodham,Hillary_Clinton
Martha_Rivers_Ingram,Orrin_H._Ingram_II
Kate_Bishop_(actress),Marie_Lohr
John_Adams,Abigail_Adams_Smith
Patricia_Neal,Ophelia_Dahl
Robert_M._La_Follette_Sr.,Philip_La_Follette
Sam_Kydd,Jonathan_Kydd_(actor)
Haim_Palachi,Joseph_Palacci
Robert_M._La_Follette_Sr.,Fola_La_Follette
Wanda_Ventham,Benedict_Cumberbatch
Ioan_Maniu,Iuliu_Maniu
Harald_Thaulow,Frits_Thaulow
Manuel_Roxas,Gerardo_Roxas
Peter_Griffin,Chris_Griffin
Walter_Augustus_de_Havilland,Olivia_de_Havilland
James_Argue,James_O._Argue
Sheila_Frazier,Derek_McKeith
Dixie_L._Leavitt,David_O._Leavitt
Roja_Ramani,Tarun_Kumar
Steve_Biko,Hlumelo_Biko
"John_P._Poe,_Sr.",Johnny_Poe
Jejomar_Binay,Nancy_Binay
Archibald_Roosevelt,Archibald_Bulloch_Roosevelt_Jr.
"Frederick_Stanley,_16th_Earl_of_Derby",Arthur_Stanley_(politician)
Howard_Marks,Amber_Marks
Ray_Sherry,Nick_Sherry
Barbara_Rush,Claudia_Cowan
Paul_L._Cordish,David_S._Cordish
Bill_Compton_(The_Southern_Vampire_Mysteries),Jessica_Hamby
"John_Paulet,_2nd_Marquess_of_Winchester",Mary_Paulet
Mona_Bruns,Frankie_Thomas
Elżbieta_Barszczewska,Juliusz_Wyrzykowski
Dennis_Hopper,Henry_Hopper
William_R._Rivkin,Robert_S._Rivkin
Nagendra_Babu,Varun_Tej
Corin_Redgrave,Jemma_Redgrave
Eva_Henning,Fam_Ekman
David_Nevins_Sr.,Henry_Coffin_Nevins
George_Randolph_Hearst,Phoebe_Hearst_Cooke
Mary_Virginia_Terhune,Christine_Terhune_Herrick
Winthrop_M._Crane,Bruce_Crane_(businessman)
"Charles_Gordon-Lennox,_8th_Duke_of_Richmond","Frederick_Gordon-Lennox,_9th_Duke_of_Richmond"
William_Randolph_Hearst_Jr.,William_Randolph_Hearst_III
Mufti_Mohammad_Sayeed,Mehbooba_Mufti
Pamela_Chopra,Aditya_Chopra
Rafic_Hariri,Bahaa_Hariri
Conrad_Hilton,Conrad_Hilton_Jr.
Eric_Harrison,Shirley_Walters
Fathia_Nkrumah,Gamal_Nkrumah
Ilyas_Afandiyev,Elchin_Afandiyev
Sukumaran,Prithviraj_Sukumaran
Manjula_Vijayakumar,Vanitha_Vijayakumar
Maurice_Barrymore,John_Barrymore
Daniel_Filipacchi,Amanda_Filipacchi
Henry_Clay_Frick,Childs_Frick
Paul_Desmarais,"Paul_Desmarais,_Jr."
Andrzej_Kijowski,Andrzej_Tadeusz_Kijowski
E._P._Taylor,Charles_P._B._Taylor
Heino_Pehk,Erki_Pehk
Percy_Rivington_Pyne_I,Moses_Taylor_Pyne
John_Tyler,David_Gardiner_Tyler
Frances_Ellen_Work,Cynthia_Roche
Kitabatake_Chikafusa,Kitabatake_Akinobu
Charles_Robert_Sherman,Charles_Taylor_Sherman
Fred_Trump,Donald_Trump
Augustus_Jones,Peter_Jones_(missionary)
Erik_Benzelius_the_Elder,Erik_Benzelius_the_younger
Hermann_Raster,Walther_Berthold_Raster
Jens_Bjørneboe,Therese_Bjørneboe
Peter_Griffin,Meg_Griffin
"Henrietta_Ponsonby,_Countess_of_Bessborough",Lady_Caroline_Lamb
Rex_Rammell,Amanda_Rammell
K._Balaji,Suchitra_Mohanlal
"Louisa_Hamilton,_Duchess_of_Abercorn",Lord_Ernest_Hamilton
Grover_Cleveland,Ruth_Cleveland
Agnetha_Fältskog,Björn_Ulvaeus
Frank_Stanfield,Robert_Stanfield
Robert_Amadas,Elizabeth_Amadas
Wilhelmina_Slater,Bradford_Meade
Maricruz_Nájera,Bruno_Bichir
Ahmed_Seif_El-Islam,Sanaa_Seif
Foster_Hewitt,Bill_Hewitt_(sportscaster)
Bridget_Dowling,William_Patrick_Stuart-Houston
Harry_Emerson_Fosdick,Dorothy_Fosdick
John_Wayne,Michael_Wayne
Frederick_Debartzch_Monk,Frederick_Arthur_Monk
Ludwig_von_Westphalen,Edgar_von_Westphalen
"William_Bodde,_Jr.",Peter_W._Bodde
Walter_Sisulu,Lindiwe_Sisulu
Medford_Bryan_Evans,M._Stanton_Evans
Kit_Culkin,Rory_Culkin
Henry_Irving,Harry_Brodribb_Irving
Rajendra_Kumar,Kumar_Gaurav
Matthew_Marvin_Jr.,John_Marvin_(Connecticut_politician)
Jagathy_N._K._Achary,Jagathy_Sreekumar
Jose_Cojuangco_Jr.,Mikee_Cojuangco-Jaworski
Irv_Robbins,John_Robbins_(author)
Edwin_G._Preis,Phil_Preis
Elijah_Paine,Charles_Paine
Ulrich_Mühe,Anna_Maria_Mühe
Sigurd_Astrup,Harald_Astrup
"Peter_St_Clair-Erskine,_7th_Earl_of_Rosslyn",Alice_St._Clair
H._Walter_Webb,J._Griswold_Webb
Flora_Stone_Mather,Amasa_Stone
Moshood_Abiola,Hafsat_Abiola
Will_Smith,Willow_Smith
Joan_Collins,Tara_Newley
Wyatt_Emory_Cooper,Anderson_Cooper
Lucretia_Garfield,Harry_Augustus_Garfield
James_Heller,Audrey_Raines
Akaki_Tsereteli,Alexey_Tsereteli
Bracha_Peli,Alexander_Peli
Jay_Gould,Frank_Jay_Gould
Godfrey_Lowell_Cabot,John_Moors_Cabot
Jacob_Hiatt,Myra_Kraft
Ralph_Abernathy,Ralph_David_Abernathy_III
Valentin_Plătăreanu,Alexandra_Maria_Lara
Veronique_Peck,Cecilia_Peck
Murugeysen_Tiruchelvam,M._Rajendra
Andreas_Schei,Tore_Schei
"Nathan_Rothschild,_1st_Baron_Rothschild",Charles_Rothschild
Shelby_Corcoran,Rachel_Berry
Sam_Watson_(activist),Samuel_Wagan_Watson
Brendan_Gleeson,Brian_Gleeson_(actor)
Gail_Boggs,Mattie_Larson
List_of_family_members_and_friends_in_ER,Abby_Lockhart
Seán_Lemass,"Noel_Lemass,_Jnr"
Louis_M._Rabinowitz,Victor_Rabinowitz
Leonard_Suransky,Shael_Polakow-Suransky
Anup_Sengupta,Bonny_Sengupta
"Richard_de_Clare,_2nd_Earl_of_Pembroke","Isabel_de_Clare,_4th_Countess_of_Pembroke"
Biju_Patnaik,Naveen_Patnaik
Max_Evans_(Roswell),Tess_Harding
Tom_Conti,Nina_Conti
"Barbara_Palmer,_1st_Duchess_of_Cleveland","Anne_Lennard,_Countess_of_Sussex"
Anuradha_(actress),Abhinayashree
Peggy_Lipton,Kidada_Jones
Barbra_Ring,Gerda_Ring
Jay_Bowerman,Bill_Bowerman
Elliott_Gould,Jason_Gould
James_Buchanan_Duke,Doris_Duke
Olga_Masters,Chris_Masters_(writer)
Lady_Annabel_Goldsmith,Zac_Goldsmith
B._S._Yeddyurappa,B._Y._Raghavendra
Terah,Abraham
Lady_Sarah_Lennox,George_Thomas_Napier
Roy_Hofheinz,Fred_Hofheinz
Rajalakshmi_Parthasarathy,Y._G._Mahendra
Mohammad-Reza_Sharifinia,Mehraveh_Sharifinia
Jacobo_Árbenz,Arabella_Árbenz
A._Sivasailam,Mallika_Srinivasan
William_Irving_(steamship_captain),John_Irving_(steamship_captain)
Kinji_Fukasaku,Kenta_Fukasaku
Conrad_Grayson,Charlotte_Grayson
Paul_McCartney,Heather_McCartney
Edmund_Dudley,Andrew_Dudley
Aristotle_Onassis,John_F._Kennedy_Jr.
Aruṇa,Sampati
Julie_Bishop_(actress),Pamela_Susan_Shoop
Hieronim_Wincenty_Radziwiłł,Dominik_Hieronim_Radziwiłł
Narjis,Muhammad_al-Mahdi
Peder_Christian_Hersleb_Kjerschow,Christian_Collett_Kjerschow
Kofi_Baako,Kweku_Baako_Jnr
Lord_Asriel,Lyra_Belacqua
Clarence_Dillon,C._Douglas_Dillon
Kim_Basinger,Ireland_Baldwin
George_Washington_Woodward,George_A._Woodward
Kingsley_Amis,Sally_Amis
Junichi_Ishida,"Sumire_(model,_born_1990)"
Ratheesh,Parvathy_Ratheesh
Scott_Nearing,John_Scott_(writer)
R._Kelly,Joann_Kelly
James_G._Birney,David_B._Birney
"Antão_de_Almada,_12th_Count_of_Avranches","Lourenço_José_Boaventura_de_Almada,_13th_Count_of_Avranches"
Graham_Boynton,Lucy_Boynton
Francis_Anthony_Drexel,Katharine_Drexel
Abiah_Darby,Abraham_Darby_III
Hasse_Ekman,Gösta_Ekman
"Henry_Lascelles,_6th_Earl_of_Harewood",Gerald_David_Lascelles
Tony_Belcourt,Shane_Belcourt
La'ibum,Sargon_of_Akkad
Yemişçi_Hasan_Pasha,Sultanzade_Mehmed_Pasha
Elizabeth_Schuyler_Hamilton,William_S._Hamilton
Byron_Darnton,John_Darnton
S._W._R._D._Bandaranaike,Sunethra_Bandaranaike
Junichirō_Koizumi,Shinjirō_Koizumi
Robert_Pritzker,Linda_Pritzker
Sirimavo_Bandaranaike,Chandrika_Kumaratunga
Valmore_A._Whitaker,Ezra_D._Whitaker
Cynthia_Hedge-Morrell,Jean-Paul_Morrell
V._P._Raman,P._S._Raman
Vanessa_Redgrave,Joely_Richardson
Chuck_Heaton,Patricia_Heaton
"Julia,_Lady_Inglis",Alfred_Inglis
Ernest_Hemingway,Patrick_Hemingway
David_Belden_Lyman,Frederick_S._Lyman
Swatilekha_Sengupta,Sohini_Sengupta
Lilian_Fontaine,Joan_Fontaine
Fiona_Walker,Susannah_Wise
Charles_Ingalls,Carrie_Ingalls
"Edward_Fitzalan-Howard,_18th_Duke_of_Norfolk","Henry_Fitzalan-Howard,_Earl_of_Arundel"
Diana_Ross,Evan_Ross
Tamás_Deutsch_(politician),Bence_Deutsch
Buz_Kohan,Jenji_Kohan
Dou_Wei,Leah_Dou
Michael_Thomas_Bass_(1760–1827),Abraham_Bass
James_Suckling,Isabel_Suckling
Rade_Šerbedžija,Danilo_Šerbedžija
Louis_Stokes,Lori_Stokes
Charlie_Soong,T._V._Soong
Alun_Armstrong,Joe_Armstrong_(actor)
Pauline_Mole,Adrian_Mole
Ann_Richards,Cecile_Richards
Monu_Mukhopadhyay,Subhasish_Mukhopadhyay
Judd_Apatow,Maude_Apatow
Max_Price,Jessica_Price
Khair_Bakhsh_Marri,Ghazan_Marri
Penelope_Mortimer,Jeremy_Mortimer
Konstantinos_Mitsotakis,Dora_Bakoyannis
Charles_Templeton,Brad_Templeton
Tan_Tock_Seng,Tan_Kim_Ching
Mark_Antony_(Rome_character),Alexander_Helios
Guia_Gomez,JV_Ejercito
Alex_Timpson,Edward_Timpson
Lady_Bird_Johnson,Luci_Baines_Johnson
Alan_Ladd,David_Ladd
Martha_Stewart,Alexis_Stewart
George_Griffith,Alan_Arnold_Griffith
Pope_Alexander_VI,Gioffre_Borgia
Jim_Shockey,Eva_Shockey
Amir_Abdullah_Khan_Rokhri,Aamir_Hayat_Khan_Rokhri
Valerie_Bertinelli,Wolfgang_Van_Halen
Harvey_Cushing,Babe_Paley
Anthony_Gustav_de_Rothschild,Evelyn_Robert_de_Rothschild
Christopher_Wordsworth_(Trinity),Christopher_Wordsworth
Catherine_Dickens,Walter_Landor_Dickens
Philip_Schuyler,Philip_Jeremiah_Schuyler
"Emma,_Lady_Hamilton",Horatia_Nelson
William_G._Angel,William_P._Angel
Mary_Benson,Margaret_Benson
Abigail_Kapiolani_Kawānanakoa,Edward_A._Kawānanakoa
Kovelamudi_Raghavendra_Rao,Prakash_Kovelamudi
William_Randolph_Hearst,George_Randolph_Hearst
Karapet_Yeghiazaryan,Anush_Yeghiazaryan
Priscilla_Pointer,Amy_Irving
Edward_Franklin_Albee_II,Reed_A._Albee
Jacob_De_la_Gardie,Axel_Julius_De_la_Gardie
Sujarinee_Vivacharawongse,Sirivannavari_Nariratana
Peter_Griffith,Melanie_Griffith
Maureen_McTeer,Catherine_Clark
"Robert_Dundas_of_Arniston,_the_Elder","Henry_Dundas,_1st_Viscount_Melville"
R._Gundu_Rao,Dinesh_Gundu_Rao
Friedrich_Wolf_(writer),Konrad_Wolf
William_Colgate,James_Boorman_Colgate
Sandra_Dickinson,Georgia_Moffett
John_Sprunt_Hill,George_Watts_Hill
Rutger_von_Ascheberg,Margareta_von_Ascheberg
William_H._Gates_Sr.,Bill_Gates
Mary_Allerton,Isaac_Allerton
Sam_Marx,Groucho_Marx
Noel_Harrison,Cathryn_Harrison
Shirley_Ballas,Mark_Ballas
Vice_presidency_of_Al_Gore,Kristin_Gore
Busba_Kitiyakara,Suthawan_Sathirathai
Lady_Juliet_Tadgell,Lord_Nicholas_Hervey
Teresa_Mañé_Miravet,Federica_Montseny
Becky_Corman,Jake_Corman
Nicholas_Katzenbach,John_Katzenbach
George_Stephenson,Robert_Stephenson
Linda_McMahon,Shane_McMahon
Price_Daniel,Price_Daniel_Jr.
Nicholas_Longworth_II,Clara_Longworth_de_Chambrun
Muslehuddin_Ahmad,Junaid_Ahmad
Grigori_Rasputin,Maria_Rasputin
John_Young_(Hawaii),Jane_Lahilahi
Chiura_Obata,Gyo_Obata
Betty_Garrett,Andrew_Parks
Léonie_Gilmour,Ailes_Gilmour
Fox_Mulder,List_of_minor_The_X-Files_characters
Li_Jinhui,Li_Lili
Alfred_Lennon,John_Lennon
Gilbert_Peterson,Charles_Gilbert_Peterson
Robert_Hill_(Australian_politician),Victoria_Hill
Isaac_Foot,Michael_Foot
Xavier_Valls,Manuel_Valls
Duane_Chapman,Leland_Chapman
Samuel_Goldwyn_Jr.,Tony_Goldwyn
Uwe_Nettelbeck,Sandra_Nettelbeck
Emma_Minnie_Boyd,Martin_Boyd
David_Hemmings,Nolan_Hemmings
Mary_Dudley,"Robert_Sidney,_1st_Earl_of_Leicester"
Loi_Ejercito,Jinggoy_Estrada
Jean_Joseph_de_Barth,John_de_Barth_Walbach
Raghavendra_Rajkumar,Vinay_Rajkumar
Peter_Lindgren_(actor),Monica_Nielsen
Radha_(actress),Karthika_Nair
Dwarka_Prasad_Mishra,Brajesh_Mishra
Richard_Bayley,Elizabeth_Ann_Seton
Alphonso_Taft,William_Howard_Taft
Martin_Luther_King_Jr.,Bernice_King
Mike_Marshall_(actor),Sarah_Marshall_(French_model)
Dennis_Roldan,Michele_Gumabao
Chuck_Menville,Scott_Menville
William_Robertson_Coe,William_Rogers_Coe
William_George_Paulson_Townsend,Geoffrey_Paulson_Townsend
William_H._Workman,Boyle_Workman
Horacio_Hidrovo_Velásquez,Horacio_Hidrovo_Peñaherrera
Minamoto_no_Yoritomo,Minamoto_no_Yoriie
Alice_Sommerlath,Queen_Silvia_of_Sweden
Owen_Brown_(college_founder),John_Brown_(abolitionist)
Franklin_W._Olin,Spencer_Truman_Olin
Diederik_Jansz._Graeff,Jacob_Dircksz_de_Graeff
Manuel_Tello_Baurraud,Carlos_Tello_Macías
Richard_Asher,Peter_Asher
Madurai_Pushpavanam,Rajam_Pushpavanam
John_Thomson_Mason,Thomson_Mason
Katia_Mann,Klaus_Mann
Birger_Jarl,Catherine_Birgersdotter_of_Bjelbo
Senzangakhona_kaJama,Mpande_kaSenzangakhona
Don_Devlin,Dean_Devlin
Diana_Rigg,Rachael_Stirling
Ada_Lovelace,"Byron_King-Noel,_Viscount_Ockham"
Mikhail_Musatov,Ivan_Musatov
Anthony_Bucco,Tony_Bucco
Cheston_Folkes,Warren_Davis_Folkes
Atikah_bint_Murrah,Abd_Shams_ibn_Abd_Manaf
Roger_Lloyd-Pack,Emily_Lloyd
Frances_Ford_Seymour,Peter_Fonda
Nargis,Priya_Dutt
"Louisa_Hamilton,_Duchess_of_Abercorn","Louisa_Montagu_Douglas_Scott,_Duchess_of_Buccleuch"
Rupilia,Marcus_Annius_Libo
Dick_Francis,Felix_Francis
Mouaffaq_Nyrabia,Orwa_Nyrabia
Gary_Lee_Sampson,Gary_Lee_Sampson
Nofret,Mereret_(4th_dynasty)
David_Pocock,Michael_Hooper_(rugby_union)
Francis_Martin_Drexel,Francis_Anthony_Drexel
Mallika_Sukumaran,Indrajith_Sukumaran
James_Hadley_(scholar),Arthur_Twining_Hadley
Jim_Vallely,Tannis_Vallely
Juan_Cancel_Ríos,Juan_Cancel_Alegría
James_C._Quayle,Dan_Quayle
Harvey_Cushing,Betsey_Cushing_Roosevelt_Whitney
Gregg_Allman,Elijah_Blue_Allman
Claus_von_Bülow,Cosima_von_Bülow_Pavoncelli
Elizabeth_Cromwell,Elizabeth_Claypole
Joyce_Maynard,Wilson_Bethel
Y._S._Vijayamma,Y._S._Sharmila
Amanullah_Jahanbani,Nader_Jahanbani
Flor_Silvestre,Pepe_Aguilar
John_More_(judge),Thomas_More
Charles_Rothschild,"Victor_Rothschild,_3rd_Baron_Rothschild"
Hugh_E._Rodham,Hillary_Clinton
Bjørnstjerne_Bjørnson,Bjørn_Bjørnson
Susan_Buffett,Howard_Graham_Buffett
Élie_Lescot,Andrée_Lescot
Leod_Macgilleandrais,Paul_Mactire
Daniel_Frank_Gerber,Sally_Gerber
Ernie_Lively,Eric_Lively
Mary_Augusta_Ward,Arnold_Ward
"John_Small_(Canadian_politician,_born_1746)",James_Edward_Small
Frank_C._Rand,Edgar_E._Rand
Chiang_Kai-shek,Chiang_Ching-kuo
James_Burrill_Angell,Alexis_Caswell_Angell
Larry_Ellison,Megan_Ellison
Rafael_Bardem,Juan_Antonio_Bardem
George_H._W._Bush,Marvin_Bush
Nydia_Quintero_Turbay,Claudia_Turbay_Quintero
"Clayton_W._Williams,_Sr.",Clayton_Williams
Minamoto_no_Yoritomo,Minamoto_no_Sanetomo
Adnan_Menderes,Aydın_Menderes
Rosa_Rosal,Toni_Rose_Gayda
Jacques_Baby,Jean_Baptiste_Baby
Abdyl_Frashëri,Midhat_Frashëri
Sheikh_Mujibur_Rahman,Sheikh_Hasina
Jack_Ferguson,Laurie_Ferguson
John_Cadbury,George_Cadbury
Stella_Stevens,Andrew_Stevens
Paul_M._Herzog,Alexander_Trowbridge
"Wenefryde_Scott,_10th_Countess_of_Dysart","Rosamund_Greaves,_11th_Countess_of_Dysart"
Eppie_Lederer,Margo_Howard
Lee_MacPhail,Andy_MacPhail
William_Booth,Lucy_Booth
Elfriede_Geiringer,Eva_Schloss
Emanuel_L._Philipp,Cyrus_L._Philipp
José_Miguel_Bonetti,Ligia_Bonetti
Henry_Caruso,Rick_Caruso
Abigail_Campbell_Kawānanakoa,Lydia_Liliuokalani_Kawānanakoa
Charlotte_Carmichael_Stopes,Marie_Stopes
Tokugawa_Hidetada,Senhime
Roseanne_Barr,Roseanne_Barr
Naddodd,Ann_Naddodsdóttir
Ralph_W._Cram,Eloise_Blaine_Cram
Chu_Ke-liang,Jeannie_Hsieh
José_Sarney,Roseana_Sarney
Robert_Young_(Canadian_politician),Frederick_T._B._Young
Dicky_Zulkarnaen,Nia_Zulkarnaen
John_Alexander_McClernand,Edward_John_McClernand
Itzhak_Bentov,Sharona_Ben-Tov_Muir
Vilma_Espín,Alejandro_Castro_Espín
