Curtis_Grubb,"Peter_Grubb,_Jr."
Lyndon_B._Johnson,W._Lee_O'Daniel
Samuel_S._Stratton,James_M._Hanley
Vincent_Corleone,Sonny_Corleone
Stephen_Friedman_(PFIAB),Barack_Obama
Tony_Blinken,Barack_Obama
"Antão_de_Almada,_12th_Count_of_Avranches",Dinis_Gregório_de_Melo_Castro_e_Mendonça
John_Sparrow_David_Thompson,Simon_Hugh_Holmes
Ellen_Johnson,Jon_Garth_Murray
Lady_Annabel_Goldsmith,Mark_Birley
Gabriel_Gustafsson_Oxenstierna,Magnus_Brahe_(1564–1633)
Duhsala,Dhritarashtra
"Frederick_Hervey,_4th_Earl_of_Bristol","Augustus_Hervey,_3rd_Earl_of_Bristol"
Norman_Whitfield,Marvin_Gaye
James_Pattison_(London_MP),Lionel_de_Rothschild
Paul_Pelosi,Nancy_Pelosi
Robert_Gates,Ronald_Reagan
Józef_Piłsudski,Kazimierz_Świtalski
Howard_%22Bunny%22_Colvin,Robert_Wisdom
Yang_Zongbao,Yang_Yanzhao
Kaikesi,Tataka
"Archibald_Gordon,_5th_Marquess_of_Aberdeen_and_Temair","Dudley_Gordon,_3rd_Marquess_of_Aberdeen_and_Temair"
Peter_Buell_Porter,John_Quincy_Adams
Claude_Morin_(Beauce_politician),Robert_Dutil
Samuel_Hayes_(settler),Samuel_Betts
Harry_F._Barnes,Bill_Clinton
Benjamin_Franklin,Deborah_Read
Adam,Adam
Robert_Jefferson_Breckinridge,Matthew_Brown_(college_president)
Greg_Calbi,John_Lennon
"Cleveland_Abbe,_Jr.",Truman_Abbe
William_Butler_(1759–1821),"John_Rutledge,_Jr."
Charles_Reed_Bishop,William_Lowthian_Green
Mehdi_Frashëri,Pandeli_Evangjeli
Dick_Thornburgh,George_H._W._Bush
John_Jay,George_Washington
John_Keeler,Samuel_Hayes_(settler)
José_Sarney,Aureliano_Chaves
Abu_Belal_Muhammad_Shafiul_Huq,Sheikh_Hasina
Harold_Macmillan,"Sir_Edward_Campbell,_1st_Baronet"
Khairy_Jamaluddin,Najib_Razak
Joseph_Richardson_(U.S._politician),John_Quincy_Adams
Sylvester_the_Cat,Joe_Alaskey
Robert_Constable_(died_1591),Robert_Constable_(died_1558)
Mark_Antony,Lucius_Cornificius
David_Lloyd_George,"Frances_Lloyd_George,_Countess_Lloyd-George_of_Dwyfor"
Neil_Kinnock,Karel_Van_Miert
Maleficent,Angelina_Jolie
Raj_Kapoor,Prithviraj_Kapoor
Hernán_Cortés,Alonso_de_Estrada
Greg_Hall_(poet),Allen_Ginsberg
Matthew_Marvin_Jr.,James_Olmsted
Ben_Rhodes_(White_House_staffer),Barack_Obama
John_Warren_Davis,Charles_Alvin_Jones
David_Turpie,Benjamin_Harrison
Joely_Richardson,Tony_Richardson
Ruhollah_Khomeini,Mir-Hossein_Mousavi
Maureen_Cusack,Cyril_Cusack
Anwar_Ibrahim,Hussein_Onn
James_Clinton_Turk,Richard_Nixon
Joseph_Macmanus,Barack_Obama
Herbert_Putnam,Theodore_Roosevelt
Fazal_Ilahi_Chaudhry,Zulfikar_Ali_Bhutto
Robert_F._Kennedy,Lyndon_B._Johnson
Joshua_W._Alexander,Herbert_Hoover
Sylvia_Pankhurst,Richard_Pankhurst
Hershel_Greene,Scott_Wilson_(actor)
David_F._Girard-diCarlo,George_W._Bush
Grover_Cleveland,Thomas_F._Bayard
Bob_Menendez,Louis_Romano
Sam_Clayton,Bonnie_Raitt
Julius_Caesar_(judge),"Sir_Gilbert_Gerard,_1st_Baronet_of_Harrow_on_the_Hill"
Léon_Bourgeois,Paul_Deschanel
Michael_Madigan,Lee_A._Daniels
Abdoulaye_Wade,Cheikh_Hadjibou_Soumaré
Anwar_Ibrahim,Bethwell_Allan_Ogot
Kenneth_John_Gonzales,Barack_Obama
Mary_Sinclair,Candice_Bergen
James_Stillman,Charles_Stillman
Miklós_Zrínyi,Petar_Zrinski
Irving_Kaufman,Harry_S._Truman
Anastasio_Somoza_Debayle,Francisco_Urcuyo
Sonia_Sotomayor,Bill_Clinton
Éamon_de_Valera,W._T._Cosgrave
Ratna_Pathak,Shahid_Kapoor
"Thomas_Thynne,_1st_Marquess_of_Bath","Augustus_FitzRoy,_3rd_Duke_of_Grafton"
Nigel_Lawson,John_Major
Liza_Frulla,Ken_Dryden
Otto_Knows,Avicii
"John_Paulet,_2nd_Marquess_of_Winchester","Robert_Willoughby,_2nd_Baron_Willoughby_de_Broke"
Al_Rabin,Ken_Corday
William_G._Angel,"Isaac_Williams,_Jr."
Douglas_Bell_(politician),Pierre_Trudeau
Neil_Gorsuch,George_W._Bush
Alexander_Francis_Molamure,D._S._Senanayake
Ryan_Panchadsaram,Barack_Obama
Abel_Smith_(1717–1788),"John_Hamilton,_1st_Marquess_of_Abercorn"
Lloyd_Axworthy,Pierre_Trudeau
Edward_J._Damich,Bill_Clinton
Rani_Mukerji,Aditya_Chopra
Michel_Murr,Gebran_Tueni
Harold_Hongju_Koh,Barack_Obama
James_Madison,Thomas_Jefferson
George_H._W._Bush,John_A._Scali
Demos_Chiang,Chiang_Ching-kuo
James_McArthur,James_MacArthur
John_Babington_Macaulay_Baxter,Hugh_Havelock_McLean
William_E._Simon,Jimmy_Carter
List_of_Dune_secondary_characters,Jonathan_Brüün
Wahb_ibn_Abd_Manaf,Zuhrah_ibn_Kilab
Franz_Gürtner,Adolf_Hitler
Walter_Murdoch,Lachlan_Murdoch
Kevin_H._Sharp,Barack_Obama
Liu_Yunshan,Xi_Jinping
James_Bishop_(colonial_administrator),Robert_Treat
Robert_Crittenden,George_Izard
"Thomas_Howard,_1st_Earl_of_Berkshire",John_Thynne_(died_1604)
Kathleen_M._Williams,Barack_Obama
Harriet_Hemings,James_Hemings
Mark_E._Walker,Barack_Obama
Teo_Chee_Hean,Lee_Hsien_Loong
Harry_E._Claiborne,Jimmy_Carter
Ray_Mabus,Bill_Clinton
Jane_Fonda,Bridget_Fonda
Charles_W._Robinson,Gerald_Ford
Henry_Cabot_Lodge_Jr.,John_F._Kennedy
Henry_Holland_(mayor),John_Joseph_Dougall
Julio_Londoño_Paredes,Andrés_Pastrana_Arango
Albhy_Galuten,Aretha_Franklin
James_Madison,George_Clinton_(vice_president)
Amir_Abedini,Ali_Jannati
Hu_Jintao,Liu_Yongqing
"Mildmay_Fane,_2nd_Earl_of_Westmorland",Laurence_Whitaker
Philip_Schuyler,Rufus_King
Liu_Kai-chi,Nicholas_Tse
C._Steven_McGann,Barack_Obama
Hafez_al-Assad,Nureddin_al-Atassi
Amihan_(Encantadia),Kylie_Padilla
Cleveland_Brown,Mike_Henry_(voice_actor)
Blanchette_Ferry_Rockefeller,John_D._Rockefeller_III
"Charles_Cornwallis,_1st_Marquess_Cornwallis","Philip_Yorke,_3rd_Earl_of_Hardwicke"
Wertha_Pendleton_Cole,William_Frederic_Pendleton
Catherine_M._Russell,Barack_Obama
Sheila_Gwaltney,Barack_Obama
Murray_Weidenbaum,Richard_Nixon
Devika_Rani,Svetoslav_Roerich
Yukio_Hatoyama,Manabu_Horii
Teodoro_Moscoso,John_F._Kennedy
Juan_Ferrara,Helena_Rojo
William_McKinley,Philander_C._Knox
Jessica_Simpson,Evan_Ross
Martin_Van_Buren,John_C._Calhoun
Alberto_Gonzales,George_W._Bush
Helen_J._Frye,Jimmy_Carter
John_Denham_(politician),Ed_Miliband
Sylvester_the_Cat,Friz_Freleng
James_Callaghan,Harold_Wilson
Adam,Eve
Dominique_Davalos,Alexa_Davalos
Zelena_(Once_Upon_a_Time),Rebecca_Mader
Svein_Knutsson,Cnut_the_Great
"Sampson_Eardley,_1st_Baron_Eardley","Sir_John_Hynde_Cotton,_4th_Baronet"
Cynthia_Cloud,Matt_Mead
Jesse_Wharton_(Maryland),"Charles_Calvert,_3rd_Baron_Baltimore"
"Elizabeth_Grey,_Countess_of_Kildare","Thomas_Grey,_1st_Marquess_of_Dorset"
Martin_Boyd,Penleigh_Boyd
Jeremy_Hanley,Nicholas_Soames
Nikita_Khrushchev,Leonid_Brezhnev
Burton_Edward_Livingston,Bob_Marshall_(wilderness_activist)
"William_J._Haynes,_II",William_Thaddeus_Coleman_III
David_Hennen_Morris,Alice_Vanderbilt_Morris
Isabel_of_Beaumont,"Henry_of_Grosmont,_1st_Duke_of_Lancaster"
"John_Coleridge,_1st_Baron_Coleridge","Edward_Courtenay,_12th_Earl_of_Devon"
Mohammed_Mzali,Rachid_Sfar
Ian_Wallace_(drummer),Bonnie_Raitt
Frank_Sobotka,Chris_Bauer
William_A._Marovitz,Christie_Hefner
Alphonso_Taft,William_W._Belknap
Nilkantha_Bagchi,Saswata_Chatterjee
Anne_E._Derse,Barack_Obama
Elmer_Ellsworth_Brown,Theodore_Roosevelt
Thomas_H._Hubbard,John_W._Taylor_(politician)
Grant_Tinker,Mary_Tyler_Moore
James_Lowther_(1840–1904),William_Edward_Forster
Edward_Said,Noam_Chomsky
David_W._Mullins_Jr.,George_H._W._Bush
Jim_Wright,Ronald_Reagan
Manmohan_Singh,Pranab_Mukherjee
Lou_Henry_Hoover,Herbert_Hoover
Theodore_Roosevelt,William_McKinley
Bruce_Babbitt,Bill_Clinton
Birger_Jarl,Ingeborg_Eriksdotter_of_Sweden
"Francis_Fane,_1st_Earl_of_Westmorland",John_Scott_(died_1616)
Evil_Queen_(Disney),Joe_Grant
Robert_M._La_Follette_Sr.,Edward_Scofield
Roberto_Puno,Benigno_Aquino_III
Konstantinos_Mitsotakis,Ioannis_Charalambopoulos
Mehmood-ur-Rasheed,Asif_Ali_Zardari
Gloria_Macapagal_Arroyo,Jose_Miguel_Arroyo
David_Anderson_(Australian_politician),William_Thompson_(New_South_Wales_politician)
Ghulam_Ishaq_Khan,Zulfikar_Ali_Bhutto
"Gerald_Grosvenor,_6th_Duke_of_Westminster","Robert_Grosvenor,_5th_Duke_of_Westminster"
Jean-Yves_Duclos,Justin_Trudeau
Liang_Eng_Hwa,Lee_Hsien_Loong
Antoun_Saadeh,Ghassan_Tueni
Ramsey_Campbell,Fritz_Leiber
Jean-Paul_Elkann,Ettore_Ovazza
Ernest_Brown_(British_politician),Winston_Churchill
"Meriem,_wife_of_Korak",Korak_(character)
Mutnedjmet,Ay
Andrew_MacLaren,William_Allen_(National_Liberal_politician)
"Yasuhito,_Prince_Chichibu",Emperor_Taishō
David_Kalākaua_Kawānanakoa,Abigail_Campbell_Kawānanakoa
Robert_Adley_(Louisiana_politician),Walter_O._Bigby
Anselmo_Alliegro_y_Milá,Fulgencio_Batista
Ray_O'Connor,Brian_Burke_(Australian_politician)
Harry_F._Byrd,Russell_B._Long
Einar_Gerhardsen,Oscar_Torp
David_K._E._Bruce,George_H._W._Bush
Ernesto_Sabato,Franz_Kafka
N._Veeraswamy,Manoranjan_Ravichandran
João_Vaz_Corte-Real,John_II_of_Portugal
George_Sanders,Zsa_Zsa_Gabor
Edward_S._Little,Gerald_Ford
Maria_Shriver,Bobby_Shriver
Ernesto_Sabato,Fyodor_Dostoyevsky
Bayezid_II,Selim_I
R._Harmon_Drew_Sr.,Bruce_M._Bolin
Kin_Moy_(diplomat),Barack_Obama
Mark_F._Green,Barack_Obama
John_C._New,Francis_E._Spinner
Khaleda_Zia,Kazi_Zafar_Ahmed
Joseph_P._Kennedy_Sr.,P._J._Kennedy
Edward_Heitmann,Hugh_Mahon
Magnus_Lidehäll,Britney_Spears
Bruce_Lee,Lee_Hoi-chuen
William_Henry_Draper,Robert_Baldwin
James_William_Freshfield,Howel_Gwyn
Erskine_B._Ingram,Orrin_H._Ingram_II
Vishrava,Pulastya
David_G._Trager,Bill_Clinton
Nigella_Lawson,Dominic_Lawson
James_Donato,Barack_Obama
Charles_Haughey,Garret_FitzGerald
Raghavendra_Rajkumar,Parvathamma_Rajkumar
George_Pataki,Eliot_Spitzer
Chani,Paul_Atreides
"Maurice,_Prince_of_Orange",William_the_Silent
John_Quincy_Adams,William_Vans_Murray
Teri_Bauer,Jack_Bauer
Walter_Bedell_Smith,W._Averell_Harriman
James_Fox,Emilia_Fox
Martin_Luther_King_III,Dexter_Scott_King
James_Eastland,Ted_Kennedy
Julia_Smith_Gibbons,George_W._Bush
Merrick_Garland,Bill_Clinton
Ruth_Bader_Ginsburg,Jimmy_Carter
Najib_Razak,Muhyiddin_Yassin
Nancy_Brinker,George_W._Bush
Stryver,Charles_Dickens
Mukul_Wasnik,Meira_Kumar
Prudence_Murdoch,Rupert_Murdoch
John_Keeler,Samuel_Hayes_(settler)
Paul_McGann,Susannah_Harker
Eleanor_of_Leicester,"John,_King_of_England"
C._Douglas_Dillon,John_F._Kennedy
Francisco_José_Lloreda_Mera,Andrés_Pastrana_Arango
Zhang_Zuolin,Duan_Qirui
Max_Irons,Niamh_Cusack
Cyrus_Vance,Stephen_Ailes
Joseph_P._Kennedy_Sr.,Patrick_Kennedy_(1823–1858)
John_Henderson_Lamont,George_Ewan_McCraney
Sao_Saimong,Mi_Mi_Khaing
William_Plumer,David_Daggett
Kenas_Aroi,Hammer_DeRoburt
Janet_Napolitano,Terry_Goddard
Emily_C._Hewitt,Barack_Obama
Pat_Brown,Bernice_Layne_Brown
Charles_G._Dawes,William_McKinley
"Katharine,_Duchess_of_Kent",Princess_Michael_of_Kent
Richard_Cheatham,Cave_Johnson
"Anne_Isabella_Byron,_Baroness_Byron","Thomas_Noel,_2nd_Viscount_Wentworth"
Patrick_Schwarzenegger,Timothy_Shriver
Thomas_Cole_(died_1681),Richard_Cromwell
"Charles_Grey,_2nd_Earl_Grey","Charles_Middleton,_1st_Baron_Barham"
Charlotte_von_Rothschild,Carl_Mayer_von_Rothschild
Birch_Bayh,Dan_Quayle
Mavai_Senathirajah,Neelan_Tiruchelvam
Thomas_Gladstone,George_Dawson-Damer
Mehmet_Sabancı,İhsan_Sabancı
Xi_Zhongxun,Zhou_Rongxin
"Vere_Fane,_4th_Earl_of_Westmorland","Charles_Fane,_3rd_Earl_of_Westmorland"
Silvia_Pinal,Stephanie_Salas
Michael_Bruxner,Joseph_Jackson_(Australian_politician)
George_Mason_II,George_Mason
"Richard_Luce,_Baron_Luce",David_Mellor
Bun_Rany,Norodom_Marie
Ed_Royce,Ileana_Ros-Lehtinen
Fritz_Sauckel,Adolf_Hitler
Tip_O'Neill,Jimmy_Carter
Lady_Pansy_Lamb,Henry_Lamb
Erica_Packer,James_Packer
Michael_H._Decker,George_W._Bush
Konstantinos_Mitsotakis,Konstantinos_Karamanlis
Minoo_Mumtaz,Lucky_Ali
George_Leveson-Gower,William_Ewart_Gladstone
Narayan_Rane,Vilasrao_Deshmukh
Tony_Rand,Margaret_H._Dickson
Eliza_McCardle_Johnson,Andrew_Johnson
"Orrin_Henry_Ingram,_Sr.",Julius_Ingram
Nancy_Bell,Pierre_Trudeau
Henry_Maxwell_(bishop),Arthur_Smyth
William_Randolph_Hearst,William_Sulzer
Gary_Punch,Robert_McClelland_(Australian_politician)
Albert_Speer_Jr.,Albert_Speer
William_J._Fields,Edwin_P._Morrow
Baron_Munchausen,Peter_Ustinov
Muhammad_Ali,Sonny_Liston
Louis_Susman,Barack_Obama
Patrick_Hemingway,Jack_Hemingway
P._Subbarayan,Rajendra_Prasad
Fernando_Lamas,Esther_Williams
Pauline_Newman,Ronald_Reagan
Kirsten_Cohen,Sophie_Cohen
Mary_J._Miller,Barack_Obama
Khin_Maung_Soe,Aung_San_Suu_Kyi
John_R._Allen,Barack_Obama
"Charles_Spencer-Churchill,_9th_Duke_of_Marlborough",Consuelo_Vanderbilt
Frank_Fahrenkopf,Ronald_Reagan
Daniel_O'Connell,William_Nugent_Macnamara
Edward_H._Levi,William_B._Saxbe
Ali_ibn_Husayn_Zayn_al-Abidin,Husayn_ibn_Ali
Jehangir_Wadia,Nusli_Wadia
Vasile_Pogor,Arthur_Schopenhauer
Georges_Pompidou,Alain_Poher
Dillon_Bell,William_Fox_(politician)
Sirimavo_Bandaranaike,Dudley_Senanayake
Ray_Stevens_(politician),Campbell_Newman
William_Howard_Taft,Theodore_Roosevelt
Maura_O'Neill,Hillary_Clinton
Pope_Julius_II,Pope_Leo_X
Maggie_Greene,Beth_Greene
David_Cameron,Samantha_Cameron
Duncan_Sandys,"Harold_Watkinson,_1st_Viscount_Watkinson"
Leopold_de_Rothschild,Lionel_de_Rothschild
Jesse_Jackson,Michael_Dukakis
"Princess_Alexandra,_The_Honourable_Lady_Ogilvy",James_Ogilvy
Indira_Gandhi,Jawaharlal_Nehru
Julia_Smith_Gibbons,Ronald_Reagan
James_Cochrane_(mayor),"George_Washington_Stephens,_Jr."
Pat_Nixon,Jane_Hadley_Barkley
Knut_Hamsun,Lord_Byron
Geordie_Hormel,James_Hormel
Frank_G._Wisner,Bill_Clinton
William_J._Casey,Gerald_Ford
Indranee_Rajah,Lee_Hsien_Loong
Henry_H._Crapo,Austin_Blair
K._M._Mani,A._K._Antony
Ojetta_Rogeriee_Thompson,Barack_Obama
Abd_Manaf_ibn_Qusai,Muhammad
Zheng_Jing,Koxinga
Tom_Hughes_(Australian_politician),Les_Haylen
Louis_Susman,Barack_Obama
Donald_C._Winter,George_W._Bush
Joanna_David,Edward_Fox_(actor)
Rajiv_Gandhi,Indira_Gandhi
Nawaz_Sharif,Mamnoon_Hussain
Lady_Jessica,Alice_Krige
Hetepheres_II,Meresankh_III
Jean_Elizabeth_Manes,Barack_Obama
William_B._Cravens,Otis_Wingo
Christopher_Noxon,Jenji_Kohan
William_Henry_Sykes,Austen_Henry_Layard
Marian_Otis_Chandler,Otis_Chandler
"Elizabeth_Cecil,_16th_Baroness_de_Ros","Edward_Manners,_3rd_Earl_of_Rutland"
Garr_King,Bill_Clinton
Shiranee_Tilakawardane,Chandrika_Kumaratunga
Samuel_Thomas_Alexander,William_Patterson_Alexander
Alex_Somlyay,Clive_Palmer
Alfred_Roberts,Mark_Thatcher
Zaynab_bint_Ali,Abbas_ibn_Ali
H._H._Asquith,Donald_Maclean_(British_politician)
Theresa_Donovan,Ken_Corday
Henry_K._Braley,William_Russell_(governor)
William_M._Meredith,Millard_Fillmore
Mahathir_Mohamad,Salahuddin_of_Selangor
Benito_Mussolini,Dino_Grandi
John_Osborne_(politician),David_Brandt_(politician)
John_Francis_Dodge,Matilda_Dodge_Wilson
Duncan_Sandys,"Antony_Head,_1st_Viscount_Head"
Spruille_Braden,Nelson_Rockefeller
William_Galston,Bill_Clinton
Bhajan_Lal,Bansi_Lal
Emilie_Autumn,Courtney_Love
Jack_Abbott_(author),Niels_Bohr
James_Boswell,"Alexander_Boswell,_Lord_Auchinleck"
Herbert_Putnam,Dwight_D._Eisenhower
Edward_Lucas_(congressman),John_S._Barbour
Roland_Franklin,Colin_Franklin_(bibliographer)
John_McCarthy_(ambassador_born_1942),Bob_Hawke
Abdoulaye_Wade,Idrissa_Seck
Sally_Hemings,John_Wayles_Jefferson
Lorraine_Copeland,Stewart_Copeland
John_Allen_(Connecticut),John_Davenport_(Connecticut_politician)
Mircea_Snegur,Petru_Lucinschi
Frederick_William_Kahapula_Beckley_Sr.,Paul_P._Kanoa
Karen_W._Pane,Barack_Obama
John_J._Louis_Jr.,Henrietta_Johnson_Louis
Philip_Hamilton,Philip_Jeremiah_Schuyler
"William_Cavendish,_5th_Duke_of_Devonshire","William_Cavendish,_4th_Duke_of_Devonshire"
Elizabeth_Schuyler_Hamilton,Philip_Jeremiah_Schuyler
Kim_Darroch,Barack_Obama
"Edward_Seymour,_1st_Earl_of_Hertford",Lady_Catherine_Grey
Arthur_F._Burns,Jimmy_Carter
Zahid_Khan_(politician),Nawaz_Sharif
Michael_Corleone,Connie_Corleone
Rana_Tanveer_Hussain,Nawaz_Sharif
Betty_Rubble,Gay_Autterson
Adolfo_Suárez,Carlos_Arias_Navarro
Barney_Kessel,Chico_Marx
Alexander_Manning,William_Holmes_Howland
Marta_Suplicy,Romeu_Tuma
Abiel_Abbot_Low,William_Henry_Low
Cristina_Fernández_de_Kirchner,Néstor_Kirchner
Wayne_Berry,Carmel_Maher
George_Ludlum_Hartford,John_Augustine_Hartford
Matthew_Marvin_Sr.,Richard_Olmsted_(settler)
Stan_Cornyn,Nancy_Sinatra
Julie_E._Cram,Valerie_Jarrett
William_Richmond,Torchy_Atkinson
William_McKinley,Ethan_A._Hitchcock_(Interior)
José_P._Laurel,Manuel_L._Quezon
Susan_Roosevelt_Weld,Quentin_Roosevelt_II
Y._S._Sharmila,Y._S._Jaganmohan_Reddy
Nicolae_Ceaușescu,Ion_Iliescu
Morgan_le_Fay,Geoffrey_of_Monmouth
Charles-Aimé_Kirkland,Anatole_Carignan
Robert_Bacon,Theodore_Roosevelt
"Vere_Fane,_4th_Earl_of_Westmorland","Henry_Sydney,_1st_Earl_of_Romney"
Robert_Mugabe,Simon_Muzenda
Thomas_Koppel,Anders_Koppel
Francis_Burdett,George_Boulton_Mainwaring
William_Phillips_(diplomat),Franklin_D._Roosevelt
Maurice_J._Murphy_Jr.,Ted_Kennedy
William_Perry,Bill_Clinton
Luis_Felipe_Restrepo,Barack_Obama
Jamie_Gorelick,Bill_Clinton
Evelyn_S._Lieberman,Bill_Clinton
Bill_Nelson,Jeb_Bush
Angella_Reid,Barack_Obama
Henry_Clay,Langdon_Cheves
Serge_Obolensky,Ava_Alice_Muriel_Astor
Gildo_Pastor,Jean-Baptiste_Pastor
Joseph_Cahill,James_McGirr
M._Caldwell_Butler,Richard_Harding_Poff
Arzuhan_Yalçındağ,Vuslat_Doğan_Sabancı
George_H._W._Bush,Ronald_Reagan
Richard_Stengel,Barack_Obama
Ghanima_Atreides,Leto_II_Atreides
Shah_Nawaz_Bhutto,Murtaza_Bhutto
George_H._W._Bush,Lawrence_Eagleburger
Cornelia_Groefsema_Kennedy,Richard_Nixon
"Frank_Corte,_Jr.",John_Shields_(Texas_politician)
Brian_James_Freeman,Edgar_Allan_Poe
Thomas_Penfield_Jackson,Ronald_Reagan
Daggubati_Venkatesh,Naga_Chaitanya
Govind_Ballabh_Pant,Sampurnanand
Festus_Mogae,Ian_Khama
José_Batlle_y_Ordóñez,Juan_Lindolfo_Cuestas
Hermann_Göring,Adolf_Hitler
Frederick_Augustus_Porter_Barnard,Seth_Low
Denver_Stutler,Jeb_Bush
Ralph_Recto,Augusto_Santos
Adolphe_Muzito,Joseph_Kabila
Mohammad_Said_Keruak,Mohamad_Adnan_Robert
Richard_Cheatham,Cave_Johnson
Sri_Srinivasan,Barack_Obama
Chua_Soi_Lek,Ong_Tee_Keat
Sirimavo_Bandaranaike,Dudley_Senanayake
Joseph_Simon,George_W._McBride
Tim_Johnson_(South_Dakota_politician),Richard_Shelby
Polly_Toynbee,Philip_Toynbee
Cameron_R._Hume,Bill_Clinton
Clark_Gable,Sylvia_Ashley
Anthony_Kennedy,Ronald_Reagan
Stephen_Fox,"Sir_Richard_Everard,_2nd_Baronet"
Barbara_Sinatra,Zeppo_Marx
Edmund_Dwyer_Gray_(Irish_politician),Stephen_Moore_(MP)
Al_Smith,Franklin_D._Roosevelt
Mariel_Hemingway,Margaux_Hemingway
William_Coddington,John_Sanford_(governor)
Nusrat_Bhutto,Zulfikar_Ali_Bhutto
Peggy_Bolton,James_W._Bolton
Mohamed_Aly,Muhammad_Ali
Nicholas_Longworth_II,John_H._Doyle
S._W._R._D._Bandaranaike,John_Kotelawala
Umm_Kulthum_bint_Muhammad,Muhammad
Şevket_Sabancı,Hacı_Sabancı
Jesse_Dylan,Jakob_Dylan
"Henry_Innes-Ker,_8th_Duke_of_Roxburghe",Winston_Churchill
Grace_Adler,David_Kohan
Mirza_Nasrullah_Khan,Mohammad_Ali_Shah_Qajar
Zhang_Zuolin,Tan_Yankai
Chaim_Weizmann,Yitzhak_Ben-Zvi
Kakuei_Tanaka,Eisaku_Satō
James_H._Laughlin,Duncan_Phillips_(art_collector)
Ali_Habib_Mahmud,Bashar_al-Assad
Slobodan_Milošević,Dragutin_Zelenović
Don_Gaetz,Andy_Gardiner
Gillian_Johnston_(polo_player),Summerfield_Johnston_III
Kawkab_Sabah_al-Daya,Bashar_al-Assad
"Sir_John_Gladstone,_1st_Baronet","Sir_Francis_Blake,_3rd_Baronet,_of_Twizell_Castle"
Chase_A._Clark,Raymond_Clyne_McNichols
Alain_Joissains,Félix_Ciccolini
Frances_Shand_Kydd,"John_Spencer,_8th_Earl_Spencer"
Sheikh_Mujibur_Rahman,Tajuddin_Ahmad
Gabriel_Afolayan,Moji_Afolayan
Charles_Robert_Sherman,Gustavus_Swan
Patricia_Pearson,Geoffrey_Pearson
"George_Calvert,_1st_Baron_Baltimore",George_Upton_(died_1609)
Hugo_Blaschke,Adolf_Hitler
Viktor_Yanukovych,Yulia_Tymoshenko
Robert_Pelletreau,Bill_Clinton
Heydar_Aliyev,Vali_Akhundov
Vyacheslav_Molotov,Joseph_Stalin
Louis_Freeh,George_W._Bush
Bob_Graham,Adele_Khoury_Graham
Charlotte_Kemp_Muhl,Sean_Lennon
Buddy_Roemer,Buddy_Leach
Edward_Everett,Marcus_Morton
Agustín_García_Calvo,Arthur_Schopenhauer
Robert_DiMera,Ken_Corday
Misael_Pastrana_Borrero,María_Cristina_Arango_Vega
Erma_Franklin,Carolyn_Franklin
Robert_Bacon,William_Howard_Taft
William_Gray_(Massachusetts),Benjamin_Gorham
Eugenio_Lopez_Jr.,Fernando_Lopez
"Margaret_of_Huntingdon,_Duchess_of_Brittany",Henry_of_Scotland
Gilbert_fitzBaderon,Baderon_of_Monmouth
"George_Washington_Stephens,_Sr.",James_McShane
Emma_Reynolds,Hilary_Benn
Adam_Opel,Rikky_von_Opel
Donkey_(Shrek),Mark_Moseley_(actor)
Eugenie_Anderson,John_F._Kennedy
Shah_Nawaz_Bhutto,Shahnawaz_Bhutto
Manjula_Vijayakumar,Vijayakumar_(actor)
Annabel_Elliot,Philip_Morton_Shand
Wade_H._McCree,John_F._Kennedy
Mills_E._Godwin_Jr.,John_N._Dalton
Susan_Saint_James,Dick_Ebersol
Stephen_Wheeler_Downey,William_Wellington_Corlett
Mark_Antony,Julius_Caesar
Maurice_Costello,Mae_Costello
Marlon_Brando,Tarita_Teriipaia
Oakes_Ames,"Oliver_Ames,_Sr."
Julius_Caesar,Marcus_Aemilius_Lepidus_(triumvir)
John_Platt_(settler),Thomas_Betts
José_Sarney,João_Figueiredo
Thurgood_Marshall,Associate_Justice_of_the_Supreme_Court_of_the_United_States
Manuel_Villar,Arnulfo_Fuentebella
Love_Brewster,Myles_Standish
Nathan_Goff_Jr.,Benjamin_Wilson_(congressman)
Jack_Straw,Neil_Kinnock
Rajiv_Gandhi,Sanjay_Gandhi
Malcolm_Wilson_(governor),Nelson_Rockefeller
David_Lloyd_George,Edwin_Samuel_Montagu
Thomas_Mason_(1770–1800),George_Mason
Grover_Cleveland,David_B._Hill
Gough_Whitlam,Malcolm_Fraser
Emine_Erdoğan,Hayrünnisa_Gül
Mark_Antony,Marcus_Aemilius_Lepidus_(triumvir)
Ramon_Lugo_III,Barack_Obama
Horatio_King,Abraham_Lincoln
Ronald_Lee_Buch,Barack_Obama
Wyndham_Lewis_(politician),"Arthur_Wellesley,_2nd_Duke_of_Wellington"
William_Pinckney_Mason,George_Mason
Michael_Garber,Samuel_Bronfman
Józef_Piłsudski,Kazimierz_Bartel
Phelan_Beale,Edith_Ewing_Bouvier_Beale
"George_Ross_Anderson,_Jr.",Jimmy_Carter
Maya_Vik,Lenny_Kravitz
Willoughby_Williams,James_Glasgow
Marty_O'Brien,Lindsay_Lohan
Harold_Nicolson,Ernest_Harold_Pickering
Maithripala_Sirisena,Mahinda_Rajapaksa
Princess_Minabe,Prince_Takechi
Shmuel_Schneurson,Shmuel_Schneersohn
Sanjay_Gandhi,Rajiv_Gandhi
Alice_Claypoole_Gwynne,Cornelius_Vanderbilt_II
