Duchy_of_Ferrara,Ferrara
Karkoṭa_Empire,Srinagar
Italian_Eritrea,Asmara
Turkey,Ankara
Roman_Empire,Rome
Spahan_(province),Isfahan
Colony_of_Virginia,"Williamsburg,_Virginia"
Lanfang_Republic,"Pontianak,_Indonesia"
Crimean_Oblast,Simferopol
Lower_Yafa,Jaʿār
Garhwal_Kingdom,Tehri
Berbice,Fort_Nassau_(Guyana)
CEN_1789,Belgium
Saxe-Hildburghausen,Hildburghausen
Saxe-Eisenach,Eisenach
Tobago,"Scarborough,_Tobago"
Basutoland,Maseru
Drohobych_Oblast,Drohobych
Tochigi_Prefecture,Utsunomiya
Kingdom_of_Granada_(Crown_of_Castile),Granada
Sutiya_Kingdom,Sadiya
"Yunnan_Province,_Republic_of_China",Kunming
Strymon_(theme),Serres
Indo-Greek_Kingdom,Chiniot
Allied-occupied_Austria,Vienna
Province_of_Hohenzollern,Sigmaringen
Charsianon,Kayseri
Peravia_Province,Baní
State_of_Maranhão_(colonial),"São_Luís,_Maranhão"
Mlechchha_dynasty,Tezpur
Moravian_Serbia,Kruševac
Chitral_(princely_state),Chitral
Gau_Westmark,Saarbrücken
Union_between_Sweden_and_Norway,Stockholm
Taifa_of_Molina,Molina_de_Segura
Mankessim_Kingdom,Mankessim
Autonomous_Governorate_of_Estonia,Tallinn
Dutch_Malabar,Fort_Kochi
Rome_(department),Rome
History_of_Miyazaki_Prefecture,"Miyazaki,_Miyazaki"
Tanaro_(department),Asti
Kingdom_of_Rarotonga,Avarua
Republika_Srpska_(1991–95),"Pale,_Bosnia_and_Herzegovina"
Sip_Song_Chau_Tai,Lai_Châu
Zengid_dynasty,Aleppo
Sudan,Khartoum
Kingdom_of_Mrauk_U,Launggyet
Serbian-Hungarian_Baranya-Baja_Republic,Pécs
Manila_(province),Marikina
Ross_Dependency,United_States
Illinois,"Springfield,_Illinois"
Byzantine_Armenia,Malatya
Maukhari,Kannauj
Wallachia,Bucharest
Ehime_Prefecture,"Matsuyama,_Ehime"
Bavand_dynasty,"Farim,_Iran"
Free_State_of_Lippe,Detmold
Kingdom_of_Majorca,"Palma,_Majorca"
Fatimid_Caliphate,Mahdia
Louisiana_(New_France),"Biloxi,_Mississippi"
Free_City_of_Danzig,Gdańsk
Principality_of_Ryazan,Ryazan
County_of_East_Frisia,Emden
Argentina,Buenos_Aires
Venad,Kollam
United_Provinces_of_the_Rio_de_la_Plata,Buenos_Aires
Maakhir,"Badhan,_Sanaag"
Latvian_Diplomatic_Service,Riga
Ahom_kingdom,Rangpur_(Ahom_capital)
Principality_of_Yaroslavl,Yaroslavl
Pappenheim_(state),Pappenheim
KwaZulu,Ulundi
Kingdom_of_Vaspurakan,"Van,_Turkey"
Gau_Berlin,Berlin
Mochlos,Crete
Colony_of_New_Zealand,Wellington
Damaraland,Khorixas
Province_of_North_Carolina,"New_Bern,_North_Carolina"
Kingdom_of_Armenia_(antiquity),Vagharshapat
Trebizond_Vilayet,Trabzon
Hutt_County,Wainuiomata
China,Beijing
State_of_Aden,Aden
Empire_of_Nicaea,Nicaea
São_Tomé_and_Príncipe,São_Tomé
Bashkir_Autonomous_Soviet_Socialist_Republic,Ufa
Tsardom_of_Bulgaria,Ohrid
Republic_of_Tarnobrzeg,Tarnobrzeg
First_Toungoo_Empire,Taungoo
Islamic_Emirate_of_Afghanistan,Kandahar
Wallis_and_Futuna,Mata-Utu
Provincias_Internas,Monterrey
Hawaii,Honolulu
Gau_Hesse-Nassau,Frankfurt
Viscounty_of_Béarn,Morlaàs
Duchy_of_Nassau,Wiesbaden
Spanish_Netherlands,Brussels
Tajikistan,Dushanbe
Dominion_of_New_England,Boston
Duchy_of_Croatia,Solin
Chalcis_Province,Chalcis
Huan_Xuan,Jiangling_County
Kingdom_of_Holland,Amsterdam
Principality_of_Lippe,Detmold
Northwest_Territory,"Marietta,_Ohio"
Habsburg-occupied_Serbia_(1686–91),Belgrade
Bangsamoro_Republik,Zamboanga_City
Kharan_(princely_state),"Kharan,_Pakistan"
Tennessee,"Nashville,_Tennessee"
Crown_Colony_of_Malta,Valletta
Duchy_of_Holstein,Glückstadt
Phra_Tabong_Province,Battambang
Zhao_(state),Handan
Northern_Nigeria_Protectorate,Zungeru
Varaždin_County_(former),Varaždin
Free_Imperial_City_of_Nuremberg,Nuremberg
Commonwealth_of_England,London
Western_Xia,Yinchuan
Colorado_Territory,Old_Colorado_City
History_of_Athens,Athens
Government_of_National_Salvation,Belgrade
Taichung_County,Fengyuan_District
March_of_Tuscany,Florence
Burundi,Bujumbura
Principality_of_Halberstadt,Halberstadt
Borsod_County,Miskolc
Dark_ages_of_Cambodia,Lvea_Aem_District
Kingdom_of_Burundi,Gitega
Provisional_All-Russian_Government,Omsk
Colony_of_Vancouver_Island,"Victoria,_British_Columbia"
Principality_of_Calenberg,Hanover
Revolutionary_Government_Junta_of_El_Salvador,San_Salvador
Aztec_Empire,Tenochtitlan
New_Serbia_(historical_province),Novomyrhorod
Turóc_County,"Martin,_Slovakia"
Kingdom_of_Dagbon,"Tamale,_Ghana"
Utah_Territory,"Fillmore,_Utah"
Xikang,Ya'an
Shahrizor_Eyalet,Kirkuk
Icelandic_Commonwealth,Þingvellir
Italian_Islands_of_the_Aegean,Rhodes_(city)
Buyid_dynasty,Iraq
Agia_Varvara_(island),Heraklion
Yehud_Medinata,Jerusalem
Archduchy_of_Austria,Vienna
Beylik_of_Teke,Antalya
Alirajpur_State,Alirajpur
Shěn_(state),Linquan_County
Missouri,"Jefferson_City,_Missouri"
Margraviate_of_Moravia,Olomouc
Sieradz_Voivodeship_(1339–1793),Sieradz
Latvian_Socialist_Soviet_Republic,Daugavpils
Bandava,Kuldīga
Kagoshima_Prefecture,Kagoshima
Kamakura_shogunate,Kamakura
Verdun__Reichsstadt_Wirten_de_Ville_libre_de_Verdun_fr__1,Bishopric_of_Verdun
Roman_Kingdom,Rome
Bophuthatswana,Mmabatho
Kansas_Territory,"Lecompton,_Kansas"
Tottori_Prefecture,"Tottori,_Tottori"
Principality_of_Achaea,Andravida
Visigothic_Kingdom,Toulouse
Reichsgau_Danzig-West_Prussia,Free_City_of_Danzig
Janina_Vilayet,Ioannina
Sicily_(theme),"Syracuse,_Sicily"
Free_City_of_Lübeck,Lübeck
Wied-Runkel,Runkel
Assyria,Harran
Upper_Canada,"York,_Upper_Canada"
Neusatz_District,Novi_Sad
Ba_(state),Langzhong
Azerbaijan_People's_Government,Tabriz
Bruneian_Empire,Bandar_Seri_Begawan
Principality_of_Bayreuth,Bayreuth
Ryazan_Governorate,Ryazan
Kingdom_of_Egypt,Cairo
Bitlis_Vilayet,Bitlis
Federal_Republic_of_Central_America,San_Salvador
Delhi_Sultanate,Delhi
Kingdom_of_Lombardy–Venetia,Milan
Duchy_of_Urbino,Urbino
Kingdom_of_Jimma,Jimma
Nowogródek_Voivodeship_(1507–1795),Navahrudak
Batticaloa_Territory,Sammanthurai
Kingdom_of_Cusco,Cusco
Pennsylvania,"Harrisburg,_Pennsylvania"
Federation_of_Malaya,Kuala_Lumpur
Medieval_Cholas,Thanjavur
Seniorate_Province,Kraków
Tutul-Xiu,"Maní,_Yucatán"
Isfendiyarids,"Sinop,_Turkey"
Bilad_al-Sham,Damascus
Trasimène,Spoleto
East_Caprivi,Katima_Mulilo
British_Bechuanaland,Vryburg
Arenberg,Aremberg
Hajdú_County,Debrecen
Saint_Kitts_and_Nevis,Basseterre
Gau_Magdeburg-Anhalt,Dessau
Ağ_Qoyunlu,Diyarbakır
County_of_Sponheim,Bad_Kreuznach
Visigothic_Kingdom,Barcelona
Barony_of_Patras,Patras
Slovenia,Ljubljana
Sayn-Wittgenstein-Berleburg,Bad_Berleburg
South_Korea,Seoul
Konbaung_Dynasty,Sagaing
Algeria,Algiers
Ardabil_Khanate,Ardabil
Vologda_Viceroyalty,Vologda
Mạc_dynasty,Cao_Bằng
Sultanate_of_Mogadishu,Mogadishu
Sharifian_Caliphate,Mecca
Qin_(state),Xianyang
Senate_of_Western_Continental_Greece,Missolonghi
Kingdom_of_Sardinia,Cagliari
Kingdom_of_Libya,Tripoli
Yue_(state),Shaoxing
History_of_ancient_Lebanon,"Tyre,_Lebanon"
Portuguese_Angola,Luanda
Kaohsiung_County,Fongshan_District
Indiana_Territory,"Vincennes,_Indiana"
Kazakh_Autonomous_Socialist_Soviet_Republic,Kyzylorda
South_Dakota,"Pierre,_South_Dakota"
Waimate_County,Waimate
Greater_Lebanon,Beirut
Regional_Defence_Council_of_Aragon,Caspe
Kalmyk_Autonomous_Soviet_Socialist_Republic,Elista
Kingdom_of_Kotte,Sri_Jayawardenepura_Kotte
History_of_Uganda_(1971–79),Kampala
Schleswig-Holstein,Kiel
Second_Spanish_Republic,Madrid
Equatorial_Guinea,Malabo
Union_of_South_Africa,Pretoria
Czechoslovakia,Prague
Rheingau,Bad_Kreuznach
Almoravid_dynasty,Marrakesh
Lublin_Voivodeship_(1919–39),Lublin
Taifa_of_Zaragoza,Zaragoza
Ondo_Kingdom,Ondo_City
Free_Lebanon_State,Marjayoun
Russian_Democratic_Federative_Republic,Saint_Petersburg
Gifu_Prefecture,Gifu
Mongolia_under_Qing_rule,Uliastai
Kovno_Governorate,Kaunas
Malaysia,Putrajaya
Kiev_Voivodeship,Kiev
Scordisci,Singidunum
Danish_Gold_Coast,"Osu,_Accra"
Thyamida,Igoumenitsa
Oryol_Governorate,Oryol
Islamic_Emirate_of_Afghanistan,Kabul
Federation_of_Ethiopia_and_Eritrea,Addis_Ababa
Austrian_Littoral,Trieste
Hesse,Wiesbaden
Zutphen_County,Zutphen
Hyderabad_State,Hyderabad
Oregon_Territory,"Oregon_City,_Oregon"
United_Arab_States,Cairo
Kingdom_of_Italy,Florence
Azerbaijan_Soviet_Socialist_Republic,Baku
Moldavian_Autonomous_Soviet_Socialist_Republic,Chișinău
Minyue,Fuzhou
Wisconsin_Territory,"Belmont,_Wisconsin"
West_Region_(Cameroon),Bafoussam
Lordship_of_Hanau,Hanau
Gau_Lower_Silesia,Wrocław
Zirid_dynasty,Mahdia
Kingdom_of_Imereti,Kutaisi
Thracesian_Theme,Alaşehir
Ellwangen_Abbey,Ellwangen
European_Economic_Community,Strasbourg
Roman_Catholic_Diocese_of_Sion__Fürstbistum_Sitten_de_Prince-Évêché_de_Sion_fr_Dio__1,"Sion,_Switzerland"
Lawksawk_State,Lawksawk
Alasay_District,Alasay
Udmurt_Autonomous_Soviet_Socialist_Republic,Izhevsk
State_of_Kanawha,West_Virginia
Uzbek_Soviet_Socialist_Republic,Tashkent
United_Kingdom_of_the_Netherlands,Amsterdam
Third_Intermediate_Period_of_Egypt,Twenty-fifth_Dynasty_of_Egypt
Anglo-Corsican_Kingdom,Bastia
Adal_Sultanate,Dakkar
Belgium,City_of_Brussels
Government_of_the_Autonomous_Republic_of_Abkhazia,Tbilisi
Pandyan_dynasty,Korkai
Aichi_Prefecture,Nagoya
Spanish_protectorate_in_Morocco,Tétouan
Russian_Soviet_Federative_Socialist_Republic,Saint_Petersburg
Gulowa_Island,Port_Moresby
State_of_Bahrain,Manama
Schwarzenberg_family,Český_Krumlov
Duchy_of_Oels,Oleśnica
Kingdom_of_Gwent,Caerwent
Kakuyids,Isfahan
Punjab_Province_(British_India),Lahore
Karaman_Eyalet,Konya
Azawad,Gao
History_of_Libya_under_Muammar_Gaddafi,Tripoli
Principality_of_Ansbach,Ansbach
Ohio,"Columbus,_Ohio"
South_Serbia_(1919–22),Prizren
Lý_dynasty,Hanoi
Kingdom_of_England,Winchester
Sabaeans,Sana'a
Sasanian_Iberia,Mtskheta
Kingdom_of_Bavaria,Munich
Lakhmids,Al-Hirah
Kong_Empire,"Kong,_Ivory_Coast"
New_Sweden,Fort_Christina
Kingdom_of_Croatia_(925–1102),Knin
Free_State_of_Anhalt,Dessau
Epidavros_Limira,Molaoi
Big_Ndrova_Island,Port_Moresby
Kingdom_of_Powys,Welshpool
Chūzan,Urasoe_Castle
Connecticut_Colony,"Hartford,_Connecticut"
Reichskommissariat_Ostland,Riga
Kingdom_of_Kano,Kano
Zeta_Banovina,Cetinje
Intendancy_of_Chiloé,Ancud
Barotziland-North-Western_Rhodesia,"Livingstone,_Zambia"
Uzbekistan,Tashkent
Ghurid_dynasty,Herat
Byzantine_Armenia,Sivas
Sanjak_of_Nakşa_Berre,Naxos
Lordship_of_Winneburg_and_Beilstein,"Beilstein,_Rhineland-Palatinate"
Territory_of_Hawaii,Honolulu
Principality_of_Anhalt-Aschersleben,Aschersleben
Late_Period_of_ancient_Egypt,Mendes
Morava_Banovina,Niš
Territory_of_New_Guinea,Rabaul
Canada_(New_France),Quebec_City
Centre-Ouest_Department,Daloa
State_of_Kanawha,"Wheeling,_West_Virginia"
Kalsia,Chhachhrauli
Inini,Saint-Élie
Bamana_Empire,Ségou
Republic_of_Baja_California,"La_Paz,_Baja_California_Sur"
New_Zealand,Wellington
Anhalt-Harzgerode,Harzgerode
Kalingga_Kingdom,Jepara
County_of_Hainaut,Mons
Taungoo_Dynasty,Taungoo
Komancza_Republic,Komańcza
Jind_State,Sangrur
Haryanka_dynasty,Rajgir
Alaiye,Alanya
County_of_Novellara_and_Bagnolo,Novellara
Archbishopric_of_Bremen,Bremen
German_South-West_Africa,Windhoek
Jund_Filastin,Jerusalem
Isle_of_Man,"Douglas,_Isle_of_Man"
Province_of_New_Jersey,"Elizabeth,_New_Jersey"
Fadhli_Sultanate,Zinjibar
Pashalik_of_Berat,Berat
Sultanate_of_Zanzibar,Zanzibar_City
Hyōgo_Prefecture,Kobe
Dakota_Territory,"Bismarck,_North_Dakota"
Quan_(state),Dangyang
Saint_Barthélemy,"Gustavia,_Saint_Barthélemy"
Despotate_of_Arta,"Arta,_Greece"
Sultanate_of_Aussa,Asaita
Rheingau,Eltville
Yemen_Vilayet,Sana'a
Danishmends,Sivas
Abbey_of_Saint_Peter_in_the_Black_Forest,"Sankt_Peter,_Baden-Württemberg"
Southern_Ireland_(1921–22),Dublin
Nabataean_Kingdom,Petra
Juliana_Republic,"Laguna,_Santa_Catarina"
Almoravid_dynasty,Aghmat
Takaka_County,"Takaka,_New_Zealand"
Provisional_Government_of_the_Republic_of_Korea,Seoul
Gorno-Altai_Autonomous_Soviet_Socialist_Republic,Gorno-Altaysk
Province_of_Schleswig-Holstein,"Schleswig,_Schleswig-Holstein"
West_Galicia,Lublin
Kingdom_of_Bumthang,Jakar_Dzong
Suriname,Paramaribo
Hereti,"Shaki,_Azerbaijan"
Comtat_Venaissin,Venasque
Deccan_sultanates,Ahmednagar
Lordship_of_Oñate,Oñati
Ufa_Governorate,Ufa
Principality_of_Galilee,Tiberias
Allied-occupied_Germany,East_Berlin
Taurida_Soviet_Socialist_Republic,Simferopol
Germiyanids,Kütahya
Swat_(princely_state)__Swat__1,Saidu_Sharif
Allied_administration_of_Libya,Tripoli
Saxe-Weimar-Eisenach,Weimar
Zirid_dynasty,Kairouan
Kakatiya_dynasty,Warangal
Lordship_of_Prilep,Prilep
"Cook_County,_New_Zealand","Gisborne,_New_Zealand"
Yan_(An–Shi),Beijing
Salghurids,Shiraz
British_Virgin_Islands,Road_Town
Republic_of_Bouillon,Bouillon
Hispania,Hispania_Ulterior
Early_Pagan_Kingdom,Bagan
Sivas_Vilayet,Sivas
Tamna,Jeju_City
Far_North_Region_(Cameroon),Maroua
Central_Bosnia_Canton,Travnik
Province_of_Quebec_(1763–91),Quebec_City
Angola,Luanda
Province_of_South_Carolina,"Charleston,_South_Carolina"
Northern_Han,Taiyuan
Donetsk–Krivoy_Rog_Soviet_Republic,Luhansk
Taifa_of_Badajoz,Spain
Ancient_Rome,Rome
Kedah_Sultanate,Alor_Setar
Cook_Islands,Avarua
Bishopric_of_Metz,Metz
Kingdom_of_Araucanía_and_Patagonia,Perquenco
Grand_Duchy_of_Hesse,Darmstadt
Republic_of_Spanish_Haiti,Santo_Domingo
West_Siberian_Krai,Novosibirsk
County_of_Geneva,Annecy
Fukui_Prefecture,"Fukui,_Fukui"
Domaine_du_roy,Quebec_City
Duchy_of_Pomerania,Szczecin
Moldavian_Autonomous_Soviet_Socialist_Republic,Tiraspol
Tanzania,Dodoma
Kholm_Governorate_(Russian_Empire),Chełm
Portuguese_Timor,Dili
Morocco,Rabat
Provisional_Government_of_the_Algerian_Republic,Algiers
Vilayet_of_the_Archipelago,Rhodes_(city)
Taifa_of_Arjona,"Arjona,_Spain"
People's_Republic_of_Korea,Seoul
Thaton_Kingdom,Thaton
Landgraviate_of_Hesse,Marburg
Alaska,"Juneau,_Alaska"
Sultanate_of_Rum,Sivas
Khwarazmian_dynasty,Samarkand
Adal_Sultanate,Harar
Andaman_Islands,Port_Blair
Anjouan,Mutsamudu
Magadha,Pataliputra
Lan_Xang,Vientiane
Grand_Duchy_of_Lithuania,Vilnius
Wyoming_Territory,"Cheyenne,_Wyoming"
Ivory_Coast,Yamoussoukro
Derna_District,"Derna,_Libya"
Central_Regions_State,Dhusamareb
Kingdom_of_Poland_(1385–1569),Kraków
Novorossiya_Governorate,"Novomoskovsk,_Ukraine"
Russia,Moscow
Electorate_of_Trier,Trier
Malacca_Sultanate,Malacca_City
Managua_Department,Managua
Free_Imperial_City_of_Aachen,Aachen
Nayakas_of_Keladi,Ikkeri
Gallic_Empire,Trier
Shun_dynasty,Xi'an
Huang_(state),Huangchuan_County
Faroe_Islands,Tórshavn
Saint_Lucia,Castries
Reichsgau_Niederdonau,Krems_an_der_Donau
Puerto_Rico,"San_Juan,_Puerto_Rico"
Solms-Laubach,Laubach
Governorate_of_New_Castile,Jauja
Principality_of_Minsk,Minsk
Crimean_Socialist_Soviet_Republic,Simferopol
Essequibo_(colony),Fort_Kyk-Over-Al
Deccan_sultanates,Bidar
Siberia_Governorate,Tobolsk
Monarchy_of_the_North,Porto
Mauretania_Tingitana,Tangier
Soviet_Union,Moscow
Dutch_Republic,The_Hague
Poltava_Governorate,Poltava
History_of_Malta_under_the_Order_of_Saint_John,Birgu
Sovereign_Military_Order_of_Malta,Rome
Electoral_Palatinate,Mannheim
Indiana,Indianapolis
Hispania,Hispania_Citerior
Mecklenburg-Güstrow,Güstrow
County_of_Wernigerode,Wernigerode
Kadamba_dynasty,Banavasi
Kingdom_of_Croatia_(Habsburg),Varaždin
Principality_of_Hereti,"Shaki,_Azerbaijan"
Nauru,Yaren_District
Upingtonia,Grootfontein
County_of_Zweibrücken,Zweibrücken
Jalairid_Sultanate,Baghdad
Acre_Sanjak,"Acre,_Israel"
Sakala_County,Viljandi
Sukhothai_Kingdom,Mueang_Sukhothai_District
Dodoni_Province,Ioannina
Stade_(region),Stade
Later_Shu,Chengdu
Tver_Viceroyalty,Tver
Khwarazmian_dynasty,Tabriz
Bremen_(state),Bremen
Ba_(state),Enshi_City
Northern_Liang,Zhangye
Volga_Bulgaria,Bolghar
Kosala_Kingdom,Ayodhya
Sagaing_Kingdom,Sagaing
Khanate_of_Kokand,Kokand
Adrianople_Vilayet,Edirne
Kingdom_of_Italy,Rome
Bavaria,Munich
N'Zi-Comoé,Dimbokro
Republic_of_Macedonia,Skopje
Bishopric_of_Cammin__Hochstift_Cammina__1,Kamień_Pomorski
Kingdom_of_Galicia,Santiago_de_Compostela
Kingdom_of_Sikkim,Gangtok
Ukrainian_People's_Republic,Kiev
Republic_of_Prekmurje,Murska_Sobota
Khanate_of_Bukhara,Bukhara
Kingdom_of_Sussex,Chichester
Ærø_Municipality,Ærøskøbing
Árva_County,Dolný_Kubín
Kingdom_of_Sikkim,Tumlong
Areopagus_of_Eastern_Continental_Greece,Amfissa
Baden-Württemberg,Stuttgart
Federation_of_South_Arabia,Colony_of_Aden
Principality_of_Piombino,Piombino
Republic_of_Pisa,Pisa
Stadion_(state),Oberstadion
Tafilah_Governorate,Tafilah
"Franklin_County,_New_Zealand",Pukekohe
Kingdom_of_Greece,Athens
Manava_(king),Murshidabad
Province_of_Brandenburg,Charlottenburg
Malbork_Voivodeship,Malbork
Sweden,Stockholm
Dabuyid_dynasty,"Sari,_Iran"
Jinotega_Department,Jinotega
Occupation_of_Mongolia,Ulaanbaatar
Colony_of_Niger,Niamey
Annexation_of_Dadra_and_Nagar_Haveli__मोफत_दादरा_आणि_नगर_हवेलीમફત_દાદરા_અને_નગર_હવેલી__1,"Dadra,_Dadra_and_Nagar_Haveli"
Pô_(department),Turin
Switzerland,Bern
Siam_Nakhon_Province,Siem_Reap
Esztergom_County,Esztergom
Southern_Han,Guangzhou
Taifa_of_Jaén,"Jaén,_Spain"
North_Vietnam,Hanoi
Ay_kingdom,Vizhinjam
Republic_of_South_Maluku,"Ambon,_Maluku"
Samtskhe-Saatabago,Akhaltsikhe
Reichskommissariat_Niederlande,Amsterdam
Italian_East_Africa,Addis_Ababa
Min_(Ten_Kingdoms),Fuzhou
Delhi_Territory,Delhi
Eretnids,Kayseri
Despotate_of_Epirus,"Arta,_Greece"
Hyderabad_State,"Aurangabad,_Maharashtra"
Anconine_Republic,Ancona
County_of_Holland,The_Hague
Colorado,Denver
Sri_Lanka,Colombo
Special_Transcaucasian_Committee,Tbilisi
Lebowa,Lebowakgomo
Warsangali_Sultanate,Las_Khorey
Russian_Dalian,Dalian
Muscat_and_Oman,"Muscat,_Oman"
Kingdom_of_Nepal,Kathmandu
Upper_Senegal_and_Niger,Bamako
South_West_State_of_Somalia,Barawa
United_Serb_Republic,"Pale,_Bosnia_and_Herzegovina"
Pi_(state),Pizhou
First_Spanish_Republic,Madrid
Kingdom_of_Breifne,Dromahair
First_Hungarian_Republic,Budapest
Ay_kingdom,Alwarkurichi
Palatine_Zweibrücken,Zweibrücken
Vishnukundina,Eluru
Kingdom_of_Pontus,Amasya
Crown_of_the_Kingdom_of_Poland,Warsaw
British_Western_Pacific_Territories,Suva
Maros-Torda_County,Târgu_Mureș
"Beersheba_Subdistrict,_Mandatory_Palestine",Beersheba
Coalition_Government_of_Democratic_Kampuchea,Phnom_Penh
Namibia,Windhoek
Belostok_Oblast,Białystok
Duchy_of_Masovia,Warsaw
Serbia_and_Montenegro,Belgrade
Sultanate_of_Maguindanao,Cotabato_City
State_of_Maranhão_and_Piauí,"São_Luís,_Maranhão"
Varat_Eyalet,Oradea
Governorate_General_of_Rio_de_Janeiro,Rio_de_Janeiro
Republic_of_Ireland,Dublin
Herzegovina-Neretva_Canton,Mostar
Byzantine_Crete,Gortyn
County_of_Geneva,La_Roche-sur-Foron
List_of_Solesvara_temples,Thanjavur
Mississippi_in_the_American_Civil_War,Mississippi
Curaçao_and_Dependencies,Willemstad
Sanjak_of_Pakrac,Pakrac
Nagorno-Karabakh_Republic,Stepanakert
Kwararafa,Wukari
Marengo_(department),Alessandria
Byelorussian_Soviet_Socialist_Republic,Smolensk
Benin,Porto-Novo
Kingdom_of_Mysore,Srirangapatna
Uí_Liatháin,Castlelyons
Inca_Empire,Cusco
Ptolemaic_Kingdom,Alexandria
French_Somaliland,Djibouti_(city)
Kranaia,Argostoli
Ugocsa_County,Vynohradiv
Independencia_Province,Jimaní
Volhynian_Viceroyalty,Zhytomyr
Pi_(state),Tengzhou
Governorate_of_Estonia,Tallinn
Vilna_Governorate,Vilnius
Moldavia,Iași
Colonial_Nigeria,Lagos_Colony
Tepic_Territory,Tepic
Democratic_Republic_of_Georgia,Tbilisi
Magadha,Rajgir
Portuguese_Guinea,Bissau
Duchy_of_Brittany,Vannes
Company_rule_in_Rhodesia,Harare
Province_of_Tierra_Firme,Panama_City
Bishopric_of_Brandenburg,Brandenburg_an_der_Havel
Parnassida,Amfissa
Masmughans_of_Damavand,"Damavand,_Iran"
British_invasion_of_Manila,Pampanga
Five_Days_of_Milan__Governo_provvisorio_di_Milano__1,Milan
Duchy_of_Głogów,Głogów
Tondo_(historical_state),"Tondo,_Manila"
Negros_del_Norte,"Cadiz,_Negros_Occidental"
Grand_Duchy_of_Mecklenburg-Strelitz,Neustrelitz
Republika_Srpska,Banja_Luka
Appenzell,Appenzell_(town)
Kingdom_of_Kakheti-Hereti,Telavi
Afghanistan,Kabul
Kansas_Territory,"Pawnee,_Kansas"
County_of_Sicily,Palermo
Somali_Democratic_Republic,Mogadishu
Podolia_Eyalet,Kamianets-Podilskyi
Chobanids,Tabriz
Kanva_dynasty,Pataliputra
Sanjak_of_Syrmia,Ilok
Bezirk_Bialystok,Białystok
Kingdom_of_Westphalia,Kassel
Grand_Duchy_of_Westarctica,Peter_I_Island
Seljuk_Empire,"Rey,_Iran"
Han_dynasty,Luoyang
Principality_of_Taranto,Taranto
Brazil,Brasília
Slavo-Serbia,Bakhmut
Murrawarri_Republic,"Barringun,_Queensland"
Bishopric_of_Constance,Konstanz
Silistra_Eyalet,Silistra
Nalut_District,Nalut
Former_Shu,Chengdu
The_Protectorate,London
Northern_Oblast_(1936–37),Arkhangelsk
Spain,Madrid
Lai_(state),Longkou
Guyana_(Commonwealth_realm),"Georgetown,_Guyana"
Principality_of_Bayreuth,Kulmbach
Erivan_Khanate,Yerevan
Taifa_of_Baeza,Baeza
Majapahit,Trowulan
Serbia,Belgrade
State_of_Brazil,"Salvador,_Bahia"
Transnistria,Tiraspol
French_Territory_of_the_Afars_and_the_Issas,Djibouti_(city)
Vas_County_(former),Szombathely
Peru–Bolivian_Confederation,Tacna
Latvian_Socialist_Soviet_Republic,Riga
"Yunnan_Province,_Republic_of_China",Bangkok
Rivas_Department,"Rivas,_Nicaragua"
Egyptian_First_Republic,Cairo
Syria,Damascus
Habsburg-occupied_Serbia_(1788–92),Belgrade
Sri_Lanka,Sri_Jayawardenepura_Kotte
Guernsey,Saint_Peter_Port
Rif_Republic,Ajdir
Republic_of_Mahabad,Mahabad
Chu_(state),Xuzhou
Haestingas,Hastings
Free_State_of_Coburg,Coburg
Chitral_(princely_state)__Chitral__1,Chitral
Tibet_(1912–51),Lhasa
Arizona_Territory,"Phoenix,_Arizona"
Randers_Municipality,Randers
St._Andrews_Islands,Port_Moresby
Lordship_of_Ireland,Dublin
Karakalpakstan,Nukus
Saint_Vincent_and_the_Grenadines,Kingstown
Swat_(princely_state),Saidu_Sharif
Montserrat,Brades
Saxe-Zeitz,Zeitz
Kōchi_Prefecture,"Kōchi,_Kōchi"
Carpathian_Ruthenia,Khust
Duchy_of_the_Pentapolis,Rimini
KwaNdebele,KwaMhlanga
French_Southern_and_Antarctic_Lands,"Saint-Pierre,_Réunion"
Mandatory_Iraq,Baghdad
Colony_of_Fiji,Levuka
Uawa_County,Tolaga_Bay
Sidon_Eyalet,Beirut
Bishopric_of_Halberstadt,Halberstadt
Serbian_Despotate,Belgrade
County_of_Ravensberg,Bielefeld
Voivodeship_of_Serbia_and_Banat_of_Temeschwar,Timișoara
West_Pakistan,Lahore
Kosovo,Pristina
Cayman_Islands,"George_Town,_Cayman_Islands"
Belgium_(1914–1940),City_of_Brussels
United_Provinces_of_New_Granada,Tunja
Cutch_State,Bhuj
East_Breifne,Belturbet
Somoza_family,Managua
Duchy_of_Opole_and_Racibórz,Duchy_of_Opole
County_of_Bentheim,Bad_Bentheim
Emirate_of_Transjordan,Amman
Ardashir-Khwarrah,"Firuzabad,_Fars"
Patria_del_Friuli,Udine
Croatia,Zagreb
Austrian_Netherlands,Brussels
Hotak_dynasty,Kandahar
Eritrea,Asmara
Oregon,"Salem,_Oregon"
Haiti,Port-au-Prince
Primorskaya_Oblast,Nikolayevsk-on-Amur
Transnistria_Governorate,Odessa
Egypt_Eyalet,Cairo
Principality_of_Trubetsk,Trubchevsk
Republic_of_Alba_(1944),"Alba,_Piedmont"
Danishmends,Niksar
E_(state),"Nanyang,_Henan"
Mordovian_Autonomous_Soviet_Socialist_Republic,Saransk
County_of_Burgundy,"Dole,_Jura"
Gauda_Kingdom,Murshidabad
Canton_of_Bellinzona,Bellinzona
