Kresty_Prison,Saint_Petersburg
Mark_O._Hatfield_Library,"Salem,_Oregon"
Campillo_de_Aranda,Spain
Jake_Gaither_Gymnasium,"Tallahassee,_Florida"
"Middle_Grove,_Oregon",United_States
Thornton_Heath,London
Golema_Rakovitsa,Bulgaria
"Bazile_Mills,_Nebraska",United_States
National_road_7_(Poland),Warsaw
"Holy_Trinity,_Brook_Green",London
Autovía_A-3,Madrid
Rajahmundry_(rural)_mandal,Rajahmundry
Garrucha,Andalusia
"New_Smithville,_Pennsylvania",United_States
Serras_de_Sudeste_(micro-region),Brazil
"Lajeado,_Rio_Grande_do_Sul",Brazil
Yuan_Dynasty_City_Wall_Park,Beijing
Linares_Province,Chile
Sophia_Cathedral,Saint_Petersburg
Convent_of_las_Comendadoras_de_Santiago_(Madrid),Madrid
Triangle_building,Brussels
Wendelsheim_(Rottenburg),Tübingen
"Luray,_South_Carolina",South_Carolina
"Mount_Tabor,_Wisconsin",United_States
Stade_Roland_Garros,Athens
"Gökçekent,_Kastamonu",Kastamonu
Samatra,Sumatra
University_of_Wisconsin–Madison_Lakeshore_Nature_Preserve,"Madison,_Wisconsin"
"Blountstown,_Florida",United_States
Dragan_Tsankov_Boulevard,Sofia
"Fuensanta,_Albacete",Spain
"Kimball,_Tennessee",United_States
"Coto_de_Caza,_California",California
"Wethersfield,_Connecticut","Hartford,_Connecticut"
Gol_Babakan,Fars_Province
Mehmed_Paša_Sokolović%60s_Fountain,Belgrade
Suwon_World_Cup_Stadium,Tehran
Rawene,New_Zealand
Seatuck_National_Wildlife_Refuge,United_States
Sternschanze_station,Hamburg
Frohnlach,Coburg
Mettmann,Düsseldorf
"Oregon-Nashua_Township,_Ogle_County,_Illinois",United_States
Little_River_(Goose_Creek),United_States
"Cathedral_Basilica_of_St._Stephen_the_King,_Székesfehérvár",Székesfehérvár
"Coal_Fire,_Alabama",United_States
Rosemont—La_Petite-Patrie,Montreal
"San_Ysidro,_Doña_Ana_County,_New_Mexico",United_States
"Murphy_Lake_(Itasca_County,_Minnesota)",United_States
Cantabria,Spain
Izvorishte,Bulgaria
"Fresno_Beach,_California",United_States
Gatwick_Airport,London
"Pactola,_South_Dakota",United_States
Bald_Mountain_Pass,United_States
Federal_Home_Loan_Bank_Board_Building,"Washington,_D.C."
Nevada,"Las_Vegas–Paradise,_NV_MSA"
"Mohawk,_California",California
"North_Page,_West_Virginia",West_Virginia
M4_motorway_(Hungary),Budapest
Nusle_Bridge,Prague
Tüskecsarnok,Budapest
231_Vindobona,Vienna
"Crow,_West_Virginia",United_States
Perales_del_Alfambra,Spain
Barcelona_Royal_Shipyard,Barcelona
Stade_Pierre-Mauroy,Belgrade
"Wasco,_California",California
Kimsa_Chata_(Bolivia-Chile),Chile
Maputo_International_Airport,Maputo
Baía_do_Iguape_Marine_Extractive_Reserve,"Salvador,_Bahia"
"Confederate_Memorial_Hall,_Vanderbilt_University","Nashville,_Tennessee"
Vestry_House_Museum,London
"Neda,_Wisconsin",United_States
"Lynndyl,_Utah",United_States
Malmö_Isstadion,Moscow
"Osiedle_Sienkiewicza,_Białystok",Białystok
Fonaitika,"Pyrgos,_Elis"
Tobu_Kameido_Line,Tokyo
Noi_Bai_International_Airport,Hanoi
Gach_Darvazeh,Fars_Province
"Carrs_Corner,_New_Jersey",United_States
"Maryland_Heights,_Missouri",United_States
Little_Rock_Lake,United_States
Khudian,Pakistan
National_Museum_of_Denmark,Copenhagen
Augustówka,Warsaw
Štović,Foča
Božić’s_House,Belgrade
Court_Theatre_of_Buda,Budapest
"Bermuda_Dunes,_California",United_States
Devon_Energy_Center_(Oklahoma_City),United_States
Legia_Tennis_Centre,Warsaw
"Maggie_Valley,_North_Carolina",United_States
Campo_de_Mirra,Spain
Rock-hewn_Churches_of_Ivanovo,Bulgaria
Casas_de_Miravete,Spain
Civita_(Cascia),Perugia
"Crucifer,_Tennessee",United_States
U.S._Route_285_in_Texas,Texas
"Shingobee_Township,_Cass_County,_Minnesota",United_States
"Dresser,_Wisconsin",United_States
Los_Mártires,Bogotá
Anievas,Spain
"Zachow,_Wisconsin",United_States
Agaete,Spain
"Benton,_Mississippi",United_States
Fulham_Palace,London
Sant'Anna_a_Capuana,Naples
Georgia_State_Route_154,Atlanta
Abetxuko,Spain
Pointe-à-Callière_Museum,Montreal
"Magsaysay,_Palawan",Palawan
"Biola,_California",United_States
Kassel_Hauptbahnhof,Kassel
"Karjamaa,_Tallinn",Tallinn
"Laramie_County,_Wyoming","Cheyenne,_Wyoming"
Praga-Południe,Warsaw
Waikare,New_Zealand
"Citrus_Park,_Arizona",United_States
Cheongdam_Bridge,Seoul
"Stab,_Kentucky",United_States
"Cruzeiro_do_Sul,_Rio_Grande_do_Sul",Brazil
Tsarevo_Municipality,Bulgaria
Cañal_Bajo_Carlos_Hott_Siebert_Airport,Chile
Royal_Palace_of_Brussels,Brussels
MetLife_Stadium,Santiago
"Baevtsi,_Gabrovo_Province",Bulgaria
Lugano_Airport,Lugano
"Upper_Kalskag,_Alaska",United_States
Ricardo_de_Albuquerque,Rio_de_Janeiro
"Newark_Township,_Michigan",United_States
Dresden,Dessau
Conthey,"Sion,_Switzerland"
"Ninnescah_Township,_Sedgwick_County,_Kansas",United_States
"Chelsea_Hotel,_Toronto",Toronto
Green_Park,London
Gravia,Amfissa
Capt._Henry_E._Sewall_House,United_States
Asola_(Delhi),Delhi
"East_Feliciana_Parish,_Louisiana",United_States
Veliki_Borak,Belgrade
Steglitz-Zehlendorf,Berlin
Lichtenberg_(locality),Berlin
Smales_Farm_Busway_Station,New_Zealand
Bibiheybət,Baku
Junction_Peak,United_States
Soltaniyeh,Tabriz
Al_Ahly_Sports_Hall,Cairo
"Chester,_Texas",United_States
"Corwin,_Wisconsin",United_States
"Şıxlar,_Baku",Baku
Jodenbuurt,Amsterdam
Jacarepaguá_Airport,Rio_de_Janeiro
"Woodlake,_Texas",Texas
Comfort_Historic_District,United_States
"Ogletown,_Delaware",United_States
Lake_Ontario_Park,"Kingston,_Ontario"
Cotai,Macau
Massachusetts_Route_3,Boston
Dolni_Radkovtsi,Bulgaria
Old_Ahmedabad,Ahmedabad
Collegiate_Peaks_Wilderness,United_States
"Kerrville,_Texas",Texas
Zegrze_Reservoir,Warsaw
Caverns_of_Sonora,Texas
Roman_Catholic_Archdiocese_of_Kuala_Lumpur,Kuala_Lumpur
Tata_Islands,New_Zealand
Nikos_Kazantzakis_(municipality),Crete
"Boos,_Seine-Maritime",Rouen
Mount_Kurama,Kyoto
Emily_Wiley_House,"Washington,_D.C."
Royal_Society_of_Chemistry__Burlington_House__1,London
Varbitsa_Pass,Bulgaria
Teleport_(Amsterdam),Amsterdam
Château_Malou,Brussels
"Beeville,_Texas",Texas
Blackfoot_River_Wildlife_Management_Area,United_States
Caesars_Golf_Macau,Macau
"Fulda,_Indiana",United_States
"Harmon,_Washington_County,_Arkansas",United_States
Dorogomilovo_District,Moscow
Steinfass_House,Copenhagen
House_on_Mosfilmovskaya,Moscow
Sant_Llorenç_des_Cardassar,Spain
Sidi_Gaber,Alexandria
Santa_Tereza_River,Brazil
"Orange,_Indiana",United_States
Museum_of_Anthropology_(Taiwan),Taiwan
Obolon_Arena,Kiev
Renaico_River,Chile
"Lanesboro,_Minnesota",United_States
"Alamogordo,_New_Mexico",United_States
Escolta_Street,Manila
Altare_della_Patria,Rome
Nathan_and_Mary_(Polly)_Johnson_properties,Massachusetts
Pacific_Place_(Dallas),Texas
Historical_Archive_of_the_City_of_Cologne,Cologne
"Olivet,_New_Jersey",United_States
Denham_Town,"Kingston,_Jamaica"
"Piltzville,_Montana",United_States
Jerusalem_Municipality,Jerusalem
Nathoki,Pakistan
San_Miguel_Petapa,Guatemala_City
"St._Monica_Catholic_Church_(Santa_Monica,_California)",United_States
U.S._Route_44,"Hartford,_Connecticut"
Staszic_Palace,Warsaw
"Sandcut,_Indiana",United_States
Si_Racha_District,Thailand
Atalaya_(Madrid),Madrid
Estádio_Urbano_Caldeira,Montevideo
Pons_Sublicius,Rome
San_Pietro_ad_Aram,Naples
Santa_Maria_Val_Müstair,Switzerland
Broitzem,Braunschweig
Saidul_Ajaib,Delhi
"Dąbie,_Szczecin",Szczecin
Piz_Daint,Switzerland
"Mineral_Springs,_North_Carolina",United_States
Cajazeiras,Brazil
Prinzregentenplatz_(Munich_U-Bahn),Munich
"Scott,_Sheboygan_County,_Wisconsin",United_States
"Goshen_Township,_Belmont_County,_Ohio",United_States
Bay_of_Saint_Louis,United_States
"Spanish_Flat,_Napa_County,_California",United_States
"Montgomery_Township,_Gibson_County,_Indiana",United_States
Yaowa_Lake_Park,Beijing
Osterley,London
Kobe_Universiade_Memorial_Stadium,Pune
Bizjan-e_Sofla,Fars_Province
Peloncillo_Mountains_(Hidalgo_County),United_States
"Woodburn,_Oregon",United_States
Club_de_Campo_Villa_de_Madrid,Spain
Carpinteria_Creek,United_States
Estádio_Beira-Rio,Rio_de_Janeiro
Billy_Simpson's_House_of_Seafood_and_Steaks,"Washington,_D.C."
Taijiang_National_Park,Tainan
"Uffington,_West_Virginia",West_Virginia
Puerto_de_Vega,Spain
"Black_Hawk_Township,_Jefferson_County,_Iowa",United_States
Mitino_District,Moscow
Bach_Mai_Airfield,Hanoi
Alamo_Quarry_Market,United_States
Hatchet_Lake_(Idaho),United_States
"Melissa,_West_Virginia",West_Virginia
Grosser_Diamantstock,Switzerland
Events_at_José_Miguel_Agrelot_Coliseum,"San_Juan,_Puerto_Rico"
The_Bentley_London,London
Igstadt,Wiesbaden
"Rafael_Uribe_Uribe,_Bogotá",Bogotá
European_route_E331,Kassel
Beijing_Great_Wheel,Beijing
"Johnsburg,_Illinois",United_States
European_route_E842,Naples
"White_Center,_Washington",United_States
Shaheeya_Peak,United_States
"Lenora,_Oklahoma",United_States
Le_Méridien_Piccadilly_Hotel,London
"Sloten,_Amsterdam",Amsterdam
"De_Haven,_Virginia",United_States
El_Viso_(Madrid),Spain
National_Polytechnical_Museum,Bulgaria
"South_Homestead_Township,_Barton_County,_Kansas",United_States
A2_autostrada_(Poland),"Brest,_Belarus"
Gidan_Rumfa,Kano
"Pee_Pee_Township,_Pike_County,_Ohio",United_States
Strahov_Stadium,Prague
"Hydetown,_Pennsylvania",United_States
Pelister_National_Park,Bitola
"Sycamore,_Logan_County,_West_Virginia",West_Virginia
"Mid-Western_Regional_Hospital,_Ennis",Ennis
"Graham,_Missouri",United_States
Gruyères,Switzerland
Paris–Marseille_railway,Paris
"Kemper,_South_Carolina",United_States
Harold's_Cross,Dublin
"Pasadena,_California",United_States
Autostrada_A32_(Italy),Turin
Autostrada_A6_(Italy),Turin
Kajang_Bypass,Kuala_Lumpur
Star_of_Hope_Hospital,New_Delhi
Han_Krum_(village),Bulgaria
Belgrade,Belgrade
"Lantz_Corners,_Pennsylvania",United_States
"Rift,_West_Virginia",United_States
"South_Bend,_Indiana",United_States
Rostam-e_Do_Rural_District,Fars_Province
Saint_Cross_Church,Taiwan
Bliecos,Spain
"Belleville,_Arkansas",United_States
"Bellefonte,_Alabama",United_States
"Monte_Sereno,_California",United_States
Santiago_(comarca),Santiago_de_Compostela
"Gallery_Park_Hotel,_Riga",Riga
U.S._Route_6,Denver
Angol_Los_Confines_Airport,Chile
Raudalu,Tallinn
American_Colony_Hotel,Jerusalem
Ebergötzen,Göttingen
Bayan-Agt,Mongolia
St_James's_Square,London
"Presidential_Palace,_Vilnius",Vilnius
"Helvetia,_West_Virginia",West_Virginia
Kingston_Hospital_NHS_Foundation_Trust,London
Pharr_Chapel_United_Methodist_Church,United_States
Birsfelden,Switzerland
St_Paul's_Cathedral,London
Tottori_Castle,"Tottori,_Tottori"
Town_Brook_Historic_and_Archeological_District,"Plymouth,_Massachusetts"
"Coelho_Neto,_Rio_de_Janeiro",Rio_de_Janeiro
North_River_(Michigan),United_States
Hôtel_de_Breteuil,Paris
Tallinn_Botanic_Garden,Tallinn
Education_City_Stadium,Doha
"Gold_Coast_Historic_District_(Omaha,_Nebraska)","Omaha,_Nebraska"
"Hinton_Township,_Michigan",United_States
"Deerlick,_West_Virginia",United_States
"Kafr,_Iran",Fars_Province
Eurasia_(building),Moscow
"Burlington_Township,_Kane_County,_Illinois",United_States
"Parkway–South_Sacramento,_California",California
"Allerton,_New_Jersey",United_States
Llico_River,Chile
Caudan_Waterfront,Port_Louis
Viaduc_d'Austerlitz,Paris
Trentham_Memorial_Park,New_Zealand
"Litchfield_Township,_Michigan",United_States
San_Leandro_Hills,California
Pechincha,Rio_de_Janeiro
Chundui_Township,Lhasa
"Umiat,_Alaska",United_States
Spånga-Tensta,Stockholm
"Asbury_Township,_Gallatin_County,_Illinois",United_States
"Schrunk_Township,_Burleigh_County,_North_Dakota",United_States
Azumah_Nelson_Sports_Complex,Accra
"Church_of_the_Transfiguration,_Episcopal_(Manhattan)",New_York_City
"Danville,_Ohio",United_States
Higuera_la_Real,Spain
Francis_E._Warren_Air_Force_Base,"Cheyenne,_Wyoming"
"Metaline,_Washington",United_States
"Genola,_Utah",United_States
"Dewey,_Idaho",United_States
Lliçà_de_Vall,Barcelona
Sheikh_Maqsood,Aleppo
14th_arrondissement_of_Paris,Paris
Robert_Barnwell_Rhett_House,"Charleston,_South_Carolina"
Autovía_A-4,Madrid
"Strazhets,_Kardzhali_Province",Bulgaria
Mehrabad_International_Airport,Tehran
Valdepeñas_de_la_Sierra,Spain
"Flora,_Mississippi",United_States
Combarbalá,Chile
Old_Downtown_Harrisburg_Commercial_Historic_District,"Harrisburg,_Pennsylvania"
Valverde_del_Camino,Spain
"Mooresboro,_North_Carolina",United_States
Marquette_(provincial_electoral_district),Montreal
Casas_de_Bárcena,Spain
Plain_of_Vic,Spain
"Alaska,_West_Virginia",United_States
"Brown_Town,_North_Carolina",United_States
Afon_Tarell,Brecon
Doña_Mencía,Spain
"Morningside_Heights,_Manhattan",United_States
Allison_Hill_(Harrisburg),United_States
Taquaruçu_River,Brazil
Ruapuke_Island,New_Zealand
Republic_of_San_Marco,Venice
Beauport—Limoilou,Quebec_City
Yverdon-les-Bains,Switzerland
Alpujarra_de_la_Sierra,Spain
"Geraldine,_Montana",United_States
Stepanakert_Airport,Stepanakert
"Windsor_(village),_New_York",United_States
Monte_Bar,Switzerland
Slab_Fork,West_Virginia
"Crosses,_Arkansas",United_States
Freeway_1_(Taiwan),Tainan
"Garden_Oaks,_Houston",Texas
Malha_Mall,Jerusalem
Lake_Linville,United_States
Fluchthorn,Switzerland
Muñoz_Seca_Theater,Spain
San_Nicolò_dei_Mendicoli,Venice
"West_Jefferson,_North_Carolina",United_States
Pimenta_Palace,Lisbon
Rhodes'_Tavern,"Washington,_D.C."
"Hollyhurst,_West_Virginia",West_Virginia
"Crestview,_California",California
The_Wick,London
Berlin_Bornholmer_Straße_station,Berlin
World_Summit_of_Nobel_Peace_Laureates,Rome
Arica_Province,Chile
Ginásio_do_Maracanãzinho,Rio_de_Janeiro
Fort_Velasco,United_States
Olimpijka,Minsk
"Bethany,_Missouri",United_States
"Society_Hill,_South_Carolina",South_Carolina
Ab_Garm-e_Sofla,Fars_Province
Killisnoo_Island,United_States
"Radisson_Blu_Scandinavia_Hotel,_Oslo",Oslo
Two_Creeks_Buried_Forest_State_Natural_Area,United_States
"Kaminia,_Achaea",Patras
Topo_Chico_(prison),Monterrey
"Lemmon_Valley–Golden_Valley,_Nevada",United_States
The_O2_Arena,London
Mačkovac_(Kruševac),Kruševac
Jewish_Museum_and_Tolerance_Center,Moscow
Mohammad-e_Olya,Fars_Province
Van_Tilburg_Collection,Pretoria
Yeouido_Airport,Seoul
Benfica_(Lisbon),Lisbon
Cinema_Batalha_(Porto),Porto
"Corinth,_Jones_County,_Texas",Texas
"Tynsid_Township,_Polk_County,_Minnesota",United_States
"Swords,_Dublin",Dublin
Museum_and_Institute_of_Zoology,Warsaw
Ronnenberg,Hanover
"Ongar,_Dublin",Dublin
Zuidas,Amsterdam
Pismenovo,Bulgaria
Celrà,Spain
"Bern,_Kansas",United_States
Middle_Quartz_Lake,United_States
Conrad_London_St._James,London
_Son_Fortesa_station,Spain
Convention_Centre_Dublin,Dublin
Banjica_concentration_camp,Belgrade
"Cultural_Park_for_Children,_Egypt",Cairo
"East_Stone_Gap,_Virginia",United_States
Roman_Catholic_Archdiocese_of_Barcelona,Spain
"St._Mary's_Episcopal_Church_(Washington,_D.C.)","Washington,_D.C."
Estádio_Palma_Travassos,Brazil
Vučedol_Culture_Museum,Vukovar
"Bonneyville_Mills,_Indiana",United_States
"Houses_of_Parliament,_Cape_Town",Cape_Town
"Eslamabad,_Jereh",Fars_Province
"Pleasantville,_Bedford_County,_Pennsylvania",United_States
"Dunbar_Hill,_Kentucky",United_States
Piz_Lad_(Ortler_Alps),Switzerland
Rio_Grande_de_Mindanao,Cotabato_City
North_Toronto,Toronto
Gole_Market,New_Delhi
"Nanjing_Botanical_Garden,_Memorial_Sun_Yat-Sen",Nanjing
Kalchreuth,Nuremberg
"Ingleside,_Kentucky",United_States
Pozorrubielos_de_la_Mancha,Spain
Shalamar_Hospital,Lahore
Rapides_Parish_Coliseum,Alexandria
"Troutville,_Virginia",United_States
Monumento_a_la_Revolución,Mexico_City
Homosassa_Springs_Wildlife_State_Park,United_States
Al_Wahdah_District,Sana'a
Caxitoré_River,Brazil
"Bedesten,_Nicosia",Nicosia
Piz_Grialetsch,Switzerland
"Fort_Sheridan,_Illinois",United_States
Central_Zone_of_São_Paulo,Brazil
"Dongsheng_Subdistrict,_Shuangliu_County",Chengdu
Pater_Noster_Lighthouse,Marstrand
El_Ávila_National_Park__Cerro_El_Ávila__1,Caracas
Salem_Hospital_Heliport,"Salem,_Oregon"
Sam_Rayburn_Reservoir,United_States
Church_of_Our_Lady_of_Loreto,Warsaw
Estadio_Monumental_Antonio_Vespucio_Liberti,Buenos_Aires
Teton_Pass,United_States
"Thomas_Nelson_House_(Yorktown,_Virginia)","Jamestown,_Virginia"
Nikos_Galis_Olympic_Indoor_Hall,Barcelona
"Satartia,_Mississippi",Mississippi
"Concord,_Pennsylvania",United_States
Old_McHenry_County_Courthouse,United_States
Lions'_Gate,Jerusalem
Highway_44_(Israel),Lod
G85_Yinchuan–Kunming_Expressway,Kunming
Jeanne-Le_Ber,Montreal
"Pilliken,_California",United_States
"Knightsville,_Utah",United_States
"Talmoon,_Minnesota",United_States
9th_arrondissement_of_Paris,Paris
Tolombeh-ye_Mohammad_Hoseyn_Baharlu,Fars_Province
Do_Carmo_River,Brazil
Sant_Andreu_de_la_Barca,Spain
"Flat_Rock,_Ohio",United_States
Palace_Albanija,Belgrade
19th_arrondissement_of_Paris,Paris
Kearsarge_Pass,California
The_Lanesborough,London
"Riddle,_Idaho",United_States
Zhongshan_Soccer_Stadium,Taipei
Bell_River_(Michigan),United_States
Pigorini_National_Museum_of_Prehistory_and_Ethnography,Rome
Burleith,United_States
"Liskey,_California",California
Wilmington_River_(Georgia),United_States
Poznań–Ławica_Airport,Poznań
"Montenegro,_Rio_Grande_do_Sul",Brazil
"Damascus,_Pennsylvania",United_States
"Evangelical_Reformed_Parish,_Warsaw",Warsaw
"Claverack,_New_York",United_States
"Bowlby,_West_Virginia",West_Virginia
Jianxi_District,Luoyang
Pont_de_Bir-Hakeim,Paris
Fishhooks_Wilderness,United_States
Punjab_Stadium,Lahore
Palau_dels_Esports_de_Barcelona,Sarajevo
"Hayti,_Missouri",United_States
"Sedalia,_North_Carolina",United_States
"Dudley_Township,_Hardin_County,_Ohio",United_States
"Andice,_Texas",Texas
Disentis,Switzerland
Quartiere_Campo_dei_Fiori,Milan
Khushipur,Pakistan
Gardiner_Museum,Toronto
Puppet_Theatre_Barge,London
"Roseacres,_Mississippi",United_States
Čukarica,Belgrade
Monument_to_Dositej_Obradović,Belgrade
Junipero_Serra_Peak,United_States
Big_Oak-Little_Oak_Islands,New_Orleans
"Pont_Vell,_Santa_Eulària_des_Riu",Spain
Stalin_Monument_(The_Hague),The_Hague
"Crany,_West_Virginia",West_Virginia
Temple_of_Ellesyia,Turin
"Rio_Novo,_Minas_Gerais",Brazil
Budapest,Budapest
East-Link_(Dublin),Dublin
Dolna_Banya_Municipality,Bulgaria
South_Dagon_Township,Yangon
Oneida_Lake,United_States
Pervan_Gornji,Banja_Luka
InterContinental_London_Park_Lane,London
Asharay,Pakistan
"Holy_Rosary_Parish,_Hadley",United_States
"Co-op_City,_Bronx",United_States
"Sadler,_Texas",United_States
Senador_Vasconcelos,Rio_de_Janeiro
National_road_8_(Poland),Wrocław
Binnenstad_(Amsterdam),Amsterdam
Mount_Vernon_Hospital,London
Zuid-Afrikaans_Hospital,Pretoria
Sapphaya_District,Thailand
"Baldwin,_Wisconsin",United_States
Coliseo_Polideportivo,Lima
Central_Core,Moscow
"Rochester_Township,_Cedar_County,_Iowa",United_States
"San_Teodoro,_Rome",Rome
William_Clapp_House,Boston
Kungsholmen_(borough),Stockholm
Washington_County_Museum_of_Fine_Arts,United_States
Museo_del_Traje,Madrid
Remdovsky_Zakaznik,Pskov
Manselton,Swansea
Carabanchel,Spain
La_Torre_d'En_Besora,Spain
United_States_Capitol_Visitor_Center,"Washington,_D.C."
Ladarevo,Bulgaria
Čalma,Sremska_Mitrovica
Hongkou_Football_Stadium,Frankfurt
Ćukovi,Bihać
Fairlane_Village_Mall,United_States
"Foldahl_Township,_Marshall_County,_Minnesota",United_States
Bagh-e_Tavanow_Bahmanian,Fars_Province
"Esbon_Township,_Jewell_County,_Kansas",United_States
Ararat_Stadium,Tehran
St._Kazimierz_Church,Warsaw
"Lyndon,_Pennsylvania",United_States
"Ojos_Negros,_Teruel",Spain
"Kuzukaya,_Çıldır",Çıldır
Temple_Mount,Jerusalem
"Limerick,_Maine",United_States
"Hotel_Le_Plaza,_Brussels",Brussels
"Hebron,_Utah",Hebron
Monasterio_de_la_Sierra,Spain
Éghezée,Belgium
Piccadilly_Theatre,London
Java-eiland,Amsterdam
"Tha_It,_Uttaradit",Thailand
"Landrum,_South_Carolina",United_States
"Spring_City,_Utah",United_States
Makomanai_River,Sapporo
Suhr_House,Copenhagen
"Cloverdale,_Indiana",United_States
"Valley_Bend,_Barbour_County,_West_Virginia",United_States
"Cerro_Gordo,_Illinois",United_States
Kor_River,Fars_Province
Siekierki,Warsaw
Villaco,Spain
"St._Vincent_Township,_Kittson_County,_Minnesota",United_States
Bratslav,Wrocław
Herod's_Gate,Jerusalem
Shrum_Mound,"Columbus,_Ohio"
"Fellowsville,_West_Virginia",United_States
"Cosperville,_Indiana",United_States
"Dalton,_Massachusetts",Massachusetts
Millennium_Tower_(New_York_City),United_States
Shingli_Payeen,Pakistan
1310_G_Street,"Washington,_D.C."
Joe_Devine_Airway_Park,"Boise,_Idaho"
Vedrovo,Bulgaria
St_Margaret_Moses,London
Tavan_Bogd,Mongolia
"Bedford_Park,_London",London
Pont_de_l'Alma,Paris
Indzhe_Voivoda_(village),Bulgaria
"Yarbo,_Alabama",United_States
"Fonda,_Iowa",United_States
"Diesbach,_Glarus",Switzerland
Fresnillo_de_las_Dueñas,Spain
Glienicke_Palace,Berlin
"Bayside,_Wisconsin",United_States
"Schiller_Park,_Illinois",United_States
Roman_Catholic_Archdiocese_of_Beijing,Beijing
"Pine_Canyon,_California",California
"Worthington,_Ohio",United_States
"Woodmohr,_Wisconsin",United_States
San_José_(Almeria),Spain
La_Bisbal_de_Falset,Spain
S13_(ZVV),Switzerland
Bözberg_Pass,Switzerland
"Perkiomenville,_Pennsylvania",United_States
"Bluff_Springs,_Texas",United_States
Pivdennyi_Bridge,Kiev
"Royal_Victoria_Hospital,_Montreal",Montreal
Paris–Le_Havre_railway,Paris
Stadio_Petriana,Rome
Channel_Islands,Saint_Helier
Het_Plein,The_Hague
Farciennes,Belgium
995_Fifth_Avenue,New_York_City
Thoresby_House,London
Mellowpark,Berlin
BMO_Field,Cairo
Colorado,United_States
"Hovatter,_West_Virginia",West_Virginia
Jomhuri,Tehran
Bonsucesso,Rio_de_Janeiro
Place_des_Arts,Montreal
"Woodston,_Kansas",United_States
Yueya_Lake_(Nanjing),Nanjing
"Subang,_Selangor",Kuala_Lumpur
Walter_Pyramid,California
Deeper_Life_Bible_Church_Lagos,Lagos
Condado_(Santurce),"San_Juan,_Puerto_Rico"
Buckingham_Square_Historic_District,"Hartford,_Connecticut"
One_California_Plaza,California
Poppenbüttel_station,Hamburg
Bhogerr_Mong,Pakistan
"Epping,_New_Hampshire",United_States
"Davenport,_California",California
Dolno_Dryanovo,Bulgaria
Building_of_the_Presidency_of_Bosnia_and_Herzegovina,Sarajevo
"Hereford_Township,_Berks_County,_Pennsylvania",United_States
"Oak_Grove,_Jackson_County,_Missouri",United_States
Atocha_(Madrid),Madrid
American_Stock_Exchange_Building,New_York_City
Mount_Orizaba,California
Four_Seasons_Arena,United_States
VTB_Ice_Palace,Moscow
J._D._Dam_Lake,United_States
Batorampon_Point,Zamboanga_City
The_Park_Tower_Knightsbridge_Hotel,London
Portazgo_(Madrid),Spain
Westelijke_Eilanden_(Amsterdam),Amsterdam
"Buffalo_County,_Wisconsin",United_States
Sítio_Rangedor_State_Park,"São_Luís,_Maranhão"
"Prosper,_Texas",Texas
Vrochitsa,"Pyrgos,_Elis"
"Clinton_Furnace,_West_Virginia",West_Virginia
Camelback_Ranch,"Phoenix,_Arizona"
Käferberg,Switzerland
O'Donovan_Rossa_Bridge,Dublin
"Copalis_Crossing,_Washington",United_States
Gullele,Addis_Ababa
Qasr-e_Molla,Fars_Province
Hollandsche_Schouwburg,Amsterdam
Dent_de_Vaulion,Switzerland
Capricorn_Ridge_Wind_Farm,United_States
Carabanchel,Madrid
"Eagle_Harbor_Township,_Michigan",United_States
Guernsey_State_Park,United_States
Tsentralno–Zavodska_Line,Dnipropetrovsk
Kentucky_Route_383,Tennessee
U.S._Route_6_in_Rhode_Island,"Providence,_Rhode_Island"
"Chuichu,_Arizona",United_States
Municipio_XII,Rome
San_Cristóbal_de_la_Cuesta,Spain
"Mahoning_Township,_Carbon_County,_Pennsylvania",United_States
Old_Royal_Palace,Athens
Southern_Railway_(Austria),Vienna
"Dean,_Texas",United_States
La_Campana,Spain
Ealing_Cricket_Club_Ground,London
"Little_York,_Illinois",United_States
Rembrandt_Gardens,United_States
"La_Cruz,_Chile",Chile
Oregon_Supreme_Court_Building,United_States
Bounds_Green,London
Metaxourgeio,Athens
Prague-East_District,Prague
Konida,Crete
Hutt_County,New_Zealand
Stop_(Rogatica),Trebinje
Nanjing_Olympic_Sports_Center_Gymnasium,Nanjing
Paradise_Center,Sofia
Ramón_Sánchez_Pizjuán_Stadium,Andalusia
"Mercer_County,_Ohio",United_States
Gorni_Tsonevtsi,Bulgaria
Đống_Đa_District,Hanoi
"McCoysburg,_Indiana",United_States
Abdul_Rahman_Mosque,Kabul
Appomattox_River,United_States
Landri_Sales,Brazil
"Oakdale_Township,_Antelope_County,_Nebraska",United_States
Leshnikovo,Bulgaria
Bab_el_Bahr_Hotel,Tripoli
Märkisches_Viertel,Berlin
Zimmerwald,Bern
"Fayzabad,_Badakhshan",Afghanistan
"Ardmore_Estates,_New_Jersey",United_States
"Island_View,_Minnesota",United_States
Rhode_Island_Route_101,"Providence,_Rhode_Island"
National_Civil_Rights_Museum,Tennessee
Dents_de_Bertol,Switzerland
"Genesee_County,_Michigan",United_States
Radisson_Blu_Edwardian_Heathrow_Hotel,London
Benicàssim,Spain
Ranchi,Pune
"Yemassee,_South_Carolina",United_States
St._Paul's_Catholic_Church_(San_Francisco),United_States
Gáldar,Spain
East_Delhi,Delhi
Seewlisee,Switzerland
National_Museum_of_Oriental_Art,Rome
Tabriz_Southern_Freeway,Tabriz
General_Maynard,Brazil
Welikada_Prison,Colombo
