Imperial_Noble_Consort_Zhuangjing,Xianfeng_Emperor
Lina_Romay,Jesús_Franco
Mary_Smith_Jones,Anson_Jones
Lewis_Craig_Humphrey,Eleanor_Silliman_Belknap_Humphrey
Juan_Osorio,Niurka_Marcos
Mi_Saw_U,Thihathu
Mavis_Pugh,John_Clegg_(actor)
Benjamin_Butler_(politician),Sarah_Hildreth_Butler
"Edward_Montagu,_1st_Baron_Montagu",Alice_of_Norfolk
Christine_Wilhelmine_of_Hesse-Homburg,"Frederick,_Duke_of_Mecklenburg-Grabow"
Charles_Davenport,Gertrude_Crotty_Davenport
Robert_Ames_(actor),Vivienne_Segal
Leonard_Bahr,Florence_Riefle_Bahr
Martin_Bell_(director),Mary_Ellen_Mark
Kati_Marton,Peter_Jennings
Eleanor_Antin,David_Antin
Jan_Slepian,David_Slepian
Arnon_Milchan,Amanda_Coetzer
"Constance_of_Sicily,_Queen_of_Cyprus","Leo_IV,_King_of_Armenia"
Aleister_Crowley,Rose_Edith_Kelly
Maria_of_Calabria,"Philip_II,_Prince_of_Taranto"
Princess_Marianne_of_the_Netherlands,Prince_Albert_of_Prussia_(1809–1872)
Amy_Kravitz,Steven_Subotnick
Buddy_Adler,Anita_Louise
Ajay_Naidu,Heather_Burns
Rachel_Jackson,Andrew_Jackson
Albert_Russell_(director),Vola_Vale
Andy_Picheta,Rebecca_Ferrand
Aguas_Santas_Ocaña_Navarro,Ricardo_Maduro
William_Clito,Sibylla_of_Anjou
Joan_Marshall,Hal_Ashby
Samir_Soni,Neelam_Kothari
Anne_Geneviève_de_Lévis,"Hercule_Mériadec,_Duke_of_Rohan-Rohan"
Claire_Baker,Richard_Baker_(Scottish_politician)
Sally_Grossman,Albert_Grossman
Jack_Coleman_(actor),Beth_Toussaint
Lex_Barker,Arlene_Dahl
Arthur_Rankin_Jr.,Olga_Karlatos
Ayako_Wakao,Kisho_Kurokawa
Wafaa_Sleiman,Michel_Suleiman
Kim_Ji-ho,Kim_Ho-jin
Roy_Huggins,Adele_Mara
Douglas_Wick,Lucy_Fisher
Ko_So-young,Jang_Dong-gun
Paul_Goldberger,Susan_L._Solomon
Madeleine_M._Kunin,John_W._Hennessey_Jr
Rex_Bell,Clara_Bow
Achille_Occhetto,Elisa_Kadigia_Bove
Patricia_Seed,George_Marcus
Balot_(comedian),Matimtiman_Cruz
Jean_Tangye,Derek_Tangye
Consort_Qi_(Qing_dynasty),Yongzheng_Emperor
William_Franklyn,Margo_Johns
Mark_Burnett,Roma_Downey
"Prince_Leopold,_Duke_of_Albany",Princess_Helena_of_Waldeck_and_Pyrmont
Candy_Davis,Gary_Olsen
Allene_Tew,Prince_Heinrich_XXXIII_Reuss_of_Köstritz
Minkhaung_of_Prome,Sanda_Dewi
Doris_Boyd,Merric_Boyd
Lily_Aldrin,Marshall_Eriksen
Risë_Stevens,Walter_Surovy
Fanny_Holland,Arthur_Law_(playwright)
Tony_Young_(actor),Connie_Mason
Liu_Shipei,He_Zhen_(anarchist)
Alain_Delon,Nathalie_Delon
Donovan_Leitch_(actor),Kirsty_Hume
Kim_Novak,Richard_Johnson_(actor)
Ida_Loo-Talvari,Evald_Aav
Louis_Hayward,Ida_Lupino
Katina_Paxinou,Alexis_Minotis
Ritch_Shydner,Carol_Leifer
Seongjong_of_Joseon,Deposed_Queen_Lady_Yun
Ed_Bye,Ruby_Wax
Alexander_Schneider,Geraldine_Page
Tomás_Guardia_Gutiérrez,Emilia_Solórzano_Alfaro
Margaret_McCain,Wallace_McCain
Bette_Davis,William_Grant_Sherry
Nerissa_Bretania_Underwood,Robert_A._Underwood
"Laura_Spencer-Churchill,_Duchess_of_Marlborough","William_Ward,_3rd_Earl_of_Dudley"
Kantakuzina_Katarina_Branković,"Ulrich_II,_Count_of_Celje"
MacKenzie_Bezos,Jeff_Bezos
Sacha_Jenkins,Raquel_Cepeda
John_III_of_Portugal,"Catherine_of_Austria,_Queen_of_Portugal"
Eleanor_D._Acheson,Emily_C._Hewitt
Chris_Messina,Rosemarie_DeWitt
Edna_Manley,Norman_Manley
Emi_Wada,Ben_Wada
Princess_Marie_Gasparine_of_Saxe-Altenburg,"Charles_Gonthier,_Prince_of_Schwarzburg-Sondershausen"
Aamir_Ali,Sanjeeda_Sheikh
Świętosława,Eric_the_Victorious
Marlene_Clark,Billy_Dee_Williams
Prunella_Scales,Timothy_West
Sweyn_II_of_Denmark,Tora_Torbergsdatter
Keohohiwa,Kepookalani
Robert_Jackson_(Wantage_MP),Caroline_Jackson
Mayrín_Villanueva,Eduardo_Santamarina
"Herman_IV,_Duke_of_Swabia",Adelaide_of_Susa
Kyawswa_I_of_Pinya,Atula_Sanda_Dewi_of_Pinya
Monica_Geingos,Hage_Geingob
Aurangzeb,Dilras_Banu_Begum
Rudranarayan,Bhavashankari
Sophia_Fowler_Gallaudet,Thomas_Hopkins_Gallaudet
F._R._Crawley,Judith_Crawley
Øivind_Blunck,Guri_Schanke
Uta_Frith,Chris_Frith
Regelinda,"Herman_I,_Margrave_of_Meissen"
Maria_Eleonora_of_Brandenburg,Gustavus_Adolphus_of_Sweden
Anjala_Zaveri,Tarun_Arora
Hilder_Florentina_Smith,James_Floyd_Smith
W._E._B._Du_Bois,Shirley_Graham_Du_Bois
Zainabadi_Mahal,Aurangzeb
Michael_J._Lindstrom,Monica_Lindstrom
Efrem_Zimbalist,Alma_Gluck
Chu_Suanzi,Emperor_Kang_of_Jin
Mahmood_Farooqui,Anusha_Rizvi
Prakash_Amte,Mandakini_Amte
Curtis_Sliwa,Lisa_Evers
Louise_Elisabeth_of_Württemberg-Oels,"Philipp,_Duke_of_Saxe-Merseburg-Lauchstädt"
Barbara_Valentin,John_Ashton_(actor)
Steve_Ross_(Time_Warner_CEO),Amanda_Burden
Kenneth_Tynan,Kathleen_Tynan
Shalmalee_Desai,Avinash_Sachdev
Emily_James_Smith_Putnam,George_Haven_Putnam
"Margaret_of_Valois,_Countess_of_Blois","Guy_I,_Count_of_Blois"
Frank_Stenton,Doris_Mary_Stenton
Aimee_Chan,Moses_Chan
Goliath_(Gargoyles),Demona
Mustafa_II,Saliha_Sultan
Joby_Baker,Joan_Blackman
"Agnes_Mortimer,_Countess_of_Pembroke","Laurence_Hastings,_1st_Earl_of_Pembroke"
Tage_Erlander,Aina_Erlander
Beren_Saat,Kenan_Doğulu
Mao_Daichi,Ken_Matsudaira
Evelyn_Laye,Sonnie_Hale
"Matilda_of_Brandenburg,_Duchess_of_Brunswick-Lüneburg","Otto_I,_Duke_of_Brunswick-Lüneburg"
"Thomas_Francis,_Prince_of_Carignano","Marie_de_Bourbon,_Countess_of_Soissons"
Calvin_Trillin,Alice_Stewart_Trillin
Tessa_Kennedy,Dominick_Elwes
Debbie_Stabenow,Tom_Athans
Kirk_Alyn,Virginia_O'Brien
Lincoln_Ragsdale,Eleanor_Ragsdale
Helle_Virkner,Ebbe_Rode
Ahmed_Helmy,Mona_Zaki
Queen_Anne-Marie_of_Greece,Constantine_II_of_Greece
Alice_Dye,Pete_Dye
Pamela_Des_Barres,Michael_Des_Barres
Brittany_Pierce,Santana_Lopez
Lawrence_Summers,Elisa_New
Sir_John_Gage_(15th-century_landowner),Eleanor_St_Clere
"Christian_Louis,_Duke_of_Brunswick-Lüneburg",Sophia_Dorothea_of_Schleswig-Holstein-Sonderburg-Glücksburg
Michael_Curtiz,Bess_Meredyth
John_Hannah_(actor),Joanna_Roth
David_Huffman,Phyllis_Huffman
Princess_Maria_Leopoldine_of_Anhalt-Dessau,"Simon_August,_Count_of_Lippe-Detmold"
Princess_Victoria_of_Hesse_and_by_Rhine,Prince_Louis_of_Battenberg
Mary_Arundell_(courtier),"Henry_FitzAlan,_19th_Earl_of_Arundel"
"Philipp_Ludwig,_Count_Palatine_of_Neuburg",Anna_of_Cleves_(1552–1632)
Lady_Randolph_Churchill,George_Cornwallis-West
James_Blood,Victoria_Woodhull
Shamim_Sarif,Hanan_Kattan
Allyn_Ann_McLerie,George_Gaynes
Przemysł_II,Margaret_of_Brandenburg
Kenix_Kwok,Frankie_Lam
Peter_Bergman_(comedian),Maryedith_Burrell
Helmuth_James_Graf_von_Moltke,Freya_von_Moltke
Alan_Sillitoe,Ruth_Fainlight
"Macbeth,_King_of_Scotland",Gruoch_of_Scotland
Stephen_Tobolowsky,Ann_Hearn
Wayne_Allwine,Russi_Taylor
Jeffrey_Walker_(actor),Brooke_Harman
"Juan_Manuel,_Prince_of_Villena",Blanca_de_La_Cerda_y_Lara
Keohokālole,Kapaakea
Leland_Hayward,Margaret_Sullavan
Rya_Kihlstedt,Gil_Bellows
Horbaef,Meresankh_II
Margaret_Grey,"William_Bonville,_1st_Baron_Bonville"
Duncan_Sandys,Diana_Churchill
Élisabeth_Sophie_de_Lorraine,Armand_de_Vignerot_du_Plessis
Princess_Marie_of_Windisch-Graetz,Duke_Paul_Frederick_of_Mecklenburg
Anna_of_Hesse,"Wolfgang,_Count_Palatine_of_Zweibrücken"
Dennis_Letts,Billie_Letts
Naomi_Scott,Jordan_Spence
Don_Hany,Alin_Sumarwata
Alex_Ross_(music_critic),Jonathan_Lisecki
"William_Humble_Ward,_2nd_Earl_of_Dudley",Gertie_Millar
Robert_de_Ros_(died_1227),Isabella_Mac_William
Karl-Theodor_zu_Guttenberg,Stephanie_zu_Guttenberg
Princess_Isabelle_of_Orléans_(1878–1961),"Prince_Jean,_Duke_of_Guise"
Luz_Magsaysay,Ramon_Magsaysay
Martin_of_Aragon,Maria_de_Luna
Negar_Javaherian,Rambod_Javan
Princess_Marie_of_Saxe-Weimar-Eisenach_(1808–1877),Prince_Charles_of_Prussia
Marcelo_Serrado,Christine_Fernandes
Gemma_Craven,Frazer_Hines
Peter_II_of_Yugoslavia,Alexandra_of_Yugoslavia
Tony_Blair,Cherie_Blair
Bella_Sidney_Woolf,Thomas_Southorn
Tom_Poston,Jean_Sullivan
Julia_Livilla,Marcus_Vinicius_(consul_30)
Laulu_Fetauimalemau_Mata'afa,Fiame_Mata'afa_Faumuina_Mulinu'u_II
Grand_Duchess_Maria_Pavlovna_of_Russia_(1890–1958),"Prince_Wilhelm,_Duke_of_Södermanland"
"Ferdinando_Gonzaga,_Duke_of_Mantua","Catherine_de'_Medici,_Governor_of_Siena"
Edith_of_Wessex,Edward_the_Confessor
Qin_Hao,Annie_Yi
Cécile_de_Ménibus,Yann_Delaigue
Robert_Frank,Mary_Frank
Ann_Lynn,Anthony_Newley
Cecil_H._Underwood,Hovah_Hall_Underwood
Worthington_Miner,Frances_Fuller
Armand_Deutsch,Benay_Venuta
B._J._Habibie,Hasri_Ainun_Habibie
Evabritt_Strandberg,Lars-Erik_Berenett
Edward_Hitchcock,Orra_White_Hitchcock
Ann_Goldstein_(curator),Christopher_Williams_(American_artist)
Alexandra_Prinzessin_von_Hannover,Prince_Welf_Henry_of_Hanover
Simon_Zenevisi,Maurice_Spata
Sibyl_Hathaway,Robert_Hathaway
Scoot_McNairy,Whitney_Able
Alan_Harper_(Two_and_a_Half_Men),Walden_Schmidt
Sylvia_Ashley,Douglas_Fairbanks
Lester_del_Rey,Judy-Lynn_del_Rey
Casey_Wilson,David_Caspe
Allan_Gotlieb,Sondra_Gotlieb
David_LeRoy_Anderson,Heather_Langenkamp
Brigitte_Lin,Michael_Ying
Waldo_Peirce,Ivy_Troutman
"Almina_Herbert,_Countess_of_Carnarvon","George_Herbert,_5th_Earl_of_Carnarvon"
Isabella_of_Valois,Richard_II_of_England
Dale_Lovick,Jan_Pullinger
Max_Sisulu,Elinor_Sisulu
Lucy_Stone,Henry_Browne_Blackwell
"Joan,_Countess_of_Ponthieu",Ferdinand_III_of_Castile
Nicolas_Sarkozy,Carla_Bruni
Alain_Rossmann,Joanna_Hoffman
Alan_Faena,Ximena_Caminos
Lynn_Forester_de_Rothschild,Evelyn_Robert_de_Rothschild
"Leka_II,_Crown_Prince_of_Albania","Elia,_Crown_Princess_of_Albania"
Tony_O'Donoghue,Mary_Wilson_(broadcaster)
C._T._Rajakantham,Kali_N._Rathnam
Denis_of_Portugal,Elizabeth_of_Aragon
Yuki_Uchida,Hidetaka_Yoshioka
Yuya_Ishii_(director),Hikari_Mitsushima
Eric_Northman,Sookie_Stackhouse
Tomiko_Satō,Guo_Moruo
John_Lavery,Hazel_Lavery
Bob_McKenzie_(actor),Eva_McKenzie
"Sancha_of_Castile,_Queen_of_Aragon",Alfonso_II_of_Aragon
Howard_Hawks,Athole_Shearer
Barry_Bearak,Celia_W._Dugger
Sahila_Chadha,Nimai_Bali
Deborah_Grant,Jeremy_Child
Adrianne_Curry,Christopher_Knight_(actor)
Tom_Gjelten,Martha_Raddatz
Patrick_d'Udekem_d'Acoz,Anna_Maria_Komorowska
"Philip_II,_Duke_of_Brunswick-Grubenhagen",Clara_of_Brunswick-Wolfenbüttel
Frances_Osborne,George_Osborne
Ladislaus_of_Naples,Costanza_Chiaramonte
Michael_Misick,LisaRaye_McCoy
Rachel_Ruto,William_Ruto
Debra_Winger,Arliss_Howard
Jamelle_Folsom,Jim_Folsom
Clifton_Daniel,Margaret_Truman
B'alaj_Chan_K'awiil,Lady_of_Itzan
Constance_of_Toulouse,Sancho_VII_of_Navarre
Rachel_Reeves,Nicholas_Joicey
"Agnes,_Countess_of_Dunbar","Patrick_V,_Earl_of_March"
Pat_Wilson,Ross_Wilson_(musician)
Loren_Legarda,Antonio_Leviste
Martin_Jarvis_(actor),Rosalind_Ayres
Michał_Wołodyjowski,Barbara_Jeziorkowska
Zeng_Xueming,Ho_Chi_Minh
Jack_Gilford,Madeline_Lee_Gilford
Archduchess_Charlotte_of_Austria,"George,_Duke_of_Mecklenburg"
Abdus_Salam,Louise_Johnson
Emmet_Hayes,Shannon_O'Brien
Cheryl_Benard,Zalmay_Khalilzad
Mary_Welsh_Hemingway,Ernest_Hemingway
Rex_(Police_dog),Alexander_Brandtner
Zhang_Youyi,Xu_Zhimo
Mingyi_Nyo,Maha_Dewi_of_Toungoo
Jahanara_Arzu,A_K_M_Nurul_Islam
Ricky_Tognazzi,Simona_Izzo
Mary_Akpobome,Alibaba_Akporobome
"Louis,_Duke_of_Montpensier",Jacqueline_de_Longwy
Alice_Huyler_Ramsey,John_R._Ramsey
Cornelis_de_Graeff,Catharina_Hooft
"Jess_Lapid,_Jr.",Liz_Alindogan
Carol_Chomsky,Noam_Chomsky
Beata_Tyszkiewicz,Andrzej_Wajda
"Victor_II,_Prince_of_Anhalt-Bernburg-Schaumburg-Hoym",Amelia_of_Nassau-Weilburg
Isobel_Elsom,Maurice_Elvey
Sophia_Dorothea_of_Hanover,Frederick_William_I_of_Prussia
Pocahontas,John_Rolfe
Bibb_Graves,Dixie_Bibb_Graves
"Gertrude_of_Flanders,_Duchess_of_Lorraine","Theodoric_II,_Duke_of_Lorraine"
Anna_Catherine_Constance_Vasa,"Philip_William,_Elector_Palatine"
Kris_Jenner,Robert_Kardashian
"Albert_V,_Duke_of_Saxe-Coburg",Marie_Elisabeth_of_Brunswick-Wolfenbüttel
Tony_Hancock,Freddie_Ross_Hancock
Countess_Charlotte_Johanna_of_Waldeck-Wildungen,"John_Ernest_IV,_Duke_of_Saxe-Coburg-Saalfeld"
Tamar_of_Georgia,David_Soslan
Bruce_Mann_(legal_historian),Elizabeth_Warren
"Anne_Jenkin,_Baroness_Jenkin_of_Kennington",Bernard_Jenkin
Margo_St._James,Paul_Avery
Maryam_Farman_Farmaian,Noureddin_Kianouri
Helen_Lynd,Robert_Staughton_Lynd
John_Terlesky,Jayne_Brook
Malati_Choudhury,Nabakrushna_Choudhuri
Jack_Carson,Lola_Albright
Caroline_Howard_Hume,Jaquelin_H._Hume
Heinrich_von_Coudenhove-Kalergi,Mitsuko_Aoyama
Mehmed_V,Kamures_Kadın
Duchess_Anastasia_of_Mecklenburg-Schwerin,Prince_Friedrich_Ferdinand_of_Schleswig-Holstein-Sonderburg-Glücksburg
Oliver_Onions,Berta_Ruck
Yellow_Emperor,Leizu
Peter_O'Brien_(actor),Miranda_Otto
Duchess_Sophie_Charlotte_in_Bavaria,"Prince_Ferdinand,_Duke_of_Alençon"
"Anne_de_Montafié,_Countess_of_Clermont-en-Beauvaisis","Charles,_Count_of_Soissons"
Mamie_Till,Louis_Till
Tora_Torbergsdatter,Harald_Hardrada
Helen_Gallagher_(Solomon),Jack_Solomon
Marian_Driscoll_Jordan,Jim_Jordan_(actor)
Anne_Marie_DeLuise,Peter_DeLuise
Gracie_Allen,George_Burns
"Frederick_V,_Elector_Palatine","Elizabeth_Stuart,_Queen_of_Bohemia"
Jennifer_Garner,Scott_Foley
Kalpana_(Malayalam_actress),Anil_Kumar_(film_director)
Naratheinga_Uzana,Shin_Saw_of_Pagan
Abdoulaye_Wade,Viviane_Wade
Chad_Michael_Murray,Sarah_Roemer
Honey_Bruce,Lenny_Bruce
Aino_Sibelius,Jean_Sibelius
Robert_William_Honner,Maria_Honner
Jamal_Nur_Kadinefendi,Isma'il_Pasha
Michele_Ferrero,Maria_Franca_Fissolo
Caroline_Spector,Warren_Spector
"Nicholas_V,_Duke_of_Krnov",Barbara_Rockemberg
Eileen_Agar,Joseph_Bard
Sandra_Echeverría,Leonardo_de_Lozanne
Nikki_Finke,Jeffrey_W._Greenberg
John_Nolan_(British_actor),Kim_Hartman
Drew_Arellano,Iya_Villania
Bristol_Palin,Dakota_Meyer
Denise_van_Outen,Lee_Mead
Rachel_Weisz,Daniel_Craig
Mary_Victoria_Douglas-Hamilton,"Albert_I,_Prince_of_Monaco"
Elizabeth_Schuyler_Hamilton,Alexander_Hamilton
"Charles_Howard,_1st_Earl_of_Nottingham","Catherine_Carey,_Countess_of_Nottingham"
Paloma_Baeza,Alex_Garland
Carmel_Cryan,Roy_Kinnear
Tamara_Toumanova,Casey_Robinson
"George_Cholmondeley,_5th_Marquess_of_Cholmondeley","Sybil_Sassoon,_Marchioness_of_Cholmondeley"
Lyubov_Orlova,Grigori_Aleksandrov
Ludvig_Rosenkrantz,Karen_Mowat
Gaile_Lok,Leon_Lai
Christiane_Charlotte_of_Nassau-Ottweiler,"Charles_Louis,_Count_of_Nassau-Saarbrücken"
"Piers_Butler,_8th_Earl_of_Ormond","Margaret_FitzGerald,_Countess_of_Ormond"
Johannes_B._Kerner,Britta_Becker
Michael_Chow_(restaurateur),Grace_Coddington
Jefferson_Davis,Sarah_Knox_Taylor
Carol_Williams_(politician),Pat_Williams_(Montana)
Ozzie_Nelson,Harriet_Nelson
Bridget_O'Connor,Peter_Straughan
Natasha_Raikhel,Alexander_Raikhel
Durdhara,Chandragupta_Maurya
Karen_Spärck_Jones,Roger_Needham
Rebecca_Lowe,Paul_Buckle
Prince_Francis_Xavier_of_Saxony,Maria_Chiara_Spinucci
Arthur_Lowe,Joan_Cooper
Grynet_Molvig,Alfred_Janson
Lajos_Batthyány_(governor),Ilona_Andrássy
Christophe_Rocancourt,Pia_Reyes
Katarzyna_Sobieska,Władysław_Dominik_Zasławski
"Wilhelm_Friedrich,_Duke_of_Schleswig-Holstein",Princess_Marie_Melita_of_Hohenlohe-Langenburg
Dejan_(magnate),Teodora-Evdokija
Wang_Feng_(singer),Zhang_Ziyi
Zmitser_Dashkevich,Nasta_Palazhanka
Juliana_Dever,Seamus_Dever
Suzanne_Bennett,Hubert_Wilkins
Zohreh_Mojabi,Reza_Fieze_Norouzi
James_Finn,Elizabeth_Anne_Finn
Steve_Winter,Mary_Kirchoff
David_Gordon_(choreographer),Valda_Setterfield
Julie_McNally_Cahill,Tim_Cahill_(producer)
Betsy_DeVos,Dick_DeVos
Liv_Corfixen,Nicolas_Winding_Refn
Alexandra_Pistohlkors,Alexander_Pistohlkors
Carina_Berg,Kristian_Luuk
Norman_Chandler,Dorothy_Buffum_Chandler
Şah_Sultan_(daughter_of_Selim_I),Lütfi_Pasha
Rohese_of_Monmouth,"Hugh_de_Lacy,_Lord_of_Meath"
"Anne_Stafford,_Countess_of_Huntingdon","George_Hastings,_1st_Earl_of_Huntingdon"
Joseph_R._Grismer,Phoebe_Davies
Nero_Claudius_Drusus,Antonia_Minor
Clare_Boothe_Luce,George_Tuttle_Brokaw
Hermine_Reuss_of_Greiz,"Wilhelm_II,_German_Emperor"
Beatriz_Rojkés_de_Alperovich,José_Alperovich
Presidency_of_Cristina_Fernández_de_Kirchner,Néstor_Kirchner
"Humbert_III,_Count_of_Savoy",Faidiva_of_Toulouse
Grace_Stafford,Walter_Lantz
Martha_Rofheart,Robert_Emhardt
Vera_Lewis,Ralph_Lewis_(actor)
Sarah_Langan,J._T._Petty
Lauren_Kennedy,Alan_Campbell_(actor)
Zdravko_Velimirović,Ranka_Velimirović
Deborah_Raffin,Michael_Viner
James_V_of_Scotland,Madeleine_of_Valois
Ida_Lupino,Collier_Young
Lucile_Quarry_Mann,William_M._Mann
Çiçek_Hatun,Mehmed_the_Conqueror
John_II_of_Cyprus,Amadea_Palaiologina_of_Montferrat
"Sizzo,_Prince_of_Schwarzburg",Princess_Alexandra_of_Anhalt
Abhishek_Verma_(arms_dealer),Anca_Verma
Gregorio_S._Araneta,Carmen_Zaragoza_y_Rojas
Margaret_Brundage,Slim_Brundage
Constance_Worth,George_Brent
John_Magufuli,Janeth_Magufuli
Cunigunde_of_Swabia,"Luitpold,_Margrave_of_Bavaria"
Doe_Avedon,Don_Siegel
Patricia_Kabbah,Ahmad_Tejan_Kabbah
Shirley_Douglas,Donald_Sutherland
Jacquetta_of_Luxembourg,"John_of_Lancaster,_1st_Duke_of_Bedford"
Hermione_Norris,Simon_Wheeler
Alvin_Lustig,Elaine_Lustig_Cohen
Gabrielle_Reece,Laird_Hamilton
Steve_Irwin,Terri_Irwin
Susan_Duckworth,Carl_W._Duckworth
Carroll_Nye,Helen_Lynch
Tao_Ruspoli,Olivia_Wilde
"Melisende,_Queen_of_Jerusalem","Fulk,_King_of_Jerusalem"
Norman_Manley,Edna_Manley
Dorothy_Hammerstein,Oscar_Hammerstein_II
Virginia_Paul_Holm,Mike_Holm
Gustavo_Díaz_Ordaz,Guadalupe_Borja
Emperor_Junna,Princess_Seishi
Barbara_Sahakian,Trevor_Robbins
Anita_Morris,Grover_Dale
Tracey_Childs,Tony_Anholt
Countess_Palatine_Maria_Anna_of_Zweibrücken-Birkenfeld,Duke_Wilhelm_in_Bavaria
Patricia_Phelps_de_Cisneros,Gustavo_Cisneros
Prince_Antônio_of_Orléans-Braganza,Princess_Christine_of_Orléans-Braganza
Sukumaran,Mallika_Sukumaran
Itzcoatl,Huacaltzintli
Jenny_Tseng,Alexander_Fu_Sheng
Bettye_Ackerman,Sam_Jaffe
Betty_Kaunda,Kenneth_Kaunda
Uma_Thurman,Gary_Oldman
Hugh_Fletcher,Sian_Elias
Judy_Buxton,Jeffrey_Holland
Leslie_Mann,Judd_Apatow
Betti_Alver,Heiti_Talvik
Sarath_Fonseka,Anoma_Fonseka
Kevin_Rudd,Thérèse_Rein
Jonathan_Hyde,Isobel_Buchanan
Natasha_Stott_Despoja,Ian_Smith_(lobbyist)
Bob_Iger,Willow_Bay
Grand_Duke_Alexander_Mikhailovich_of_Russia,Grand_Duchess_Xenia_Alexandrovna_of_Russia
In_Jae-keun,Kim_Geun-tae
Mark_Herron,Judy_Garland
Giles_Corey,Martha_Corey
Franchot_Tone,Barbara_Payton
Sophia_Charlotte_of_Hanover,Frederick_I_of_Prussia
Gloria_Graham,Allan_Graham
Adam_Hieronim_Sieniawski_(1576–1616),Katarzyna_Kostka
Tsendiin_Dondogdulam,Bogd_Khan
Xiao_Tong,Empress_Dowager_Gong
Grace_Coolidge,Calvin_Coolidge
Gerald_David_Lascelles,Angela_Lascelles
Infanta_Maria_Teresa_of_Spain,Prince_Ferdinand_of_Bavaria
Yıldız_Hanımefendi,Abdülmecid_I
"Prince_Ferdinando,_Duke_of_Genoa_(1822–1855)",Princess_Elisabeth_of_Saxony
Ginette_Garcin,Robert_Beauvais
Isabella_of_Austria,Christian_II_of_Denmark
Erna_Witoelar,Rachmat_Witoelar
Blake_Jenner,Melissa_Benoist
Lois_Irene_Marshall,Thomas_R._Marshall
"Maud_le_Vavasour,_Baroness_Butler","Theobald_Walter,_1st_Baron_Butler"
Anil_Moonesinghe,Jeanne_Hoban
Michael_Zaslow,Susan_Hufford
Kenneth_Tobey,June_Hutton
Rob_Reiner,Penny_Marshall
Tabaré_Vázquez,María_Auxiliadora_Delgado
Efrem_Zimbalist,Mary_Louise_Curtis_Bok_Zimbalist
Zofia_Ostrogska,Stanisław_Lubomirski_(1583–1649)
Norman_Hapgood,Emilie_Bigelow_Hapgood
Donald_Sutherland,Shirley_Douglas
Ann_Lewis,Gerald_A._Lewis
Greg_Myre,Jennifer_Griffin
Vayalar_Ravi,Mercy_Ravi
Sophie_Christiane_of_Wolfstein,"Christian_Heinrich,_Margrave_of_Brandenburg-Bayreuth-Kulmbach"
Nigel_Patrick,Beatrice_Campbell
David_O._Selznick,Irene_Mayer_Selznick
William_Roper,Margaret_Roper
Charanjit_Kaur_Bajwa,Pratap_Singh_Bajwa
Rosanna_DeSoto,David_S._Ward
Isabella_de_la_Roche,"Hugh,_Count_of_Brienne"
Elizabeth_Bacon_(died_1621),William_Peryam
Hussein_Kamel_al-Majid,Raghad_Hussein
Ernest_Aldrich_Simpson,Wallis_Simpson
Stephen_Mangan,Louise_Delamere
Sutton_Foster,Christian_Borle
Ayn-al-Hayat_Rifaat,Hussein_Kamel_of_Egypt
Lau_Kar-leung,Mary_Jean_Reimer
Aurelian,Ulpia_Severina
Marian_Nixon,Joe_Benjamin_(boxer)
"Agnes_of_France,_Duchess_of_Burgundy","Robert_II,_Duke_of_Burgundy"
Sydney_Tafler,Joy_Shelton
Barbara_Amiel,Conrad_Black
Princess_Milica_of_Serbia,Lazar_of_Serbia
"Constance,_Duchess_of_Brittany",Guy_of_Thouars
Geeta_Dutt,Guru_Dutt
Anna_Leopoldovna,Duke_Anthony_Ulrich_of_Brunswick
Joan_Blackman,Rockne_Tarkington
Ken_Wahl,Corinne_Alphen
Lee_Kuan_Yew,Kwa_Geok_Choo
Werna_Gerhardsen,Einar_Gerhardsen
Mo_Collins,Alex_Skuby
"Giovanni_Borgia,_2nd_Duke_of_Gandia",Maria_Enriquez_de_Luna
Fanny_Cradock,Johnnie_Cradock
Robert_Fuller_(actor),Jennifer_Savidge
Brooke_Gladstone,Fred_Kaplan_(journalist)
Melinda_Dillon,Richard_Libertini
Robert_F._Kennedy,Ethel_Kennedy
Princess_Sophie_Caroline_of_Brunswick-Wolfenbüttel,"Frederick,_Margrave_of_Brandenburg-Bayreuth"
Mike_Scully,Julie_Thacker
Bob_Dishy,Judy_Graubart
Tlatolqaca,Matlalxochtzin
Lew_Cody,Mabel_Normand
Baldwin_II_of_Jerusalem,Morphia_of_Melitene
Mingyi_Nyo,Yaza_Dewi_of_Toungoo
"Joan,_Countess_of_Flanders","Thomas,_Count_of_Flanders"
Renée_French,Rob_Pike
Eva_Shockey,Tim_Brent
Laura_Upthegrove,John_Ashley_(bandit)
Boney_Kapoor,Sridevi
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury","Georgina_Gascoyne-Cecil,_Marchioness_of_Salisbury"
Taye_Diggs,Idina_Menzel
Simon_Shepherd,Alexandra_Byrne
Joanne_Nova,David_Evans_(mathematician_and_engineer)
Adolf_III_of_the_Marck,Margaret_of_Jülich
"Elizabeth_Diana_Percy,_Duchess_of_Northumberland","Hugh_Percy,_10th_Duke_of_Northumberland"
Marie_Elisabeth_of_Brunswick-Wolfenbüttel,"Adolf_William,_Duke_of_Saxe-Eisenach"
Sweyn_II_of_Denmark,Gunnhildr_Sveinsdóttir
Marian_McKnight,Gary_Conway
William_O'Shea,Katharine_O'Shea
