Terry_Rhoads,Lise_Simms
Clementina_Poto_Langone,"Joseph_A._Langone,_Jr."
Dougray_Scott,Sarah_Trevis
Letícia_Persiles,Luiz_Fernando_Carvalho
Nancy_Dolman,Martin_Short
Tai_Solarin,Sheila_Mary_Tuer
Lady_Caroline_Blackwood,Robert_Lowell
Lisardo,Lisset
Charles_Fillmore_(Unity_Church),Myrtle_Fillmore
Louis_Calhern,Ilka_Chase
Michelle_Pfeiffer,David_E._Kelley
Maharani_Divya_Singh,Vishvendra_Singh
Delia_Sherman,Ellen_Kushner
Johnathon_Schaech,Christina_Applegate
Francis_Pangilinan,Sharon_Cuneta
Dr._Evil,Frau_Farbissina
Duke_Maximilian_Emanuel_in_Bavaria,Princess_Amalie_of_Saxe-Coburg_and_Gotha
Don_Imus,Deirdre_Imus
Frederick_V_of_Denmark,Louise_of_Great_Britain
Sonia_McMahon,William_McMahon
Tessa_Kennedy,Dominick_Elwes
"Sarah,_Duchess_of_York","Prince_Andrew,_Duke_of_York"
Bidar_Kadın,Abdul_Hamid_II
David_Bordwell,Kristin_Thompson
Nanako_Matsushima,Takashi_Sorimachi
Herta_Ware,Will_Geer
David_Bale,Gloria_Steinem
Marika_Rökk,Fred_Raul
Dennis_Kucinich,Elizabeth_Kucinich
Bernard_Kouchner,Christine_Ockrent
Anna_Benson,Kris_Benson
Charles_Cavendish-Bentinck_(priest),Louisa_Cavendish-Bentinck
Suzanne_Danielle,Sam_Torrance
Jenna_Elfman,Bodhi_Elfman
"Boleslaus_II,_Duke_of_Bohemia",Adiva
Kristen_McMenamy,Miles_Aldridge
Miho_Nakayama,Hitonari_Tsuji
Morgan_Mason,Belinda_Carlisle
Wiard_Ihnen,Edith_Head
Don_Correia,Sandy_Duncan
Valerie_Bettis,Bernardo_Segall
Arthur_Merric_Boyd,Emma_Minnie_Boyd
Lavinia_Șandru,Darius_Vâlcov
Orlaith_Carmody,Gavin_Duffy_(businessman)
Alex_Skuby,Mo_Collins
Patricia_Haines,Bernard_Kay
Sophie_Amalie_of_Brunswick-Lüneburg,Frederick_III_of_Denmark
Don_Taylor_(American_actor_and_director),Hazel_Court
Mrs._Dorothy_Quimby,Mr._Robert_Quimby
Duncan_Idaho,Alia_Atreides
"Prince_Ferdinand,_Duke_of_Alençon",Duchess_Sophie_Charlotte_in_Bavaria
Marisol_Aguirre,Christian_Meier
"Henry_Somerset,_2nd_Earl_of_Worcester","Margaret_Courtenay,_Baroness_Herbert"
Françoise_Madeleine_d'Orléans,"Charles_Emmanuel_II,_Duke_of_Savoy"
Li_Yuqin,Puyi
Iris_Falcam,Leo_Falcam
Nick_Cassavetes,Heather_Wahlquist
Herman_Munster,Lily_Munster
Alan_Harper_(Two_and_a_Half_Men),Walden_Schmidt
Princess_Mathilde_of_Saxony_(b._1936),Prince_Johannes_Heinrich_of_Saxe-Coburg_and_Gotha
Gerhart_Eisler,Hede_Massing
Siobhan_Finneran,Mark_Jordon
Johanna_Elisabeth_of_Nassau-Hadamar,"Frederick,_Prince_of_Anhalt-Harzgerode"
Mitchell_S._Steir,Nancy_Ganz
Bonar_Colleano,Tamara_Lees
Irina_Björklund,Peter_Franzén
Paul_Kohner,Lupita_Tovar
Anthony_Caro,Sheila_Girling
William_Blake,Catherine_Blake
Violant_of_Aragon,Alfonso_X_of_Castile
"Peter_II,_Grand_Duke_of_Oldenburg",Princess_Elisabeth_of_Saxe-Altenburg_(1826–1896)
Bill_Paterson_(actor),Hildegard_Bechtler
Joe_Penna,Sarah_Penna
Mickey_G.,Missy_(actress)
Tom_Cruise,Mimi_Rogers
Kwon_Sang-woo,Son_Tae-young
David_Hoflin,Natalie_Blair
John_Landis,Deborah_Nadoolman_Landis
"Emily_FitzGerald,_Duchess_of_Leinster","James_FitzGerald,_1st_Duke_of_Leinster"
Laura_Upthegrove,John_Ashley_(bandit)
Bertha_Hernández_Fernández,Mariano_Ospina_Pérez
Vincent_Astor,Brooke_Astor
Clovis_I,Clotilde
Consort_Xiao,Emperor_Gaozong_of_Tang
Amy_Kwok,Sean_Lau
Patricia_Arquette,Nicolas_Cage
Imperial_Noble_Consort_Zhuangshun,Daoguang_Emperor
Joan_Bakewell,Michael_Bakewell
Albertina_Sisulu,Walter_Sisulu
Raza_Jaffrey,Miranda_Raison
Jana_Brejchová,Miloš_Forman
Maya_Plisetskaya,Rodion_Shchedrin
Soe_Min_Hteik-Tin_of_Toungoo,Mingyi_Nyo
"Mary_Haughey,_Baroness_Ballyedmond","Edward_Haughey,_Baron_Ballyedmond"
Empress_Xiaoshengxian,Yongzheng_Emperor
Karyn_Kusama,Phil_Hay_(screenwriter)
Henry_Lincoln_Johnson,Georgia_Douglas_Johnson
David_Zayas,Liza_Colón-Zayas
Pamelyn_Ferdin,Jerry_Vlasak
Om_Prakash_Jindal,Savitri_Jindal
Lu_Huinan,Emperor_Wen_of_Liu_Song
Steven_Soderbergh,Betsy_Brantley
Susan_Macdowell_Eakins,Thomas_Eakins
Pharaoh's_daughter_(wife_of_Solomon),Solomon
Mary_Allerton,Thomas_Cushman
Sandra_Knight_(actress),Jack_Nicholson
Michael_Chow_(restaurateur),Tina_Chow
Jennifer_Jason_Leigh,Noah_Baumbach
Shigesato_Itoi,Kanako_Higuchi
Bohemond_III_of_Antioch,"Theodora_Komnene,_Princess_of_Antioch"
Amita_Birla,CK_Birla
Carol_McGiffin,Chris_Evans_(presenter)
James_Poe,Barbara_Steele
Brooke_Hayward,Dennis_Hopper
Mere_Broughton,Ruka_Broughton
William_Asher,Joyce_Bulifant
Marianne_Curan,Bob_Goen
Eva_Longoria,Tyler_Christopher_(actor)
Natalie_Portman,Benjamin_Millepied
Subhashini_Ali,Muzaffar_Ali
William_Rolleston,Mary_Rolleston
"Gilbert,_Duke_of_Lorraine",Gerberga_of_Saxony
"Joanna,_Duchess_of_Brabant","Wenceslaus_I,_Duke_of_Luxembourg"
Prince_Karl_Alfred_of_Liechtenstein,Archduchess_Agnes_Christina_of_Austria
Adam_Housley,Tamera_Mowry
Margaret_Lee_(lady-in-waiting),Anthony_Lee
Cheng_Xiaonong,He_Qinglian
"Anne_Hastings,_Countess_of_Shrewsbury","George_Talbot,_4th_Earl_of_Shrewsbury"
Assef_Shawkat,Bushra_al-Assad
Caitlyn_Jenner,Linda_Thompson_(actress)
Princess_Birgitta_of_Sweden,Prince_Johann_Georg_of_Hohenzollern
"Ernest,_Elector_of_Saxony","Elisabeth_of_Bavaria,_Electress_of_Saxony"
Philip_II_of_Macedon,Phila_of_Elimeia
William_J._Bell,Lee_Phillip_Bell
"Philipp_Moritz,_Count_of_Hanau-Münzenberg",Sibylle_Christine_of_Anhalt-Dessau
Robert_Reid_(author),Morgan_Webb
"George_Spencer-Churchill,_8th_Duke_of_Marlborough","Albertha_Spencer-Churchill,_Duchess_of_Marlborough"
Terry_Hands,Ludmila_Mikaël
Princess_Alice_of_Battenberg,Prince_Andrew_of_Greece_and_Denmark
"John_Montagu,_4th_Earl_of_Sandwich",Martha_Ray
Sweyn_Forkbeard,Sigrid_the_Haughty
Josh_Stamberg,Myndy_Crist
Robert_Fritz,Ross_Hannaman
Gene_Raymond,Jeanette_MacDonald
Vice_presidency_of_Al_Gore,Tipper_Gore
Princess_Nobuko_Asaka,Prince_Yasuhiko_Asaka
Princess_Christina_Margarethe_of_Hesse,Prince_Andrew_of_Yugoslavia
Kimberly_Guilfoyle,Eric_Villency
William_Kingston,Mary_Scrope
"Margaret_Drummond,_Queen_of_Scotland",David_II_of_Scotland
Max_Frisch,Ingeborg_Bachmann
Sudha_Bhattacharya,Alok_Bhattacharya
William_Drury_(MP_for_Suffolk),Elizabeth_Stafford
Solomon_Carter_Fuller,Meta_Vaux_Warrick_Fuller
Atula_Maha_Dhamma_Dewi_of_Pinya,Uzana_I_of_Pinya
Benazir_Bhutto,Asif_Ali_Zardari
"John_Ernest,_Duke_of_Saxe-Eisenach",Elisabeth_of_Mansfeld-Hinterort
Marie_Elisabeth_of_Brunswick-Wolfenbüttel,"Albert_V,_Duke_of_Saxe-Coburg"
Raj_Kaushal,Mandira_Bedi
Antony_Gormley,Vicken_Parsons
Yōsuke_Eguchi,Chisato_Moritaka
"Marie_d'Albret,_Countess_of_Rethel","Charles_II,_Count_of_Nevers"
Sigtrygg_Silkbeard,Sláine_ingen_Briain
Poul_Nyrup_Rasmussen,Lone_Dybkjær
Jackie_Joseph,Ken_Berry
Ho_Ching,Lee_Hsien_Loong
Fay_Compton,Ralph_Michael
Mingyi_Nyo,Maha_Dewi_of_Toungoo
John_J._Jacob_(West_Virginia),Jane_Baird_Jacob
"Eve_de_Bermingham,_Lady_of_Offaly","Gerald_FitzMaurice,_1st_Lord_of_Offaly"
Daoguang_Emperor,Empress_Xiaomucheng
Philip_Glenister,Beth_Goddard
"Joan_III,_Countess_of_Burgundy","Odo_IV,_Duke_of_Burgundy"
Jeri_Kehn_Thompson,Fred_Thompson
"Sophie_of_Württemberg,_Duchess_of_Saxe-Weimar","Friedrich_Wilhelm_I,_Duke_of_Saxe-Weimar"
Beryl_Fox,Douglas_Leiterman
Clair_Huxtable,Cliff_Huxtable
"Philip_Gould,_Baron_Gould_of_Brookwood",Gail_Rebuck
Yashbant_Narayan_Singh_Laguri,Sakuntala_Laguri
Caroline_Bonaparte,Joachim_Murat
Vera_Tembo,Frederick_Chiluba
Kunal_Nayyar,Neha_Kapur
James_Louis_Sobieski,Countess_Palatine_Hedwig_Elisabeth_of_Neuburg
Regina_Leung,Leung_Chun-ying
Lucky_Dias,Malini_Fonseka
Kitín_Muñoz,Princess_Kalina_of_Bulgaria
Suzanne_Cloutier,Peter_Ustinov
"Otto-William,_Count_of_Burgundy",Adelaide-Blanche_of_Anjou
Joey_Adams,Cindy_Adams
Kate_Donnelly,Carlos_Romero_Barceló
Brian_Henson,Mia_Sara
Ira_M._Lapidus,Brenda_Webster
Juliet_Peter,Roy_Cowan
Dan_Johnston_(politician),Norman_Jesse
Michael_Huffington,Arianna_Huffington
Rana_Florida,Richard_Florida
"Michael_Grant_(author,_born_1954)",K._A._Applegate
Cedric_Hardwicke,Helena_Pickard
Jon_Gosselin,Kate_Gosselin
Elisabeth_Eleonore_of_Brunswick-Wolfenbüttel,"Bernhard_I,_Duke_of_Saxe-Meiningen"
Norman_Hapgood,Emilie_Bigelow_Hapgood
Tom_Stoppard,Miriam_Stoppard
Mary-Anne_Fahey,Paul_Jennings_(Australian_author)
"Mary,_Queen_of_Scots","James_Hepburn,_4th_Earl_of_Bothwell"
Carole_Lombard,Clark_Gable
Heather_Burns,Ajay_Naidu
Alastair_Duncan_(actor),Anna_Gunn
"Yasuhito,_Prince_Chichibu","Setsuko,_Princess_Chichibu"
Sandra_Zober,Leonard_Nimoy
Jennifer_Aniston,Brad_Pitt
Clementia_of_Zähringen,Henry_the_Lion
James_Stacy,Kim_Darby
Felicity_Kendal,Michael_Rudman
Sergei_Gerasimov_(film_director),Tamara_Makarova
Saw_Thanda,Min_Dikkha
Dan_Senor,Campbell_Brown
Zayed_bin_Sultan_Al_Nahyan,Mouza_bint_Suhail_Al_Khaili
Clarice_Orsini,Lorenzo_de'_Medici
Jane_Kenyon,Donald_Hall
Clement_Claiborne_Clay,Virginia_Clay-Clopton
Chester_C._Bolton,Frances_P._Bolton
Bruno_Carranza,Gerónima_Montealegre
Karen_Mack,Russell_Goldsmith
Randy_Cohen,Katha_Pollitt
Niharika_Khan,Ayub_Khan_(actor)
Sigismund_I_the_Old,Barbara_Zápolya
Eddie_Fisher_(singer),Connie_Stevens
James_Keteltas_Hackett,Mary_Mannering
Jeannie_Carson,Biff_McGuire
Eddie_Fisher_(singer),Debbie_Reynolds
Anita_Bose_Pfaff,Martin_Pfaff
Ana_María_Orozco,Julián_Arango
Michael_de_Mesa,Gina_Alajar
Eleanor_Mary_Reid,Clement_Reid
Neil_Patrick_Harris,David_Burtka
Caroline_Howard_Hume,Jaquelin_H._Hume
Donald_Burton,Carroll_Baker
Alfonso_of_Aragon_(1481–1500),Lucrezia_Borgia
Theodora_Doukaina_Vatatzaina,Michael_VIII_Palaiologos
Belinda_Lang,Hugh_Fraser_(actor)
Princess_Pingyang,Chai_Shao
Reginald_Claypoole_Vanderbilt,Gloria_Morgan_Vanderbilt
Michael_O'Keefe,Bonnie_Raitt
Letitia_Chambers,Peter_Plympton_Smith
Nga_Nu,Saw_Omma_of_Pinya
Rachel_Kempson,Michael_Redgrave
George_Edgar_Slusser,Danièle_Chatelain
Duncan_Preston,Susan_Penhaligon
George_Blumenthal_(banker),Florence_Meyer_Blumenthal
David_Hellenius,Renée_Nyberg
Jerry_Weller,Zury_Ríos
Theodore_Olson,Barbara_Olson
Jenny_Shimizu,Rebecca_Loos
Cläre_Jung,Richard_Oehring
Lilith_Sternin,Frasier_Crane
Sidney_Homer,Louise_Homer
John_Sutherland_(producer),Paula_Winslowe
"Ercole_I_d'Este,_Duke_of_Ferrara","Eleanor_of_Naples,_Duchess_of_Ferrara"
Nur_Jahan,Jahangir
"Robert_I,_Duke_of_Parma",Infanta_Maria_Antonia_of_Portugal
Bernardine_Dohrn,Bill_Ayers
Nancy_Frangione,Christopher_Rich_(actor)
Sherry_Palmer,David_Palmer_(24_character)
Htilominlo,Myauk_Pyinthe_(Htilominlo)
"Anna_of_Veldenz,_Countess_Palatine_of_Simmern-Zweibrücken","Stephen,_Count_Palatine_of_Simmern-Zweibrücken"
Margareta_Hasbjörnsdatter,Harald_III_of_Denmark
Bashar_al-Assad,Asma_al-Assad
Kathy_Jamieson,John_McArdle
"Frederick_William,_Elector_of_Hesse",Gertrude_von_Hanau
"Berthold_IV,_Duke_of_Zähringen","Ida,_Countess_of_Boulogne"
Maria_Clementina_Sobieska,James_Francis_Edward_Stuart
"Magnus,_Duke_of_Saxony",Sophia_of_Hungary
Kevin_Sacre,Camilla_Dallerup
William_Wilberforce,Barbara_Spooner_Wilberforce
"Afonso_I,_Duke_of_Braganza",Beatriz_Pereira_de_Alvim
David_Charvet,Brooke_Burke
Matt_Passmore,Natalia_Cigliuti
Eleanor_of_Scotland,"Sigismund,_Archduke_of_Austria"
"Stéphanie,_Hereditary_Grand_Duchess_of_Luxembourg","Guillaume,_Hereditary_Grand_Duke_of_Luxembourg"
"Albert_II,_Margrave_of_Meissen",Margaret_of_Sicily
Caterina_Sforza,Giacomo_Feo
Princess_Vilhelmine_Marie_of_Denmark,"Karl,_Duke_of_Schleswig-Holstein-Sonderburg-Glücksburg"
Aron_Baron,Fanya_Baron
Sara_Alpern,Peter_Tarlow
Rhys_Coiro,Kat_Coiro
Araceli_Gilbert,Rolf_Blomberg
Roger_Cohen,Frida_Baranek
Henry_Lamb,Lady_Pansy_Lamb
Emily_McLaughlin,Jeffrey_Hunter
Nicholas_I_of_Russia,Alexandra_Feodorovna_(Charlotte_of_Prussia)
Eric_Anderson_(actor),Jessica_Rush
Sarah_Douglas,Richard_LeParmentier
Alfred_Lunt,Lynn_Fontanne
Sarah_Lyall,Robert_McCrum
Ruth_Pickering_Pinchot,Amos_Pinchot
Jean-Pierre_Laffont,Eliane_Laffont
Margaret_of_Brunswick-Lüneburg,"John_Casimir,_Duke_of_Saxe-Coburg"
Wallis_Simpson,Edward_VIII
Abdullah_Eksioglu,Elvin_Eksioglu
Golab_Adineh,Mehdi_Hashemi_(actor)
Solange_Gemayel,Bachir_Gemayel
Nancy_French,David_A._French
Murad_III,Safiye_Sultan
Rod_Stryker,Cheryl_Tiegs
Malcolm_X,Betty_Shabazz
Shannen_Doherty,Rick_Salomon
"Edward_Hyde,_1st_Earl_of_Clarendon","Frances_Hyde,_Countess_of_Clarendon"
Norman_Buckley,Davyd_Whaley
Madlyn_Rhue,Tony_Young_(actor)
Prince_Charles_of_Prussia,Princess_Marie_of_Saxe-Weimar-Eisenach_(1808–1877)
Ruqayyah_bint_Muhammad,Uthman
Vivienne_Poy,Neville_Poy
Abu_Bakr,Asma_bint_Umais
Rubén_Darío_Lizarralde_Montoya,María_Fernanda_Campo_Saavedra
"Frederick_William,_Margrave_of_Brandenburg-Schwedt",Princess_Sophia_Dorothea_of_Prussia
Kalaniʻōpuʻu,Kalola_Pupuka
Kurt_Kasznar,Leora_Dana
China_Machado,Martin_LaSalle
Edith_Bunker,Archie_Bunker
Khin_Kyi,Aung_San
Ximena_Rincón,Juan_Carlos_Latorre
Caterina_Visconti,Gian_Galeazzo_Visconti
Lettice_Knollys,Christopher_Blount
Simon_Bradstreet,Anne_Bradstreet
Sydney_Bristow,Michael_Vaughn
Rabia_Şermi_Kadınefendi,Ahmed_III
Paul_Bettany,Jennifer_Connelly
Julia_Urania,Ptolemy_of_Mauretania
Adam_Brodzisz,Maria_Bogda
Don_Hewitt,Marilyn_Berger
"Humbert_III,_Count_of_Savoy",Clementia_of_Zähringen
Andrew_Honeycutt,Deborah_Honeycutt
Shin_Hpa_of_Pagan,Narathihapate
Michael_Hastings_(journalist),Elise_Jordan
Edmond_Adolphe_de_Rothschild,Nadine_de_Rothschild
Oscar_de_la_Renta,Françoise_de_Langlade
Ramarajan,Nalini_(actress)
Mary_Peters_Fieser,Louis_Fieser
Nohra_Puyana_Bickenbach,Andrés_Pastrana_Arango
Joan_Tompkins,Karl_Swenson
Gerald_S._O'Loughlin,Meryl_O'Loughlin
Alfred_Molina,Jill_Gascoine
Princess_Clotilde_of_Saxe-Coburg_and_Gotha,Archduke_Joseph_Karl_of_Austria
Iffat_Al-Thunayan,Faisal_of_Saudi_Arabia
Peter_Gilmore,Una_Stubbs
Béla_Károlyi,Márta_Károlyi
Ian_Sander,Kim_Moses
Sandy_Gore,George_Miller_(director)
Adrienne_Posta,Graham_Bonnet
Leona_Helmsley,Harry_Helmsley
Busy_Philipps,Marc_Silverstein
Bulle_Ogier,Barbet_Schroeder
Alexandros_Svolos,Maria_Svolou
Meeru_Dhalwala,Vikram_Vij
Maria_Aitken,Nigel_Davenport
Keawe-a-Heulu,Ululani
"Charlene,_Princess_of_Monaco","Albert_II,_Prince_of_Monaco"
Richard_Gomez,Lucy_Torres
Stephen_V_of_Hungary,Elizabeth_the_Cuman
Taufiq_Kiemas,Megawati_Sukarnoputri
"Louis,_Duke_of_Joyeuse_(1694–1724)",Armande_de_La_Tour_d'Auvergne
Naglaa_Mahmoud,Mohamed_Morsi
Marguerite_Snow,Neely_Edwards
Seema_(actress),I._V._Sasi
Saw_Khin_Htut_of_Pagan,Yazathingyan_of_Pagan
Georgina_Reilly,Mark_O'Brien_(actor)
Rhoda_Haas_Goldman,Richard_Goldman
"Matthew,_Count_of_Boulogne","Eleanor,_Countess_of_Vermandois"
Emmi_Handke,Georg_Ulrich_Handke
Martín_Torrijos,Vivian_Fernández
"Mariota,_Countess_of_Ross","Donald_of_Islay,_Lord_of_the_Isles"
Musa_Javed_Chohan,Naela_Chohan
Hans_Heinrich_XV_von_Hochberg,"Daisy,_Princess_of_Pless"
Michael_Landes,Wendy_Benson
Nikki_Cox,Jay_Mohr
Frederica_of_Baden,Gustav_IV_Adolf_of_Sweden
Jackie_Burroughs,Zal_Yanovsky
Ike_Jones,Inger_Stevens
Sarah_Marinda_Bates_Pratt,Orson_Pratt
Kirk_Fordice,Pat_Fordice
Emmy_Lou_Packard,Byron_Randall
Josh_Charles,Sophie_Flack
Prince_Luís_of_Orléans-Braganza_(1878–1920),Princess_Maria_di_Grazia_of_Bourbon-Two_Sicilies
Princess_Irmingard_of_Bavaria,Prince_Ludwig_of_Bavaria_(1913–2008)
"Lilian,_Princess_of_Réthy",Leopold_III_of_Belgium
Ned_Stark,Catelyn_Stark
Susan_Shaw,Albert_Lieven
Michael_Ondaatje,Linda_Spalding
Lottie_Collins,James_W._Tate
Clara_of_Brunswick-Wolfenbüttel,"Philip_II,_Duke_of_Brunswick-Grubenhagen"
Princess_Florestine_of_Monaco,"Wilhelm,_Duke_of_Urach"
Mickey_Hargitay,Jayne_Mansfield
Sophie_Aldred,Vince_Henderson
Michel_Gill,Jayne_Atkinson
Pallavi_Joshi,Vivek_Agnihotri
"Christiane_Henriette,_Countess_Palatine_of_Zweibrücken","Karl_August,_Prince_of_Waldeck_and_Pyrmont"
Suchitra,Karthik_Kumar
Roberta_Taylor,Peter_Guinness_(actor)
Lisa_Pelikan,Robert_Harper_(actor)
Carlene_Watkins,Ed._Weinberger
Christine_Todd_Whitman,John_Whitman
Pamela_Anderson,Kid_Rock
Karl_Beattie,Yvette_Fielding
Robert_Ames_(actor),Frances_Goodrich
Jimmy_Boyd,Yvonne_Craig
Lara_Lewington,Martin_Lewis_(financial_journalist)
Adam_Hills,Ali_McGregor
"Margaret_of_Brandenburg,_Duchess_of_Pomerania","John_V,_Prince_of_Anhalt-Zerbst"
Prince_Hassan_bin_Talal,Princess_Sarvath_al-Hassan
Santana_Lopez,Brittany_Pierce
Ingvar_Ambjørnsen,Gabriele_Haefs
Barbara_Sinatra,Frank_Sinatra
"Emily_FitzGerald,_Duchess_of_Leinster",William_Ogilvie_(Ardglass)
Owen_Tudor,Catherine_of_Valois
Marie_of_Brandenburg-Kulmbach,"Frederick_III,_Elector_Palatine"
"Otto_II,_Margrave_of_Meissen",Hedwig_of_Brandenburg
Yōichi_Masuzoe,Satsuki_Katayama
Lars_Christensen,Ingrid_Christensen
Anawrahta,Agga_Mahethi_of_Pagan
Daisy_von_Scherler_Mayer,David_Carbonara
Melissa_Stribling,Basil_Dearden
"Cosimo_I_de'_Medici,_Grand_Duke_of_Tuscany",Camilla_Martelli
Duke_Eugen_of_Württemberg_(1758–1822),Princess_Louise_of_Stolberg-Gedern_(1764-1834)
"Philipp_I,_Count_of_Hanau-Münzenberg",Adriana_of_Nassau-Dillenburg
Princess_Charlotte_of_Saxe-Meiningen,"Ernest_II,_Duke_of_Saxe-Gotha-Altenburg"
Queen_Ingyeong,Sukjong_of_Joseon
Ma_Yili,Wen_Zhang
Leigh_Lawson,Twiggy
Audrey_Long,Leslie_Charteris
James_Mulvey,Dearie_Mulvey
Vilma_Santos,Ralph_Recto
Brian_Presley,Erin_Hershey_Presley
Chet_Curtis,Natalie_Jacobson
Joanna_la_Beltraneja,Afonso_V_of_Portugal
Guangxu_Emperor,Empress_Dowager_Longyu
Patrick_Wymark,Olwen_Wymark
"Princess_Irene,_Duchess_of_Aosta","Prince_Aimone,_Duke_of_Aosta"
Judy_Farrell,Mike_Farrell
"Margaret_of_Austria,_Queen_of_Spain",Philip_III_of_Spain
Mark_O'Brien_(actor),Georgina_Reilly
Claude_Dulong-Sainteny,Jean_Sainteny
Barbara_Brown_(American_actress),Forrest_Taylor
Zine_El_Abidine_Ben_Ali,Leïla_Ben_Ali
Candice_King,Joe_King_(guitarist)
Damat_Mehmed_Ali_Pasha,Adile_Sultan
Teresa_Sapieha,Hieronim_Florian_Radziwiłł
Mikhail_of_Tver,Anna_of_Kashin
Paulina_Longworth_Sturm,Alexander_McCormick_Sturm
Mehmed_V,Nazperver_Kadın
Fanny_Brice,Billy_Rose
Hanna_Maron,Yaakov_Rechter
Rebecca_Breeds,Luke_Mitchell
Ann_M._O'Leary,Goodwin_Liu
Sheryl_Lee_Ralph,Vincent_Hughes
Mustafa_II,Hafise_Kadınefendi
Hetty_Baynes,Ken_Russell
Joan_I_of_Navarre,Philip_IV_of_France
Zofia_Krasińska,Krzysztof_Ossoliński
"Philip_I,_Duke_of_Burgundy","Margaret_III,_Countess_of_Flanders"
Michael_Arden,Andy_Mientus
Peter_Mancini,Marian_Mancini
Princess_Muna_al-Hussein,Hussein_of_Jordan
Peter_Ryan_(police_officer),Adrienne_Ryan
Percy_Spender,Jean_Spender
"Charles_Gonthier,_Prince_of_Schwarzburg-Sondershausen",Princess_Marie_Gasparine_of_Saxe-Altenburg
Annie_Cartwright,Sam_Tyler
"Jacques,_Duke_of_Nemours",Anna_d'Este
Harry_Haywood,Gwendolyn_Midlo_Hall
Kay_Francis,John_Meehan_(screenwriter)
Empress_Xiaoshencheng,Daoguang_Emperor
Myauk_Pyinthe_II_(Sithu_II),Narapatisithu
Susanna_Verbruggen,John_Verbruggen
Simone_Signoret,Yves_Montand
"Frederick_Francis_III,_Grand_Duke_of_Mecklenburg-Schwerin",Grand_Duchess_Anastasia_Mikhailovna_of_Russia
Ko_So-young,Jang_Dong-gun
Chris_Young_(actor),Lea_Moreno_Young
Keratsa_of_Bulgaria,Andronikos_IV_Palaiologos
Whitley_Strieber,Anne_Strieber
Damat_Ferid_Pasha,Mediha_Sultan
Joanna_of_Castile,Philip_I_of_Castile
Maria_Anna_of_Bavaria_(1805–1877),Frederick_Augustus_II_of_Saxony
Sarah_Bush_Lincoln,Thomas_Lincoln
Kirodi_Lal_Meena,Golma_Devi_Meena
C._L._Franklin,Barbara_Siggers_Franklin
Cédric_Klapisch,Lola_Doillon
William_Randolph_Hearst,Millicent_Hearst
Peter_Cole,Adina_Hoffman
"Arthur_III,_Duke_of_Brittany","Margaret_of_Burgundy,_Dauphine_of_France"
Pooja_Bhatt,Manish_Makhija
John_V_of_Portugal,Maria_Anna_of_Austria
Michael_Gilden,Meredith_Eaton
Madame_de_Ventadour,Louis_Charles_de_Lévis
Heather_Langenkamp,Alan_Pasqua
Keira_Knightley,James_Righton
Penny_Marshall,Rob_Reiner
Brigitte_Bardot,Gunter_Sachs
Pierre_Batcheff,Denise_Batcheff
"Sir_Richard_Paget,_2nd_Baronet",Muriel_Paget
Jinkee_Pacquiao,Manny_Pacquiao
Bülbül_Hatun,Bayezid_II
Sigrið_av_Skarði_Joensen,Sigurð_Joensen
Andrew_Denton,Jennifer_Byrne
Ewan_MacColl,Joan_Littlewood
Rani_Mukerji,Aditya_Chopra
Antiochus_III_of_Commagene,Iotapa_(spouse_of_Antiochus_III)
Margaret_I_of_Denmark,Haakon_VI_of_Norway
"Sophia_Sidney,_Baroness_De_L'Isle_and_Dudley","Philip_Sidney,_1st_Baron_De_L'Isle_and_Dudley"
Hedwig_of_the_Palatinate-Sulzbach,"Julius_Francis,_Duke_of_Saxe-Lauenburg"
Zoë_Buckman,David_Schwimmer
Jonathan_Gordon,Catherine_McCord
Grace_Kamaikui,Thomas_Charles_Byde_Rooke
Bagrat_IV_of_Georgia,Helena_Argyre
Harlan_Edmonds,Amy_Edmonds
Veronica_Lodge,Reggie_Mantle
John_Derek,Linda_Evans
Brian_Deacon,Rula_Lenska
Lynne_Littman,Taylor_Hackford
Beth_Ostrosky_Stern,Howard_Stern
John_McCain,Cindy_McCain
Masoumeh_Ebtekar,Mohammad_Hashemi
Cristina_Fernández_de_Kirchner,Néstor_Kirchner
Cornelis_Hulsman,Sawsan_Gabra_Ayoub_Khalil
Emory_Johnson,Ella_Hall
Janine_Krieber,Stéphane_Dion
Józef_Makary_Potocki,Ludwika_Lubomirska
James_Pinckney_Henderson,Frances_Cox_Henderson
"Ingeborg_of_Denmark,_Queen_of_France",Philip_II_of_France
Ralph_Forbes,Heather_Angel_(actress)
Chris_Burden,Nancy_Rubins
Erin_Dagon-Mitchell,P._Shane_Mitchell
Teresa_Carpenter,Steven_Levy
Ebba_Sparre,Ebba_Brahe
Ivan_Nagy_(director),Irene_Tsu
William_Hurt,Mary_Beth_Hurt
Qianlong_Emperor,"Ulanara,_the_Step_Empress"
Samuel_Comstock,Thomas_Hanford
Michael_Brandon,Glynis_Barber
Andry_Rajoelina,Mialy_Rajoelina
Stewart_Resnick,Lynda_Resnick
Leah_Ayres,Bruce_Kalish
Teresa_Lisbon,Patrick_Jane
Roopak_Saluja,Tara_Sharma
Emperor_Duzong,Empress_Quan_(Song_dynasty)
Henry_of_Schweinfurt,Gerberga_of_Gleiberg
Taichi_Saotome,Maki_Nishiyama
Peggy_Tiger,Jerome_Tiger
María_Canals_Barrera,David_Barrera
Olu_Jacobs,Joke_Silva
