Thiri_Maha_Sanda_Dewi_of_Toungoo,Mingyi_Nyo
Adrienne_Alexander,Tom_Ruegger
Joanne_Dorian,Michael_Zaslow
Rosa_Kato,Daisuke_Matsui
Duke_Pius_August_in_Bavaria,Princess_Amélie_Louise_of_Arenberg
Georgia_Slowe,Ray_Kelvin
Caresse_Crosby,Richard_R._Peabody
Karl_F._Lopker,Pamela_Lopker
Wang_Guangmei,Liu_Shaoqi
Konkona_Sen_Sharma,Ranvir_Shorey
Gertrude_Maseko,Peter_Mutharika
John_Conte_(actor),Marilyn_Maxwell
Lauren_Crace,Michael_Stevenson_(actor)
Caligula,Lollia_Paulina
Alice_Coomaraswamy,Francis_Bitter
Zhuo_Lin,Deng_Xiaoping
Helena_Guergis,Rahim_Jaffer
Sarah_Childress_Polk,James_K._Polk
Abbie_G._Rogers,Henry_Huttleston_Rogers
Jane_Garvey_(broadcaster),Adrian_Chiles
Liu_Shaoqi,Wang_Guangmei
Jack_Nicholson,Sandra_Knight_(actress)
Steven_Cymbrowitz,Lena_Cymbrowitz
Anton_Balasingham,Adele_Ann_Wilby
Iziaslav_I_of_Kiev,Gertrude_of_Poland
Clark_Kerr,Catherine_Kerr_(environmentalist)
Sara_Northrup_Hollister,L._Ron_Hubbard
Harvey_Pekar,Joyce_Brabner
Allard_H._Gasque,Elizabeth_Hawley_Gasque
Brigid_Brophy,Michael_Levey
Mohamed_Nasheed,Laila_Ali_Abdulla
Warren_E._Hearnes,Betty_Cooper_Hearnes
Charlotte_Gordon_Cumming,Nicholas_Evans
Alan_Rachins,Joanna_Frank
Franco_Nero,Vanessa_Redgrave
George_Bures_Miller,Janet_Cardiff
Dermot_Walsh,Hazel_Court
"Hans-Adam_I,_Prince_of_Liechtenstein",Erdmuthe_Maria_Theresia_of_Dietrichstein
Saw_Soe_of_Pagan,Kyawswa_of_Pagan
"Albert_II,_Prince_of_Monaco","Charlene,_Princess_of_Monaco"
Rosalie_Crutchley,Dan_Cunningham
Edward_Aleksander_Raczyński,Maria_Beatrix_Krasińska
Bertram_van_Munster,Elise_Doganieri
Laura_Leighton,Doug_Savant
Helena_of_Sweden,Canute_V_of_Denmark
Hugh_Clifford,Mrs_Henry_de_la_Pasture
Marc_Evans,Nia_Roberts_(actress)
Galyani_Vadhana,Varananda_Dhavaj
Charles_VIII_of_France,Anne_of_Brittany
"Alice_FitzAlan,_Baroness_Cherleton","John_Charleton,_4th_Baron_Cherleton"
John_Rolfe,Pocahontas
William_Eythe,Buff_Cobb
"John_Betts,_Jr.",Eliphalet_Lockwood_(deacon)
Charlie_Sykes,Diane_S._Sykes
Count_Luitpold_of_Castell-Castell,Princess_Alexandrine-Louise_of_Denmark
Eddie_Laughton,Mary_Eaton
Bruce_Mann_(legal_historian),Elizabeth_Warren
"Mary,_Crown_Princess_of_Denmark","Frederik,_Crown_Prince_of_Denmark"
"Anne_Stafford,_Countess_of_Huntingdon","George_Hastings,_1st_Earl_of_Huntingdon"
Debbie_Goad,Jim_Goad
Russell_Banks,Chase_Twichell
Bolesław_II_of_Masovia,Kunigunde_of_Bohemia
Michael_Moriarty_(judge),Mary_Irvine
Tony_Horwitz,Geraldine_Brooks_(writer)
Rajashree_Choudhury,Bikram_Choudhury
Lon_Johnson,Julianna_Smoot
Alma_Rubens,Ricardo_Cortez
Arent_Solem,Randi_Solem
Frederic_W._Lincoln_Jr.,Isabel_Rockefeller_Lincoln
Jeon_In-hwa,Yoo_Dong-geun
Nadine_Schiff,Fred_Rosen_(businessman)
"Charles_III_Philip,_Elector_Palatine",Teresa_Lubomirska
Schuyler_Colfax,Ellen_Maria_Colfax
Kim_Ga-yeon,Lim_Yo-hwan
Cindy_Cheung_(actress),Ed_Lin
Maho_Toyota,Shinji_Aoyama
Ben_Steel,Deni_Hines
Emperor_Xiaozong_of_Song,Empress_Xia_(Song_dynasty)
Haakon_VII_of_Norway,Maud_of_Wales
Arthur_De_Wint_Foote,Mary_Hallock_Foote
Lin_Blakley,Alan_Blakley
Đinh_Bộ_Lĩnh,Dương_Vân_Nga
"Francis_I,_Duke_of_Lorraine",Christina_of_Denmark
"Isabella_of_France,_Dauphine_of_Viennois",Guigues_VIII_of_Viennois
Tage_Erlander,Aina_Erlander
Sanda_Min_Hla,Saw_E
Laurence_Harvey,Joan_Perry
Sumitra,Dasharatha
Belle_(Once_Upon_a_Time),Mr._Gold
Sheikh_Haikel,Anna_Belle_Francis
Samar_Badawi,Waleed_Abulkhair
Georgina_de_Albuquerque,Lucílio_de_Albuquerque
Cliff_Edwards,Judith_Barrett
Farhan_Akhtar,Adhuna_Akhtar
Chandrabose_(lyricist),Suchitra_Chandrabose
Don_Oreck,Joanna_Moore
Pierre_Trudeau,Margaret_Trudeau
Andrei_Linde,Renata_Kallosh
Pam_Ling,Judd_Winick
Bolesław_II_of_Masovia,Gaudemunda_of_Lithuania
Alison_Fraser,Rusty_Magee
Efrem_Zimbalist,Mary_Louise_Curtis_Bok_Zimbalist
Consort_Zhen,Guangxu_Emperor
Matilda_of_Holstein,Birger_Jarl
Dorothy_Leavey,Thomas_E._Leavey
Scarlett_O'Hara,Rhett_Butler
Roger_Wilson_(actor),Shaun_Casey
Sergei_Bondarchuk,Inna_Makarova
Uhuru_Kenyatta,Margaret_Gakuo_Kenyatta
Ramesh_Sippy,Kiran_Juneja
"Princess_Astrid,_Mrs._Ferner",Johan_Ferner
"Henry_II,_Count_of_Holstein-Rendsburg",Ingeborg_of_Mecklenburg-Schwerin
Jiang_Wenli,Gu_Changwei
Neelo,Riaz_Shahid
Elizabeth_Fry,Joseph_Fry_(tea_merchant)
Chow_Yun-fat,Candice_Yu
Jayne_Mansfield,Mickey_Hargitay
Tamao_Nakamura,Shintaro_Katsu
Pat_Dixon_(comedian),Mandy_Stadtmiller
Sue_Paterno,Joe_Paterno
Jane_Bradley_Pettit,Lloyd_Pettit
Rebecca_Akufo-Addo,Nana_Akufo-Addo
Ruy_Guerra,Leila_Diniz
Rinko_Kikuchi,Shōta_Sometani
David_Walton_(actor),Majandra_Delfino
Getúlio_Vargas,Darci_Vargas
Andrea_Dotti_(psychiatrist),Audrey_Hepburn
Emperor_Duzong,Empress_Quan_(Song_dynasty)
John_Vernou_Bouvier_III,Janet_Lee_Bouvier
Francis_A._Nixon,Hannah_Milhous_Nixon
Muriel_Téodori,Steve_Nieve
Armen_Elbakyan,Anna_Elbakyan
"John_George_I,_Elector_of_Saxony",Sibylle_Elisabeth_of_Württemberg
"Ernst_I,_Prince_of_Hohenlohe-Langenburg",Princess_Feodora_of_Leiningen
Prince_Johann_Georg_of_Saxony,Duchess_Maria_Isabella_of_Württemberg
Maxine_Cochran,Bruce_Cochran
Valentina_Cortese,Richard_Basehart
Daryl_Wein,Zoe_Lister-Jones
Marie_José_of_Belgium,Umberto_II_of_Italy
Luther_Adler,Sylvia_Sidney
Grover_Dale,Anita_Morris
Alexandrina_Cantacuzino,Grigore_Gheorghe_Cantacuzino
Louise_Jefferson,George_Jefferson
Peter_Baldwin_(actor),Sarah_Long
Jennifer_Lopez,Cris_Judd
Tom_Eplin,Ellen_Wheeler
Ralph_Barton,Carlotta_Monterey
Stanley_Lupino,Connie_Emerald
Wera_Engels,Ivan_Lebedeff
Wanda_Ventham,Timothy_Carlton
Tarzan,Jane_Porter_(Tarzan)
Wynona_Lipman,Matthew_Lipman
Brigitte_Lin,Michael_Ying
"Elisabeth_of_Sicily,_Duchess_of_Bavaria","Stephen_II,_Duke_of_Bavaria"
Gerald_Ford,Betty_Ford
"Margaret_Wotton,_Marchioness_of_Dorset","Thomas_Grey,_2nd_Marquess_of_Dorset"
Nalini_Bekal,Paipra_Radhakrishnan
William_Colby,Sally_Shelton-Colby
Jean_Hugo,Valentine_Hugo
Lucy_A._Snyder,Gary_A._Braunbeck
Nandita_Berry,Michael_Berry_(radio_host)
John_Weld,Gigi_Parrish
Stokely_Carmichael,Miriam_Makeba
Ray_Evernham,Erin_Crocker
Paul_Beliën,Alexandra_Colen
Otto_Frank,Elfriede_Geiringer
Kangxi_Emperor,Empress_Xiaogongren
Shiva_Ayyadurai,Fran_Drescher
Qazi_Anwar_Hussain,Farida_Yasmin
Heather_McHugh,Nikolai_B._Popov
Fernanda_Torres,Gerald_Thomas_(theatre_director)
Bharani_Thirunal_Lakshmi_Bayi,Kerala_Varma_Valiya_Koil_Thampuran
Andronikos_Doukas_(cousin_of_Michael_VII),Maria_of_Bulgaria
Movita_Castaneda,Marlon_Brando
Diane_Jergens,Peter_Brown_(actor)
Irene_of_Larissa,Gavril_Radomir_of_Bulgaria
Rosanna_DeSoto,David_S._Ward
Ügyek,Emese
Stafford_Cripps,Isobel_Cripps
Princess_Charlotte_Sophie_of_Saxe-Coburg-Saalfeld,Duke_Louis_of_Mecklenburg-Schwerin
Puneet_Sira,Vekeana_Dhillon
Roland_Culver,Daphne_Rye
Patrick_Wymark,Olwen_Wymark
Miles_Aldridge,Kristen_McMenamy
Charles_of_Mecklenburg-Güstrow,Marie_Amalie_of_Brandenburg
Viva_Birkett,Philip_Merivale
Chris_Evans_(presenter),Carol_McGiffin
Teimuraz_I_of_Kakheti,Khorashan_of_Kartli
Shayne_Saskiw,Shannon_Stubbs
Helen_McElhone,Frank_McElhone
Romy_Rosemont,Stephen_Root
Ione_Skye,Ad-Rock
"Maurice_Saatchi,_Baron_Saatchi",Josephine_Hart
Donald_M._Fraser,Arvonne_Fraser
Lisa_Emery,Josh_Pais
"Henry_III,_Holy_Roman_Emperor",Gunhilda_of_Denmark
María_Lorenza_Barreneche,Raúl_Alfonsín
Vanity_(singer),Anthony_Smith_(defensive_end)
Nestor_Carbonell,Shannon_Kenny
Henry_IV_of_Castile,Joan_of_Portugal
Laetitia_Garriott_de_Cayeux,Richard_Garriott
"John_I,_Marquis_of_Namur",Marie_of_Artois
Harold_Holt,Zara_Bate
Grand_Duke_Michael_Mikhailovich_of_Russia,Sophie_of_Merenberg
Renata_of_Lorraine,"William_V,_Duke_of_Bavaria"
Charlotte_of_Mecklenburg-Strelitz,George_III_of_the_United_Kingdom
Bülent_Eczacıbaşı,Oya_Eczacıbaşı
Fatma_Sultan_(daughter_of_Selim_II),Kanijeli_Siyavuş_Pasha
Shelby_Cullom_Davis,Kathryn_Wasserman_Davis
Józef_Kiedroń,Zofia_Kirkor-Kiedroniowa
Tatiana_Riabouchinska,David_Lichine
Steven_Weber_(actor),Juliette_Hohnen
Laulu_Fetauimalemau_Mata'afa,Fiame_Mata'afa_Faumuina_Mulinu'u_II
Jonny_Lee_Miller,Angelina_Jolie
Carl_Karcher,Margaret_Karcher
Styles_Bridges,Doloris_Bridges
Esmat_Dowlatshahi,Mohsen_Rais
Paul_Fussell,Betty_Fussell
Donald_Crisp,Jane_Murfin
Marie_Louise_Gonzaga,Władysław_IV_Vasa
Voodoo_(actor),Nicole_Sheridan
Jeremi_Wiśniowiecki,Gryzelda_Konstancja_Zamoyska
Zayed_bin_Sultan_Al_Nahyan,Mouza_bint_Suhail_Al_Khaili
Keith_Larsen,Susan_Cummings_(actress)
Raymond_Hitchcock_(actor),Flora_Zabelle_Hitchcock
"George_Byron,_9th_Baron_Byron","Lucy,_Lady_Houston"
Carolina_Kuhlman,Louis_Deland
Ermentrude_de_Roucy,"Otto-William,_Count_of_Burgundy"
Suvra_Mukherjee,Pranab_Mukherjee
Pierre_Carmouche,Jenny_Vertpré
Enrique_Gómez_Carrillo,Aurora_Cáceres
"Henry_V,_Count_Palatine_of_the_Rhine",Agnes_of_Landsberg
Eleanor_D._Acheson,Emily_C._Hewitt
Madhur_Jaffrey,Saeed_Jaffrey
Barbara_Ruick,Robert_Horton_(actor)
Lord_Henry_Somerset,Lady_Henry_Somerset
Fifi_Young,Njoo_Cheong_Seng
Eystein_I_of_Norway,Ingebjørg_Guttormsdatter
"Gilbert,_Duke_of_Lorraine",Gerberga_of_Saxony
"Philipp_Ludwig_I,_Count_of_Hanau-Münzenberg",Countess_Magdalena_of_Waldeck
Rebecca_Broussard,Richard_Perry
Karen_Gillmor,Paul_Gillmor
Gail_Zappa,Frank_Zappa
Simba,Nala_(The_Lion_King)
Jack_Pickford,Olive_Thomas
Countess_Louise_Henriette_of_Nassau,"Frederick_William,_Elector_of_Brandenburg"
Zulfiya_(poet),Hamid_Olimjon
Vicente_Lim,Pilar_Hidalgo-Lim
Dennis_Crosby,Pat_Sheehan_(model)
"Tao_Hong_(actress,_born_1972)",Xu_Zheng_(actor)
"Joan_of_Valois,_Queen_of_Navarre",Charles_II_of_Navarre
Henry_Nelson_Coleridge,Sara_Coleridge
Þorgerður_Katrín_Gunnarsdóttir,Kristján_Arason
Karen_Spärck_Jones,Roger_Needham
Michael_Powell,Thelma_Schoonmaker
Didi_Conn,David_Shire
Jenny_Beavan,Ian_Albery
Patricia_Haines,Bernard_Kay
Harold_Goddijn,Corinne_Vigreux
Vindu_Dara_Singh,Farah_(actress)
Grand_Duchess_Alexandra_Nikolaevna_of_Russia,Prince_Frederick_William_of_Hesse-Kassel
Gisela_of_Swabia,"Conrad_II,_Holy_Roman_Emperor"
Maria_Elizabeth_Fernald,Charles_H._Fernald
Charles_Boyer,Pat_Paterson
Ilham_Aliyev,Mehriban_Aliyeva
Alice_Liddell,Reginald_Hargreaves
Stephen_Lobo,Sonja_Bennett
Curtis_B._Richardson,Ashenafi_Kebede
Gilda_Radner,G._E._Smith
Arthur_Altschul,Siri_von_Reis
Sheila_Matthews_Allen,Irwin_Allen
Mirek_Topolánek,Pavla_Topolánková
Carmen_Iohannis,Klaus_Iohannis
Angelina_Grimké,Theodore_Dwight_Weld
Ladislaus_of_Naples,Mary_of_Enghien
Philippe_François_Armand_Marie_de_Noailles,Joan_Dillon
"John_Frederick,_Duke_of_Brunswick-Lüneburg",Benedicta_Henrietta_of_the_Palatinate
Katherine_Locke,Norman_Corwin
Jamie_Alcroft,Sarah_Kawahara
Tim_Ryan_(actor),Irene_Ryan
Helvis_of_Ibelin,"Guy_de_Montfort,_Lord_of_Sidon"
Peggy_Angus,James_Maude_Richards
Julie_Opp,William_Faversham
Nurjahan_Begum,Rokanuzzaman_Khan
Brenda_Chapman,Kevin_Lima
Adolphe_Menjou,Verree_Teasdale
Margot_Bennett_(actress),Keir_Dullea
Dylan_McDermott,Shiva_Rose
Diane_von_Fürstenberg,Barry_Diller
Prince_Frederick_Charles_of_Hesse,Princess_Margaret_of_Prussia
Buda_Godman,Tell_Taylor
Priscilla_Susan_Bury,Edward_Bury
Elaine_Joyce,Bobby_Van
Marcel_L'Herbier,Marcelle_Pradot
Louis_Agassiz,Elizabeth_Cabot_Agassiz
Georges_de_Caunes,Benoîte_Groult
Gavin_O'Reilly,Alison_Doody
Ahmad_Sanjar,"Rusudan,_daughter_of_Demetrius_I_of_Georgia"
Irving_T._Bush,Marian_Spore_Bush
Moses_Chan,Aimee_Chan
Swa_Saw_Ke,Saw_Omma_of_Sagaing
Gwen_Welles,Harris_Yulin
Julie_von_Voss,Frederick_William_II_of_Prussia
Susan_Konig,Dave_Konig
Ruchi_Savarn,Ankit_Mohan
Sam_Tyler,Annie_Cartwright
Sara_Wiseman,Craig_Hall_(actor)
"Maximilian_I,_Elector_of_Bavaria",Elisabeth_of_Lorraine
Terence_Donovan_(actor),Sue_McIntosh
Sebastián_Piñera,Cecilia_Morel
Roman_Herzog,Christiane_Herzog
"Elizabeth_of_Poland,_Duchess_of_Pomerania","Bogislaw_V,_Duke_of_Pomerania"
John_Lynch_(New_Hampshire),Susan_Lynch_(pediatrician)
Hedwig_of_the_Palatinate-Sulzbach,"Julius_Francis,_Duke_of_Saxe-Lauenburg"
John_II_of_France,Bonne_of_Bohemia
"Ercole_III_d'Este,_Duke_of_Modena","Maria_Teresa_Cybo-Malaspina,_Duchess_of_Massa"
Khutughtu_Khan_Kusala,Babusha
Robert_Guiscard,Sikelgaita
Ellen_Moyer,Roger_Moyer
Queen_Letizia_of_Spain,Felipe_VI_of_Spain
Anne_Jeffreys,Robert_Sterling
Marla_Malcolm_Beck,Barry_J._Beck
Richard_Romanus,Anthea_Sylbert
Michael_Holden_(character),Claudia_Joy_Holden
Frederic_Clements,Edith_Clements
Gabriel_Woolf,Felicity_Lott
Elizabeth_Power,Michael_Aspel
Eugénie_Pétain,Philippe_Pétain
Alan_Tern,Priscelia_Chan
Elizabeth_Prann,Darren_O'Day
Princess_Johanna_Charlotte_of_Anhalt-Dessau,"Philip_William,_Margrave_of_Brandenburg-Schwedt"
Sargun_Mehta,Ravi_Dubey
Oliver_Lee_(actor),Linzey_Cocker
Savitribai_Phule,Jyotirao_Phule
Mitsuru_Fukikoshi,Reona_Hirota
Heidi_Lenhart,Robin_Dunne
Yao_Yecheng,Chiang_Kai-shek
Mortimer_Sellers,Frances_Stead_Sellers
Melissa_Stribling,Basil_Dearden
Anuradha_Ray,Debraj_Ray_(actor)
"Anne_of_York,_Duchess_of_Exeter",Thomas_St._Leger
Sean_Scully_(actor),Wendy_Hughes
Viktor_Khristenko,Tatyana_Golikova
Benjamin_de_Rothschild,Ariane_de_Rothschild
Ethan_Zuckerman,Rachel_Barenblat
Prince_John_Konstantinovich_of_Russia,Princess_Helen_of_Serbia
Miriam_Hadar_Weingarten,Akiva_Nof
Lucas_Bryant,Kirsty_Hinchcliffe
"Elizabeth_Wellesley,_Duchess_of_Wellington","Arthur_Wellesley,_2nd_Duke_of_Wellington"
Geraldine_Brooks_(writer),Tony_Horwitz
Luis_Ubiñas,Deborah_Tolman
Mark_Goddard,Susan_Anspach
Claire_Windsor,Bert_Lytell
Acquanetta,Henry_Clive
Helena_Carr,Bob_Carr
Leonard_Woolf,Virginia_Woolf
Václav_Havel,Dagmar_Havlová
Rupert_Sanders,Liberty_Ross
Leven_Rambin,Jim_Parrack
Sylvia_Llewelyn_Davies,Arthur_Llewelyn_Davies
Clarissa_Kaye,James_Mason
Osher_Günsberg,Noa_Tishby
Margot_Kidder,John_Heard_(actor)
Gaius_Marius,Julia_(wife_of_Marius)
Bessie_Clayton,Julian_P._Mitchell
Jomo_Kenyatta,Grace_Wahu
Gerónima_Montealegre,Bruno_Carranza
Zhang_Yuqi,Wang_Quan'an
Stephanie_McMahon,Triple_H
Brent_Ridge,Josh_Kilmer-Purcell
C.W._Thompson,Lizzie_P._Thompson
Martha_Gellhorn,Ernest_Hemingway
Andrzej_Wajda,Beata_Tyszkiewicz
Henry_Campbell-Bannerman,"Charlotte,_Lady_Campbell-Bannerman"
Jean_Guy,William_L._Guy
Sophia_of_Wittelsbach,"Hermann_I,_Landgrave_of_Thuringia"
Catarina_Paraguaçu,Caramuru
Zinaida_Sharko,Igor_Vladimirov
Karen_Morris-Gowdy,Curt_Gowdy
Richard_Allen_(bishop),Sarah_Allen_(missionary)
Salima_Sultan_Begum,Bairam_Khan
Julia_Bodmer,Walter_Bodmer
Roger_II_of_Sicily,Beatrice_of_Rethel
Al_Roker,Deborah_Roberts
Ieva_Ilves,Toomas_Hendrik_Ilves
Carolyn_Maloney,Clifton_Maloney
Henriette_Wegner,Benjamin_Wegner
Zizi_Lambrino,Carol_II_of_Romania
Jonathan_Prince,Julie_Warner
Mohamed_Mediouri,Lalla_Latifa
Porfirio_Díaz,Carmen_Romero_Rubio
Nancy_Olson,Alan_Jay_Lerner
Zinaida_Gippius,Dmitry_Merezhkovsky
Margaret_of_Sicily,"Albert_II,_Margrave_of_Meissen"
Nikki_Kahn,Michel_duCille
Casimir_III_the_Great,Hedwig_of_Sagan
Hedwig_of_Holstein,Magnus_III_of_Sweden
Francine_Smith,Stan_Smith_(American_Dad!)
Joyce_Carol_Oates,Raymond_J._Smith
Anne_Bancroft,Mel_Brooks
"Wolfgang,_Count_Palatine_of_Zweibrücken",Anna_of_Hesse
Beyoncé,Jay_Z
Anthony_Havelock-Allan,Valerie_Hobson
Rixa_of_Werle,"Albert_II,_Duke_of_Brunswick-Lüneburg"
Margarita_Villalta_de_Sánchez,Salvador_Sánchez_Cerén
Helen_van_Dongen,Joris_Ivens
William_the_Lion,Ermengarde_de_Beaumont
Jagathy_Sreekumar,Mallika_Sukumaran
Maria_Karnilova,George_S._Irving
"Jean-Marie_Roland,_vicomte_de_la_Platière",Madame_Roland
Winifred_Kingston,Dustin_Farnum
Thomas_Drummond,Maria_Kinnaird
Princess_Amalie_of_Hesse-Darmstadt,"Charles_Louis,_Hereditary_Prince_of_Baden"
Suzy_Amis_Cameron,Sam_Robards
P._J._Soles,Skip_Holm
Jeff_Anderson,Lisa_Spoonhauer
Kirsty_Child,Peter_Adams_(actor)
Stewart_Granger,Elspeth_March
"Sancha_of_Castile,_Queen_of_Navarre",Sancho_VI_of_Navarre
Kim_Dae-jung,Lee_Hui-ho
Michael_Learned,Peter_Donat
In_Jae-keun,Kim_Geun-tae
Johann_Philipp_of_Hanau-Lichtenberg,Susanna_Margarete_of_Anhalt-Dessau
Empress_Xiaoshengxian,Yongzheng_Emperor
Peter_of_Castile,Juana_de_Castro
Julie_Dawn_Cole,Nick_Wilton
Nora_Barnacle,James_Joyce
Anna_Fredericka_Philippine_of_Schleswig-Holstein-Sonderburg-Wiesenburg,"Frederick_Henry,_Duke_of_Saxe-Zeitz-Pegau-Neustadt"
Mary_Ann_Mobley,Gary_Collins_(actor)
Barton_Gellman,Dafna_Linzer
Porfirio_Rubirosa,Odile_Rodin
Crispin_Odey,Nichola_Pease
"Adolf_I,_Prince_of_Schaumburg-Lippe",Princess_Hermine_of_Waldeck_and_Pyrmont
Amy_Goldman_Fowler,Cary_Fowler
Kenny_Logan,Gabby_Logan
"Francis_II,_Holy_Roman_Emperor",Maria_Theresa_of_Naples_and_Sicily
Jagadish_Ghimire,Durga_Ghimire
Marina_Smilets_of_Bulgaria,Aldimir
"Charles_Paget,_6th_Marquess_of_Anglesey",Lady_Victoria_Manners
Fujiwara_no_Ritsushi,Emperor_Juntoku
Jay_O._Sanders,Maryann_Plunkett
John_Singleton,Akosua_Busia
Seetha_(actress),Satish_Shah
Mélissa_Theuriau,Jamel_Debbouze
Belinda_Carroll,Simon_Williams_(actor)
Kjell_Heggelund,Liv_Køltzow
Joan_Blondell,George_Barnes_(cinematographer)
Helen_Bentwich,Norman_Bentwich
"Joan_de_Geneville,_2nd_Baroness_Geneville","Roger_Mortimer,_1st_Earl_of_March"
Mark_DeCarlo,Yeni_Álvarez
"Louis_IV,_Landgrave_of_Thuringia",Elizabeth_of_Hungary
Kawab,Hetepheres_II
Anna_Volska,John_Bell_(Australian_actor)
Stuart_Sutcliffe,Astrid_Kirchherr
Lucile_Quarry_Mann,William_M._Mann
Jan_Hieronimowicz_Chodkiewicz,Krystyna_Zborowska
Lilith_Sternin,Frasier_Crane
Dele_Giwa,Florence_Ita_Giwa
Bakhtiyaar_Irani,Tanaaz_Irani
Gai_Brodtmann,Chris_Uhlmann
Michael_Gilden,Meredith_Eaton
Bruce_Rauner,Diana_Rauner
Ted_McGinley,Gigi_Rice
Kenneth_Murray_(biologist),Noreen_Murray
Sanjeev_Seth,Lata_Sabharwal
Phoebe_Cates,Kevin_Kline
"Jane_Radcliffe,_Viscountess_Montague","Anthony_Browne,_1st_Viscount_Montagu"
David_Wallace_(actor),Lisa_Trusel
Helen_Chandler,Cyril_Hume
Mary_Ball_Washington,Augustine_Washington
Cauã_Reymond,Grazi_Massafera
Mapy_Cortés,Fernando_Cortés
Will_Arnett,Amy_Poehler
Shobha_Nagi_Reddy,Bhuma_Nagi_Reddy
Usaukpan_(Sawlu),Sawlu
Princess_Isabelle_of_Orléans-Braganza,"Henri,_Count_of_Paris"
El_Cid,Jimena_Díaz
Sheila_Kelley_(American_actress),Richard_Schiff
Arline_Judge,Wesley_Ruggles
"Marie_I_de_Coucy,_Countess_of_Soissons",Henry_of_Bar
Joan_Holland,"Edmund_of_Langley,_1st_Duke_of_York"
Reuven_Rivlin,Nechama_Rivlin
Alice_Estes_Davis,Marc_Davis_(animator)
William_Holden,Brenda_Marshall
Aishwarya_Rai,Abhishek_Bachchan
Robin_Raphel,Arnold_Lewis_Raphel
Rabri_Devi,Lalu_Prasad_Yadav
Louise_of_Lorraine,Henry_III_of_France
Rich_Vos,Bonnie_McFarlane
Willem_Dafoe,Giada_Colagrande
Ajay_Piramal,Swati_Piramal
Idowu_Philips,Hubert_Ogunde
Kalaniʻōpuʻu,Kānekapōlei
Leonard_Nimoy,Susan_Bay
"Audrey_Callaghan,_Baroness_Callaghan_of_Cardiff",James_Callaghan
David_Morrissey,Esther_Freud
Chris_Pratt,Anna_Faris
Yvonne_Green,Brian_Green_(barrister)
Khym_Lam,Richard_Fidler
Diana_Pavlac_Glyer,Mike_Glyer
Budd_Schulberg,Jigee_Viertel
Maximian,Eutropia
Delphine_Arnault,Xavier_Niel
Suzanne_Lloyd,Buddy_Bregman
Carrie_Grant,David_Grant_(singer)
Ingrid_Thulin,Harry_Schein
Lalitha_Kumari,Prakash_Raj
Louisa_Atkinson,James_Calvert_(explorer)
Prince_Frederick_of_Hohenzollern-Sigmaringen,Princess_Louise_of_Thurn_and_Taxis
Sun-Hwa_Kwon,Jin-Soo_Kwon
Oliver_Tambo,Adelaide_Tambo
Mahendra_of_Nepal,Queen_Ratna_of_Nepal
Anne_D._Neal,Tom_Petri
Denise_Alexander,Richard_A._Colla
Lady_Elizabeth_Percy,"John_Clifford,_7th_Baron_de_Clifford"
Hieronim_Wincenty_Radziwiłł,Princess_Sophie_Friederike_of_Thurn_and_Taxis
Walter_Lantz,Grace_Stafford
Lesley_Ann_Warren,Jon_Peters
"Princess_Margaretha,_Mrs._Ambler",John_Ambler
Paul_Le_Mat,Suzanne_de_Passe
Pedro_I_of_Brazil,Maria_Leopoldina_of_Austria
Simon_Baker,Rebecca_Rigg
Roxy_Shahidi,Arsher_Ali
Leslie_Caron,Geordie_Hormel
Michael_Bublé,Luisana_Lopilato
Judy_Sheindlin,Jerry_Sheindlin
John_Eugene_Zuccotti,Susan_Zuccotti
Jean_Shepherd,Lois_Nettleton
"Claude_Bowes-Lyon,_13th_Earl_of_Strathmore_and_Kinghorne","Frances_Bowes-Lyon,_Countess_of_Strathmore_and_Kinghorne"
Martha_Sharp,Waitstill_Sharp
William_Cohen,Janet_Langhart
Rory_Lee_Feek,Joey_Martin_Feek
Anatole_Litvak,Miriam_Hopkins
Lady_Tsukiyama,Tokugawa_Ieyasu
Marie-Louise_Coidavid,Henri_Christophe
Anthony_Lee,Margaret_Lee_(lady-in-waiting)
Carroll_Dunham,Grace_Dunham
Bud_Westmore,Martha_Raye
Michael_the_Brave,Doamna_Stanca
Eustace_fitz_John,Beatrix_de_Vesci
Jessica_Rush,Eric_Anderson_(actor)
Emil_Jannings,Lucie_Höflich
Leonard_Bosack,Sandy_Lerner
Lurene_Tuttle,Melville_Ruick
Monte_Amundsen,Giorgio_Tozzi
Ginny_McSwain,Joe_Lala
Luca_Zingaretti,Luisa_Ranieri
Angel_Parker,Eric_Nenninger
Haakon_the_Young,Rikissa_Birgersdotter
Countess_Sophie_Amalie_of_Nassau-Siegen,Frederick_Casimir_Kettler
Suzy_Parker,Bradford_Dillman
Ludwig_I_of_Bavaria,Therese_of_Saxe-Hildburghausen
Infanta_Maria_Josepha_of_Portugal,"Karl_Theodor,_Duke_in_Bavaria"
Martha_Raye,Bud_Westmore
Afiea_Nusrat_Barsha,Ananta_Jalil
Eliane_Karp,Alejandro_Toledo
Maria_d'Este,"Ranuccio_II_Farnese,_Duke_of_Parma"
Cecily_Brown,Nicolai_Ouroussoff
John_Pascal,Donna_J._Stone
Gülcemal_Kadın,Abdülmecid_I
Oszkár_Jászi,Anna_Lesznai
Leslie_Hope,Adam_Kane
Anna_Juliana_Gonzaga,"Ferdinand_II,_Archduke_of_Austria"
Paul-Louis_Weiller,Aliki_Diplarakou
